Radionuclide	Au-198m
Route of Intake	Ingestion
Material	All forms, fA=0.1
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.9E-1	-	-	9.8E-1	5.6E-4	8.1E-4
0.083333	9.7E-1	-	-	9.5E-1	1.6E-3	2.3E-3
0.125	9.6E-1	-	-	9.3E-1	2.6E-3	3.8E-3
0.25	9.2E-1	-	-	8.6E-1	4.3E-3	6.8E-3
0.375	8.8E-1	-	-	8.1E-1	4.8E-3	8.0E-3
0.5	8.3E-1	-	-	7.6E-1	4.7E-3	8.3E-3
0.625	7.7E-1	-	-	7.0E-1	4.4E-3	8.3E-3
0.75	7.1E-1	-	-	6.5E-1	4.1E-3	8.2E-3
0.875	6.4E-1	-	-	5.8E-1	3.7E-3	7.9E-3
1	5.8E-1	1.1E-2	1.5E-1	5.2E-1	3.4E-3	7.7E-3
1.125	5.1E-1	-	-	4.6E-1	3.1E-3	7.4E-3
1.25	4.5E-1	-	-	4.0E-1	2.9E-3	7.1E-3
1.375	4.0E-1	-	-	3.5E-1	2.6E-3	6.9E-3
1.5	3.4E-1	-	-	3.0E-1	2.4E-3	6.6E-3
1.625	3.0E-1	-	-	2.6E-1	2.3E-3	6.4E-3
1.75	2.6E-1	-	-	2.2E-1	2.1E-3	6.1E-3
1.875	2.2E-1	-	-	1.8E-1	2.0E-3	5.9E-3
2	1.9E-1	5.5E-3	2.3E-1	1.5E-1	1.8E-3	5.7E-3
2.25	1.4E-1	-	-	1.1E-1	1.6E-3	5.2E-3
2.5	1.0E-1	-	-	7.2E-2	1.4E-3	4.8E-3
2.75	7.4E-2	-	-	4.8E-2	1.3E-3	4.4E-3
3	5.6E-2	1.9E-3	8.1E-2	3.2E-2	1.1E-3	4.1E-3
3.25	4.3E-2	-	-	2.1E-2	1.0E-3	3.7E-3
3.5	3.3E-2	-	-	1.4E-2	9.2E-4	3.4E-3
3.75	2.7E-2	-	-	9.2E-3	8.3E-4	3.1E-3
4	2.2E-2	7.8E-4	1.8E-2	6.0E-3	7.6E-4	2.9E-3
4.25	1.9E-2	-	-	4.0E-3	6.9E-4	2.7E-3
4.5	1.6E-2	-	-	2.6E-3	6.3E-4	2.4E-3
4.75	1.4E-2	-	-	1.8E-3	5.7E-4	2.2E-3
5	1.3E-2	4.1E-4	3.2E-3	1.2E-3	5.2E-4	2.1E-3
5.5	1.0E-2	-	-	6.4E-4	4.4E-4	1.7E-3
6	8.6E-3	2.5E-4	5.7E-4	3.9E-4	3.6E-4	1.5E-3
6.5	7.2E-3	-	-	2.6E-4	3.0E-4	1.2E-3
7	6.1E-3	1.7E-4	1.2E-4	1.9E-4	2.6E-4	1.0E-3
7.5	5.1E-3	-	-	1.5E-4	2.1E-4	8.7E-4
8	4.3E-3	1.2E-4	3.8E-5	1.2E-4	1.8E-4	7.3E-4
8.5	3.6E-3	-	-	1.0E-4	1.5E-4	6.2E-4
9	3.1E-3	8.2E-5	2.0E-5	8.6E-5	1.3E-4	5.2E-4
9.5	2.6E-3	-	-	7.1E-5	1.1E-4	4.4E-4
10	2.2E-3	5.8E-5	1.3E-5	6.0E-5	8.9E-5	3.7E-4
11	1.6E-3	4.1E-5	8.6E-6	4.2E-5	6.3E-5	2.6E-4
