Radionuclide	Fr-212
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	1.0E-1	1.6E-2	3.2E-3
0.083333	1.2E-2	1.2E-3	1.4E-4
0.125	1.5E-3	1.0E-4	9.7E-6
0.25	2.8E-6	1.3E-7	1.4E-8
0.375	5.4E-9	2.3E-10	-
