Radionuclide	H-3
Route of Intake	Inhalation
Material	Aerosols Biogenic organic compounds, fA=0.99
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	6.6E-1	-	-	7.0E-2	3.3E-3
0.083333	6.5E-1	-	-	4.2E-2	3.7E-3
0.125	6.4E-1	-	-	3.0E-2	4.1E-3
0.25	6.2E-1	-	-	2.0E-2	4.9E-3
0.375	6.0E-1	-	-	1.8E-2	5.4E-3
0.5	5.9E-1	-	-	1.7E-2	5.8E-3
0.625	5.7E-1	-	-	1.6E-2	6.1E-3
0.75	5.6E-1	-	-	1.6E-2	6.4E-3
0.875	5.6E-1	-	-	1.5E-2	6.5E-3
1	5.5E-1	6.9E-3	5.8E-4	1.5E-2	6.7E-3
1.125	5.4E-1	-	-	1.4E-2	6.7E-3
1.25	5.4E-1	-	-	1.4E-2	6.8E-3
1.375	5.3E-1	-	-	1.4E-2	6.8E-3
1.5	5.3E-1	-	-	1.3E-2	6.8E-3
1.625	5.3E-1	-	-	1.3E-2	6.9E-3
1.75	5.2E-1	-	-	1.3E-2	6.9E-3
1.875	5.2E-1	-	-	1.3E-2	6.8E-3
2	5.2E-1	9.4E-3	1.5E-3	1.2E-2	6.8E-3
2.25	5.1E-1	-	-	1.2E-2	6.8E-3
2.5	5.1E-1	-	-	1.2E-2	6.7E-3
2.75	5.0E-1	-	-	1.2E-2	6.7E-3
3	5.0E-1	9.2E-3	1.2E-3	1.1E-2	6.6E-3
3.25	5.0E-1	-	-	1.1E-2	6.5E-3
3.5	4.9E-1	-	-	1.1E-2	6.5E-3
3.75	4.9E-1	-	-	1.1E-2	6.4E-3
4	4.8E-1	8.8E-3	8.7E-4	1.1E-2	6.4E-3
4.25	4.8E-1	-	-	1.1E-2	6.3E-3
4.5	4.8E-1	-	-	1.0E-2	6.2E-3
4.75	4.7E-1	-	-	1.0E-2	6.2E-3
5	4.7E-1	8.4E-3	7.1E-4	1.0E-2	6.1E-3
5.5	4.6E-1	-	-	1.0E-2	6.0E-3
6	4.5E-1	8.0E-3	6.4E-4	9.9E-3	5.9E-3
6.5	4.5E-1	-	-	9.8E-3	5.8E-3
7	4.4E-1	7.6E-3	6.0E-4	9.6E-3	5.7E-3
7.5	4.3E-1	-	-	9.4E-3	5.5E-3
8	4.3E-1	7.2E-3	5.7E-4	9.3E-3	5.4E-3
8.5	4.2E-1	-	-	9.1E-3	5.3E-3
9	4.1E-1	6.9E-3	5.4E-4	9.0E-3	5.2E-3
9.5	4.1E-1	-	-	8.8E-3	5.2E-3
10	4.0E-1	6.6E-3	5.1E-4	8.7E-3	5.1E-3
11	3.9E-1	6.3E-3	4.9E-4	8.4E-3	4.9E-3
12	3.8E-1	6.0E-3	4.7E-4	8.1E-3	4.7E-3
13	3.7E-1	5.8E-3	4.5E-4	7.9E-3	4.6E-3
14	3.6E-1	5.5E-3	4.3E-4	7.6E-3	4.4E-3
15	3.5E-1	5.3E-3	4.1E-4	7.4E-3	4.3E-3
16	3.4E-1	5.0E-3	3.9E-4	7.2E-3	4.1E-3
17	3.3E-1	4.8E-3	3.7E-4	7.0E-3	4.0E-3
18	3.2E-1	4.6E-3	3.6E-4	6.8E-3	3.9E-3
19	3.1E-1	4.5E-3	3.4E-4	6.6E-3	3.8E-3
20	3.1E-1	4.3E-3	3.3E-4	6.4E-3	3.6E-3
21	3.0E-1	4.1E-3	3.2E-4	6.3E-3	3.5E-3
22	2.9E-1	4.0E-3	3.0E-4	6.1E-3	3.4E-3
23	2.8E-1	3.8E-3	2.9E-4	5.9E-3	3.3E-3
24	2.8E-1	3.7E-3	2.8E-4	5.8E-3	3.2E-3
25	2.7E-1	3.5E-3	2.7E-4	5.6E-3	3.2E-3
26	2.6E-1	3.4E-3	2.6E-4	5.5E-3	3.1E-3
27	2.6E-1	3.3E-3	2.5E-4	5.4E-3	3.0E-3
28	2.5E-1	3.2E-3	2.4E-4	5.2E-3	2.9E-3
29	2.5E-1	3.1E-3	2.4E-4	5.1E-3	2.8E-3
30	2.4E-1	3.0E-3	2.3E-4	5.0E-3	2.8E-3
31	2.4E-1	2.9E-3	2.2E-4	4.9E-3	2.7E-3
32	2.3E-1	2.8E-3	2.1E-4	4.8E-3	2.6E-3
33	2.3E-1	2.7E-3	2.1E-4	4.6E-3	2.6E-3
34	2.2E-1	2.6E-3	2.0E-4	4.5E-3	2.5E-3
35	2.2E-1	2.5E-3	1.9E-4	4.4E-3	2.4E-3
36	2.1E-1	2.5E-3	1.9E-4	4.3E-3	2.4E-3
37	2.1E-1	2.4E-3	1.8E-4	4.2E-3	2.3E-3
38	2.0E-1	2.3E-3	1.8E-4	4.2E-3	2.3E-3
39	2.0E-1	2.3E-3	1.7E-4	4.1E-3	2.2E-3
40	2.0E-1	2.2E-3	1.7E-4	4.0E-3	2.2E-3
41	1.9E-1	2.1E-3	1.6E-4	3.9E-3	2.1E-3
42	1.9E-1	2.1E-3	1.6E-4	3.8E-3	2.1E-3
43	1.8E-1	2.0E-3	1.5E-4	3.7E-3	2.0E-3
44	1.8E-1	2.0E-3	1.5E-4	3.7E-3	2.0E-3
45	1.8E-1	1.9E-3	1.4E-4	3.6E-3	1.9E-3
46	1.7E-1	1.9E-3	1.4E-4	3.5E-3	1.9E-3
47	1.7E-1	1.8E-3	1.4E-4	3.4E-3	1.9E-3
48	1.7E-1	1.8E-3	1.3E-4	3.4E-3	1.8E-3
49	1.6E-1	1.7E-3	1.3E-4	3.3E-3	1.8E-3
50	1.6E-1	1.7E-3	1.3E-4	3.2E-3	1.8E-3
51	1.6E-1	1.7E-3	1.2E-4	3.2E-3	1.7E-3
52	1.5E-1	1.6E-3	1.2E-4	3.1E-3	1.7E-3
53	1.5E-1	1.6E-3	1.2E-4	3.1E-3	1.7E-3
54	1.5E-1	1.5E-3	1.2E-4	3.0E-3	1.6E-3
55	1.5E-1	1.5E-3	1.1E-4	2.9E-3	1.6E-3
56	1.4E-1	1.5E-3	1.1E-4	2.9E-3	1.6E-3
57	1.4E-1	1.4E-3	1.1E-4	2.8E-3	1.5E-3
58	1.4E-1	1.4E-3	1.1E-4	2.8E-3	1.5E-3
59	1.4E-1	1.4E-3	1.0E-4	2.7E-3	1.5E-3
60	1.3E-1	1.3E-3	1.0E-4	2.7E-3	1.4E-3
61	1.3E-1	1.3E-3	9.9E-5	2.6E-3	1.4E-3
62	1.3E-1	1.3E-3	9.7E-5	2.6E-3	1.4E-3
63	1.3E-1	1.3E-3	9.5E-5	2.5E-3	1.4E-3
64	1.2E-1	1.2E-3	9.3E-5	2.5E-3	1.3E-3
65	1.2E-1	1.2E-3	9.1E-5	2.4E-3	1.3E-3
66	1.2E-1	1.2E-3	8.9E-5	2.4E-3	1.3E-3
67	1.2E-1	1.2E-3	8.7E-5	2.4E-3	1.3E-3
68	1.2E-1	1.1E-3	8.5E-5	2.3E-3	1.2E-3
69	1.1E-1	1.1E-3	8.4E-5	2.3E-3	1.2E-3
70	1.1E-1	1.1E-3	8.2E-5	2.2E-3	1.2E-3
71	1.1E-1	1.1E-3	8.0E-5	2.2E-3	1.2E-3
72	1.1E-1	1.1E-3	7.9E-5	2.1E-3	1.1E-3
73	1.1E-1	1.0E-3	7.7E-5	2.1E-3	1.1E-3
74	1.0E-1	1.0E-3	7.6E-5	2.1E-3	1.1E-3
75	1.0E-1	9.9E-4	7.4E-5	2.0E-3	1.1E-3
76	1.0E-1	9.7E-4	7.3E-5	2.0E-3	1.1E-3
77	9.8E-2	9.5E-4	7.1E-5	2.0E-3	1.0E-3
78	9.6E-2	9.4E-4	7.0E-5	1.9E-3	1.0E-3
79	9.5E-2	9.2E-4	6.9E-5	1.9E-3	1.0E-3
80	9.3E-2	9.0E-4	6.7E-5	1.9E-3	9.9E-4
81	9.2E-2	8.8E-4	6.6E-5	1.8E-3	9.8E-4
82	9.0E-2	8.7E-4	6.5E-5	1.8E-3	9.6E-4
83	8.8E-2	8.5E-4	6.4E-5	1.8E-3	9.4E-4
84	8.7E-2	8.4E-4	6.2E-5	1.7E-3	9.3E-4
85	8.5E-2	8.2E-4	6.1E-5	1.7E-3	9.1E-4
86	8.4E-2	8.1E-4	6.0E-5	1.7E-3	8.9E-4
87	8.2E-2	7.9E-4	5.9E-5	1.6E-3	8.8E-4
88	8.1E-2	7.8E-4	5.8E-5	1.6E-3	8.6E-4
