Radionuclide	H-3
Route of Intake	Inhalation
Material	Aerosols Type F, LaNiAl tritide, fA=0.99
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	8.7E-1	-	-	3.6E-2	2.5E-2
0.083333	8.7E-1	-	-	2.8E-2	1.5E-2
0.125	8.6E-1	-	-	2.5E-2	1.5E-2
0.25	8.5E-1	-	-	2.2E-2	1.5E-2
0.375	8.4E-1	-	-	2.1E-2	1.5E-2
0.5	8.3E-1	-	-	2.1E-2	1.5E-2
0.625	8.2E-1	-	-	2.1E-2	1.5E-2
0.75	8.1E-1	-	-	2.1E-2	1.5E-2
0.875	8.0E-1	-	-	2.1E-2	1.5E-2
1	8.0E-1	2.7E-2	3.9E-4	2.1E-2	1.5E-2
1.125	7.9E-1	-	-	2.1E-2	1.5E-2
1.25	7.8E-1	-	-	2.1E-2	1.5E-2
1.375	7.7E-1	-	-	2.1E-2	1.5E-2
1.5	7.7E-1	-	-	2.0E-2	1.5E-2
1.625	7.6E-1	-	-	2.0E-2	1.5E-2
1.75	7.5E-1	-	-	2.0E-2	1.4E-2
1.875	7.5E-1	-	-	2.0E-2	1.4E-2
2	7.4E-1	2.9E-2	1.6E-3	2.0E-2	1.4E-2
2.25	7.3E-1	-	-	2.0E-2	1.4E-2
2.5	7.1E-1	-	-	1.9E-2	1.4E-2
2.75	7.0E-1	-	-	1.9E-2	1.3E-2
3	6.9E-1	2.7E-2	2.0E-3	1.9E-2	1.3E-2
3.25	6.8E-1	-	-	1.8E-2	1.3E-2
3.5	6.7E-1	-	-	1.8E-2	1.3E-2
3.75	6.6E-1	-	-	1.8E-2	1.3E-2
4	6.4E-1	2.5E-2	2.0E-3	1.7E-2	1.2E-2
4.25	6.3E-1	-	-	1.7E-2	1.2E-2
4.5	6.2E-1	-	-	1.7E-2	1.2E-2
4.75	6.1E-1	-	-	1.7E-2	1.2E-2
5	6.0E-1	2.4E-2	1.9E-3	1.6E-2	1.2E-2
5.5	5.8E-1	-	-	1.6E-2	1.1E-2
6	5.6E-1	2.2E-2	1.8E-3	1.5E-2	1.1E-2
6.5	5.4E-1	-	-	1.5E-2	1.0E-2
7	5.2E-1	2.1E-2	1.7E-3	1.4E-2	1.0E-2
7.5	5.1E-1	-	-	1.4E-2	9.7E-3
8	4.9E-1	1.9E-2	1.5E-3	1.3E-2	9.4E-3
8.5	4.7E-1	-	-	1.3E-2	9.0E-3
9	4.6E-1	1.8E-2	1.4E-3	1.2E-2	8.7E-3
9.5	4.4E-1	-	-	1.2E-2	8.4E-3
10	4.3E-1	1.7E-2	1.3E-3	1.2E-2	8.1E-3
11	4.0E-1	1.6E-2	1.2E-3	1.1E-2	7.6E-3
12	3.7E-1	1.4E-2	1.2E-3	1.0E-2	7.1E-3
13	3.5E-1	1.3E-2	1.1E-3	9.3E-3	6.6E-3
14	3.2E-1	1.3E-2	1.0E-3	8.7E-3	6.2E-3
15	3.0E-1	1.2E-2	9.4E-4	8.1E-3	5.8E-3
16	2.8E-1	1.1E-2	8.8E-4	7.6E-3	5.4E-3
17	2.6E-1	1.0E-2	8.2E-4	7.1E-3	5.0E-3
18	2.5E-1	9.5E-3	7.6E-4	6.6E-3	4.7E-3
19	2.3E-1	8.9E-3	7.1E-4	6.2E-3	4.4E-3
20	2.1E-1	8.3E-3	6.7E-4	5.8E-3	4.1E-3
21	2.0E-1	7.7E-3	6.2E-4	5.4E-3	3.8E-3
22	1.9E-1	7.2E-3	5.8E-4	5.0E-3	3.6E-3
23	1.8E-1	6.7E-3	5.4E-4	4.7E-3	3.3E-3
24	1.6E-1	6.3E-3	5.0E-4	4.4E-3	3.1E-3
25	1.5E-1	5.8E-3	4.7E-4	4.1E-3	2.9E-3
26	1.4E-1	5.4E-3	4.4E-4	3.8E-3	2.7E-3
27	1.3E-1	5.1E-3	4.1E-4	3.6E-3	2.5E-3
28	1.3E-1	4.7E-3	3.8E-4	3.3E-3	2.4E-3
29	1.2E-1	4.4E-3	3.6E-4	3.1E-3	2.2E-3
30	1.1E-1	4.1E-3	3.3E-4	2.9E-3	2.1E-3
31	1.0E-1	3.9E-3	3.1E-4	2.7E-3	1.9E-3
32	9.6E-2	3.6E-3	2.9E-4	2.6E-3	1.8E-3
33	9.0E-2	3.4E-3	2.7E-4	2.4E-3	1.7E-3
34	8.4E-2	3.1E-3	2.5E-4	2.2E-3	1.6E-3
35	7.9E-2	2.9E-3	2.3E-4	2.1E-3	1.5E-3
36	7.4E-2	2.7E-3	2.2E-4	2.0E-3	1.4E-3
37	6.9E-2	2.5E-3	2.0E-4	1.8E-3	1.3E-3
38	6.5E-2	2.4E-3	1.9E-4	1.7E-3	1.2E-3
39	6.1E-2	2.2E-3	1.8E-4	1.6E-3	1.1E-3
40	5.7E-2	2.1E-3	1.7E-4	1.5E-3	1.0E-3
41	5.4E-2	1.9E-3	1.5E-4	1.4E-3	9.8E-4
42	5.0E-2	1.8E-3	1.4E-4	1.3E-3	9.2E-4
43	4.7E-2	1.7E-3	1.4E-4	1.2E-3	8.6E-4
44	4.4E-2	1.6E-3	1.3E-4	1.2E-3	8.0E-4
45	4.2E-2	1.5E-3	1.2E-4	1.1E-3	7.5E-4
46	3.9E-2	1.4E-3	1.1E-4	1.0E-3	7.0E-4
47	3.7E-2	1.3E-3	1.0E-4	9.6E-4	6.6E-4
48	3.5E-2	1.2E-3	9.6E-5	9.0E-4	6.2E-4
49	3.3E-2	1.1E-3	9.0E-5	8.4E-4	5.8E-4
50	3.1E-2	1.0E-3	8.4E-5	7.9E-4	5.4E-4
51	2.9E-2	9.8E-4	7.8E-5	7.4E-4	5.1E-4
52	2.7E-2	9.1E-4	7.3E-5	7.0E-4	4.8E-4
53	2.6E-2	8.5E-4	6.8E-5	6.6E-4	4.5E-4
54	2.4E-2	8.0E-4	6.4E-5	6.2E-4	4.2E-4
55	2.3E-2	7.4E-4	6.0E-5	5.8E-4	3.9E-4
56	2.2E-2	7.0E-4	5.6E-5	5.5E-4	3.7E-4
57	2.0E-2	6.5E-4	5.2E-5	5.2E-4	3.5E-4
58	1.9E-2	6.1E-4	4.9E-5	4.9E-4	3.3E-4
59	1.8E-2	5.7E-4	4.6E-5	4.6E-4	3.1E-4
60	1.7E-2	5.3E-4	4.3E-5	4.3E-4	2.9E-4
61	1.6E-2	5.0E-4	4.0E-5	4.1E-4	2.7E-4
62	1.5E-2	4.7E-4	3.7E-5	3.9E-4	2.6E-4
63	1.5E-2	4.4E-4	3.5E-5	3.6E-4	2.4E-4
64	1.4E-2	4.1E-4	3.3E-5	3.4E-4	2.3E-4
65	1.3E-2	3.8E-4	3.1E-5	3.3E-4	2.1E-4
66	1.3E-2	3.6E-4	2.9E-5	3.1E-4	2.0E-4
67	1.2E-2	3.4E-4	2.7E-5	2.9E-4	1.9E-4
68	1.1E-2	3.2E-4	2.5E-5	2.8E-4	1.8E-4
69	1.1E-2	3.0E-4	2.4E-5	2.6E-4	1.7E-4
70	1.0E-2	2.8E-4	2.2E-5	2.5E-4	1.6E-4
71	9.9E-3	2.6E-4	2.1E-5	2.4E-4	1.5E-4
72	9.4E-3	2.4E-4	2.0E-5	2.3E-4	1.4E-4
73	9.0E-3	2.3E-4	1.8E-5	2.1E-4	1.4E-4
74	8.6E-3	2.2E-4	1.7E-5	2.0E-4	1.3E-4
75	8.2E-3	2.0E-4	1.6E-5	1.9E-4	1.2E-4
76	7.9E-3	1.9E-4	1.5E-5	1.9E-4	1.2E-4
77	7.6E-3	1.8E-4	1.4E-5	1.8E-4	1.1E-4
78	7.3E-3	1.7E-4	1.3E-5	1.7E-4	1.1E-4
79	7.0E-3	1.6E-4	1.3E-5	1.6E-4	1.0E-4
80	6.7E-3	1.5E-4	1.2E-5	1.5E-4	9.6E-5
81	6.4E-3	1.4E-4	1.1E-5	1.5E-4	9.1E-5
82	6.2E-3	1.3E-4	1.1E-5	1.4E-4	8.7E-5
83	6.0E-3	1.2E-4	9.9E-6	1.4E-4	8.3E-5
84	5.7E-3	1.2E-4	9.3E-6	1.3E-4	7.9E-5
85	5.5E-3	1.1E-4	8.8E-6	1.2E-4	7.6E-5
86	5.4E-3	1.0E-4	8.3E-6	1.2E-4	7.2E-5
87	5.2E-3	9.9E-5	7.8E-6	1.2E-4	6.9E-5
88	5.0E-3	9.4E-5	7.4E-6	1.1E-4	6.6E-5
89	4.8E-3	8.9E-5	7.0E-6	1.1E-4	6.4E-5
90	4.7E-3	8.4E-5	6.6E-6	1.0E-4	6.1E-5
91	4.5E-3	7.9E-5	6.2E-6	9.9E-5	5.9E-5
92	4.4E-3	7.5E-5	5.9E-6	9.6E-5	5.6E-5
93	4.3E-3	7.1E-5	5.6E-6	9.3E-5	5.4E-5
94	4.1E-3	6.8E-5	5.3E-6	8.9E-5	5.2E-5
95	4.0E-3	6.4E-5	5.0E-6	8.7E-5	5.0E-5
96	3.9E-3	6.1E-5	4.8E-6	8.4E-5	4.8E-5
97	3.8E-3	5.8E-5	4.5E-6	8.1E-5	4.7E-5
98	3.7E-3	5.5E-5	4.3E-6	7.9E-5	4.5E-5
99	3.6E-3	5.2E-5	4.1E-6	7.6E-5	4.4E-5
100	3.5E-3	5.0E-5	3.9E-6	7.4E-5	4.2E-5
110	2.8E-3	3.2E-5	2.5E-6	5.7E-5	3.1E-5
120	2.3E-3	2.2E-5	1.7E-6	4.7E-5	2.5E-5
130	2.0E-3	1.6E-5	1.2E-6	3.9E-5	2.0E-5
140	1.8E-3	1.2E-5	9.2E-7	3.4E-5	1.7E-5
150	1.6E-3	9.7E-6	7.3E-7	3.0E-5	1.5E-5
160	1.4E-3	7.9E-6	5.9E-7	2.7E-5	1.3E-5
