Radionuclide	H-3
Route of Intake	Inhalation
Material	Aerosols Type M, All unspecified compounds, glass fragments, luminous paint, titanium tritide, zirconium tritide, fA=0.2
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	6.1E-1	-	-	3.6E-2	5.1E-1
0.083333	6.1E-1	-	-	4.2E-2	5.0E-1
0.125	6.1E-1	-	-	4.7E-2	4.8E-1
0.25	6.1E-1	-	-	5.5E-2	4.6E-1
0.375	6.0E-1	-	-	6.0E-2	4.4E-1
0.5	6.0E-1	-	-	6.4E-2	4.3E-1
0.625	6.0E-1	-	-	6.7E-2	4.2E-1
0.75	5.9E-1	-	-	6.8E-2	4.1E-1
0.875	5.9E-1	-	-	6.8E-2	4.1E-1
1	5.8E-1	2.8E-3	1.1E-2	6.7E-2	4.0E-1
1.125	5.8E-1	-	-	6.5E-2	4.0E-1
1.25	5.7E-1	-	-	6.3E-2	4.0E-1
1.375	5.7E-1	-	-	6.0E-2	3.9E-1
1.5	5.6E-1	-	-	5.8E-2	3.9E-1
1.625	5.6E-1	-	-	5.4E-2	3.9E-1
1.75	5.5E-1	-	-	5.1E-2	3.9E-1
1.875	5.4E-1	-	-	4.8E-2	3.9E-1
2	5.4E-1	4.3E-3	3.5E-2	4.5E-2	3.8E-1
2.25	5.3E-1	-	-	3.9E-2	3.8E-1
2.5	5.2E-1	-	-	3.4E-2	3.8E-1
2.75	5.1E-1	-	-	3.0E-2	3.7E-1
3	5.0E-1	4.3E-3	2.7E-2	2.7E-2	3.7E-1
3.25	5.0E-1	-	-	2.4E-2	3.7E-1
3.5	4.9E-1	-	-	2.1E-2	3.7E-1
3.75	4.9E-1	-	-	1.9E-2	3.6E-1
4	4.8E-1	4.1E-3	1.5E-2	1.8E-2	3.6E-1
4.25	4.8E-1	-	-	1.7E-2	3.6E-1
4.5	4.7E-1	-	-	1.6E-2	3.6E-1
