Radionuclide	H-3
Route of Intake	Inhalation
Material	Gas or vapour Type F, Unspecified , fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	1.0E+0	-	-	7.4E-2	3.1E-2
0.083333	1.0E+0	-	-	4.5E-2	1.9E-2
0.125	9.9E-1	-	-	3.3E-2	1.9E-2
0.25	9.9E-1	-	-	2.5E-2	1.9E-2
0.375	9.8E-1	-	-	2.4E-2	1.9E-2
0.5	9.7E-1	-	-	2.4E-2	1.9E-2
0.625	9.6E-1	-	-	2.4E-2	1.9E-2
0.75	9.5E-1	-	-	2.4E-2	1.8E-2
0.875	9.5E-1	-	-	2.4E-2	1.8E-2
1	9.4E-1	3.4E-2	6.1E-4	2.4E-2	1.8E-2
1.125	9.3E-1	-	-	2.4E-2	1.8E-2
1.25	9.2E-1	-	-	2.4E-2	1.8E-2
1.375	9.1E-1	-	-	2.4E-2	1.8E-2
1.5	9.1E-1	-	-	2.4E-2	1.7E-2
1.625	9.0E-1	-	-	2.4E-2	1.7E-2
1.75	8.9E-1	-	-	2.4E-2	1.7E-2
1.875	8.8E-1	-	-	2.4E-2	1.7E-2
2	8.8E-1	3.4E-2	2.0E-3	2.3E-2	1.7E-2
2.25	8.6E-1	-	-	2.3E-2	1.7E-2
2.5	8.5E-1	-	-	2.3E-2	1.6E-2
2.75	8.3E-1	-	-	2.2E-2	1.6E-2
3	8.2E-1	3.2E-2	2.4E-3	2.2E-2	1.6E-2
3.25	8.0E-1	-	-	2.2E-2	1.5E-2
3.5	7.9E-1	-	-	2.1E-2	1.5E-2
3.75	7.8E-1	-	-	2.1E-2	1.5E-2
4	7.6E-1	3.0E-2	2.4E-3	2.1E-2	1.5E-2
4.25	7.5E-1	-	-	2.0E-2	1.4E-2
4.5	7.4E-1	-	-	2.0E-2	1.4E-2
4.75	7.2E-1	-	-	2.0E-2	1.4E-2
5	7.1E-1	2.8E-2	2.2E-3	1.9E-2	1.4E-2
5.5	6.9E-1	-	-	1.9E-2	1.3E-2
6	6.6E-1	2.6E-2	2.1E-3	1.8E-2	1.3E-2
6.5	6.4E-1	-	-	1.7E-2	1.2E-2
7	6.2E-1	2.4E-2	2.0E-3	1.7E-2	1.2E-2
7.5	6.0E-1	-	-	1.6E-2	1.1E-2
