Radionuclide	H-3
Route of Intake	Inhalation
Material	Aerosols Type F, LaNiAl tritide, fA=0.99
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	5.1E-1	-	-	4.4E-2	7.0E-3
0.083333	5.0E-1	-	-	2.7E-2	5.4E-3
0.125	4.9E-1	-	-	2.1E-2	5.7E-3
0.25	4.8E-1	-	-	1.5E-2	6.4E-3
0.375	4.7E-1	-	-	1.4E-2	6.8E-3
0.5	4.6E-1	-	-	1.4E-2	7.1E-3
0.625	4.5E-1	-	-	1.3E-2	7.3E-3
0.75	4.4E-1	-	-	1.3E-2	7.5E-3
0.875	4.3E-1	-	-	1.2E-2	7.6E-3
1	4.3E-1	1.2E-2	4.0E-4	1.2E-2	7.6E-3
1.125	4.2E-1	-	-	1.2E-2	7.7E-3
1.25	4.2E-1	-	-	1.2E-2	7.7E-3
1.375	4.1E-1	-	-	1.2E-2	7.7E-3
1.5	4.1E-1	-	-	1.1E-2	7.6E-3
1.625	4.0E-1	-	-	1.1E-2	7.6E-3
1.75	4.0E-1	-	-	1.1E-2	7.6E-3
1.875	4.0E-1	-	-	1.1E-2	7.5E-3
2	3.9E-1	1.5E-2	1.2E-3	1.1E-2	7.5E-3
2.25	3.9E-1	-	-	1.1E-2	7.4E-3
2.5	3.8E-1	-	-	1.0E-2	7.2E-3
2.75	3.7E-1	-	-	1.0E-2	7.1E-3
3	3.7E-1	1.4E-2	1.3E-3	1.0E-2	7.0E-3
3.25	3.6E-1	-	-	9.8E-3	6.9E-3
3.5	3.5E-1	-	-	9.6E-3	6.8E-3
3.75	3.5E-1	-	-	9.4E-3	6.7E-3
4	3.4E-1	1.3E-2	1.1E-3	9.3E-3	6.5E-3
4.25	3.4E-1	-	-	9.1E-3	6.4E-3
4.5	3.3E-1	-	-	8.9E-3	6.3E-3
4.75	3.2E-1	-	-	8.8E-3	6.2E-3
5	3.2E-1	1.2E-2	1.0E-3	8.6E-3	6.1E-3
