  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.46985746E-15 4.68283542E-10 9.34438203E-17 4.97741245E-17 1.24373962E-14 2.58777615E-17 2.31742663E-19 2.31742663E-19 2.31742663E-19 4.32726122E-21 4.19945941E-21 4.19945941E-21 1.36389146E-21 7.93937462E-22 7.93964712E-22 7.93937462E-22 1.49538714E-21 1.06715982E-21 1.06716626E-21 1.88477114E-21 1.66433820E-21 1.66444546E-21 1.04923001E-22 7.98782659E-23 7.98782659E-23 2.57121792E-18 7.12792362E-17 7.12792362E-17 7.12792362E-17 4.76442411E-17 3.80073549E-20 3.80073549E-20 3.80073549E-20 1.92298676E-20 1.92298676E-20 1.92298676E-20 1.92292127E-20 7.58830640E-20 1.84565919E-20 2.46903116E-21 1.34109927E-13 4.54868241E-19 4.54868241E-19 5.52213019E-19 5.52213019E-19 1.00417870E-21 3.12388882E-19 3.59531974E-19 2.50956458E-19 2.39532097E-19 2.09716912E-20 5.89232290E-19 3.34476474E-21 3.26601582E-21 1.47475218E-20 1.56371002E-21 5.16354611E-21 3.88031349E-20 0.00000000E+00 2.41986713E-21 3.07979206E-18 2.12141594E-23 2.50200659E-18 9.02407483E-20 3.93993875E-21 2.09721877E-23 6.03761824E-20 1.50818867E-19 5.32508955E-22 5.23884578E-23 7.54326955E-23 0.00000000E+00 3.42205113E-19 5.08615154E-19 6.17761097E-19 7.12792362E-17 7.12792362E-17 1.98128820E-20 6.42890278E-19
Oesophagus 2.24136067E-19 2.24136067E-19 4.11107083E-20 4.11107083E-20 2.21624137E-19 5.04647397E-20 1.59832062E-15 1.44572700E-15 3.23989885E-10 1.73292780E-18 5.38910771E-18 5.38910771E-18 8.14779884E-20 4.90504954E-20 4.90504954E-20 4.90504954E-20 2.81026318E-20 2.16955431E-20 2.16955431E-20 4.91114576E-20 4.18024816E-20 4.18024816E-20 2.27882161E-21 1.54507634E-21 1.54507634E-21 1.49544832E-20 2.19585551E-17 2.19585551E-17 2.19585551E-17 2.38099085E-17 3.02907066E-17 3.02907066E-17 3.02907066E-17 2.41759258E-18 2.41759258E-18 2.41759258E-18 2.41759258E-18 1.07603170E-16 2.32812965E-18 2.14388748E-19 6.82042452E-13 4.71152278E-19 4.71152278E-19 1.59310823E-19 1.59310823E-19 7.70292541E-21 3.46697457E-19 7.17681260E-19 1.46338476E-19 1.06481226E-20 6.43296479E-20 1.25190369E-20 1.27917329E-19 1.17453954E-19 2.19420917E-17 7.81645203E-20 1.22034536E-18 1.25362216E-17 0.00000000E+00 1.71466378E-19 2.20253976E-20 5.54455936E-22 2.47809552E-19 3.85025727E-20 2.55603831E-19 1.21872698E-22 7.30499975E-18 5.80318275E-17 2.19719246E-20 1.16765639E-21 1.16235416E-21 0.00000000E+00 1.15479854E-18 9.62814672E-19 1.85677357E-19 2.19585551E-17 2.19585551E-17 3.30301776E-18 2.87570062E-18
St-stem    4.86908661E-21 4.86908661E-21 4.60997323E-21 4.60997323E-21 5.36142234E-21 2.35328548E-21 5.63938714E-18 5.63938714E-18 5.63938714E-18 9.71650360E-17 3.52679370E-09 8.64335470E-11 3.00771702E-18 1.89639125E-18 1.89639125E-18 1.89639125E-18 5.73606894E-19 2.90038652E-19 2.90038652E-19 8.42805770E-18 7.71174821E-18 7.71174821E-18 1.44398976E-20 8.47173131E-21 8.47173131E-21 4.34546925E-21 4.62893571E-21 4.62893571E-21 4.62893571E-21 8.56500133E-21 3.06938256E-19 3.06938256E-19 3.06938256E-19 1.08346375E-18 1.08346375E-18 1.08346375E-18 1.08346375E-18 6.77193339E-20 1.01958111E-18 1.52274114E-18 6.82041445E-13 3.87160634E-20 3.87160634E-20 6.66473824E-20 6.66473824E-20 8.65118653E-21 6.97666334E-20 1.38623478E-19 2.91470472E-20 9.62101783E-22 2.32410450E-19 2.07892932E-21 6.12028280E-19 4.62693753E-19 6.10048491E-18 3.53712560E-19 2.95381078E-18 1.33872765E-17 0.00000000E+00 1.36604269E-17 1.56774022E-21 2.74062798E-21 4.55128065E-21 3.97623625E-20 5.47855329E-18 5.23469437E-22 4.16301842E-20 1.88739704E-20 1.17332813E-19 5.86969877E-21 6.51191828E-21 0.00000000E+00 1.53222391E-18 6.81402780E-20 1.53035674E-19 4.62893571E-21 4.62893571E-21 1.05898701E-18 1.06550405E-18
SI-stem    8.96207557E-22 8.96207557E-22 8.88600249E-22 8.88600249E-22 9.79528653E-22 4.53255469E-22 5.02134636E-20 5.02134636E-20 5.02134636E-20 1.21652662E-18 1.89711049E-18 1.89711049E-18 3.86861963E-17 4.53912168E-10 1.94296390E-11 8.92021367E-17 2.93176872E-18 6.24161743E-18 6.24161743E-18 3.21761433E-18 7.46586831E-18 7.46586831E-18 3.46729502E-18 3.11750110E-18 3.11750110E-18 8.41152089E-22 8.33724674E-22 8.33724674E-22 8.33724674E-22 1.47177014E-21 1.82784786E-20 1.82784786E-20 1.82784786E-20 2.46416552E-20 2.46416552E-20 2.46416552E-20 2.46416552E-20 9.61157129E-21 2.44252788E-20 1.17675615E-18 7.38920106E-13 6.13398306E-20 6.13398306E-20 5.69995280E-20 5.69995280E-20 4.22395825E-21 1.06646047E-19 1.98569867E-19 5.12198084E-20 2.02249492E-22 1.93133926E-20 4.27250794E-22 8.48201102E-19 8.64849718E-19 4.23802942E-20 1.51698906E-18 1.95246807E-19 9.22238736E-18 0.00000000E+00 6.98485621E-18 3.02484287E-22 9.67276199E-20 8.65418485E-22 4.13344059E-20 7.84796223E-19 9.20700945E-21 6.16832443E-21 3.10103385E-21 1.39773192E-17 2.54357723E-18 2.13712721E-18 0.00000000E+00 2.42245377E-18 7.56031218E-20 3.11841730E-19 8.33724674E-22 8.33724674E-22 2.44440357E-20 2.43518383E-20
RC-stem    1.25211304E-21 1.25211304E-21 1.26584244E-21 1.26584244E-21 1.32531304E-21 6.24238488E-22 2.25927459E-20 2.25927459E-20 2.25927459E-20 1.27169208E-19 2.95390057E-19 2.95390057E-19 4.45609178E-18 6.25299717E-18 6.25299717E-18 6.25299717E-18 1.29953977E-16 6.29405570E-10 8.39084391E-11 1.97725032E-18 1.75015574E-18 1.75015574E-18 3.71619999E-20 3.28734613E-20 3.28734613E-20 1.23962758E-21 1.06152393E-21 1.06152393E-21 1.06152393E-21 1.83461515E-21 1.65277660E-20 1.65277660E-20 1.65277660E-20 2.09546027E-20 2.09546027E-20 2.09546027E-20 2.09546027E-20 9.50305550E-21 2.05575239E-20 1.39471562E-19 7.48483396E-13 4.35879296E-20 4.35879296E-20 7.11356930E-20 7.11356930E-20 4.78221090E-21 7.17955715E-20 1.31824945E-19 3.63709459E-20 2.65876908E-22 2.32582468E-20 6.18361606E-22 7.18567054E-18 7.15149734E-18 2.71809666E-20 2.08606250E-18 1.55478798E-18 4.80039730E-18 0.00000000E+00 2.18823112E-18 4.24578245E-22 1.83614439E-20 1.10609507E-21 4.70642546E-20 2.45944700E-20 2.84624734E-21 7.23518192E-21 3.46850970E-21 1.20397254E-18 4.09635632E-20 4.54654785E-20 0.00000000E+00 1.74909071E-18 7.33193614E-20 4.28060932E-19 1.06152393E-21 1.06152393E-21 2.08145174E-20 2.07231637E-20
LC-stem    1.88273733E-21 1.88273733E-21 1.84886629E-21 1.84886629E-21 1.99938422E-21 9.33146378E-22 4.26574778E-20 4.26574778E-20 4.26574778E-20 3.25003738E-18 7.74863538E-18 7.74863538E-18 6.62948033E-18 7.48583788E-18 7.48583788E-18 7.48583788E-18 1.94253517E-18 1.76855049E-18 1.76855049E-18 1.78388934E-16 6.74398293E-10 8.39085875E-11 2.54044429E-18 7.35977385E-19 7.35977385E-19 1.79577214E-21 1.69552096E-21 1.69552096E-21 1.69552096E-21 2.93623258E-21 4.73525607E-20 4.73525607E-20 4.73525607E-20 7.68031912E-20 7.68031912E-20 7.68031912E-20 7.68031912E-20 1.61711896E-20 6.99100968E-20 3.59663170E-19 7.48483604E-13 3.57490825E-20 3.57490825E-20 2.33060231E-19 2.33060231E-19 7.71798016E-21 1.69129404E-19 3.42892560E-19 7.40945107E-20 4.07499055E-22 5.16891682E-20 9.26662391E-22 1.22809937E-19 1.16715465E-19 7.98560717E-20 7.89409085E-19 9.73630416E-20 5.63687266E-18 0.00000000E+00 1.12216153E-18 6.01786734E-22 8.67871275E-21 1.77285817E-21 7.31763135E-20 3.06362189E-18 1.56466063E-21 1.13069079E-20 6.08898382E-21 2.45307001E-19 1.92843724E-20 2.13673016E-20 0.00000000E+00 1.97044334E-18 2.08610148E-19 3.47892599E-19 1.69552096E-21 1.69552096E-21 7.58794445E-20 7.57986396E-20
RS-stem    9.25105400E-23 9.25105400E-23 8.90452237E-23 8.90452237E-23 1.05382035E-22 4.42306262E-23 1.50266290E-21 1.50266290E-21 1.50266290E-21 7.57804257E-21 8.30535169E-21 8.30535169E-21 8.38550233E-19 3.13082693E-18 3.13082693E-18 3.13082693E-18 2.36604636E-20 3.29789103E-20 3.29789103E-20 1.17687212E-19 7.48541605E-19 7.48541605E-19 2.09906460E-16 1.12005055E-09 1.79864005E-10 9.16408750E-23 7.68905534E-23 7.68905534E-23 7.68905534E-23 1.46151957E-22 1.13924130E-21 1.13924130E-21 1.13924130E-21 1.49033518E-21 1.49033518E-21 1.49033518E-21 1.49033518E-21 6.66916067E-22 1.44134856E-21 7.75930119E-21 7.48483019E-13 1.39747207E-19 1.39747207E-19 7.76834691E-20 7.76834691E-20 4.19137452E-21 1.46649185E-19 2.42384664E-19 8.26266731E-20 1.82889045E-23 1.36343042E-21 5.10128519E-23 9.24039328E-21 9.28114612E-21 1.91718693E-21 1.61413937E-20 5.48792781E-21 1.22767573E-17 0.00000000E+00 1.50464687E-20 3.50973054E-23 1.00153944E-17 7.85326306E-23 6.88220231E-20 5.22060218E-21 5.21825562E-20 4.57021950E-22 2.56131378E-22 7.90724730E-19 1.79330343E-17 5.94389420E-18 0.00000000E+00 2.12396961E-18 1.01683985E-19 4.79190829E-19 7.68905534E-23 7.68905534E-23 1.47917949E-21 1.47345783E-21
ET1-bas    2.45345692E-18 2.45345692E-18 1.43092051E-18 1.43092051E-18 7.72347648E-19 6.75738389E-19 1.35138928E-20 1.35138928E-20 1.35138928E-20 3.46114563E-21 3.59099670E-21 3.59099670E-21 1.06857306E-21 5.77546807E-22 5.77546807E-22 5.77546807E-22 1.40403061E-21 1.05713423E-21 1.05713423E-21 2.03936920E-21 1.62387449E-21 1.62387449E-21 1.00805256E-22 6.26652560E-23 6.26652560E-23 1.03341783E-10 7.10377735E-17 7.10377735E-17 7.10377735E-17 1.09152511E-19 2.03642952E-20 2.03642952E-20 2.03642952E-20 9.62402998E-21 9.62402998E-21 9.62402998E-21 9.62402998E-21 1.30405503E-20 1.02594877E-20 1.50119827E-21 1.34109315E-13 9.37719517E-19 9.37719517E-19 1.38379270E-19 1.38379270E-19 6.00830724E-22 1.02486656E-19 1.08418792E-19 8.29738258E-20 2.82985936E-19 2.65213724E-19 2.35959909E-17 2.74407496E-21 2.62003689E-21 9.05505165E-21 1.01691792E-21 4.11948849E-21 6.93406298E-21 0.00000000E+00 1.95019314E-21 4.07646682E-18 5.21586737E-23 1.10952481E-19 1.81884044E-18 2.11967586E-21 1.89559679E-23 1.76025976E-20 2.30206325E-20 3.97022989E-22 6.82226709E-23 6.85219531E-23 0.00000000E+00 1.29604687E-18 5.43321077E-18 5.19649412E-20 5.13539829E-09 7.10377735E-17 9.95075850E-21 6.30984045E-19
ET2-bas    6.56875425E-17 6.56875425E-17 9.28058431E-19 9.28058431E-19 4.81428876E-17 9.87786907E-17 2.16231111E-17 2.16231111E-17 2.16231111E-17 4.23029306E-21 4.06785325E-21 4.06785325E-21 1.20453881E-21 6.85858593E-22 6.85858593E-22 6.85858593E-22 1.17022333E-21 9.89909911E-22 9.89909911E-22 1.72540468E-21 1.50265842E-21 1.50265842E-21 9.41670261E-23 7.41455909E-23 7.41455909E-23 7.10630006E-17 2.60096268E-13 5.18421019E-09 5.13506620E-09 4.97568910E-16 3.35969504E-18 3.35969504E-18 3.35969504E-18 2.86893546E-20 2.86893546E-20 2.86893546E-20 2.86893546E-20 5.15185857E-18 2.69307795E-20 2.84506204E-21 1.34109601E-13 7.52212864E-19 7.52212864E-19 4.10897970E-19 4.10897970E-19 9.79582193E-22 2.77479514E-19 3.51618237E-19 2.01740020E-19 3.17845264E-18 1.46402403E-20 5.84000026E-18 2.96361534E-21 2.92072346E-21 1.99534037E-20 1.68868146E-21 5.09533243E-21 1.42800251E-19 0.00000000E+00 2.31351547E-21 2.49580908E-16 2.56335996E-23 2.83248998E-18 1.01321009E-19 4.57512190E-21 1.77833979E-23 2.64804241E-19 3.20101842E-18 5.26450338E-22 4.98725918E-23 5.17677220E-23 0.00000000E+00 1.38246240E-18 4.31363844E-18 6.85382895E-19 7.10377735E-17 5.13539829E-09 1.32815514E-19 2.27885888E-15
LN-ET      4.79290296E-17 4.79290296E-17 4.84373878E-19 4.84373878E-19 3.50899027E-17 1.01625469E-18 2.53781506E-17 2.53781506E-17 2.53781506E-17 8.56858789E-21 7.62311059E-21 7.62379056E-21 2.28781923E-21 1.27760891E-21 1.47177014E-21 1.27760891E-21 2.33693727E-21 1.63542410E-21 1.63559900E-21 2.79946551E-21 2.81940770E-21 2.81962911E-21 8.45624157E-23 1.80059235E-22 1.46151957E-22 1.20677845E-19 5.38180435E-16 5.38180435E-16 5.38180435E-16 1.05183826E-09 1.18815920E-17 1.18815920E-17 1.18815920E-17 6.46738365E-20 6.46738365E-20 6.46738365E-20 6.46855929E-20 2.11220252E-17 6.28253621E-20 5.95062708E-21 1.77006630E-13 1.24597460E-19 1.24597460E-19 1.02671147E-18 1.02671147E-18 1.67572870E-21 3.93781598E-19 4.61053578E-19 3.06858156E-19 7.50191263E-20 2.60718844E-20 9.14891017E-20 5.34956125E-21 5.44836185E-21 4.25760113E-20 2.99403449E-21 1.04467206E-20 5.64246279E-19 0.00000000E+00 4.10033024E-21 2.59848995E-19 4.26846644E-23 9.61893497E-18 2.12674385E-19 8.59100339E-21 1.13761008E-23 6.53400116E-19 1.03667930E-17 8.49677955E-22 9.57849600E-23 9.63268211E-23 0.00000000E+00 1.37277364E-18 8.78811985E-18 1.30074399E-18 5.38180435E-16 5.38180435E-16 4.34111193E-19 4.88981786E-18
