  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   4.07994189E-15 2.14469514E-13 3.36186486E-17 4.19220191E-17 6.23951232E-14 7.78341039E-16 1.16100093E-18 1.16100093E-18 1.16100093E-18 9.15801342E-25 1.02442326E-24 1.02442326E-24 9.32659308E-27 3.23442318E-27 3.23442318E-27 3.23442318E-27 2.17120868E-27 6.04229279E-27 6.04229279E-27 1.32068302E-27 1.18134293E-25 1.18134293E-25 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.86759258E-17 2.99124132E-16 2.99124132E-16 2.99124132E-16 6.24954626E-16 8.51863149E-19 8.51863149E-19 8.51863149E-19 2.86003631E-21 2.86003631E-21 2.86003631E-21 2.86003631E-21 6.80804735E-19 1.57291689E-21 2.89198997E-25 3.81031563E-17 3.81659736E-18 3.81659736E-18 2.09234151E-18 2.09234151E-18 2.90844348E-25 8.62640224E-19 1.02134712E-18 7.34880879E-19 5.92274499E-20 2.88110621E-19 1.04137416E-18 6.93816610E-25 7.86035574E-25 5.33888332E-22 2.09951568E-27 2.78023139E-22 1.90170518E-19 0.00000000E+00 1.80047904E-26 3.64429205E-19 0.00000000E+00 1.11879268E-16 4.93567215E-19 7.90923290E-25 0.00000000E+00 5.54381305E-20 3.69582263E-19 7.79945538E-28 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.23787169E-18 5.57668341E-18 1.95240075E-18 2.99124132E-16 2.99124132E-16 2.96141492E-20 2.63649762E-18
Oesophagus 1.06487119E-18 1.06487119E-18 8.44508741E-22 8.44508741E-22 1.10344149E-18 1.80359383E-19 3.70153150E-15 3.70153150E-15 1.13394181E-13 3.51746657E-18 1.01778180E-17 1.01778180E-17 9.93861199E-21 7.59528434E-21 7.59528434E-21 7.59528434E-21 5.87812863E-25 9.12998968E-25 9.12998968E-25 1.15355277E-24 1.00201609E-24 1.00201609E-24 5.88640800E-28 1.00693209E-29 1.00693209E-29 3.28241346E-22 5.95555565E-17 5.95555565E-17 5.95555565E-17 3.67129932E-17 3.86896361E-16 3.86896361E-16 3.86896361E-16 1.21820566E-17 1.21820566E-17 1.21820566E-17 1.21820566E-17 3.56685003E-16 1.12189987E-17 1.10229101E-18 2.33497944E-16 1.60194339E-18 1.60194339E-18 6.01814181E-19 6.01814181E-19 1.68719332E-22 1.07254954E-18 2.13416291E-18 4.16516966E-19 5.13566335E-22 2.46679106E-20 4.32158255E-24 6.57471873E-20 6.48189188E-20 7.03791211E-17 3.01236054E-20 4.95002144E-18 3.58486245E-17 0.00000000E+00 1.42070296E-20 1.37421454E-23 0.00000000E+00 7.35069006E-19 4.70360190E-20 5.75995968E-19 0.00000000E+00 2.30599240E-17 1.72671596E-16 1.02105228E-21 4.67695131E-27 1.80383851E-27 1.19610136E-27 1.22139447E-18 3.75034837E-18 1.16471407E-18 5.95555565E-17 5.95555565E-17 2.51690847E-17 1.65621405E-17
St-stem    3.95681813E-23 3.95681813E-23 1.59371196E-25 1.59371196E-25 6.33115159E-25 1.70379833E-25 1.08355313E-17 1.08355313E-17 1.08355313E-17 2.68728367E-16 9.85485586E-13 2.90114680E-14 1.67691742E-17 1.61653397E-17 1.61653397E-17 1.61653397E-17 3.41256016E-21 4.26917164E-21 4.26917164E-21 4.05267178E-20 5.16412937E-20 5.16412937E-20 8.73851863E-25 5.07363709E-25 5.07363709E-25 1.64740536E-22 3.24767080E-25 3.24767080E-25 3.24767080E-25 7.98737370E-25 2.14146783E-20 2.14146783E-20 2.14146783E-20 3.32926643E-18 3.32926643E-18 3.32926643E-18 3.32926643E-18 8.10806951E-21 3.16814525E-18 1.60191075E-17 2.30061115E-16 5.01924700E-20 5.01924700E-20 1.25107316E-19 1.25107316E-19 8.62911155E-23 2.42493760E-19 4.60936671E-19 9.78884500E-20 9.65937122E-28 4.48681246E-20 8.69841796E-23 1.29904436E-17 4.39493609E-18 8.91479202E-18 3.62053887E-18 1.34152634E-17 1.79414153E-17 3.96721045E-25 8.50479963E-17 2.70621105E-26 0.00000000E+00 6.28395120E-25 1.36052340E-19 6.90156551E-17 0.00000000E+00 9.01096281E-23 2.12871979E-24 3.20679690E-19 7.54647263E-25 8.66034834E-25 3.07159497E-25 1.68513648E-18 7.32299319E-19 9.02348420E-19 3.24767080E-25 3.24767080E-25 3.21901780E-18 3.26444138E-18
SI-stem    6.74223354E-26 6.74223354E-26 1.19287779E-26 1.19287779E-26 4.56334570E-26 2.16370481E-26 7.61957698E-21 7.61957698E-21 7.61957698E-21 5.31509811E-18 1.61695780E-17 1.61695780E-17 1.23018407E-16 1.37602871E-13 6.55137536E-15 2.74415820E-16 1.21328458E-17 2.04420864E-17 2.04420864E-17 2.12444943E-17 3.09304469E-17 3.09304469E-17 1.81151154E-17 1.32215062E-17 1.32215062E-17 9.87960169E-24 6.86374477E-27 6.86374477E-27 6.86374477E-27 2.86701528E-26 1.11322895E-23 1.11322895E-23 1.11322895E-23 1.14848718E-21 1.14848718E-21 1.14848718E-21 1.14848718E-21 9.63012005E-24 1.32962144E-21 7.52544199E-18 2.49757201E-16 9.09691433E-20 9.09691433E-20 2.05335319E-19 2.05335319E-19 7.95369286E-23 6.30102966E-19 1.20662637E-18 2.55343612E-19 6.35953888E-28 1.07940388E-22 1.95868515E-23 1.35810276E-17 8.98364417E-18 1.88209360E-21 1.06601919E-17 2.06387160E-18 3.92634719E-17 1.85773175E-17 3.83284723E-17 2.02605064E-28 0.00000000E+00 1.35938573E-26 6.60017303E-20 1.87353095E-18 0.00000000E+00 5.59842423E-25 8.29672024E-26 5.25274336E-17 1.04854897E-17 9.20384898E-18 8.31800281E-18 3.34709981E-18 8.74427411E-19 1.06491694E-18 6.86374477E-27 6.86374477E-27 1.11038821E-21 1.12634368E-21
RC-stem    2.28826311E-26 2.28826311E-26 3.33661808E-27 3.33661808E-27 1.21471247E-27 2.10047830E-26 1.04145548E-24 1.04145548E-24 1.04145548E-24 9.58924283E-22 4.89434426E-21 4.89434426E-21 6.33029307E-18 2.04068444E-17 2.04068444E-17 2.04068444E-17 4.01055278E-16 2.41447099E-13 2.68494826E-14 3.68922463E-18 6.90720503E-18 6.90720503E-18 2.94206420E-21 2.70094509E-21 2.70094509E-21 1.67609614E-25 9.50587491E-28 9.50587491E-28 9.50587491E-28 2.30212542E-26 2.51615962E-25 2.51615962E-25 2.51615962E-25 1.26962729E-24 1.26962729E-24 1.26962729E-24 1.26962729E-24 1.65897870E-25 1.04983349E-24 6.07827206E-21 2.41123720E-16 9.74243188E-20 9.74243188E-20 5.78831903E-20 5.78831903E-20 8.17421735E-23 7.12914849E-20 1.08413683E-19 4.39398624E-20 0.00000000E+00 1.55976318E-24 1.51895572E-25 3.85117594E-20 3.39878322E-20 1.17808202E-24 1.02541651E-17 7.75457949E-19 2.13178143E-17 5.41451619E-21 4.80249558E-18 8.54361780E-30 0.00000000E+00 6.84461606E-28 2.27138077E-19 2.05852148E-24 0.00000000E+00 1.62573945E-25 4.36586635E-26 4.36108591E-18 1.67807496E-19 1.82380017E-19 4.46453827E-21 2.29176147E-18 2.16625155E-19 2.46966853E-18 9.50587491E-28 9.50587491E-28 1.23586159E-24 1.24757182E-24
LC-stem    2.04498467E-26 2.04498467E-26 6.99367811E-28 6.99367811E-28 1.13419677E-27 4.24047971E-28 1.15123540E-24 1.15123540E-24 1.15123540E-24 1.80593345E-20 5.27089755E-20 5.27089755E-20 9.63270801E-18 3.08725261E-17 3.08725261E-17 3.08725261E-17 3.94134225E-18 6.87787810E-18 6.87787810E-18 5.40229413E-16 2.48247513E-13 2.65850707E-14 8.43663155E-18 5.76389084E-18 5.76389084E-18 1.65490018E-25 1.99426639E-28 1.99426639E-28 1.99426639E-28 2.08358227E-27 9.01981848E-26 9.01981848E-26 9.01981848E-26 8.36273677E-25 8.36273677E-25 8.36273677E-25 8.36273677E-25 7.22552417E-26 7.67829301E-25 3.23542268E-22 2.42726738E-16 1.22895036E-19 1.22895036E-19 6.97381113E-20 6.97381113E-20 1.61838790E-22 7.79385970E-20 1.23641812E-19 5.16524862E-20 8.23610260E-30 3.86941978E-23 1.58375205E-25 7.27737516E-22 6.93800558E-22 1.36636940E-24 6.14788195E-20 2.07071139E-22 2.36439955E-17 9.16016031E-21 2.11196227E-20 0.00000000E+00 0.00000000E+00 6.39159065E-28 1.67693912E-19 1.52356176E-21 0.00000000E+00 2.37178928E-26 2.11947548E-27 3.69821733E-18 8.65079325E-19 7.65103129E-19 2.58500490E-20 2.46661210E-18 1.78479055E-19 2.23456531E-18 1.99426639E-28 1.99426639E-28 8.11403345E-25 8.20831600E-25
RS-stem    0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.67362866E-27 1.67362866E-27 1.67362866E-27 3.57487748E-25 7.87920000E-25 7.87920000E-25 1.51796455E-17 1.31987966E-17 1.31987966E-17 1.31987966E-17 1.76703801E-21 4.22273274E-21 4.22273274E-21 2.23375723E-18 5.77975979E-18 5.77975979E-18 5.18845643E-16 4.10629268E-13 5.53355102E-14 6.53488218E-28 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.10724175E-30 3.12716960E-28 3.12716960E-28 3.12716960E-28 3.71727091E-26 3.71727091E-26 3.71727091E-26 3.71727091E-26 2.31295401E-29 1.81283119E-27 2.27523724E-25 2.43572400E-16 9.43628335E-20 9.43628335E-20 2.05469888E-19 2.05469888E-19 2.04144430E-24 7.71861325E-19 1.48945059E-18 3.29057739E-19 0.00000000E+00 6.02231105E-29 4.09634741E-30 1.10626193E-25 1.20328671E-25 4.29228773E-26 1.43032018E-24 3.01381526E-25 2.81371283E-17 1.46279989E-16 1.35117838E-24 0.00000000E+00 0.00000000E+00 0.00000000E+00 5.36575763E-20 1.11310224E-25 0.00000000E+00 0.00000000E+00 5.39742483E-29 2.59204658E-17 5.17008250E-17 2.87937432E-17 2.10342397E-16 3.43341457E-18 3.33928961E-19 1.59410674E-18 0.00000000E+00 0.00000000E+00 3.59644589E-26 3.64544075E-26
ET1-bas    2.56016810E-17 2.56016810E-17 7.20543823E-19 7.20543823E-19 1.57480607E-18 3.17610195E-19 1.10850199E-23 1.10850199E-23 1.10850199E-23 2.53122008E-25 2.17618994E-24 2.17618994E-24 5.85950557E-25 7.33443156E-26 7.33443156E-26 7.33443156E-26 8.60587146E-26 7.71389864E-29 7.71389864E-29 0.00000000E+00 5.47935686E-26 5.47935686E-26 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.84057538E-14 4.23237166E-17 4.23237166E-17 4.23237166E-17 1.35356534E-20 1.08107864E-23 1.08107864E-23 1.08107864E-23 1.44442615E-21 1.44442615E-21 1.44442615E-21 1.44442615E-21 1.48958646E-23 1.38338489E-21 7.42331810E-25 3.58457587E-17 3.34256845E-18 3.34256845E-18 7.13695942E-19 7.13695942E-19 1.24088660E-26 1.94864648E-19 2.45154725E-19 1.75168773E-19 1.37339295E-19 1.16311257E-18 4.69691935E-17 2.02909111E-24 2.24834114E-21 4.25971488E-21 4.48681627E-26 5.97041343E-24 3.27676940E-20 0.00000000E+00 8.03022277E-25 1.12508978E-19 0.00000000E+00 1.53213045E-20 3.67905266E-18 1.80847518E-26 0.00000000E+00 5.77566382E-21 2.54944096E-23 2.67185491E-26 0.00000000E+00 0.00000000E+00 0.00000000E+00 6.41906420E-18 1.76938841E-18 6.03875441E-19 1.88494102E-12 4.23237166E-17 1.39399678E-21 3.69747006E-19
ET2-bas    2.75435430E-16 2.75435430E-16 2.97345421E-19 2.97345421E-19 2.59611413E-16 4.34703345E-16 5.90805278E-17 5.90805278E-17 5.90805278E-17 3.27068443E-26 3.92373675E-25 3.92373675E-25 1.82733268E-25 4.49303988E-27 4.49303988E-27 4.49303988E-27 2.16498431E-27 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.24105447E-17 5.70711620E-15 2.11350636E-12 1.41465628E-13 9.70713987E-16 5.01395880E-17 5.01395880E-17 5.01395880E-17 2.49558294E-21 2.49558294E-21 2.49558294E-21 2.49558294E-21 7.78286883E-17 3.34039909E-21 2.28815702E-25 3.61420857E-17 2.77181366E-18 2.77181366E-18 1.02826897E-18 1.02826897E-18 2.28937729E-25 5.48275341E-19 8.57084926E-19 3.25624389E-19 1.12831659E-18 3.69217996E-20 3.05233026E-18 2.26308720E-25 2.29598011E-25 1.68876837E-21 1.35289995E-26 4.87165198E-25 1.44065941E-18 0.00000000E+00 1.15403594E-26 4.36856421E-18 0.00000000E+00 4.50242912E-17 1.02994258E-19 4.43069125E-26 0.00000000E+00 1.72123643E-19 7.84229135E-18 8.56961271E-30 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.56050421E-18 3.43256779E-17 2.14229039E-18 4.23237166E-17 1.88494102E-12 1.66688481E-18 5.07673173E-17
LN-ET      6.33592919E-16 6.33592919E-16 3.91464595E-19 3.91464595E-19 4.05223247E-16 3.36137217E-17 3.98400580E-17 3.98400580E-17 3.98400580E-17 7.00742706E-26 2.37310395E-24 2.37310395E-24 0.00000000E+00 8.11227274E-28 8.11227274E-28 8.11227274E-28 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.10724175E-30 1.67776311E-20 1.06915957E-15 1.06915957E-15 1.06915957E-15 3.86631366E-13 7.05966614E-17 7.05966614E-17 7.05966614E-17 1.80872279E-20 1.80872279E-20 1.80872279E-20 1.80872279E-20 9.64444192E-17 5.09650044E-21 1.90107875E-24 1.10352020E-17 1.11079103E-18 1.11079103E-18 3.66654241E-19 3.66654241E-19 1.92560845E-25 3.01902068E-19 4.89260828E-19 1.52558588E-19 4.41518561E-21 4.99558816E-19 4.22560264E-21 1.97749883E-26 2.08227608E-25 9.20434852E-21 0.00000000E+00 2.18168602E-24 2.01084895E-18 0.00000000E+00 3.08488172E-26 1.31277171E-20 0.00000000E+00 1.95666798E-16 4.35641214E-19 3.54581971E-25 0.00000000E+00 2.91664312E-19 1.12747632E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.31498703E-18 4.44504717E-17 5.21329159E-18 1.06915957E-15 1.06915957E-15 2.37927454E-18 1.00415612E-17
