  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.24993837E-18 4.83610514E-10 9.49349951E-19 6.85338622E-19 1.09883147E-18 1.74595621E-19 1.05195754E-20 1.05195754E-20 1.05195754E-20 1.09552730E-21 1.07819886E-21 1.07819886E-21 4.12411784E-22 2.94571169E-22 2.94572582E-22 2.94571169E-22 4.98269222E-22 4.35504483E-22 4.35504992E-22 6.46097954E-22 5.35226836E-22 5.35232827E-22 7.63738026E-23 6.14459336E-23 6.14459336E-23 1.02302355E-19 2.06249031E-19 2.06249031E-19 2.06249031E-19 1.55637653E-19 5.49291134E-21 5.49291134E-21 5.49291134E-21 3.50419451E-21 3.50419451E-21 3.50419451E-21 3.50421614E-21 9.30884886E-21 3.44561744E-21 7.39706903E-22 1.38498710E-13 1.19315625E-20 1.19315625E-20 1.01684768E-20 1.01684768E-20 2.63841003E-22 6.46072385E-21 8.79010501E-21 4.42394393E-21 2.41079504E-20 2.94037038E-21 5.69131745E-20 8.64765975E-22 8.85150834E-22 2.81559971E-21 4.95998645E-22 1.27742189E-21 3.79002180E-21 0.00000000E+00 7.07396785E-22 7.33579091E-20 2.51816989E-23 6.98934921E-20 3.26933756E-21 1.03921453E-21 8.62526060E-24 9.11678424E-21 1.84413757E-20 2.18912825E-22 4.43097582E-23 4.85552559E-23 0.00000000E+00 3.64141139E-21 1.01568580E-20 4.65823152E-21 2.06249031E-19 2.06249031E-19 3.56649734E-21 5.29606471E-21
Oesophagus 1.05550611E-20 1.05550611E-20 7.17000011E-21 7.17000011E-21 1.22107188E-20 7.22360855E-21 1.68889333E-18 1.15440698E-18 3.34594017E-10 2.72181841E-20 2.96412369E-20 2.96412369E-20 6.77670897E-21 3.81851662E-21 3.81851662E-21 3.81851662E-21 4.02262920E-21 3.31370923E-21 3.31370923E-21 6.04661953E-21 5.28872857E-21 5.28872857E-21 6.58854434E-22 4.71418537E-22 4.71418537E-22 3.28737963E-21 4.69560199E-20 4.69560199E-20 4.69560199E-20 8.01273493E-20 8.03800883E-20 8.03800883E-20 8.03800883E-20 3.82824746E-20 3.82824746E-20 3.82824746E-20 3.82824746E-20 2.14826223E-19 3.91489073E-20 1.75866911E-20 7.04362876E-13 1.06258629E-20 1.06258629E-20 7.24871588E-21 7.24871588E-21 1.35229195E-21 1.12997450E-20 2.20307357E-20 5.09705841E-21 2.40285389E-21 8.64580579E-21 2.70381356E-21 1.26341159E-20 1.18982561E-20 9.28304312E-20 8.64645551E-21 2.06697881E-20 3.27704938E-20 0.00000000E+00 1.38917432E-20 3.90365360E-21 2.32361488E-22 1.30079470E-20 3.02089007E-21 1.89088954E-20 7.65261173E-23 7.98115020E-20 1.68446261E-19 3.05198425E-21 3.93527225E-22 4.00672501E-22 0.00000000E+00 6.45181469E-21 9.32870293E-21 4.85637495E-21 4.69560199E-20 4.69560199E-20 3.96033665E-20 3.87519736E-20
St-stem    1.10484102E-21 1.10484102E-21 1.13087224E-21 1.13087224E-21 1.17542150E-21 6.60411814E-22 2.96405763E-20 2.96405763E-20 2.96405763E-20 2.79430408E-19 3.64224041E-09 8.92181804E-11 4.30472347E-20 2.19672578E-20 2.19672578E-20 2.19672578E-20 1.67314307E-20 1.21254474E-20 1.21254474E-20 7.44401960E-20 5.94239548E-20 5.94239548E-20 2.59912940E-21 1.73921834E-21 1.73921834E-21 9.38876709E-22 1.07144595E-21 1.07144595E-21 1.07144595E-21 1.67552987E-21 1.47238542E-20 1.47238542E-20 1.47238542E-20 1.68671312E-20 1.68671312E-20 1.68671312E-20 1.68671312E-20 7.61497952E-21 1.67558591E-20 3.52365867E-20 7.04362874E-13 3.53202180E-21 3.53202180E-21 3.89933732E-21 3.89933732E-21 1.37985967E-21 4.60522692E-21 8.72966383E-21 2.26194811E-21 3.28591790E-22 1.76488170E-20 6.08737865E-22 2.85384289E-20 2.64192573E-20 4.55579234E-20 2.25260684E-20 3.26448281E-20 3.42517562E-20 0.00000000E+00 8.47845408E-20 4.83764091E-22 7.82785440E-22 1.04343411E-21 3.19253078E-21 5.79491034E-20 2.40056737E-22 5.76168467E-21 3.10022040E-21 1.13127771E-20 1.35689133E-21 1.48527326E-21 0.00000000E+00 8.69999824E-21 4.02110148E-21 3.90103044E-21 1.07144595E-21 1.07144595E-21 1.68043916E-20 1.66955064E-20
SI-stem    2.98774435E-22 2.98774435E-22 3.12016653E-22 3.12016653E-22 3.15129481E-22 1.80109893E-22 3.85928587E-21 3.85928587E-21 3.85928587E-21 2.11016694E-20 2.19207216E-20 2.19207216E-20 1.00468964E-19 4.68541930E-10 2.00655752E-11 1.43525211E-19 3.47354103E-20 3.94280221E-20 3.94280221E-20 3.88911864E-20 4.65394344E-20 4.65394344E-20 3.26736767E-20 2.48522474E-20 2.48522474E-20 2.81730295E-22 2.73813127E-22 2.73813127E-22 2.73813127E-22 4.25265200E-22 2.65205221E-21 2.65205221E-21 2.65205221E-21 3.14888432E-21 3.14888432E-21 3.14888432E-21 3.14888432E-21 1.65184810E-21 3.15978926E-21 1.66876013E-20 7.63103092E-13 4.65622802E-21 4.65622802E-21 5.18402838E-21 5.18402838E-21 8.59248853E-22 7.20404340E-21 1.25427985E-20 3.98345632E-21 1.03506463E-22 3.22085135E-21 1.76395212E-22 1.96736731E-20 1.98735844E-20 4.86701717E-21 2.49136187E-20 1.02994665E-20 2.94498489E-20 0.00000000E+00 4.52471078E-20 1.31956594E-22 9.41998288E-21 2.80988040E-22 3.15668858E-21 1.29418155E-20 1.87944878E-21 1.22005174E-21 7.39265484E-22 6.54466660E-20 2.50934122E-20 2.85256803E-20 0.00000000E+00 1.18032532E-20 6.30596217E-21 5.85105133E-21 2.73813127E-22 2.73813127E-22 3.13330171E-21 3.11616381E-21
RC-stem    4.24109013E-22 4.24109013E-22 4.26464770E-22 4.26464770E-22 4.33971496E-22 2.37923102E-22 3.29685610E-21 3.29685610E-21 3.29685610E-21 9.49705351E-21 1.20658663E-20 1.20658663E-20 4.01124489E-20 3.93661145E-20 3.93661145E-20 3.93661145E-20 2.75497940E-19 6.43688871E-10 8.66548256E-11 1.98102319E-20 1.46782557E-20 1.46782557E-20 5.49441849E-21 5.05385016E-21 5.05385016E-21 3.92059575E-22 3.74110715E-22 3.74110715E-22 3.74110715E-22 5.67553545E-22 2.71267967E-21 2.71267967E-21 2.71267967E-21 3.30461412E-21 3.30461412E-21 3.30461412E-21 3.30461412E-21 1.80588381E-21 3.27189267E-21 1.34738741E-20 7.72979767E-13 3.65536823E-21 3.65536823E-21 4.19992647E-21 4.19992647E-21 9.38627330E-22 5.20647777E-21 9.03931138E-21 2.90095060E-21 1.33928028E-22 4.06229793E-21 2.59098029E-22 6.24679028E-20 6.81098405E-20 4.06809274E-21 3.05720087E-20 2.62027150E-20 1.80523492E-20 0.00000000E+00 4.12610503E-20 1.84773084E-22 3.25281369E-21 3.76125198E-22 3.36235754E-21 3.97583634E-21 8.68647367E-22 1.49982069E-21 9.11972823E-22 3.22773332E-20 5.79288883E-21 6.25812740E-21 0.00000000E+00 9.98615017E-21 4.73259038E-21 5.73189049E-21 3.74110715E-22 3.74110715E-22 3.28591449E-21 3.27035508E-21
LC-stem    5.71533306E-22 5.71533306E-22 5.60376931E-22 5.60376931E-22 5.89092978E-22 3.36163555E-22 5.27991281E-21 5.27991281E-21 5.27991281E-21 5.53666487E-20 5.95801123E-20 5.95801123E-20 6.81259033E-20 4.64609686E-20 4.64609686E-20 4.64609686E-20 1.80921824E-20 1.46229042E-20 1.46229042E-20 3.07155671E-19 6.89775956E-10 8.66548256E-11 1.48339915E-20 7.17484045E-21 7.17484045E-21 5.29654787E-22 5.13782202E-22 5.13782202E-22 5.13782202E-22 7.63539259E-22 5.12259829E-21 5.12259829E-21 5.12259829E-21 5.74206033E-21 5.74206033E-21 5.74206033E-21 5.74206033E-21 2.60669558E-21 5.64451754E-21 1.78527734E-20 7.72979766E-13 2.91380131E-21 2.91380131E-21 4.08968483E-21 4.08968483E-21 1.25783695E-21 4.31420814E-21 7.68808918E-21 2.33220792E-21 1.76918237E-22 6.98009498E-21 3.55792609E-22 1.24391692E-20 1.21263694E-20 8.84017048E-21 2.57185362E-20 9.71826224E-21 2.18687644E-20 0.00000000E+00 3.39318872E-20 2.44530633E-22 1.80460743E-21 5.42956172E-22 3.70213644E-21 3.55005705E-20 5.26014174E-22 2.09895581E-21 1.29474492E-21 1.81490914E-20 3.21601395E-21 3.45907927E-21 0.00000000E+00 1.01069902E-20 4.26279220E-21 4.78722506E-21 5.13782202E-22 5.13782202E-22 5.72338048E-21 5.68599028E-21
RS-stem    6.02366845E-23 6.02366845E-23 5.65310402E-23 5.65310402E-23 5.71206248E-23 3.82024421E-23 4.75912887E-22 4.75912887E-22 4.75912887E-22 1.63322122E-21 1.72212377E-21 1.72212377E-21 1.09898561E-20 2.48061358E-20 2.48061358E-20 2.48061358E-20 3.96606819E-21 5.08560790E-21 5.08560790E-21 3.87467490E-21 7.10172007E-21 7.10172007E-21 3.41729092E-19 1.14589185E-09 1.85750796E-10 5.86747208E-23 4.67965822E-23 4.67965822E-23 4.67965822E-23 7.89743693E-23 4.06785496E-22 4.06785496E-22 4.06785496E-22 4.79331192E-22 4.79331192E-22 4.79331192E-22 4.79331192E-22 2.72665316E-22 4.68518116E-22 1.81118573E-21 7.72979763E-13 6.83830115E-21 6.83830115E-21 6.84754756E-21 6.84754756E-21 9.40348027E-22 9.65015722E-21 1.48957568E-20 6.16355209E-21 1.83370784E-23 5.05799887E-22 3.45468905E-23 2.00514299E-21 1.96177182E-21 6.05842836E-22 3.01013248E-21 1.33627044E-21 2.80687597E-20 0.00000000E+00 2.77313055E-21 2.92715003E-23 8.95162936E-20 5.08225149E-23 3.34037839E-21 1.28566804E-21 7.35050789E-21 1.93068706E-22 1.27052749E-22 2.56712596E-20 1.04017334E-19 9.03836138E-20 0.00000000E+00 1.11242451E-20 8.07452589E-21 7.82665795E-21 4.67965822E-23 4.67965822E-23 4.77000185E-22 4.74502099E-22
ET1-bas    1.02109328E-19 1.02109328E-19 1.41556826E-19 1.41556826E-19 8.09706002E-20 3.75998465E-20 3.12913268E-21 3.12913268E-21 3.12913268E-21 8.51927564E-22 8.78908795E-22 8.78908795E-22 4.00817571E-22 2.34514956E-22 2.34514956E-22 2.34514956E-22 4.46501763E-22 3.72017178E-22 3.72017178E-22 5.67381732E-22 4.71715626E-22 4.71715626E-22 8.09276894E-23 4.66532265E-23 4.66532265E-23 4.24650549E-10 1.54869011E-19 1.54869011E-19 1.54869011E-19 1.92687818E-20 2.76167932E-21 2.76167932E-21 2.76167932E-21 1.94271826E-21 1.94271826E-21 1.94271826E-21 1.94271826E-21 3.33285350E-21 1.85091770E-21 4.53621182E-22 1.38498705E-13 1.04825992E-20 1.04825992E-20 4.92191747E-21 4.92191747E-21 2.28291365E-22 3.25800753E-21 3.94746946E-21 2.50935320E-21 2.22235190E-20 2.72433101E-21 2.12769818E-19 7.78040062E-22 6.53424828E-22 1.75526927E-21 4.00058856E-22 1.03983511E-21 1.41967341E-21 0.00000000E+00 5.25696173E-22 4.81709750E-20 2.92197059E-23 1.92846479E-20 4.91674049E-21 6.99953733E-22 1.47304023E-23 4.10720054E-21 5.33656723E-21 1.80062478E-22 3.23289789E-23 5.17384105E-23 0.00000000E+00 3.73034314E-21 1.00539469E-20 1.42346412E-21 5.21466710E-09 1.54869011E-19 1.96770724E-21 3.28731781E-21
ET2-bas    2.06103580E-19 2.06103580E-19 1.08376466E-19 1.08376466E-19 1.94394090E-19 2.76711871E-19 4.67248359E-20 4.67248359E-20 4.67248359E-20 1.06627570E-21 1.07567485E-21 1.07567485E-21 4.11525068E-22 2.64535688E-22 2.64535688E-22 2.64535688E-22 4.30904932E-22 3.74994998E-22 3.74994998E-22 5.65472014E-22 4.88985033E-22 4.88985033E-22 7.16426493E-23 4.80324040E-23 4.80324040E-23 1.54275735E-19 1.08944707E-12 5.29837802E-09 5.21466710E-09 5.24678908E-19 1.09485672E-20 1.09485672E-20 1.09485672E-20 4.34477152E-21 4.34477152E-21 4.34477152E-21 4.34477152E-21 2.41953963E-20 4.21542109E-21 7.76573304E-22 1.38498706E-13 1.29610249E-20 1.29610249E-20 7.63945713E-21 7.63945713E-21 2.68441529E-22 6.30844095E-21 9.45208703E-21 4.19619977E-21 4.31360091E-20 2.46175909E-21 9.10658159E-20 8.10060076E-22 8.77541139E-22 3.36263090E-21 5.49513523E-22 1.19262344E-21 4.97128874E-21 0.00000000E+00 6.38383278E-22 3.49495446E-19 2.88745540E-23 6.67870981E-20 3.36736640E-21 1.18847592E-21 8.50696241E-24 1.58270308E-20 4.77099162E-20 2.12486729E-22 3.68591465E-23 4.59239801E-23 0.00000000E+00 4.50685106E-21 1.30430399E-20 4.71590310E-21 1.54869011E-19 5.21466710E-09 4.55181972E-21 9.53352543E-15
LN-ET      1.55115265E-19 1.55115265E-19 6.35203033E-20 6.35203033E-20 1.76574402E-19 6.12711905E-20 7.95891993E-20 7.95891993E-20 7.95891993E-20 1.73131788E-21 1.56977903E-21 1.56979317E-21 4.95152628E-22 3.31021070E-22 4.25265200E-22 3.31021070E-22 7.14892771E-22 5.36014146E-22 5.36018327E-22 9.05822542E-22 7.25718346E-22 7.25725855E-22 6.77543470E-23 4.66887949E-23 7.89743693E-23 2.00487334E-20 5.27087013E-19 5.27087013E-19 5.27087013E-19 1.08626095E-09 2.52180960E-20 2.52180960E-20 2.52180960E-20 7.75320634E-21 7.75320634E-21 7.75320634E-21 7.75324952E-21 6.13198505E-20 7.57144062E-21 1.38355210E-21 1.82805126E-13 8.81232126E-21 8.81232126E-21 7.97170719E-21 7.97170719E-21 2.74041892E-22 6.34834805E-21 1.05465313E-20 3.93781851E-21 1.18976035E-20 3.58912617E-21 1.53521361E-20 1.20711699E-21 1.12019559E-21 5.90350981E-21 8.69921379E-22 1.81171078E-21 9.66523580E-21 0.00000000E+00 9.91220897E-22 2.72450525E-20 5.03081254E-23 1.06423759E-19 3.99589094E-21 1.87383494E-21 1.32469129E-23 3.32240922E-20 1.10281046E-19 3.09470669E-22 7.02889727E-23 5.55811182E-23 0.00000000E+00 4.85726431E-21 2.10355774E-20 6.58648668E-21 5.27087013E-19 5.27087013E-19 8.30081336E-21 1.24673723E-20
