  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   4.27671157E-15 7.96507318E-10 3.47354021E-17 3.48471709E-17 2.31353723E-14 6.90676002E-16 1.08771068E-18 1.08771068E-18 1.08771068E-18 1.33889796E-21 1.08133958E-21 1.08133958E-21 2.21426935E-22 1.84437085E-22 1.84437085E-22 1.84437085E-22 8.68443858E-23 1.17804460E-22 1.17804460E-22 7.23095259E-23 7.84176280E-23 7.84176280E-23 1.12498942E-23 1.12045977E-23 1.12045977E-23 2.40711431E-17 2.63111380E-16 2.63111380E-16 2.63111380E-16 5.55867180E-16 8.47963600E-19 8.47963600E-19 8.47963600E-19 1.61572405E-20 1.61572405E-20 1.61572405E-20 1.61572405E-20 7.34596884E-19 1.41286989E-20 8.41640134E-22 1.30207820E-13 3.05932710E-18 3.05932710E-18 1.79796329E-18 1.79796329E-18 3.86347789E-22 7.85642995E-19 9.01804554E-19 6.34377073E-19 1.19670653E-19 2.75238299E-19 1.14696298E-18 1.02594776E-21 1.02598689E-21 1.02564629E-20 4.29917680E-22 2.33908385E-21 1.91885240E-19 7.03106223E-24 5.69037614E-22 6.37206764E-19 0.00000000E+00 9.98294535E-17 4.22708969E-19 1.32618491E-21 0.00000000E+00 1.09737296E-19 5.70064461E-19 1.30701421E-22 1.24874250E-23 1.90828158E-23 5.92343028E-24 1.09987730E-18 4.85032379E-18 1.75976819E-18 2.63100903E-16 2.63111380E-16 4.30185116E-20 2.32816106E-18
Oesophagus 9.97051321E-19 9.97051321E-19 2.28493855E-20 2.28493855E-20 1.07412245E-18 2.40256704E-19 3.79749212E-15 3.78021414E-15 4.13991870E-10 3.05405542E-18 8.80307292E-18 8.80307292E-18 2.02422084E-20 1.43407510E-20 1.43407510E-20 1.43407510E-20 1.77455847E-21 1.71813847E-21 1.71813847E-21 1.52687673E-21 1.44303821E-21 1.44303821E-21 1.53496556E-22 1.30554565E-22 1.30554565E-22 8.69662071E-21 5.28686124E-17 5.28686124E-17 5.28686124E-17 3.04025486E-17 3.43348059E-16 3.43348059E-16 3.43348059E-16 1.04962840E-17 1.04962840E-17 1.04962840E-17 1.04962840E-17 3.14920196E-16 9.70961306E-18 1.09021057E-18 8.27990727E-13 1.36832934E-18 1.36832934E-18 5.55729929E-19 5.55729929E-19 2.75749086E-21 9.85230612E-19 1.94626653E-18 3.87023999E-19 4.81293165E-21 8.15262686E-20 4.77540525E-21 1.26883599E-19 1.29481218E-19 6.13808151E-17 5.72758475E-20 4.29395801E-18 3.19099133E-17 8.84878733E-23 4.26156207E-20 1.00068512E-20 0.00000000E+00 7.54821240E-19 5.40015891E-20 6.36060903E-19 0.00000000E+00 1.97727704E-17 1.45208111E-16 6.59431347E-21 1.34927708E-22 1.28252625E-22 1.14226361E-22 1.07659365E-18 3.26775814E-18 1.04569542E-18 5.28669665E-17 5.28686124E-17 2.17531578E-17 1.42758781E-17
St-stem    1.22713937E-21 1.22713937E-21 8.86136855E-22 8.86136855E-22 1.18179057E-21 7.86188902E-22 9.33802453E-18 9.33802453E-18 9.33802453E-18 2.39573880E-16 3.75724849E-09 1.03489274E-10 1.42316047E-17 1.40220120E-17 1.40220120E-17 1.40220120E-17 2.67583422E-20 2.78031410E-20 2.78031410E-20 9.67828540E-20 1.07078529E-19 1.07078529E-19 2.07823084E-21 1.65793158E-21 1.65793158E-21 1.46922920E-21 9.03444902E-22 9.03444902E-22 9.03444902E-22 1.50735135E-21 4.33071841E-20 4.33071841E-20 4.33071841E-20 2.90888242E-18 2.90888242E-18 2.90888242E-18 2.90888242E-18 2.35626539E-20 2.76521446E-18 1.34514273E-17 8.27987961E-13 5.55240906E-20 5.55240906E-20 1.23044670E-19 1.23044670E-19 2.67582391E-21 2.25460277E-19 4.28769591E-19 9.20582588E-20 1.58130945E-22 7.76183735E-20 1.01124608E-21 1.14526162E-17 4.03308233E-18 7.73785731E-18 3.33529120E-18 1.16429148E-17 1.60247490E-17 1.32113135E-21 7.32703857E-17 2.82536816E-22 0.00000000E+00 9.88477660E-22 1.35002544E-19 5.89536760E-17 0.00000000E+00 9.32888547E-21 3.35194273E-21 4.12628364E-19 1.59284844E-21 1.86824663E-21 1.45169651E-21 1.48325831E-18 6.41926431E-19 7.88263816E-19 9.03390676E-22 9.03444902E-22 2.81338543E-18 2.85209516E-18
SI-stem    1.87049057E-22 1.87049057E-22 1.65336988E-22 1.65336988E-22 1.87270114E-22 1.21136916E-22 1.50733857E-20 1.50733857E-20 1.50733857E-20 4.59714446E-18 1.40334926E-17 1.40334926E-17 1.10467420E-16 5.20758639E-10 2.36592819E-11 2.37924602E-16 1.03848048E-17 1.76661620E-17 1.76661620E-17 1.80905699E-17 2.65498275E-17 2.65498275E-17 1.54717610E-17 1.14436411E-17 1.14436411E-17 2.59587824E-22 1.33183717E-22 1.33183717E-22 1.33183717E-22 2.21075195E-22 2.18676473E-21 2.18676473E-21 2.18676473E-21 6.55260331E-21 6.55260331E-21 6.55260331E-21 6.55260331E-21 1.71906077E-21 6.84453419E-21 6.51203820E-18 8.99162402E-13 9.69622463E-20 9.69622463E-20 2.10740973E-19 2.10740973E-19 2.00814466E-21 5.78002998E-19 1.09296337E-18 2.40364268E-19 2.90563120E-23 3.58332672E-21 2.13529077E-22 1.18921949E-17 7.78202518E-18 1.11761154E-20 9.08959168E-18 1.81452431E-18 3.49182854E-17 1.60129685E-17 3.28694952E-17 4.58807012E-23 0.00000000E+00 1.43785829E-22 7.29795692E-20 1.63039383E-18 0.00000000E+00 1.18765553E-21 4.43532126E-22 4.50304915E-17 9.20056601E-18 8.02454639E-18 7.23744399E-18 2.94667446E-18 7.87194850E-19 9.28744683E-19 1.33147567E-22 1.33183717E-22 6.40758531E-21 6.39828792E-21
RC-stem    1.24528806E-22 1.24528806E-22 9.85569394E-23 9.85569394E-23 1.09061863E-22 8.15205156E-23 1.90147168E-21 1.90147168E-21 1.90147168E-21 1.44069246E-20 2.86090986E-20 2.86090986E-20 5.48300301E-18 1.76310384E-17 1.76310384E-17 1.76310384E-17 3.60141188E-16 7.43539133E-10 9.86247921E-11 3.19435572E-18 6.03483342E-18 6.03483342E-18 3.55746373E-20 3.17330307E-20 3.17330307E-20 1.60618523E-22 7.68178607E-23 7.68178607E-23 7.68178607E-23 1.27355961E-22 9.58580169E-22 9.58580169E-22 9.58580169E-22 2.08631413E-21 2.08631413E-21 2.08631413E-21 2.08631413E-21 8.32264946E-22 2.13285209E-21 3.93798246E-20 8.73946048E-13 1.01182307E-19 1.01182307E-19 7.96057788E-20 7.96057788E-20 1.98404989E-21 9.80820984E-20 1.50454965E-19 5.76297208E-20 1.25722296E-23 1.62831425E-21 1.29218165E-22 1.03049626E-19 9.88554577E-20 2.31686547E-21 8.85642649E-18 7.04415845E-19 1.90029125E-17 3.91793536E-20 4.21866776E-18 2.99171531E-23 0.00000000E+00 7.87977765E-23 2.07527943E-19 4.50448457E-21 0.00000000E+00 6.58451607E-22 2.62241886E-22 4.00447483E-18 2.12221026E-19 2.39884143E-19 3.83154595E-20 2.02090774E-18 2.15471644E-19 2.14129916E-18 7.65858194E-23 7.68178607E-23 2.04899531E-21 2.02835938E-21
LC-stem    8.09197871E-23 8.09197871E-23 7.05061250E-23 7.05061250E-23 7.48031621E-23 5.63268415E-23 1.63980098E-21 1.63980098E-21 1.63980098E-21 5.51222243E-20 1.09394267E-19 1.09394267E-19 8.31221060E-18 2.65253759E-17 2.65253759E-17 2.65253759E-17 3.44237518E-18 6.01218540E-18 6.01218540E-18 4.87267188E-16 7.63686781E-10 9.86247650E-11 7.30832905E-18 5.04522679E-18 5.04522679E-18 1.34029393E-22 5.10180783E-23 5.10180783E-23 5.10180783E-23 8.29595984E-23 6.36705689E-22 6.36705689E-22 6.36705689E-22 1.49189858E-21 1.49189858E-21 1.49189858E-21 1.49189858E-21 4.84630544E-22 1.46322697E-21 1.37383131E-20 8.73946785E-13 1.25642867E-19 1.25642867E-19 8.97789116E-20 8.97789116E-20 2.09795881E-21 1.05976374E-19 1.63984808E-19 6.73963882E-20 1.17989947E-23 1.17802105E-21 1.04763984E-22 2.14115638E-20 2.15362414E-20 2.49270407E-21 1.18087992E-19 9.54225011E-21 2.08988688E-17 4.91232324E-20 8.29586347E-20 1.97332324E-23 0.00000000E+00 6.03160166E-23 1.59376204E-19 1.64704641E-20 0.00000000E+00 3.44649430E-22 1.64028076E-22 3.46900693E-18 8.37989415E-19 7.89180402E-19 8.18920564E-20 2.17447550E-18 1.84640370E-19 1.91618395E-18 5.09292835E-23 5.10180783E-23 1.46364738E-21 1.44948825E-21
RS-stem    7.73397562E-24 7.73397562E-24 1.21563099E-23 1.21563099E-23 9.19302087E-24 9.40489910E-24 1.46288982E-22 1.46288982E-22 1.46288982E-22 1.20738212E-21 1.65541395E-21 1.65541395E-21 1.29694094E-17 1.14225741E-17 1.14225741E-17 1.14225741E-17 3.02994714E-20 3.45489857E-20 3.45489857E-20 1.93193313E-18 5.06791082E-18 5.06791082E-18 4.71674060E-16 1.26861530E-09 2.04223911E-10 1.49185721E-23 6.89363018E-24 6.89363018E-24 6.89363018E-24 1.36519766E-23 8.14987336E-23 8.14987336E-23 8.14987336E-23 1.58874115E-22 1.58874115E-22 1.58874115E-22 1.58873248E-22 6.23268559E-23 1.64363468E-22 1.42722925E-21 8.73946930E-13 1.05232990E-19 1.05232990E-19 2.08953183E-19 2.08953183E-19 3.78620428E-21 7.08128810E-19 1.34336162E-18 3.13467814E-19 1.86254694E-24 1.08376453E-22 1.18491632E-23 1.53008640E-21 1.56393809E-21 1.88627159E-22 3.76373769E-21 9.74496194E-22 2.51613015E-17 1.23088856E-16 3.07030139E-21 3.95099784E-24 0.00000000E+00 7.38127275E-24 6.08272927E-20 8.92421045E-22 0.00000000E+00 4.32026191E-23 2.01710010E-23 2.30213972E-17 4.51096000E-17 2.49256765E-17 1.78438757E-16 3.02021902E-18 3.29171574E-19 1.39347763E-18 6.69005746E-24 6.89363018E-24 1.56324440E-22 1.51892483E-22
ET1-bas    2.15463064E-17 2.15463064E-17 1.14411626E-18 1.14411626E-18 1.85474651E-18 5.75194679E-19 7.93778007E-21 7.93778007E-21 7.93778007E-21 1.39458640E-21 1.29831422E-21 1.29831422E-21 2.46033695E-22 1.76181700E-22 1.76181700E-22 1.76181700E-22 1.86304478E-22 6.64466721E-23 6.64466721E-23 1.03644847E-22 8.68439669E-23 8.68439669E-23 6.02026172E-24 4.68100170E-24 4.68100170E-24 1.22912407E-09 3.63436721E-17 3.63436721E-17 3.63436721E-17 9.37326263E-20 8.01721916E-21 8.01721916E-21 8.01721916E-21 6.47859834E-21 6.47859834E-21 6.47859834E-21 6.47859834E-21 8.67267039E-21 5.90982860E-21 7.52689206E-22 1.30206487E-13 2.83628136E-18 2.83628136E-18 6.36004004E-19 6.36004004E-19 3.10497267E-22 1.78725235E-19 2.26591297E-19 1.65668767E-19 2.02459627E-19 9.85886712E-19 4.00368062E-17 9.68675262E-22 3.15582592E-21 1.03474258E-20 4.14987927E-22 1.57681878E-21 3.19001749E-20 2.65136076E-23 7.94311212E-22 2.31481391E-19 0.00000000E+00 8.81749206E-20 3.13270026E-18 7.34068572E-22 0.00000000E+00 1.82166024E-20 1.52057860E-20 2.44276524E-22 2.16408901E-23 1.19826410E-23 5.94866874E-24 5.68934523E-18 1.57810454E-18 5.52978698E-19 6.13824309E-09 3.63436721E-17 6.52450466E-21 3.23047586E-19
ET2-bas    2.41922317E-16 2.41922317E-16 6.26535580E-19 6.26535580E-19 2.21338013E-16 3.72206476E-16 5.24763370E-17 5.24763370E-17 5.24763370E-17 8.59703886E-22 8.02353755E-22 8.02353755E-22 1.48106366E-22 1.33005294E-22 1.33005294E-22 1.33005294E-22 7.74308826E-23 3.90419437E-23 3.90419437E-23 5.81139422E-23 5.33960930E-23 5.33960930E-23 1.05439883E-23 3.82843502E-24 3.82843502E-24 3.64950519E-17 3.26916044E-12 6.24501555E-09 6.11890286E-09 8.58238639E-16 4.50944944E-17 4.50944944E-17 4.50944944E-17 1.62767721E-20 1.62767721E-20 1.62767721E-20 1.62767721E-20 6.82514129E-17 1.63072611E-20 6.99737602E-22 1.30206635E-13 2.35305305E-18 2.35305305E-18 9.32057049E-19 9.32057049E-19 3.15652293E-22 5.09791484E-19 8.04504559E-19 3.09845417E-19 1.10490355E-18 5.27720371E-20 2.94798555E-18 7.33161392E-22 6.49226800E-22 1.04969278E-20 3.54477706E-22 1.38414063E-21 1.23214610E-18 6.03098180E-24 3.96971470E-22 4.61585598E-18 0.00000000E+00 3.77199612E-17 1.01312566E-19 1.23088164E-21 0.00000000E+00 2.32810385E-19 7.14177293E-18 9.10551264E-23 4.52604761E-24 4.97869748E-24 8.59930433E-24 3.19745080E-18 2.98429795E-17 1.87325860E-18 3.63436946E-17 6.13824309E-09 1.51544836E-18 2.86010682E-14
LN-ET      5.62354671E-16 5.62354671E-16 7.72587882E-19 7.72587882E-19 3.47570754E-16 2.94287382E-17 3.29750838E-17 3.29750838E-17 3.29750838E-17 1.79152696E-21 1.63495203E-21 1.63515620E-21 2.11236976E-22 1.56874325E-22 1.56874325E-22 1.56874325E-22 6.00907246E-23 5.83741139E-23 5.83741139E-23 7.76450075E-23 4.27141499E-23 4.27141499E-23 1.46922241E-23 2.32641294E-24 1.43606150E-23 1.06158336E-19 9.46639768E-16 9.46639768E-16 9.46639768E-16 1.40847390E-09 6.07153808E-17 6.07153808E-17 6.07153808E-17 4.75314444E-20 4.75314444E-20 4.75314444E-20 4.75314444E-20 8.30306381E-17 3.26662218E-20 1.19900626E-21 2.36931385E-13 9.82083043E-19 9.82083043E-19 3.89601849E-19 3.89601849E-19 3.04183184E-22 3.13012040E-19 4.81153435E-19 1.52657178E-19 4.43620289E-20 4.97503001E-19 4.79843760E-20 1.19022692E-21 1.19888093E-21 2.64230802E-20 4.15445157E-22 2.09218080E-21 1.72561190E-18 2.87195958E-24 6.15837614E-22 1.57967067E-19 0.00000000E+00 1.67480037E-16 3.78062484E-19 2.08366360E-21 0.00000000E+00 4.13428127E-19 1.10140842E-17 6.49684569E-23 8.63029578E-24 2.90973563E-23 8.28736511E-24 2.15160418E-18 3.95612987E-17 4.65147310E-18 9.46619021E-16 9.46639768E-16 2.06994191E-18 8.93108583E-18
