  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.70918238E-14 8.84151908E-14 1.61361045E-14 8.56981572E-15 3.93435013E-14 2.61197036E-15 1.32795478E-16 1.32795478E-16 1.32795478E-16 7.73146541E-18 7.58100701E-18 7.58100701E-18 2.10814741E-18 1.22628398E-18 1.22628399E-18 1.22628398E-18 2.50791277E-18 1.66104347E-18 1.66104347E-18 3.14864318E-18 2.87712619E-18 2.87712620E-18 2.28266195E-19 1.50760053E-19 1.50760053E-19 1.27202943E-15 2.90537848E-15 2.90537848E-15 2.90537848E-15 2.20255569E-15 6.01063545E-17 6.01063545E-17 6.01063545E-17 3.57167825E-17 3.57167825E-17 3.57167825E-17 3.57156151E-17 1.07489296E-16 3.44843143E-17 4.53928525E-18 1.00387951E-16 1.55083623E-16 1.55083623E-16 1.31655228E-16 1.31655228E-16 1.85774604E-18 8.19618212E-17 1.14523409E-16 5.90348668E-17 3.28156959E-16 2.90271466E-17 7.26178661E-16 6.05257296E-18 5.89173408E-18 2.67398570E-17 2.50029354E-18 9.61226492E-18 4.60054319E-17 0.00000000E+00 4.41070865E-18 1.11367234E-15 2.37003748E-20 9.36095716E-16 3.71469752E-17 7.43437230E-18 1.36853252E-25 1.02934624E-16 2.26995726E-16 8.65524306E-19 3.71326918E-20 3.50382468E-20 0.00000000E+00 4.41762357E-17 1.30216599E-16 6.18182133E-17 2.90537848E-15 2.90537848E-15 3.64815717E-17 6.10478358E-17
Oesophagus 1.36113102E-16 1.36113102E-16 8.02024055E-17 8.02024055E-17 1.58882252E-16 8.74313556E-17 5.39114154E-14 1.40978816E-14 5.98004138E-14 4.23790374E-16 4.51323003E-16 4.51323003E-16 1.01908402E-16 5.40084129E-17 5.40084129E-17 5.40084129E-17 5.41471156E-17 4.21200839E-17 4.21200839E-17 8.80411561E-17 7.62363484E-17 7.62363484E-17 4.08507790E-18 2.88029469E-18 2.88029469E-18 2.70446251E-17 6.35787130E-16 6.35787130E-16 6.35787130E-16 1.11239824E-15 1.17296385E-15 1.17296385E-15 1.17296385E-15 5.89617620E-16 5.89617620E-16 5.89617620E-16 5.89617620E-16 3.03840079E-15 6.00779666E-16 2.76613242E-16 3.84630479E-16 1.47921868E-16 1.47921868E-16 1.00441008E-16 1.00441008E-16 1.49694674E-17 1.58165500E-16 3.09256451E-16 6.94438391E-17 2.04150860E-17 1.10768616E-16 2.29210616E-17 1.98771500E-16 1.84863081E-16 1.36905844E-15 1.27372344E-16 3.23828888E-16 4.69913487E-16 0.00000000E+00 2.24635550E-16 4.08088867E-17 8.52286353E-19 1.64318289E-16 3.50410706E-17 3.05104934E-16 1.03544379E-19 1.16654228E-15 2.36563300E-15 4.08924533E-17 2.11641647E-18 2.18676415E-18 0.00000000E+00 8.83929681E-17 1.26032267E-16 6.69744630E-17 6.35787130E-16 6.35787130E-16 6.08062220E-16 5.95642517E-16
St-stem    9.11667198E-18 9.11667198E-18 8.83315734E-18 8.83315734E-18 1.02046812E-17 4.45783325E-18 4.58614008E-16 4.58614008E-16 4.58614008E-16 4.42116582E-15 4.85225041E-13 1.62245493E-14 6.91421679E-16 3.43913185E-16 3.43913185E-16 3.43913185E-16 2.60637325E-16 1.84463735E-16 1.84463735E-16 1.15642211E-15 9.18711715E-16 9.18711715E-16 2.73262165E-17 1.60621076E-17 1.60621076E-17 7.32728774E-18 8.69141928E-18 8.69141928E-18 8.69141928E-18 1.65792382E-17 2.27205992E-16 2.27205992E-16 2.27205992E-16 2.61996853E-16 2.61996853E-16 2.61996853E-16 2.61996853E-16 1.12716728E-16 2.59756420E-16 5.72351337E-16 3.68244713E-16 4.91935750E-17 4.91935750E-17 5.53663818E-17 5.53663818E-17 1.65558254E-17 6.62706521E-17 1.30452470E-16 3.13055458E-17 1.68682442E-18 2.39080300E-16 3.57768310E-18 4.69710279E-16 4.35528419E-16 7.01889457E-16 3.69917583E-16 5.10453378E-16 5.13470588E-16 0.00000000E+00 1.33620000E-15 2.83375534E-18 5.08172698E-18 8.50026464E-18 3.86814562E-17 9.06953094E-16 8.05413454E-19 7.85142244E-17 3.69827644E-17 1.81577740E-16 1.15058967E-17 1.25210121E-17 0.00000000E+00 1.26546255E-16 5.75833610E-17 5.32524327E-17 8.69141928E-18 8.69141928E-18 2.60934235E-16 2.59329160E-16
SI-stem    1.59470627E-18 1.59470627E-18 1.56058008E-18 1.56058008E-18 1.73221527E-18 7.83758745E-19 5.56205700E-17 5.56205700E-17 5.56205700E-17 3.32860639E-16 3.46329471E-16 3.46329471E-16 1.46031682E-15 5.85861711E-14 4.20753670E-15 1.78946605E-15 5.45336332E-16 6.11162804E-16 6.11162804E-16 6.08089570E-16 7.17585214E-16 7.17585214E-16 4.99482122E-16 3.80728391E-16 3.80728391E-16 1.37684048E-18 1.50529059E-18 1.50529059E-18 1.50529059E-18 2.71923509E-18 3.30151437E-17 3.30151437E-17 3.30151437E-17 4.00229989E-17 4.00229989E-17 4.00229989E-17 4.00229989E-17 1.87407772E-17 4.03225591E-17 2.62326437E-16 2.84003389E-16 6.73602693E-17 6.73602693E-17 7.64171636E-17 7.64171636E-17 8.01122710E-18 1.08616886E-16 1.92679776E-16 5.75880072E-17 2.87232667E-19 3.46028627E-17 6.60574157E-19 3.16625165E-16 3.20071772E-16 6.87535491E-17 3.98275770E-16 1.57739716E-16 4.46530529E-16 0.00000000E+00 7.18338146E-16 4.94114856E-19 1.44134655E-16 1.53250170E-18 3.77159586E-17 1.97052882E-16 1.74756762E-17 1.21711881E-17 6.09202079E-18 1.03357342E-15 3.88167009E-16 4.44149739E-16 0.00000000E+00 1.74511945E-16 9.43752285E-17 8.31432068E-17 1.50529059E-18 1.50529059E-18 3.98020921E-17 3.95796691E-17
RC-stem    2.08046812E-18 2.08046812E-18 2.09590904E-18 2.09590904E-18 2.34763698E-18 1.07208250E-18 4.30794779E-17 4.30794779E-17 4.30794779E-17 1.43359018E-16 1.84991129E-16 1.84991129E-16 6.26702716E-16 6.09935810E-16 6.09935810E-16 6.09935810E-16 3.92805701E-15 8.95138302E-14 1.69405612E-14 2.97157458E-16 2.17861835E-16 2.17861835E-16 7.07702423E-17 6.38317700E-17 6.38317700E-17 2.00109579E-18 1.82820276E-18 1.82820276E-18 1.82820276E-18 3.21027416E-18 3.16808847E-17 3.16808847E-17 3.16808847E-17 4.00769809E-17 4.00769809E-17 4.00769809E-17 4.00769809E-17 1.87043099E-17 3.94058799E-17 2.12389082E-16 2.88072997E-16 5.03916626E-17 5.03916626E-17 5.94810477E-17 5.94810477E-17 8.83997521E-18 7.48019399E-17 1.34519260E-16 3.96793259E-17 4.03878013E-19 4.16269601E-17 8.96151884E-19 9.82370483E-16 1.06989312E-15 5.21459945E-17 4.88128171E-16 4.06720813E-16 2.72840070E-16 0.00000000E+00 6.73800536E-16 6.78516057E-19 3.61564767E-17 1.83698214E-18 3.94773871E-17 4.86814394E-17 5.11324705E-18 1.41061918E-17 6.62718566E-18 5.29767761E-16 7.65762879E-17 8.47099345E-17 0.00000000E+00 1.42943402E-16 6.91869961E-17 7.96005026E-17 1.82820276E-18 1.82820276E-18 3.98138816E-17 3.96358093E-17
LC-stem    3.36402835E-18 3.36402835E-18 3.33730870E-18 3.33730870E-18 3.46145696E-18 1.59559695E-18 7.65150714E-17 7.65150714E-17 7.65150714E-17 8.66590983E-16 9.19617434E-16 9.19617434E-16 1.06496085E-15 7.14761899E-16 7.14761899E-16 7.14761899E-16 2.72172898E-16 2.17823226E-16 2.17823226E-16 4.31031403E-15 9.55794619E-14 1.70595353E-14 2.09143595E-16 9.44979599E-17 9.44979599E-17 2.90553652E-18 3.00950571E-18 3.00950571E-18 3.00950571E-18 5.45103098E-18 6.79014679E-17 6.79014679E-17 6.79014679E-17 7.85267392E-17 7.85267392E-17 7.85267392E-17 7.85267392E-17 3.12820831E-17 7.72887942E-17 2.85302105E-16 2.80034508E-16 3.81268244E-17 3.81268244E-17 5.58247922E-17 5.58247922E-17 1.39448413E-17 5.94198758E-17 1.09251079E-16 3.12000931E-17 5.88471106E-19 8.15925487E-17 1.41014795E-18 1.98890492E-16 1.91711786E-16 1.28998660E-16 4.12205739E-16 1.46673004E-16 3.29246532E-16 0.00000000E+00 5.62628442E-16 9.67888767E-19 1.69355257E-17 3.08742865E-18 4.44587075E-17 5.42792923E-16 2.73841871E-18 2.21255051E-17 1.20612535E-17 2.95384084E-16 3.68151166E-17 4.03054585E-17 0.00000000E+00 1.44666040E-16 5.80859118E-17 6.47460100E-17 3.00950571E-18 3.00950571E-18 7.81981022E-17 7.77151597E-17
RS-stem    1.24281423E-19 1.24281423E-19 1.25237008E-19 1.25237008E-19 1.50669079E-19 5.51072669E-20 2.82004715E-18 2.82004715E-18 2.82004715E-18 1.44713401E-17 1.55777662E-17 1.55777662E-17 1.58492815E-16 3.79115549E-16 3.79115549E-16 3.79115549E-16 4.56724312E-17 6.28815384E-17 6.28815384E-17 4.49956324E-17 9.35878071E-17 9.35878071E-17 4.62219780E-15 1.59405228E-13 3.57109583E-14 8.54928542E-20 1.20844939E-19 1.20844939E-19 1.20844939E-19 1.56680414E-19 1.98227208E-18 1.98227208E-18 1.98227208E-18 2.65983120E-18 2.65983120E-18 2.65983120E-18 2.65983120E-18 1.13466599E-18 2.53368780E-18 1.52366942E-17 2.18435115E-16 1.00647603E-16 1.00647603E-16 1.03726743E-16 1.03726743E-16 8.00537632E-18 1.46496788E-16 2.28294727E-16 9.25226199E-17 1.34068091E-20 2.22522891E-18 3.29266511E-20 1.84274291E-17 1.81025163E-17 3.46753771E-18 3.17160694E-17 1.04300501E-17 4.11239678E-16 0.00000000E+00 2.96115965E-17 3.11795205E-20 1.42043884E-15 8.37380774E-20 3.89863758E-17 9.90364588E-18 9.56441162E-17 7.12473223E-19 3.38299835E-19 4.13092574E-16 1.62903839E-15 1.44413739E-15 0.00000000E+00 1.59922034E-16 1.23578636E-16 1.12864376E-16 1.20844939E-19 1.20844939E-19 2.63828444E-18 2.62895674E-18
ET1-bas    1.24544370E-15 1.24544370E-15 1.66047072E-15 1.66047072E-15 9.92851657E-16 5.07447191E-16 2.43542257E-17 2.43542257E-17 2.43542257E-17 5.65676054E-18 6.22874252E-18 6.22874252E-18 1.62909322E-18 8.74019842E-19 8.74019842E-19 8.74019842E-19 2.40720774E-18 1.46969042E-18 1.46969042E-18 2.87121214E-18 2.78967359E-18 2.78967359E-18 1.28219876E-19 1.47368579E-19 1.47368579E-19 8.45655304E-12 2.03563823E-15 2.03563823E-15 2.03563823E-15 1.94568053E-16 2.18242712E-17 2.18242712E-17 2.18242712E-17 1.41194758E-17 1.41194758E-17 1.41194758E-17 1.41194758E-17 2.38815524E-17 1.40806782E-17 2.45211634E-18 3.24825679E-17 1.18293526E-16 1.18293526E-16 5.29308288E-17 5.29308288E-17 1.11177514E-18 3.59882928E-17 4.49030013E-17 2.78632803E-17 2.73675650E-16 2.73517508E-17 2.65314124E-15 4.29482373E-18 4.56527877E-18 1.34021051E-17 1.71896030E-18 6.95262512E-18 1.16063104E-17 0.00000000E+00 3.35802375E-18 7.08301894E-16 5.14130742E-20 1.99831348E-16 5.73342080E-17 3.66584003E-18 8.69710369E-21 2.99705440E-17 4.15938218E-17 5.10464845E-19 4.11046279E-20 6.28823564E-20 0.00000000E+00 4.36124798E-17 1.22831147E-16 1.54877718E-17 5.23925708E-13 2.03563823E-15 1.43608143E-17 3.18268471E-17
ET2-bas    2.88591700E-15 2.88591700E-15 1.41846055E-15 1.41846055E-15 2.74085703E-15 3.94395103E-15 6.30180352E-16 6.30180352E-16 6.30180352E-16 7.65086501E-18 7.67102382E-18 7.67102382E-18 2.12509231E-18 1.16251234E-18 1.16251234E-18 1.16251234E-18 1.85839531E-18 1.64872559E-18 1.64872559E-18 2.94143650E-18 2.69618543E-18 2.69618543E-18 1.40490293E-19 1.44638135E-19 1.44638135E-19 2.05858582E-15 2.42823660E-13 5.57096239E-13 3.49097858E-13 7.43786587E-15 1.42059603E-16 1.42059603E-16 1.42059603E-16 4.69875521E-17 4.69875521E-17 4.69875521E-17 4.69875521E-17 3.20052235E-16 4.55544538E-17 5.31072356E-18 4.19431962E-17 1.69773005E-16 1.69773005E-16 9.82062332E-17 9.82062332E-17 1.86599346E-18 8.19993863E-17 1.22991338E-16 5.45432904E-17 6.11383758E-16 2.14212950E-17 1.19746985E-15 5.53718948E-18 5.27049875E-18 3.49220016E-17 2.96081650E-18 9.32787949E-18 6.22203598E-17 0.00000000E+00 4.10389827E-18 4.99311875E-15 4.27803824E-20 9.06094474E-16 3.82403441E-17 8.70803479E-18 1.36071708E-25 1.99042744E-16 6.45613218E-16 9.49884769E-19 1.02259740E-19 1.12451230E-19 0.00000000E+00 5.63004916E-17 1.74619834E-16 6.09439442E-17 2.03563823E-15 5.23925708E-13 4.99691401E-17 3.07533216E-15
LN-ET      2.20913768E-15 2.20913768E-15 8.16394456E-16 8.16394456E-16 2.52343346E-15 9.10457485E-16 1.14179820E-15 1.14179820E-15 1.14179820E-15 1.74123379E-17 1.50102261E-17 1.50102543E-17 3.80729864E-18 2.35602421E-18 2.71923509E-18 2.35602421E-18 5.43539780E-18 1.99802152E-18 1.99802154E-18 5.32370716E-18 5.15980088E-18 5.15980093E-18 5.53965735E-20 2.26934714E-19 1.56680414E-19 2.14268271E-16 7.54909252E-15 7.54909252E-15 7.54909252E-15 2.33050072E-13 3.51346194E-16 3.51346194E-16 3.51346194E-16 9.58173359E-17 9.58173359E-17 9.58173359E-17 9.58199207E-17 8.31464128E-16 9.51339911E-17 1.08669045E-17 8.44962918E-17 1.14892779E-16 1.14892779E-16 9.89781475E-17 9.89781475E-17 2.89647282E-18 8.42664942E-17 1.46629626E-16 5.12803505E-17 1.41789288E-16 3.50462602E-17 1.62634084E-16 1.01005932E-17 1.00314241E-17 7.10605130E-17 5.96028440E-18 2.00500267E-17 1.25225561E-16 0.00000000E+00 7.81519395E-18 3.78989853E-16 8.19711222E-21 1.46826466E-15 4.38365130E-17 1.56325537E-17 7.46600996E-26 4.28439375E-16 1.55406801E-15 1.91137392E-18 1.17101307E-19 2.91841709E-19 0.00000000E+00 5.33404183E-17 2.83575176E-16 9.19044732E-17 7.54909252E-15 7.54909252E-15 1.03817034E-16 1.63537161E-16
