  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   8.52019715E-15 5.27062168E-10 3.34507480E-15 1.13172248E-15 4.60096416E-14 3.43231288E-16 1.52063430E-17 1.52063430E-17 1.52063430E-17 8.69930504E-19 8.52087683E-19 8.52087683E-19 2.60060593E-19 1.51570818E-19 1.51571911E-19 1.51570818E-19 2.89394656E-19 2.11900027E-19 2.11900445E-19 3.68174064E-19 3.26627798E-19 3.26632527E-19 1.92839315E-20 1.47253713E-20 1.47253713E-20 1.45791925E-16 5.62833994E-16 5.62833994E-16 5.62833994E-16 3.94548823E-16 6.65535808E-18 6.65535808E-18 6.65535808E-18 3.88950682E-18 3.88950682E-18 3.88950682E-18 3.88939170E-18 1.19989874E-17 3.80870516E-18 5.08457014E-19 1.50952894E-13 1.83949850E-17 1.83949850E-17 1.60126252E-17 1.60126252E-17 2.04105269E-19 9.94621750E-18 1.35776595E-17 7.21740528E-18 3.64077349E-17 3.24842160E-18 8.12375446E-17 6.75358051E-19 6.62117295E-19 2.98747349E-18 2.98630921E-19 1.06787156E-18 5.16550155E-18 0.00000000E+00 4.95981982E-19 1.29002722E-16 4.73733767E-21 1.08925330E-16 4.30750349E-18 8.17640266E-19 2.39584800E-21 1.14500195E-17 2.54007200E-17 1.06239710E-19 7.95840554E-21 1.04391128E-20 0.00000000E+00 5.97291862E-18 1.58469909E-17 8.70595124E-18 5.62833994E-16 5.62833994E-16 3.97590334E-18 8.80306098E-18
Oesophagus 1.53793631E-17 1.53793631E-17 8.72053609E-18 8.72053609E-18 1.79649304E-17 9.61725171E-18 1.67309083E-14 8.30015366E-15 3.64657108E-10 5.07167924E-17 6.60879796E-17 6.60879796E-17 1.13820954E-17 5.98590982E-18 5.98590982E-18 5.98590982E-18 5.87518618E-18 4.55606554E-18 4.55606554E-18 9.73929531E-18 8.36704227E-18 8.36704227E-18 4.66332948E-19 3.20163420E-19 3.20163420E-19 3.03834035E-18 1.45300713E-16 1.45300713E-16 1.45300713E-16 1.85439068E-16 2.29789148E-16 2.29789148E-16 2.29789148E-16 7.08039870E-17 7.08039870E-17 7.08039870E-17 7.08039870E-17 7.01544819E-16 7.19545491E-17 3.08975416E-17 7.67686237E-13 1.74570533E-17 1.74570533E-17 1.13989537E-17 1.13989537E-17 1.63506905E-18 1.81225927E-17 3.57516149E-17 8.00107611E-18 2.24134782E-18 1.24603658E-17 2.51644313E-18 2.21726186E-17 2.05941535E-17 2.17605772E-16 1.41076932E-17 3.86306327E-17 9.55482646E-17 0.00000000E+00 2.51626301E-17 4.44500439E-18 1.08866040E-19 1.86863075E-17 3.94851558E-18 3.41873395E-17 1.98149596E-20 1.43800651E-16 4.31367727E-16 4.46502477E-18 2.36726351E-19 2.41860302E-19 0.00000000E+00 1.37605656E-17 1.66351895E-17 7.82433997E-18 1.45300713E-16 1.45300713E-16 7.57517510E-17 7.29998269E-17
St-stem    1.01314390E-18 1.01314390E-18 9.72856930E-19 9.72856930E-19 1.12536147E-18 4.91114061E-19 6.77591962E-17 6.77591962E-17 6.77591962E-17 8.87704531E-16 3.96863744E-09 9.72001594E-11 8.43908364E-17 4.34748214E-17 4.34748214E-17 4.34748214E-17 3.01441454E-17 2.10198373E-17 2.10198373E-17 1.48933613E-16 1.23668317E-16 1.23668317E-16 3.01339666E-18 1.78591910E-18 1.78591910E-18 8.29130534E-19 9.66386247E-19 9.66386247E-19 9.66386247E-19 1.81241991E-18 2.58157318E-17 2.58157318E-17 2.58157318E-17 3.16275716E-17 3.16275716E-17 3.16275716E-17 3.16275716E-17 1.24568661E-17 3.12927500E-17 6.66141461E-17 7.67681250E-13 5.44405441E-18 5.44405441E-18 6.21996973E-18 6.21996973E-18 1.80254134E-18 7.43282305E-18 1.45925432E-17 3.49140025E-18 1.92321382E-19 2.74417769E-17 4.04277610E-19 5.35717414E-17 4.93936000E-17 9.55640436E-17 4.18645588E-17 6.48015779E-17 1.06821225E-16 0.00000000E+00 1.86073202E-16 3.19027676E-19 5.62970746E-19 9.43275760E-19 4.36682945E-18 1.13619920E-16 1.02238519E-19 8.62857840E-18 4.01750472E-18 2.03066468E-17 1.25125244E-18 1.37084062E-18 0.00000000E+00 1.90630927E-17 6.45740932E-18 6.27199330E-18 9.66386247E-19 9.66386247E-19 3.14450670E-17 3.12789084E-17
SI-stem    1.81112721E-19 1.81112721E-19 1.78975007E-19 1.78975007E-19 1.99097417E-19 9.09643418E-20 6.18603312E-18 6.18603312E-18 6.18603312E-18 3.99853948E-17 4.37472965E-17 4.37472965E-17 3.02616686E-16 5.11126350E-10 2.18766900E-11 5.95610235E-16 6.78438899E-17 8.53794728E-17 8.53794728E-17 7.52420950E-17 1.00949486E-16 1.00949486E-16 6.38593851E-17 5.07131779E-17 5.07131779E-17 1.64675129E-19 1.70062342E-19 1.70062342E-19 1.70062342E-19 3.04550362E-19 3.63073074E-18 3.63073074E-18 3.63073074E-18 4.41601454E-18 4.41601454E-18 4.41601454E-18 4.41601454E-18 2.02938937E-18 4.44396849E-18 3.17590349E-17 8.31689075E-13 7.48936742E-18 7.48936742E-18 8.49525148E-18 8.49525148E-18 8.81035512E-19 1.21512107E-17 2.15940042E-17 6.43280593E-18 3.72453422E-20 3.86557043E-18 8.09574278E-20 3.73894535E-17 3.77360971E-17 7.61293908E-18 4.76790422E-17 1.78949661E-17 8.17049185E-17 0.00000000E+00 1.00090037E-16 5.84194721E-20 1.60880251E-17 1.73887281E-19 4.28904534E-18 2.37247293E-17 1.92325623E-18 1.32441265E-18 6.63180792E-19 1.53931804E-16 4.96535088E-17 5.44547907E-17 0.00000000E+00 2.71221826E-17 1.05490843E-17 9.98104394E-18 1.70062342E-19 1.70062342E-19 4.39147076E-18 4.36801931E-18
RC-stem    2.46713041E-19 2.46713041E-19 2.49603706E-19 2.49603706E-19 2.65902615E-19 1.24760532E-19 4.69709992E-18 4.69709992E-18 4.69709992E-18 1.60744485E-17 2.11233655E-17 2.11233655E-17 8.07340013E-17 8.53200500E-17 8.53200500E-17 8.53200500E-17 8.65690708E-16 6.81208490E-10 9.44406144E-11 3.78200146E-17 2.94626169E-17 2.94626169E-17 7.73597852E-18 6.90716794E-18 6.90716794E-18 2.36228541E-19 2.12453932E-19 2.12453932E-19 2.12453932E-19 3.68073904E-19 3.46048625E-18 3.46048625E-18 3.46048625E-18 4.39500126E-18 4.39500126E-18 4.39500126E-18 4.39500126E-18 2.02881146E-18 4.30198539E-18 2.36749264E-17 8.42452257E-13 5.58212420E-18 5.58212420E-18 6.67376020E-18 6.67376020E-18 9.89677827E-19 8.36006058E-18 1.49585060E-17 4.43582388E-18 5.04119469E-20 4.67021876E-18 1.12938698E-19 1.29782406E-16 1.38066247E-16 5.70784006E-18 5.93040162E-17 4.94924561E-17 4.76109760E-17 0.00000000E+00 8.06707127E-17 8.22831485E-20 3.90643286E-18 2.17198193E-19 4.52298449E-18 5.28878485E-18 5.77571964E-19 1.53678651E-18 7.33894212E-19 6.13238994E-17 8.37419848E-18 9.27349042E-18 0.00000000E+00 2.16130254E-17 7.71675316E-18 9.98338203E-18 2.12453932E-19 2.12453932E-19 4.36548376E-18 4.34640425E-18
LC-stem    3.85012189E-19 3.85012189E-19 3.77657223E-19 3.77657223E-19 4.03320910E-19 1.85907907E-19 8.46954796E-18 8.46954796E-18 8.46954796E-18 1.03927133E-16 1.23985578E-16 1.23985578E-16 1.33902286E-16 1.00784426E-16 1.00784426E-16 1.00784426E-16 3.57612431E-17 2.95102188E-17 2.95102188E-17 1.08973594E-15 7.30282215E-10 9.44410394E-11 3.10565267E-17 1.25122565E-17 1.25122565E-17 3.39902588E-19 3.40849278E-19 3.40849278E-19 3.40849278E-19 6.09892472E-19 7.55892845E-18 7.55892845E-18 7.55892845E-18 8.80524281E-18 8.80524281E-18 8.80524281E-18 8.80524281E-18 3.40947875E-18 8.66390900E-18 3.24398594E-17 8.42452266E-13 4.23564240E-18 4.23564240E-18 6.75306138E-18 6.75306138E-18 1.55193740E-18 6.92609316E-18 1.28502823E-17 3.59711583E-18 7.67357293E-20 9.27662400E-18 1.74782524E-19 2.22712952E-17 2.14126672E-17 1.44022869E-17 4.77052255E-17 1.63793490E-17 5.64057523E-17 0.00000000E+00 6.56405487E-17 1.15990726E-19 1.84012930E-18 3.55139551E-19 5.10876920E-18 6.79113445E-17 3.13962523E-19 2.41901915E-18 1.30103060E-18 3.34306587E-17 4.01897607E-18 4.43617649E-18 0.00000000E+00 2.24653087E-17 6.94711254E-18 8.12545371E-18 3.40849278E-19 3.40849278E-19 8.76625706E-18 8.71272578E-18
RS-stem    1.65354476E-20 1.65354476E-20 1.57907612E-20 1.57907612E-20 1.83088731E-20 7.55076303E-21 3.15141384E-19 3.15141384E-19 3.15141384E-19 1.59091156E-18 1.70451822E-18 1.70451822E-18 1.95623046E-17 5.05461275E-17 5.05461275E-17 5.05461275E-17 4.99555282E-18 6.88588998E-18 6.88588998E-18 5.22100040E-18 1.24872440E-17 1.24872440E-17 1.25486485E-15 1.21299988E-09 2.02441001E-10 1.37280735E-20 1.39886792E-20 1.39886792E-20 1.39886792E-20 2.47142289E-20 2.32410754E-19 2.32410754E-19 2.32410754E-19 3.10709153E-19 3.10709153E-19 3.10709153E-19 3.10709153E-19 1.36584355E-19 2.83343727E-19 1.65091990E-18 8.42443354E-13 1.13461757E-17 1.13461757E-17 1.15158825E-17 1.15158825E-17 8.73718041E-19 1.65160411E-17 2.56958121E-17 1.03624220E-17 2.87897844E-21 2.70111084E-19 7.79459524E-21 1.99154758E-18 1.96835064E-18 3.92159019E-19 3.44585173E-18 1.14334655E-18 9.09424715E-17 0.00000000E+00 3.22001015E-18 5.45827444E-21 1.80851688E-16 1.27716030E-20 4.45998266E-18 1.09205679E-18 1.05676196E-17 9.25856568E-20 4.84604481E-20 4.74683742E-17 2.25625166E-16 1.73711093E-16 0.00000000E+00 2.44646479E-17 1.37839852E-17 1.37500053E-17 1.39886792E-20 1.39886792E-20 3.08254617E-19 3.07148342E-19
ET1-bas    1.42228468E-16 1.42228468E-16 1.83984094E-16 1.83984094E-16 1.11379665E-16 5.65860756E-17 2.73058728E-18 2.73058728E-18 2.73058728E-18 6.62669439E-19 6.89537564E-19 6.89537564E-19 1.98311502E-19 1.18863941E-19 1.18863941E-19 1.18863941E-19 2.75582026E-19 1.84817019E-19 1.84817019E-19 3.60941118E-19 3.06945093E-19 3.06945093E-19 1.87423323E-20 1.38016397E-20 1.38016397E-20 7.40382260E-09 4.88460689E-16 4.88460689E-16 4.88460689E-16 2.14826762E-17 2.47769295E-18 2.47769295E-18 2.47769295E-18 1.62852941E-18 1.62852941E-18 1.62852941E-18 1.62852941E-18 2.63692592E-18 1.59360311E-18 2.86496113E-19 1.50943529E-13 1.63069858E-17 1.63069858E-17 6.31404054E-18 6.31404054E-18 1.23411483E-19 4.23613290E-18 5.20398854E-18 3.27475733E-18 3.05344492E-17 3.66561160E-18 3.48489132E-16 5.18150221E-19 5.07452403E-19 1.49409605E-18 1.93991093E-19 7.91853003E-19 1.30928109E-18 0.00000000E+00 3.87600188E-19 8.61318723E-17 4.73464984E-21 2.20144400E-17 1.27789293E-17 4.28378716E-19 4.31040108E-21 3.42515548E-18 4.65705623E-18 7.31261286E-20 9.37367806E-21 1.06674682E-20 0.00000000E+00 9.81062820E-18 3.46630715E-17 1.84907996E-18 5.40971198E-09 4.88460689E-16 1.65503848E-18 5.90019441E-18
ET2-bas    5.40844922E-16 5.40844922E-16 1.56347132E-16 1.56347132E-16 4.50632484E-16 7.21479061E-16 1.44080988E-16 1.44080988E-16 1.44080988E-16 8.65524344E-19 8.36775462E-19 8.36775462E-19 2.46605777E-19 1.38227509E-19 1.38227509E-19 1.38227509E-19 2.22125463E-19 1.92288128E-19 1.92288128E-19 3.44253963E-19 3.03932700E-19 3.03932700E-19 1.70685138E-20 1.28395652E-20 1.28395652E-20 4.90632309E-16 4.46544010E-11 5.60584922E-09 5.40890835E-09 2.86021801E-15 2.88384834E-17 2.88384834E-17 2.88384834E-17 5.23374773E-18 5.23374773E-18 5.23374773E-18 5.23374773E-18 5.06978434E-17 5.10581544E-18 6.06883990E-19 1.50945502E-13 2.08765028E-17 2.08765028E-17 1.19951485E-17 1.19951485E-17 2.01798524E-19 9.84008844E-18 1.45409491E-17 6.52984327E-18 7.62462009E-17 2.41583498E-18 1.43856586E-16 6.11552617E-19 6.00710340E-19 3.88428582E-18 3.33830211E-19 1.05196210E-18 7.12240773E-18 0.00000000E+00 4.67482144E-19 1.44605740E-15 4.41793056E-21 1.05604419E-16 4.44903968E-18 9.66959635E-19 7.16106341E-22 2.26935178E-17 7.80819667E-17 1.03455052E-19 9.16850759E-21 9.97825794E-21 0.00000000E+00 1.15362375E-17 3.46284541E-17 8.85703603E-18 4.88460689E-16 5.40971198E-09 5.97327188E-18 3.91058571E-13
LN-ET      3.96163499E-16 3.96163499E-16 9.12021317E-17 9.12021317E-17 3.76796786E-16 1.01774121E-16 1.91709504E-16 1.91709504E-16 1.91709504E-16 1.90498784E-18 1.65855553E-18 1.65858310E-18 4.31420400E-19 2.75739598E-19 3.04550362E-19 2.75739598E-19 5.12915086E-19 3.16147373E-19 3.16152987E-19 6.22903604E-19 5.76628347E-19 5.76636037E-19 1.69241339E-20 3.43832243E-20 2.47142289E-20 2.35343732E-17 3.02591087E-15 3.02591087E-15 3.02591087E-15 1.18387544E-09 8.24944431E-17 8.24944431E-17 8.24944431E-17 1.08778860E-17 1.08778860E-17 1.08778860E-17 1.08786255E-17 1.57923884E-16 1.04654386E-17 1.14077463E-18 1.99216882E-13 1.31305948E-17 1.31305948E-17 1.44909826E-17 1.44909826E-17 3.23488691E-19 1.04685078E-17 1.73934966E-17 6.80359640E-18 1.54885190E-17 4.08362192E-18 1.83673686E-17 1.15399834E-18 1.17956162E-18 7.96387356E-18 5.93904940E-19 2.06074337E-18 1.49315735E-17 0.00000000E+00 9.28726469E-19 4.22103757E-17 4.81686636E-21 1.81094610E-16 5.47596511E-18 1.81460146E-18 1.19234990E-21 5.02752663E-17 1.93676621E-16 1.69128900E-19 1.84579716E-20 1.86786653E-20 0.00000000E+00 1.13104616E-17 6.06213689E-17 1.39483296E-17 3.02591087E-15 3.02591087E-15 1.31176978E-17 3.79616809E-17
