  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.05705916E-12 2.75274560E-12 2.11629733E-12 2.19082010E-13 1.42389232E-12 6.54143590E-16 4.67013215E-18 4.67013215E-18 4.67013215E-18 2.23705276E-19 2.53338593E-19 2.53338593E-19 8.77110150E-20 7.48789281E-20 6.19036495E-20 7.48789281E-20 7.95395109E-20 4.95072783E-20 8.16944058E-20 8.53817077E-20 6.02319544E-20 1.31459081E-19 1.19343670E-21 9.25596748E-21 9.25596748E-21 4.18216051E-17 5.53040912E-14 5.53040912E-14 5.53040912E-14 2.53380452E-14 1.72158750E-18 1.72158750E-18 1.72158750E-18 9.16963695E-19 9.16963695E-19 9.16963695E-19 1.09962234E-18 4.12628041E-18 9.05218798E-19 1.06303933E-19 1.22316632E-15 9.16877395E-16 9.16877395E-16 6.40122329E-16 6.40122329E-16 5.06924515E-20 3.42974774E-16 3.81141486E-16 2.84913755E-16 1.03857332E-17 8.71213897E-19 2.11305323E-17 1.99001187E-19 2.18381086E-19 9.36845605E-19 1.31519276E-19 3.22691817E-19 1.43392284E-18 0.00000000E+00 1.81683409E-19 1.04248797E-16 1.20507408E-21 2.27568552E-16 3.67471984E-18 2.02883889E-19 1.55454155E-25 3.11656927E-18 6.76861278E-18 2.59012012E-20 3.97503013E-23 4.71095746E-22 0.00000000E+00 2.05715938E-16 5.61372416E-16 4.39790631E-16 5.53040912E-14 5.53040912E-14 1.11600936E-18 4.84910916E-16
Oesophagus 5.52439415E-18 5.52439415E-18 4.35554787E-18 4.35554787E-18 5.42007792E-18 2.71731071E-18 5.80735557E-12 2.28286894E-12 1.70256827E-12 1.36647726E-16 2.76464899E-15 2.76464899E-15 2.89516498E-18 1.43415092E-18 1.43415092E-18 1.43415092E-18 1.34118752E-18 1.07694504E-18 1.07694504E-18 2.30684122E-18 1.95236420E-18 1.95236420E-18 1.19847074E-19 6.81980397E-20 6.81980397E-20 8.09222825E-19 1.72736359E-14 1.72736359E-14 1.72736359E-14 4.63315130E-15 1.84480906E-14 1.84480906E-14 1.84480906E-14 5.19760522E-16 5.19760522E-16 5.19760522E-16 5.19760522E-16 8.07340995E-14 4.61440663E-16 7.19576039E-18 5.37683918E-15 6.56158231E-16 6.56158231E-16 4.26881083E-17 4.26881083E-17 4.24695759E-19 1.32196057E-16 2.59644073E-16 5.26898902E-17 7.00831348E-19 2.54116424E-18 6.19418480E-19 5.07874162E-18 5.10488969E-18 1.17135184E-14 3.52672617E-18 2.72370035E-16 1.06878920E-14 0.00000000E+00 6.24770734E-18 1.09292159E-18 3.13429278E-20 5.05802987E-18 8.24702921E-19 8.42123658E-18 6.25582701E-21 4.54363303E-17 2.67982597E-14 1.03589028E-18 8.83825953E-20 9.41528542E-20 0.00000000E+00 7.80446353E-16 5.22110208E-16 8.99694737E-17 1.72736359E-14 1.72736359E-14 1.08114407E-15 8.47179034E-16
St-stem    2.93498109E-19 2.93498109E-19 5.59250372E-19 5.59250372E-19 2.83559573E-19 1.57391545E-19 2.78559949E-15 2.78559949E-15 2.78559949E-15 3.53469332E-13 4.46916785E-12 4.49575273E-13 4.61510764E-16 6.16004501E-16 6.16004501E-16 6.16004501E-16 9.10791927E-18 5.82832360E-18 5.82832360E-18 1.21830720E-15 2.84900677E-15 2.84900677E-15 7.63248727E-19 4.63499150E-19 4.63499150E-19 2.53591477E-19 2.65200376E-19 2.65200376E-19 2.65200376E-19 4.83467175E-19 6.65780294E-18 6.65780294E-18 6.65780294E-18 2.35855417E-16 2.35855417E-16 2.35855417E-16 2.35855417E-16 3.00352445E-18 2.10493386E-16 1.66948384E-17 4.49090074E-15 2.08088986E-18 2.08088986E-18 1.77526248E-18 1.77526248E-18 4.60798497E-19 2.08630372E-18 4.14184194E-18 9.99765942E-19 6.26614252E-20 6.31254998E-18 1.40201181E-19 1.35573867E-17 1.23165256E-17 2.80227297E-15 1.04049320E-17 1.10214260E-15 1.41549224E-14 0.00000000E+00 4.35390850E-15 1.05694927E-19 1.75612230E-19 2.53301688E-19 1.04143638E-18 2.01274622E-16 4.15832854E-20 2.04832888E-18 9.97590056E-19 4.61617924E-18 3.32486281E-19 3.90316398E-19 0.00000000E+00 8.43936535E-16 1.94145070E-18 3.61838235E-17 2.65200376E-19 2.65200376E-19 2.28673892E-16 2.31364173E-16
SI-stem    6.19036809E-20 6.19036809E-20 1.21892543E-19 1.21892543E-19 6.30582287E-20 3.39296695E-20 1.49099525E-18 1.49099525E-18 1.49099525E-18 1.89573708E-16 6.17707115E-16 6.17707115E-16 6.60787855E-14 4.36975100E-13 9.67267981E-14 2.28445635E-13 5.79674971E-16 2.29036380E-15 2.29036380E-15 2.57073087E-16 2.95915716E-15 2.95915716E-15 5.57992620E-16 9.64376644E-16 9.64376644E-16 5.30195074E-20 5.35547569E-20 5.35547569E-20 5.35547569E-20 8.41528620E-20 9.33444506E-19 9.33444506E-19 9.33444506E-19 1.09464726E-18 1.09464726E-18 1.09464726E-18 1.09464726E-18 5.20173351E-19 1.12942223E-18 1.09608573E-16 4.82482480E-15 4.63466133E-18 4.63466133E-18 2.45965891E-18 2.45965891E-18 2.33580064E-19 3.92763381E-18 7.13019200E-18 2.01502344E-18 1.61702180E-20 8.69263161E-19 2.78899644E-20 2.51867238E-16 2.29208600E-16 1.85572471E-18 1.27647316E-16 3.97682655E-17 8.00810063E-15 0.00000000E+00 3.44762509E-15 2.64904528E-20 3.83145369E-18 5.57437531E-20 1.02784313E-18 1.22338359E-16 4.87681426E-19 3.57285541E-19 1.62248305E-19 4.30813249E-15 5.83262919E-16 3.89247093E-16 0.00000000E+00 1.19046606E-15 2.93656724E-18 8.41832930E-17 5.35547569E-20 5.35547569E-20 1.08963959E-18 1.08315476E-18
RC-stem    8.16943554E-20 8.16943554E-20 1.68048880E-19 1.68048880E-19 7.30175537E-20 4.23456841E-20 1.13692489E-18 1.13692489E-18 1.13692489E-18 3.97710937E-18 6.01600831E-18 6.01600831E-18 9.80420795E-16 2.29023686E-15 2.29023686E-15 2.29023686E-15 5.57708152E-14 9.70691605E-13 3.77450993E-13 3.69501911E-16 1.10464690E-15 1.10464690E-15 1.90707019E-18 1.73194294E-18 1.73194294E-18 8.57273950E-20 6.61449020E-20 6.61449020E-20 6.61449020E-20 1.01213301E-19 8.51578671E-19 8.51578671E-19 8.51578671E-19 1.10979063E-18 1.10979063E-18 1.10979063E-18 1.10979063E-18 5.17495634E-19 1.06072144E-18 5.45129917E-18 4.79582934E-15 2.31198548E-18 2.31198548E-18 6.34714445E-18 6.34714445E-18 2.90247808E-19 5.60089016E-18 1.05114393E-17 2.48575629E-18 2.14334171E-20 1.03386256E-18 3.46746413E-20 3.24176011E-15 2.21663466E-15 1.39835794E-18 2.50246097E-16 5.62008879E-16 4.71134416E-15 0.00000000E+00 5.12287802E-16 4.58423020E-20 9.66378960E-19 5.82257201E-20 1.08873658E-18 1.29380040E-18 1.76127384E-19 4.67757622E-19 1.96728607E-19 1.53542353E-17 2.00646340E-18 2.35064653E-18 0.00000000E+00 9.32777600E-16 5.65416513E-18 1.54513179E-16 6.61449020E-20 6.61449020E-20 1.10179216E-18 1.09741560E-18
LC-stem    1.31459060E-19 1.31459060E-19 2.15246976E-19 2.15246976E-19 1.35470084E-19 1.08885041E-19 2.01389875E-18 2.01389875E-18 2.01389875E-18 1.14342886E-16 2.82938107E-15 2.82938107E-15 6.42156117E-16 2.95955802E-15 2.95955802E-15 2.95955802E-15 9.56947460E-16 1.10489967E-15 1.10489967E-15 7.13742864E-14 1.03934126E-12 3.86477423E-13 1.58779073E-15 3.13522967E-16 3.13522967E-16 7.24810454E-20 1.00717172E-19 1.00717172E-19 1.00717172E-19 1.74014903E-19 1.88979000E-18 1.88979000E-18 1.88979000E-18 2.22765880E-18 2.22765880E-18 2.22765880E-18 2.22765880E-18 8.72527339E-19 2.11936058E-18 7.88006372E-18 4.94363120E-15 4.16213676E-18 4.16213676E-18 1.17417018E-16 1.17417018E-16 3.73115429E-19 7.99644910E-17 1.64143280E-16 3.22242813E-17 2.57817720E-20 2.06407536E-18 6.81361750E-20 5.22583125E-18 5.10802935E-18 3.43002545E-18 1.29654282E-17 3.99531926E-18 5.00076186E-15 0.00000000E+00 1.33716182E-16 3.60470677E-20 5.19139960E-19 1.06752822E-19 1.25535860E-18 3.63111874E-16 1.61306970E-19 6.44463165E-19 3.42085220E-19 7.96894453E-18 9.85434365E-19 1.04932647E-18 0.00000000E+00 1.03630572E-15 9.99460103E-17 1.01022640E-16 1.00717172E-19 1.00717172E-19 2.21666596E-18 2.20387723E-18
RS-stem    1.41929933E-20 1.41929933E-20 3.83611974E-20 3.83611974E-20 7.86861037E-22 6.72981162E-22 1.01023834E-19 1.01023834E-19 1.01023834E-19 4.51563950E-19 4.85140626E-19 4.85140626E-19 1.75154010E-16 9.63219060E-16 9.63219060E-16 9.63219060E-16 1.21874893E-18 1.74767666E-18 1.74767666E-18 1.25427142E-17 3.09941336E-16 3.09941336E-16 1.94296718E-13 1.72464854E-12 7.51166798E-13 8.51122764E-21 2.98428982E-21 2.98428982E-21 2.98428982E-21 6.01547410E-21 6.18591845E-20 6.18591845E-20 6.18591845E-20 8.89836899E-20 8.89836899E-20 8.89836899E-20 8.89836899E-20 4.99197776E-20 1.03801637E-19 4.16988631E-19 4.61349880E-15 9.95122746E-18 9.95122746E-18 3.18160090E-18 3.18160090E-18 2.26232090E-19 4.87884017E-18 7.95346172E-18 2.95541179E-18 9.36119520E-24 8.25460704E-20 1.84028062E-21 4.75101806E-19 4.26506704E-19 9.37632469E-20 9.36268095E-19 3.28952489E-19 1.27070540E-14 0.00000000E+00 8.09858220E-19 2.72043892E-25 9.40062467E-16 2.21304466E-21 1.93238689E-18 3.23858501E-19 2.52675636E-18 4.39219636E-20 2.10389251E-20 1.19230291E-17 2.38719298E-15 1.45745644E-16 0.00000000E+00 1.07631119E-15 3.90960387E-18 1.90870240E-16 2.98428982E-21 2.98428982E-21 8.81243495E-20 8.78930175E-20
ET1-bas    4.49721590E-17 4.49721590E-17 9.28137819E-17 9.28137819E-17 3.04389920E-17 1.47538357E-17 7.30715263E-19 7.30715263E-19 7.30715263E-19 1.15733286E-19 1.43131584E-19 1.43131584E-19 3.45961776E-20 1.33671540E-20 1.33671540E-20 1.33671540E-20 9.34377776E-20 3.45288079E-20 3.45288079E-20 2.62604944E-19 4.67489885E-20 4.67489885E-20 1.26867613E-20 3.26909733E-25 3.26909733E-25 5.86570121E-11 7.78718723E-14 7.78718723E-14 7.78718723E-14 6.16003256E-18 7.27542120E-19 7.27542120E-19 7.27542120E-19 6.55708012E-19 6.55708012E-19 6.55708012E-19 6.55708012E-19 6.11453064E-19 3.40688548E-19 7.45148367E-20 7.64677112E-16 2.80576663E-15 2.80576663E-15 1.39147730E-16 1.39147730E-16 3.72676863E-20 1.00573322E-16 1.05195799E-16 7.65008094E-17 1.50804960E-17 3.61168762E-17 1.87180684E-15 9.26820042E-20 2.26587131E-19 4.41963850E-19 3.58438744E-20 2.52731175E-19 3.41554371E-19 0.00000000E+00 8.80752595E-20 1.06838011E-16 2.65412359E-25 6.08753814E-18 1.38342937E-15 8.43307957E-20 1.03118350E-25 8.14045186E-19 1.45911769E-18 2.15670088E-20 2.98005614E-25 3.09093986E-25 0.00000000E+00 1.22274542E-15 8.00020282E-15 4.79181212E-18 3.51142307E-12 7.78718723E-14 6.57984551E-19 6.81883975E-16
ET2-bas    5.56027471E-14 5.56027471E-14 7.57375132E-17 7.57375132E-17 3.08740695E-14 2.35473836E-14 1.72657776E-14 1.72657776E-14 1.72657776E-14 2.32908211E-19 2.04867547E-19 2.04867547E-19 5.65427655E-20 4.04977951E-20 4.04977951E-20 4.04977951E-20 5.57530518E-20 3.08973168E-20 3.08973168E-20 8.47153031E-20 5.74781747E-20 5.74781747E-20 3.61960133E-21 8.57284019E-24 8.57284019E-24 7.77842933E-14 1.92184273E-12 3.17977445E-12 3.05352878E-12 6.90444396E-13 4.64023837E-15 4.64023837E-15 4.64023837E-15 1.46003980E-18 1.46003980E-18 1.46003980E-18 1.46003980E-18 3.16743903E-15 1.23888163E-18 2.25178412E-19 8.01513875E-16 1.24464449E-15 1.24464449E-15 3.14248302E-16 3.14248302E-16 6.09210987E-20 1.75967461E-16 2.04334607E-16 1.50304006E-16 1.53874020E-15 5.51748597E-19 4.12019272E-17 1.74167307E-19 1.48645061E-19 1.13038658E-18 9.13917066E-20 2.42645679E-19 1.90359242E-18 0.00000000E+00 9.28874919E-20 2.10845878E-13 2.68087645E-25 6.23155210E-17 7.95102132E-18 3.40595596E-19 1.14979019E-25 6.61855196E-18 7.36274660E-17 3.99795098E-20 2.45829049E-23 2.04358025E-21 0.00000000E+00 1.33991925E-15 4.79754198E-15 3.86596324E-16 7.78718723E-14 3.51142307E-12 1.46775980E-16 1.92645380E-14
LN-ET      2.51047859E-14 2.51047859E-14 4.54164146E-17 4.54164146E-17 1.25354882E-14 2.64347046E-17 4.72212648E-15 4.72212648E-15 4.72212648E-15 4.02021697E-19 1.60844836E-19 4.83467620E-19 4.19393454E-23 1.74396698E-19 8.41528620E-20 1.74396698E-19 2.20156252E-19 2.05333559E-20 1.01213390E-19 9.31637041E-20 1.50717422E-20 1.74014968E-19 6.28106720E-25 3.74667631E-25 5.02287786E-25 6.17023664E-18 6.90213726E-13 6.90213726E-13 6.90213726E-13 5.60288487E-12 1.25335574E-14 1.25335574E-14 1.25335574E-14 1.68201425E-18 1.68201425E-18 1.68201425E-18 2.80421016E-18 1.12822060E-14 2.80421105E-18 3.10151685E-19 1.24768503E-15 5.84092336E-18 5.84092336E-18 1.11106024E-15 1.11106024E-15 1.23586072E-24 3.60038215E-16 4.05358562E-16 3.04510990E-16 3.81079740E-18 1.10665069E-18 4.16317509E-18 2.86151809E-19 1.13493830E-19 2.14628475E-18 2.26680480E-19 5.97559324E-19 8.24256863E-18 0.00000000E+00 2.50109554E-19 1.14406502E-17 2.19206394E-25 5.98794233E-17 3.79311363E-18 5.76039798E-19 1.54988377E-25 1.39956670E-17 1.26275496E-16 1.86053936E-20 4.59521368E-25 5.09770684E-25 0.00000000E+00 1.25269160E-15 7.00395526E-15 9.03591369E-16 6.90213726E-13 6.90213726E-13 3.95304215E-16 6.16790753E-15
