  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   2.72884763E-14 1.16734482E-13 3.28532285E-15 3.29468662E-15 3.85616686E-14 2.46639976E-15 4.39885752E-17 4.39885752E-17 4.39885752E-17 1.04690043E-19 9.07945294E-20 9.07945294E-20 1.54375017E-20 2.29123508E-22 2.29123508E-22 2.29123508E-22 3.02042392E-20 1.52040288E-21 1.52040288E-21 2.85282094E-20 4.01202785E-21 4.01202785E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.18866031E-16 3.18497026E-15 3.18497026E-15 3.18497026E-15 2.41746057E-15 7.05838571E-18 7.05838571E-18 7.05838571E-18 1.38021848E-18 1.38021848E-18 1.38021848E-18 1.38021848E-18 1.66438248E-17 1.15141595E-18 2.96689674E-21 6.58771564E-17 5.19348140E-17 5.19348140E-17 5.46577401E-17 5.46577401E-17 1.67490289E-21 3.16769258E-17 4.01848531E-17 2.28160695E-17 4.27263152E-17 3.94114031E-18 1.44881569E-16 4.51678219E-20 1.37495729E-20 9.94681132E-19 2.12622195E-21 5.82387455E-20 9.10977118E-18 0.00000000E+00 1.43055107E-20 5.36306951E-16 0.00000000E+00 4.23157075E-16 8.61478333E-18 4.83387907E-20 0.00000000E+00 8.80108171E-18 3.68467346E-17 1.30380716E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.05318006E-17 5.61111923E-17 3.66574976E-17 3.18497026E-15 3.18497026E-15 1.55313720E-18 2.92031165E-17
Oesophagus 4.13554994E-17 4.13554994E-17 2.04425443E-18 2.04425443E-18 5.26552463E-17 7.92072354E-18 2.40482142E-14 2.40482142E-14 8.04460037E-14 2.50294310E-16 3.45335812E-16 3.45335812E-16 1.83274533E-17 1.01001937E-17 1.01001937E-17 1.01001937E-17 2.11049542E-18 1.46635245E-18 1.46635245E-18 7.00432528E-18 5.94673233E-18 5.94673233E-18 4.10345718E-21 2.88965965E-21 2.88965965E-21 5.08739326E-19 8.40070410E-16 8.40070410E-16 8.40070410E-16 1.39334036E-15 1.29114250E-15 1.29114250E-15 1.29114250E-15 3.28558729E-16 3.28558729E-16 3.28558729E-16 3.28558729E-16 4.20025310E-15 3.40960742E-16 6.72858819E-17 3.47673765E-16 4.59745548E-17 4.59745548E-17 2.87450854E-17 2.87450854E-17 2.10113556E-19 6.09039136E-17 1.24510886E-16 2.43319782E-17 2.66238729E-19 9.77394410E-18 3.83191039E-19 3.51399343E-17 3.01153844E-17 1.33492225E-15 1.68503412E-17 1.50868021E-16 4.95642496E-16 0.00000000E+00 5.15084687E-17 1.43187055E-18 3.10177930E-22 6.17324174E-17 6.18048724E-18 8.26847848E-17 0.00000000E+00 9.92012114E-16 3.10731545E-15 3.34303284E-18 2.47377554E-23 1.50333062E-21 0.00000000E+00 5.20307535E-17 6.82957310E-17 1.64620751E-17 8.40070410E-16 8.40070410E-16 3.57038433E-16 3.41640426E-16
St-stem    6.84316518E-20 6.84316518E-20 2.60637995E-20 2.60637995E-20 1.16901592E-19 1.06360106E-20 3.54729356E-16 3.54729356E-16 3.54729356E-16 4.68185472E-15 6.64871821E-13 2.30104897E-14 4.34378591E-16 1.95924997E-16 1.95924997E-16 1.95924997E-16 1.00521565E-16 5.73098330E-17 5.73098330E-17 9.58688305E-16 7.27043139E-16 7.27043139E-16 5.02655060E-19 2.16296053E-19 2.16296053E-19 4.69971815E-19 8.76301759E-20 8.76301759E-20 8.76301759E-20 2.30554683E-19 6.84156004E-17 6.84156004E-17 6.84156004E-17 1.19417613E-16 1.19417613E-16 1.19417613E-16 1.19417613E-16 1.15150547E-17 1.15315483E-16 2.97359779E-16 3.10225311E-16 6.35989364E-18 6.35989364E-18 1.25067729E-17 1.25067729E-17 4.45787909E-19 1.33995333E-17 2.70795527E-17 5.15558232E-18 1.28310861E-21 7.86534554E-17 6.00853099E-20 1.59465809E-16 1.30516034E-16 4.84508607E-16 1.04717901E-16 2.95214316E-16 5.08118669E-16 0.00000000E+00 1.12623965E-15 1.01897053E-20 2.02639352E-20 1.27464837E-19 9.62686200E-18 6.55139679E-16 7.09663996E-22 3.28475636E-18 5.97209763E-19 3.21862634E-17 8.09855336E-20 1.03972664E-19 0.00000000E+00 8.68320207E-17 1.22626022E-17 1.78183148E-17 8.76301759E-20 8.76301759E-20 1.17834450E-16 1.17802882E-16
SI-stem    2.56940712E-21 2.56940712E-21 8.95221114E-22 8.95221114E-22 3.30911143E-21 7.16103028E-22 1.05971297E-17 1.05971297E-17 1.05971297E-17 1.80142542E-16 1.97295304E-16 1.97295304E-16 1.71744109E-15 8.71955404E-14 5.55036964E-15 2.34792438E-15 3.70046115E-16 4.85301318E-16 4.85301318E-16 4.40686649E-16 6.08394245E-16 6.08394245E-16 3.68526057E-16 2.68859827E-16 2.68859827E-16 1.93288780E-20 1.23665882E-21 1.23665882E-21 1.23665882E-21 9.73735097E-21 2.11221359E-18 2.11221359E-18 2.11221359E-18 3.71031376E-18 3.71031376E-18 3.71031376E-18 3.71031376E-18 4.66227476E-19 3.67179938E-18 1.25239679E-16 2.83337668E-16 1.15924077E-17 1.15924077E-17 1.25432896E-17 1.25432896E-17 1.41310658E-19 2.16539742E-17 4.12740476E-17 1.03915494E-17 5.10158796E-23 1.93157690E-18 7.91055209E-22 1.25783234E-16 1.30175007E-16 8.10343970E-18 2.16476656E-16 3.41951516E-17 4.34872548E-16 0.00000000E+00 5.48351596E-16 1.59407792E-22 2.77445257E-17 4.19715984E-21 9.70871686E-18 9.69417484E-17 2.56069673E-19 1.14093426E-19 2.95175421E-20 9.64657192E-16 2.62908757E-16 2.97650432E-16 0.00000000E+00 1.39590312E-16 1.74769572E-17 3.49807588E-17 1.23665882E-21 1.23665882E-21 3.66039869E-18 3.65920344E-18
RC-stem    8.33600704E-21 8.33600704E-21 9.85675713E-22 9.85675713E-22 5.28876862E-21 4.15589131E-22 1.56224653E-18 1.56224653E-18 1.56224653E-18 2.72965803E-17 5.84163909E-17 5.84163909E-17 4.77515364E-16 4.83420469E-16 4.83420469E-16 4.83420469E-16 5.67109254E-15 1.56335443E-13 2.21531766E-14 1.96934765E-16 1.24625420E-16 1.24625420E-16 2.62061885E-18 1.83013182E-18 1.83013182E-18 4.16237253E-20 4.14415452E-21 4.14415452E-21 4.14415452E-21 8.94060485E-21 7.79546220E-19 7.79546220E-19 7.79546220E-19 1.32691973E-18 1.32691973E-18 1.32691973E-18 1.32691973E-18 1.87200454E-19 1.26656285E-18 3.30897590E-17 2.79678780E-16 7.60486768E-18 7.60486768E-18 1.15428698E-17 1.15428698E-17 2.29693602E-19 1.13248685E-17 2.09406890E-17 5.96553640E-18 5.07400691E-22 1.73019716E-18 1.27439471E-21 7.18279059E-16 8.11867438E-16 1.59720929E-18 2.83973839E-16 1.90572281E-16 2.12524051E-16 0.00000000E+00 3.67261830E-16 2.90718167E-22 5.19976262E-19 5.83691764E-21 1.24310907E-17 9.61609359E-19 2.51506248E-20 8.95889188E-20 1.68473523E-20 2.70358064E-16 4.25371252E-18 4.97058364E-18 0.00000000E+00 1.04092151E-16 1.15919233E-17 4.08167651E-17 4.14415452E-21 4.14415452E-21 1.30954193E-18 1.30912400E-18
LC-stem    1.43423549E-20 1.43423549E-20 4.10561703E-21 4.10561703E-21 1.68211258E-20 3.56266866E-21 6.18972034E-18 6.18972034E-18 6.18972034E-18 5.94106818E-16 7.27886601E-16 7.27886601E-16 8.71725909E-16 6.07944934E-16 6.07944934E-16 6.07944934E-16 1.59701811E-16 1.25140180E-16 1.25140180E-16 6.66335235E-15 1.67225411E-13 2.27582154E-14 1.49690521E-16 5.20183434E-17 5.20183434E-17 1.12614987E-19 1.18333507E-20 1.18333507E-20 1.18333507E-20 3.68586181E-20 9.43432187E-18 9.43432187E-18 9.43432187E-18 1.47779927E-17 1.47779927E-17 1.47779927E-17 1.47779927E-17 9.13074594E-19 1.40934187E-17 9.03313357E-17 2.76983717E-16 5.01902060E-18 5.01902060E-18 2.26428522E-17 2.26428522E-17 6.43530901E-19 1.73050499E-17 3.32511793E-17 7.37329846E-18 2.26604584E-22 1.16219629E-17 1.51308249E-20 2.76309628E-17 2.55877198E-17 1.59424568E-17 1.86493204E-16 2.22025652E-17 2.77563474E-16 0.00000000E+00 2.40213775E-16 3.16137397E-21 1.61686771E-19 1.51675429E-20 1.82801827E-17 3.61271424E-16 7.83407140E-21 2.84349270E-19 9.84366542E-20 8.23511012E-17 1.21595160E-18 1.37523683E-18 0.00000000E+00 1.13234167E-16 2.04183640E-17 3.45736115E-17 1.18333507E-20 1.18333507E-20 1.46116151E-17 1.45822413E-17
RS-stem    0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 8.51514403E-21 8.51514403E-21 8.51514403E-21 1.57204028E-19 2.52774256E-19 2.52774256E-19 8.52364668E-17 2.65815957E-16 2.65815957E-16 2.65815957E-16 1.16880921E-18 1.93012463E-18 1.93012463E-18 9.10578677E-18 5.02275822E-17 5.02275822E-17 7.34167899E-15 2.80006292E-13 4.76281076E-14 2.76980610E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.22243173E-21 1.22243173E-21 1.22243173E-21 9.41529671E-22 9.41529671E-22 9.41529671E-22 9.41529671E-22 1.36412499E-22 1.64733539E-21 7.81139306E-20 2.46500598E-16 2.71208793E-17 2.71208793E-17 1.80804852E-17 1.80804852E-17 2.66893208E-20 3.42169807E-17 5.94652821E-17 1.85307157E-17 0.00000000E+00 8.27953026E-21 0.00000000E+00 1.09703847E-19 9.76585311E-20 8.40257249E-21 5.29803105E-19 5.54682054E-20 4.57748310E-16 0.00000000E+00 5.06135854E-19 0.00000000E+00 1.25609620E-15 0.00000000E+00 1.02886406E-17 8.16320409E-20 5.43090660E-18 5.66728559E-22 3.22867486E-22 1.96713685E-16 1.56336167E-15 1.08625869E-15 0.00000000E+00 1.20789666E-16 2.44265882E-17 4.66420955E-17 0.00000000E+00 0.00000000E+00 9.48371493E-22 9.34797048E-22
ET1-bas    3.89751516E-16 3.89751516E-16 2.22846159E-16 2.22846159E-16 2.05950340E-16 1.58048646E-16 8.83956439E-19 8.83956439E-19 8.83956439E-19 5.82927825E-19 4.42338203E-19 4.42338203E-19 9.27118525E-20 4.85613698E-21 4.85613698E-21 4.85613698E-21 9.39290391E-20 1.73739885E-21 1.73739885E-21 1.03483969E-19 1.96167236E-19 1.96167236E-19 0.00000000E+00 0.00000000E+00 0.00000000E+00 5.99078909E-14 2.34670612E-15 2.34670612E-15 2.34670612E-15 1.17573524E-17 2.63888774E-18 2.63888774E-18 2.63888774E-18 2.16110343E-18 2.16110343E-18 2.16110343E-18 2.16110343E-18 5.45849511E-19 1.60408345E-18 4.37982529E-21 3.68860555E-17 5.75206512E-17 5.75206512E-17 1.40544856E-17 1.40544856E-17 5.03183450E-20 9.81473628E-18 1.21863681E-17 8.37676556E-18 5.40174337E-17 2.05140151E-17 2.14903413E-15 1.55174804E-19 6.38497315E-20 1.89630529E-18 5.28015642E-21 4.91076783E-19 7.26444512E-19 0.00000000E+00 1.27517239E-20 4.35301723E-16 0.00000000E+00 9.30527081E-18 5.83829439E-17 9.78631297E-20 0.00000000E+00 1.16302116E-18 5.59709740E-19 1.57050606E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.20908786E-17 1.28248056E-16 4.82872892E-18 1.10470820E-12 2.34670612E-15 2.18243108E-18 2.26402836E-17
ET2-bas    2.94800512E-15 2.94800512E-15 1.59679846E-16 1.59679846E-16 2.72309378E-15 4.73630355E-15 8.23301139E-16 8.23301139E-16 8.23301139E-16 4.83222440E-20 1.02141215E-19 1.02141215E-19 4.84301744E-21 1.65581047E-20 1.65581047E-20 1.65581047E-20 2.91837973E-21 1.71900978E-20 1.71900978E-20 5.96272790E-21 1.88979724E-20 1.88979724E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.35480217E-15 2.24496784E-14 1.26443798E-12 6.84323584E-14 1.08982507E-14 1.10859099E-16 1.10859099E-16 1.10859099E-16 4.31479367E-18 4.31479367E-18 4.31479367E-18 4.31479367E-18 2.88693836E-16 4.26165120E-18 5.43500003E-21 4.15140570E-17 7.00415378E-17 7.00415378E-17 3.60065197E-17 3.60065197E-17 1.76553540E-20 2.93442978E-17 4.30804692E-17 1.97972886E-17 2.85769257E-16 2.43771204E-18 8.50678509E-16 3.26798889E-20 3.79967594E-20 2.44950217E-18 2.01220043E-20 1.69495315E-19 2.55014658E-17 0.00000000E+00 3.87615513E-20 7.03771308E-15 0.00000000E+00 4.70440433E-16 1.40439812E-17 9.13997353E-20 0.00000000E+00 7.34431778E-17 4.87493375E-16 8.39100214E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.44922625E-17 1.59892773E-16 4.00723632E-17 2.34670612E-15 1.10470820E-12 7.70226249E-18 2.01831962E-16
LN-ET      2.40993362E-15 2.40993362E-15 6.51638655E-17 6.51638655E-17 2.65109046E-15 3.61482368E-16 1.49423123E-15 1.49423123E-15 1.49423123E-15 4.21586149E-20 4.51634811E-20 4.51634811E-20 2.44159394E-19 0.00000000E+00 9.73735097E-21 0.00000000E+00 2.15310506E-19 0.00000000E+00 0.00000000E+00 1.75725596E-20 1.96033456E-20 1.96033456E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.36873360E-17 1.17822602E-14 1.17822602E-14 1.17822602E-14 3.51897380E-13 3.83128154E-16 3.83128154E-16 3.83128154E-16 1.43903185E-17 1.43903185E-17 1.43903185E-17 1.43903185E-17 9.92133435E-16 1.15666424E-17 2.27045913E-20 7.89828458E-17 3.68459484E-17 3.68459484E-17 6.38761495E-17 6.38761495E-17 2.47836542E-19 3.36759827E-17 5.34752574E-17 2.68220762E-17 6.88991450E-18 9.03831831E-18 9.46157257E-18 4.73577737E-19 2.54385506E-19 6.48031395E-18 1.53929247E-22 2.79905233E-19 7.93686714E-17 0.00000000E+00 3.30479808E-20 6.63388687E-17 0.00000000E+00 1.35279327E-15 2.67228476E-17 3.55984646E-20 0.00000000E+00 1.88970385E-16 1.45405783E-15 3.88490958E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.62098664E-17 3.56255618E-16 7.56145847E-17 1.17822602E-14 1.17822602E-14 2.60345777E-17 1.21115138E-16
