  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.77141009E-12 1.06044934E-09 1.30208988E-12 9.26020855E-13 1.55480276E-12 2.15097700E-13 9.21639108E-15 9.21639108E-15 9.21639108E-15 6.29788718E-16 5.96749081E-16 5.96749081E-16 2.55416128E-16 1.65927264E-16 1.65933566E-16 1.65927264E-16 2.42885327E-16 1.96846543E-16 1.96868103E-16 2.96547971E-16 2.53598717E-16 2.53611971E-16 4.78118740E-17 4.11741192E-17 4.11741192E-17 1.11565740E-13 2.61292436E-13 2.61292436E-13 2.61292436E-13 1.43036046E-13 3.81130915E-15 3.81130915E-15 3.81130915E-15 2.22883985E-15 2.22883985E-15 2.22883985E-15 2.22891289E-15 6.83255649E-15 2.19050480E-15 4.25596637E-16 3.09229417E-13 1.33276300E-14 1.33276300E-14 1.09078057E-14 1.09078057E-14 1.22927290E-16 6.73864942E-15 9.40331029E-15 4.94669053E-15 2.32670008E-14 1.82032305E-15 5.94994143E-14 4.98718939E-16 4.98719059E-16 1.73214507E-15 2.91035135E-16 7.04835468E-16 3.30578962E-15 0.00000000E+00 4.35111360E-16 8.75595705E-14 3.03614188E-17 7.43377359E-14 2.95338403E-15 5.76835161E-16 9.11277649E-18 6.14903743E-15 1.42438568E-14 1.48944291E-16 3.93668747E-17 4.18211527E-17 0.00000000E+00 3.64559301E-15 1.27287961E-14 5.02839883E-15 1.33934028E-13 2.61292436E-13 2.19867840E-15 3.91307605E-16
Oesophagus 9.19248015E-15 9.19248015E-15 5.53870782E-15 5.53870782E-15 1.07868003E-14 6.00709874E-15 2.44747968E-12 1.79469683E-12 7.33563390E-10 2.99226570E-14 3.36801933E-14 3.36801933E-14 6.06039102E-15 3.18158972E-15 3.18158972E-15 3.18158972E-15 2.91546170E-15 2.27260491E-15 2.27260491E-15 4.79661695E-15 4.02469677E-15 4.02469677E-15 3.21473166E-16 2.51759118E-16 2.51759118E-16 1.76399313E-15 5.98363767E-14 5.98363767E-14 5.98363767E-14 7.58568732E-14 1.01802275E-13 1.01802275E-13 1.01802275E-13 4.36869143E-14 4.36869143E-14 4.36869143E-14 4.36869143E-14 2.85668121E-13 4.41505893E-14 1.74015286E-14 1.57435085E-12 1.19265575E-14 1.19265575E-14 7.64626397E-15 7.64626397E-15 8.66827471E-16 1.30139621E-14 2.53988643E-14 5.52314119E-15 1.38987859E-15 6.25683607E-15 1.51231668E-15 1.23042609E-14 1.14405755E-14 1.13244878E-13 7.51422321E-15 2.22304183E-14 4.08210644E-14 0.00000000E+00 1.38504811E-14 2.78109133E-15 1.45239681E-16 1.17268754E-14 2.21718121E-15 1.93423627E-14 3.72022807E-17 9.04595967E-14 2.12947690E-13 2.34218451E-15 2.16427619E-16 2.38156191E-16 0.00000000E+00 6.59162824E-15 1.10403610E-14 4.65501494E-15 9.62922662E-15 5.98363767E-14 4.44014369E-14 1.94285189E-15
St-stem    4.77727288E-16 4.77727288E-16 5.00880242E-16 5.00880242E-16 5.08712047E-16 2.92913719E-16 3.37461286E-14 3.37461286E-14 3.37461286E-14 3.95282305E-13 7.96893930E-09 1.95721669E-10 4.76377815E-14 2.28363106E-14 2.28363106E-14 2.28363106E-14 1.56416543E-14 1.07267798E-14 1.07267798E-14 8.45477338E-14 6.65669208E-14 6.65669208E-14 1.39274839E-15 9.28673341E-16 9.28673341E-16 4.00169675E-16 4.61960562E-16 4.61960562E-16 4.61960562E-16 6.19205982E-16 1.39633670E-14 1.39633670E-14 1.39633670E-14 1.70334578E-14 1.70334578E-14 1.70334578E-14 1.70334578E-14 6.31262433E-15 1.69831536E-14 3.72112385E-14 1.56304528E-12 3.01353620E-15 3.01353620E-15 3.40616330E-15 3.40616330E-15 8.41450210E-16 4.14980007E-15 8.10107311E-15 1.88695227E-15 1.32418602E-16 1.47962859E-14 1.93972841E-16 2.94720553E-14 2.67952629E-14 5.09082578E-14 2.20240271E-14 3.54461826E-14 4.20067137E-14 0.00000000E+00 1.01176963E-13 2.11132131E-16 4.36214678E-16 4.33018191E-16 2.27042499E-15 6.45758389E-14 1.03240615E-16 4.08398630E-15 1.87987270E-15 1.02158087E-14 7.13943986E-16 7.89519503E-16 0.00000000E+00 8.86979613E-15 3.10892891E-15 3.27918455E-15 4.07368206E-16 4.61960562E-16 1.69920898E-14 8.03558525E-16
SI-stem    1.04875735E-16 1.04875735E-16 1.04246559E-16 1.04246559E-16 1.11009267E-16 7.87074954E-17 3.18771783E-15 3.18771783E-15 3.18771783E-15 2.18095028E-14 2.28153735E-14 2.28153735E-14 1.30004128E-13 1.02670163E-09 4.40849580E-11 1.88517572E-13 3.74388247E-14 4.38852020E-14 4.38852020E-14 4.23020200E-14 5.25447369E-14 5.25447369E-14 3.49129691E-14 2.64538278E-14 2.64538278E-14 8.18644006E-17 1.04393561E-16 1.04393561E-16 1.04393561E-16 1.29393028E-16 1.77768283E-15 1.77768283E-15 1.77768283E-15 2.19746459E-15 2.19746459E-15 2.19746459E-15 2.19746459E-15 1.04145723E-15 2.20172965E-15 1.65910637E-14 1.68478718E-12 4.31377939E-15 4.31377939E-15 4.90037525E-15 4.90037525E-15 4.18891171E-16 7.12512687E-15 1.25372806E-14 3.67561734E-15 4.00576456E-17 1.69416776E-15 4.68173487E-17 1.97556631E-14 2.00032710E-14 3.77746737E-15 2.60441518E-14 9.01552202E-15 3.48631495E-14 0.00000000E+00 5.24117390E-14 6.06235164E-17 8.35159649E-15 9.65317256E-17 2.17798334E-15 1.23899959E-14 9.35108537E-16 6.71227907E-16 3.55379087E-16 7.71101115E-14 2.65433328E-14 3.06204639E-14 0.00000000E+00 1.24238387E-14 4.49532287E-15 5.35943776E-15 8.20434793E-17 1.04393561E-16 2.20041126E-15 1.39239640E-16
RC-stem    1.42008735E-16 1.42008735E-16 1.44966283E-16 1.44966283E-16 1.47607930E-16 1.01921458E-16 2.33599020E-15 2.33599020E-15 2.33599020E-15 7.92422398E-15 1.07672367E-14 1.07672367E-14 4.48573096E-14 4.39838566E-14 4.39838566E-14 4.39838566E-14 3.50178113E-13 1.55224393E-09 1.90060249E-10 2.02812328E-14 1.42074206E-14 1.42074206E-14 3.56559700E-15 3.38856341E-15 3.38856341E-15 1.22472194E-16 1.35933875E-16 1.35933875E-16 1.35933875E-16 1.63663127E-16 1.68909377E-15 1.68909377E-15 1.68909377E-15 2.13099721E-15 2.13099721E-15 2.13099721E-15 2.13099721E-15 1.06498276E-15 2.12084476E-15 1.18622777E-14 1.70576411E-12 3.16723318E-15 3.16723318E-15 3.74891076E-15 3.74891076E-15 4.77224109E-16 4.70195507E-15 8.35626907E-15 2.48768668E-15 5.32993751E-17 2.09527957E-15 6.77937190E-17 7.11657002E-14 7.80324708E-14 2.75366258E-15 3.25452005E-14 2.65907516E-14 2.01697589E-14 0.00000000E+00 4.48360177E-14 7.96687342E-17 2.05298410E-15 1.24197599E-16 2.38563260E-15 2.46755043E-15 3.63154744E-16 7.89163966E-16 4.07819234E-16 3.39491986E-14 4.04339627E-15 4.46461769E-15 0.00000000E+00 1.01532214E-14 3.32672301E-15 5.33926361E-15 1.22820307E-16 1.35933875E-16 2.12237091E-15 1.48219295E-16
LC-stem    1.98551192E-16 1.98551192E-16 2.05284666E-16 2.05284666E-16 2.14041881E-16 1.36679290E-16 4.13376353E-15 4.13376353E-15 4.13376353E-15 6.08345142E-14 6.66788266E-14 6.66788266E-14 7.81765641E-14 5.26789400E-14 5.26789400E-14 5.26789400E-14 1.81236805E-14 1.42809416E-14 1.42809416E-14 3.91734579E-13 1.66443167E-09 1.90066819E-10 1.48899301E-14 6.31777217E-15 6.31777217E-15 1.70540694E-16 1.89490618E-16 1.89490618E-16 1.89490618E-16 2.43703419E-16 3.77030651E-15 3.77030651E-15 3.77030651E-15 4.44415548E-15 4.44415548E-15 4.44415548E-15 4.44415548E-15 1.67525980E-15 4.41471244E-15 1.66883537E-14 1.70541138E-12 2.29967565E-15 2.29967565E-15 3.66954495E-15 3.66954495E-15 7.78673478E-16 3.72435278E-15 6.96465275E-15 1.91137939E-15 6.79464255E-17 4.38419222E-15 9.23526940E-17 1.07846583E-14 1.03066986E-14 7.07051473E-15 2.59192955E-14 8.06107095E-15 2.46257547E-14 0.00000000E+00 3.55662807E-14 1.03614692E-16 1.06326052E-15 1.81801483E-16 2.83890694E-15 3.73157781E-14 2.21814346E-16 1.17435418E-15 6.49312595E-16 1.71924081E-14 1.97803948E-15 2.18137620E-15 0.00000000E+00 1.02676909E-14 2.65074463E-15 4.36743793E-15 1.70960576E-16 1.89490618E-16 4.41626861E-15 2.47579431E-16
RS-stem    2.20243959E-17 2.20243959E-17 2.02779887E-17 2.02779887E-17 2.29615363E-17 2.00027961E-17 2.72810559E-16 2.72810559E-16 2.72810559E-16 8.93365912E-16 9.40403704E-16 9.40403704E-16 1.05094438E-14 2.64754304E-14 2.64754304E-14 2.64754304E-14 2.45759583E-15 3.35664581E-15 3.35664581E-15 2.53070493E-15 6.22581173E-15 6.22581173E-15 4.58519648E-13 2.76442362E-09 4.07324287E-10 1.46924925E-17 2.38255353E-17 2.38255353E-17 2.38255353E-17 2.61546769E-17 2.02047056E-16 2.02047056E-16 2.02047056E-16 2.35052628E-16 2.35052628E-16 2.35052628E-16 2.35052628E-16 1.48984345E-16 2.34317794E-16 1.01603739E-15 1.70240377E-12 6.98543542E-15 6.98543542E-15 6.93375433E-15 6.93375433E-15 4.41092408E-16 1.00705182E-14 1.55112286E-14 6.21122569E-15 1.18364205E-17 1.61129960E-16 1.04215151E-17 1.12543023E-15 1.13229670E-15 3.28910987E-16 1.82430616E-15 7.01142593E-16 3.47684141E-14 0.00000000E+00 1.74712857E-15 1.65638092E-17 1.05091257E-13 2.04522098E-17 2.35406175E-15 6.37798083E-16 4.75337409E-15 1.04532994E-16 6.50225074E-17 2.63236195E-14 1.23705103E-13 1.04369352E-13 0.00000000E+00 1.14575697E-14 7.01866880E-15 7.53809566E-15 1.43680867E-17 2.38255353E-17 2.34163324E-16 2.58478395E-17
ET1-bas    1.12670069E-13 1.12670069E-13 1.67649883E-13 1.67649883E-13 8.66481872E-14 3.84964844E-14 1.90279736E-15 1.90279736E-15 1.90279736E-15 5.13774331E-16 5.03298185E-16 5.03298185E-16 2.10387972E-16 1.40158000E-16 1.40158000E-16 1.40158000E-16 2.27351440E-16 1.78302417E-16 1.78302417E-16 2.67966543E-16 2.26673096E-16 2.26673096E-16 4.34989255E-17 3.65784552E-17 3.65784552E-17 2.07820397E-08 2.01543759E-13 2.01543759E-13 2.01543759E-13 1.11802724E-14 1.58310002E-15 1.58310002E-15 1.58310002E-15 1.17202425E-15 1.17202425E-15 1.17202425E-15 1.17202425E-15 1.76312187E-15 1.13775246E-15 3.06750798E-16 3.09418509E-13 1.19031016E-14 1.19031016E-14 4.67544795E-15 4.67544795E-15 9.32765490E-17 3.03994274E-15 3.93747677E-15 2.45449035E-15 2.07337493E-14 2.29465046E-15 2.50665750E-13 4.15690588E-16 4.18396705E-16 1.05403729E-15 2.19324759E-16 5.58701188E-16 9.61105983E-16 0.00000000E+00 3.60559471E-16 5.92187961E-14 2.99192299E-17 1.61990539E-14 5.54535899E-15 3.71775390E-16 8.82624448E-18 2.21782924E-15 2.98961122E-15 1.29838819E-16 3.64220352E-17 3.89334395E-17 0.00000000E+00 4.19479102E-15 1.20035909E-14 1.38396393E-15 5.88698654E-09 2.01543759E-13 1.14240211E-15 3.52708645E-16
ET2-bas    2.66134534E-13 2.66134534E-13 1.29180475E-13 1.29180475E-13 2.43270877E-13 3.62591022E-13 5.99788866E-14 5.99788866E-14 5.99788866E-14 6.20875173E-16 5.79685309E-16 5.79685309E-16 2.46552917E-16 1.56302305E-16 1.56302305E-16 1.56302305E-16 2.22614932E-16 1.80732418E-16 1.80732418E-16 2.70150063E-16 2.38643552E-16 2.38643552E-16 4.42411699E-17 3.81095281E-17 3.81095281E-17 2.02136554E-13 1.59091594E-10 1.30125512E-08 5.88471053E-09 6.30055303E-13 1.17526545E-14 1.17526545E-14 1.17526545E-14 3.03850196E-15 3.03850196E-15 3.03850196E-15 3.03850196E-15 2.69470456E-14 3.01534309E-15 4.66787002E-16 3.12172727E-13 1.48509276E-14 1.48509276E-14 7.84386106E-15 7.84386106E-15 1.23516684E-16 6.82676982E-15 1.02225968E-14 4.42190832E-15 4.76133730E-14 1.22560221E-15 1.05238944E-13 4.79909641E-16 4.72704992E-16 2.20213167E-15 3.03367502E-16 7.03852535E-16 4.65324437E-15 0.00000000E+00 4.19974552E-16 5.16250734E-13 2.78898996E-17 7.22108605E-14 2.98946612E-15 6.56280305E-16 8.39226515E-18 1.36257265E-14 5.10174496E-14 1.43219350E-16 3.52982427E-17 3.94719828E-17 0.00000000E+00 5.00799613E-15 1.46173682E-14 5.08912419E-15 2.02256453E-13 5.88505300E-09 3.06735319E-15 1.38221053E-12
LN-ET      1.91703549E-13 1.91703549E-13 6.94627766E-14 6.94627766E-14 2.13458363E-13 6.47117344E-14 1.00911414E-13 1.00911414E-13 1.00911414E-13 1.04341616E-15 9.87483784E-16 9.87566376E-16 3.76126045E-16 2.34699008E-16 2.38078854E-16 2.34699008E-16 3.35250706E-16 2.61640274E-16 2.61663966E-16 4.31680786E-16 3.87430733E-16 3.87474358E-16 6.00954438E-17 4.98349770E-17 5.10376485E-17 1.49247596E-14 7.83444005E-13 7.83444005E-13 7.83444005E-13 2.38335790E-09 3.08801318E-14 3.08801318E-14 3.08801318E-14 5.99183322E-15 5.99183322E-15 5.99183322E-15 5.99221692E-15 7.43592736E-14 5.97024705E-15 7.57876133E-16 4.08734367E-13 8.73736616E-15 8.73736616E-15 8.23225501E-15 8.23225501E-15 1.84140185E-16 6.96309135E-15 1.16504733E-14 3.99355421E-15 8.94752362E-15 1.93001292E-15 1.25374157E-14 7.44803664E-16 7.53911100E-16 4.20638431E-15 4.69582012E-16 1.18774516E-15 9.56344888E-15 0.00000000E+00 6.80442124E-16 2.54539792E-14 3.47911651E-17 1.23749732E-13 3.46958810E-15 1.12498724E-15 9.68987052E-18 2.96289740E-14 1.25006459E-13 2.15092405E-16 4.88827236E-17 5.45585164E-17 0.00000000E+00 4.83743881E-15 1.15964088E-14 7.35037518E-15 2.16225151E-13 7.83444005E-13 6.11794079E-15 2.14488301E-15
