  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.04379792E-13 1.39792623E-13 5.41401191E-14 5.35898967E-14 8.65420670E-14 4.69718580E-14 1.77922747E-15 1.77922747E-15 1.77922747E-15 1.19246266E-16 1.07716362E-16 1.07716362E-16 3.51506550E-17 2.90824966E-17 2.90824966E-17 2.90824966E-17 2.72737734E-17 2.61554718E-17 2.61554718E-17 2.23344004E-17 2.14067225E-17 2.14067225E-17 6.54742552E-18 5.82945302E-18 5.82945302E-18 1.35054090E-14 2.61596669E-14 2.61596669E-14 2.61596669E-14 3.89274460E-14 1.75253261E-15 1.75253261E-15 1.75253261E-15 4.94431592E-16 4.94431592E-16 4.94431592E-16 4.94431592E-16 1.99200669E-15 5.01286198E-16 1.01211884E-16 5.56763503E-16 1.34162366E-15 1.34162366E-15 1.41054120E-15 1.41054120E-15 3.46278908E-17 7.82427480E-16 1.04723995E-15 5.49521230E-16 2.18588924E-15 6.11849656E-16 5.34535373E-15 1.13372388E-16 1.11482667E-16 4.24783251E-16 6.49744459E-17 1.48654226E-16 4.97742698E-16 4.79027127E-18 8.00797139E-17 6.49586074E-15 0.00000000E+00 1.41021204E-14 3.57700564E-16 1.22512887E-16 0.00000000E+00 1.37628566E-15 3.60708612E-15 3.05040049E-17 7.18368753E-18 5.97088668E-18 5.34737773E-18 4.02841079E-16 1.01178895E-15 4.20604422E-16 2.61596669E-14 2.61596669E-14 5.36293117E-16 7.31092859E-16
Oesophagus 1.76334484E-15 1.76334484E-15 1.10289821E-15 1.10289821E-15 1.96712129E-15 1.39444179E-15 8.86280162E-14 8.75298514E-14 8.97204306E-14 2.09381082E-15 1.86845631E-15 1.86845631E-15 3.02085200E-16 2.42465402E-16 2.42465402E-16 2.42465402E-16 1.43672497E-16 1.48544210E-16 1.48544210E-16 1.25730490E-16 1.19631751E-16 1.19631751E-16 3.48123433E-17 2.85971295E-17 2.85971295E-17 5.17640687E-16 4.44341515E-15 4.44341515E-15 4.44341515E-15 5.69150658E-15 2.10500119E-14 2.10500119E-14 2.10500119E-14 4.26692503E-15 4.26692503E-15 4.26692503E-15 4.26692503E-15 2.17953259E-14 4.32721560E-15 1.78628325E-15 1.99065854E-15 1.03265656E-15 1.03265656E-15 8.75352892E-16 8.75352892E-16 1.10004064E-16 1.31798156E-15 2.42025341E-15 5.92861315E-16 3.03078415E-16 1.33468502E-15 3.53131776E-16 1.26926775E-15 1.29589785E-15 8.25375888E-15 6.95738263E-16 1.92276561E-15 3.01560268E-15 2.55656546E-17 7.32073646E-16 5.64960162E-16 0.00000000E+00 1.73087848E-15 3.33569439E-16 1.75638174E-15 0.00000000E+00 8.29072805E-15 1.72649031E-14 2.31639353E-16 2.70365213E-17 2.98680752E-17 2.56241951E-17 4.29405539E-16 9.32070712E-16 5.80836360E-16 4.44341515E-15 4.44341515E-15 4.82613492E-15 4.43583031E-15
St-stem    1.10638604E-16 1.10638604E-16 1.09704725E-16 1.09704725E-16 1.08921928E-16 8.78273209E-17 1.88056608E-15 1.88056608E-15 1.88056608E-15 2.24165211E-14 1.70316158E-13 3.05942599E-14 4.28826603E-15 3.05095321E-15 3.05095321E-15 3.05095321E-15 7.18740402E-16 7.18271411E-16 7.18271411E-16 1.19521546E-15 1.18223778E-15 1.18223778E-15 1.80911819E-16 1.55629418E-16 1.55629418E-16 9.56726639E-17 9.11049394E-17 9.11049394E-17 9.11049394E-17 1.22326114E-16 5.86406480E-16 5.86406480E-16 5.86406480E-16 1.28197098E-15 1.28197098E-15 1.28197098E-15 1.28197098E-15 4.88024261E-16 1.30095733E-15 4.97852582E-15 1.64393699E-15 3.38240739E-16 3.38240739E-16 4.23385903E-16 4.23385903E-16 1.13823799E-16 5.35992436E-16 9.60963840E-16 2.68345114E-16 3.56963630E-17 8.91869768E-16 7.89949823E-17 4.92324286E-15 4.46878190E-15 2.73267703E-15 3.74522454E-15 3.50356583E-15 2.23711110E-15 1.34163217E-16 1.10527602E-14 4.94301192E-17 0.00000000E+00 9.20169239E-17 3.51558271E-16 9.60783759E-15 0.00000000E+00 3.94650954E-16 2.06285293E-16 1.64284007E-15 1.49751516E-16 1.62086476E-16 1.46684036E-16 5.39247062E-16 6.53742231E-16 4.46956798E-16 9.11049394E-17 9.11049394E-17 1.25876669E-15 1.26366634E-15
SI-stem    3.34733193E-17 3.34733193E-17 3.25353378E-17 3.25353378E-17 3.16040162E-17 2.56817641E-17 2.44992073E-16 2.44992073E-16 2.44992073E-16 2.28778007E-15 3.05759921E-15 3.05759921E-15 9.87301661E-15 3.09474304E-14 1.03453150E-14 1.16803062E-14 4.05202436E-15 4.25716982E-15 4.25716982E-15 5.40359387E-15 5.56900037E-15 5.56900037E-15 4.22802952E-15 3.35429302E-15 3.35429302E-15 3.11497465E-17 2.63157061E-17 2.63157061E-17 2.63157061E-17 3.45142218E-17 1.33829519E-16 1.33829519E-16 1.33829519E-16 2.36108705E-16 2.36108705E-16 2.36108705E-16 2.36108705E-16 1.15955509E-16 2.38411637E-16 1.86155589E-15 1.20872260E-15 4.47476844E-16 4.47476844E-16 7.02209716E-16 7.02209716E-16 1.19907421E-16 9.29195245E-16 1.50817187E-15 5.26607343E-16 1.03180755E-17 2.00535542E-16 2.70205610E-17 2.70395935E-15 2.65261450E-15 3.37927289E-16 3.11085934E-15 1.19245684E-15 3.35417804E-15 3.46854660E-15 5.64633996E-15 1.41678622E-17 0.00000000E+00 2.62260211E-17 3.15531324E-16 1.27194560E-15 0.00000000E+00 9.87457773E-17 5.52914803E-17 6.92236826E-15 3.13867360E-15 3.71042049E-15 3.27504597E-15 7.41468567E-16 9.40621447E-16 6.71797032E-16 2.63157061E-17 2.63157061E-17 2.32662647E-16 2.33063821E-16
RC-stem    2.89752382E-17 2.89752382E-17 2.72421790E-17 2.72421790E-17 2.78328371E-17 2.25619320E-17 1.43152003E-16 1.43152003E-16 1.43152003E-16 5.23882825E-16 7.16652990E-16 7.16652990E-16 3.18049314E-15 4.24792186E-15 4.24792186E-15 4.24792186E-15 2.79817103E-14 7.06390197E-14 3.09761319E-14 2.05141252E-15 2.19611333E-15 2.19611333E-15 9.53083947E-16 8.80293812E-16 8.80293812E-16 2.61273995E-17 2.24422395E-17 2.24422395E-17 2.24422395E-17 3.06324266E-17 9.99147035E-17 9.99147035E-17 9.99147035E-17 1.64039718E-16 1.64039718E-16 1.64039718E-16 1.64039718E-16 8.64094282E-17 1.64946975E-16 9.85099764E-16 1.06824522E-15 4.17330504E-16 4.17330504E-16 6.05077927E-16 6.05077927E-16 1.08242576E-16 7.31059420E-16 1.14997319E-15 4.30075102E-16 9.34254491E-18 1.39000267E-16 2.30907574E-17 1.40921970E-15 1.42312335E-15 1.83221942E-16 2.69916363E-15 1.04706919E-15 2.23021056E-15 9.65060371E-16 2.60664024E-15 1.21083357E-17 0.00000000E+00 2.34272959E-17 3.34903076E-16 3.08278541E-16 0.00000000E+00 8.22088702E-17 4.86116049E-17 4.01873847E-15 1.29096110E-15 1.47138946E-15 9.55816933E-16 6.66390172E-16 7.04672647E-16 7.33702223E-16 2.24422395E-17 2.24422395E-17 1.61900122E-16 1.62033847E-16
LC-stem    2.23695041E-17 2.23695041E-17 2.18386863E-17 2.18386863E-17 2.04480609E-17 1.65384957E-17 1.21871838E-16 1.21871838E-16 1.21871838E-16 9.07824777E-16 1.18546430E-15 1.18546430E-15 4.10350702E-15 5.56478002E-15 5.56478002E-15 5.56478002E-15 2.03070000E-15 2.18892982E-15 2.18892982E-15 3.37229052E-14 7.63173722E-14 3.46671018E-14 2.18706811E-15 1.71196235E-15 1.71196235E-15 2.34432075E-17 1.67849631E-17 1.67849631E-17 1.67849631E-17 2.07664383E-17 7.63865943E-17 7.63865943E-17 7.63865943E-17 1.29048808E-16 1.29048808E-16 1.29048808E-16 1.29048808E-16 6.51230728E-17 1.33366303E-16 5.89668844E-16 1.00449007E-15 4.23890645E-16 4.23890645E-16 5.92852979E-16 5.92852979E-16 1.11564259E-16 7.46115357E-16 1.13674590E-15 4.55505526E-16 6.64512397E-18 1.15812665E-16 1.89484356E-17 7.24594556E-16 7.40753022E-16 1.80923488E-16 1.21901225E-15 4.23313961E-16 2.55980153E-15 1.05108697E-15 1.39414292E-15 8.58856153E-18 0.00000000E+00 1.72683886E-17 3.28298630E-16 5.37388629E-16 0.00000000E+00 5.63271508E-17 3.35589194E-17 4.07653244E-15 1.74367781E-15 1.93396250E-15 1.28596404E-15 7.15054759E-16 6.81726751E-16 7.42689626E-16 1.67849631E-17 1.67849631E-17 1.27294531E-16 1.27450812E-16
RS-stem    5.82802795E-18 5.82802795E-18 7.13681732E-18 7.13681732E-18 6.05864508E-18 4.47825564E-18 3.00837935E-17 3.00837935E-17 3.00837935E-17 1.30241441E-16 1.56101064E-16 1.56101064E-16 3.87292184E-15 3.36414416E-15 3.36414416E-15 3.36414416E-15 8.67312498E-16 8.82533947E-16 8.82533947E-16 1.45568583E-15 1.72718492E-15 1.72718492E-15 3.21456808E-14 1.21943316E-13 5.53970731E-14 6.98616710E-18 4.51450063E-18 4.51450063E-18 4.51450063E-18 5.89552753E-18 2.26842757E-17 2.26842757E-17 2.26842757E-17 3.54724412E-17 3.54724412E-17 3.54724412E-17 3.54724341E-17 1.87221837E-17 3.64095806E-17 1.52104725E-16 8.55314351E-16 4.94208839E-16 4.94208839E-16 6.00547886E-16 6.00547886E-16 2.14494651E-16 9.85031427E-16 1.37842260E-15 6.84234467E-16 2.05567798E-18 2.78304745E-17 5.52560095E-18 1.60730652E-16 1.61675071E-16 4.12043431E-17 2.65980053E-16 1.16206422E-16 2.48075324E-15 1.93270046E-14 2.43119099E-16 2.53072434E-18 0.00000000E+00 5.52855585E-18 3.20248770E-16 1.06153900E-16 0.00000000E+00 1.57767584E-17 9.20692817E-18 3.66212760E-15 8.75526042E-15 8.17525171E-15 2.29802318E-14 8.83472100E-16 7.65008742E-16 8.78506675E-16 4.51450063E-18 4.51450063E-18 3.50539984E-17 3.50500273E-17
ET1-bas    1.35194693E-14 1.35194693E-14 1.82100930E-14 1.82100930E-14 1.00576169E-14 6.96443649E-15 4.96639060E-16 4.96639060E-16 4.96639060E-16 1.15901283E-16 8.86139339E-17 8.86139339E-17 2.78616970E-17 3.20685303E-17 3.20685303E-17 3.20685303E-17 2.68722875E-17 2.35618918E-17 2.35618918E-17 1.65624419E-17 2.81323862E-17 2.81323862E-17 8.48378734E-18 5.35919882E-18 5.35919882E-18 3.76979786E-13 8.56738120E-15 8.56738120E-15 8.56738120E-15 3.21906273E-15 5.29988277E-16 5.29988277E-16 5.29988277E-16 3.05233417E-16 3.05233417E-16 3.05233417E-16 3.05233417E-16 5.77897947E-16 2.84198013E-16 7.01218613E-17 1.11314732E-16 1.21627982E-15 1.21627982E-15 9.51492671E-16 9.51492671E-16 2.72252049E-17 4.09111701E-16 5.13370621E-16 3.23638421E-16 2.49481034E-15 5.02578438E-16 2.12996715E-14 9.25996641E-17 8.18376137E-17 2.76191742E-16 4.96938109E-17 1.13542996E-16 2.11139164E-16 2.18649324E-18 7.13356559E-17 3.96885399E-15 0.00000000E+00 2.90549860E-15 4.44397631E-16 8.43300615E-17 0.00000000E+00 6.53274977E-16 1.01394940E-15 2.47578042E-17 6.77983045E-18 8.08397998E-18 5.37868616E-18 4.80165280E-16 5.39733920E-16 1.82962873E-16 3.87004341E-13 8.56738120E-15 3.12747708E-16 3.79929168E-16
ET2-bas    2.61879236E-14 2.61879236E-14 1.11638388E-14 1.11638388E-14 2.94182152E-14 3.54509920E-14 4.46939770E-15 4.46939770E-15 4.46939770E-15 1.06517695E-16 8.65501597E-17 8.65501597E-17 2.99734762E-17 2.39937303E-17 2.39937303E-17 2.39937303E-17 2.46234068E-17 1.99610634E-17 1.99610634E-17 1.47667254E-17 1.44015885E-17 1.44015885E-17 4.08953436E-18 3.34943426E-18 3.34943426E-18 8.86843583E-15 1.18307301E-13 4.32568663E-13 1.18649568E-13 4.99873653E-14 3.50788535E-15 3.50788535E-15 3.50788535E-15 5.35684150E-16 5.35684150E-16 5.35684150E-16 5.35684150E-16 4.59133040E-15 5.24781997E-16 8.95480651E-17 1.67137597E-16 1.46866792E-15 1.46866792E-15 1.46635163E-15 1.46635163E-15 2.92733649E-17 8.90844637E-16 1.36230808E-15 5.50261061E-16 3.58362077E-15 4.79455770E-16 5.01185406E-15 9.01135365E-17 8.34266089E-17 4.10201379E-16 5.67700489E-17 1.30454279E-16 6.90790854E-16 4.15191373E-18 6.39581694E-17 1.59379548E-14 0.00000000E+00 1.36528150E-14 3.25493352E-16 1.26454801E-16 0.00000000E+00 1.57042108E-15 6.00244815E-15 2.17581049E-17 4.33436771E-18 4.35563559E-18 4.27020002E-18 4.44834706E-16 1.74139481E-15 4.94450557E-16 8.56738120E-15 3.87004341E-13 6.35279614E-16 1.59766479E-15
LN-ET      3.91702440E-14 3.91702440E-14 1.15901069E-14 1.15901069E-14 3.81324005E-14 1.53991837E-14 5.63550334E-15 5.63550334E-15 5.63550334E-15 1.17317410E-16 1.04531934E-16 1.04531917E-16 2.67309293E-17 2.47656868E-17 2.47656868E-17 2.47656868E-17 3.36478647E-17 3.65506245E-17 3.65506245E-17 2.50803108E-17 1.52627898E-17 1.52627898E-17 5.78086544E-18 2.51249779E-18 5.89552753E-18 3.37545214E-15 5.01660622E-14 5.01660622E-14 5.01660622E-14 5.80317438E-13 6.39544446E-15 6.39544446E-15 6.39544446E-15 8.18316994E-16 8.18316994E-16 8.18316994E-16 8.18316994E-16 8.15653302E-15 7.63700912E-16 1.09213943E-16 1.69763259E-16 1.07299492E-15 1.07299492E-15 1.09634281E-15 1.09634281E-15 4.71979561E-17 7.97450936E-16 1.17519750E-15 4.48743233E-16 1.56362627E-15 6.85546663E-16 2.04529567E-15 1.23972666E-16 9.12784688E-17 6.26467006E-16 6.95175784E-17 1.94849821E-16 9.16254440E-16 4.05339080E-18 6.50709384E-17 4.00820696E-15 0.00000000E+00 2.01910067E-14 3.81032415E-16 1.54930556E-16 0.00000000E+00 2.38608993E-15 1.03411719E-14 3.18401350E-17 6.35454338E-18 8.80538818E-18 6.23037947E-18 4.16467245E-16 2.07623246E-15 6.65892939E-16 5.01660622E-14 5.01660622E-14 1.00399957E-15 1.30587605E-15
