  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.27363568E-13 2.65729446E-13 1.90880465E-13 6.85923452E-14 1.51610197E-13 1.75856929E-14 1.05564679E-15 1.05564679E-15 1.05564679E-15 1.08417545E-16 1.06722229E-16 1.06722229E-16 4.07948379E-17 2.86317598E-17 2.86318272E-17 2.86317598E-17 4.91207805E-17 4.22282785E-17 4.22282977E-17 6.26946225E-17 5.23387290E-17 5.23390023E-17 7.32921737E-18 5.85169787E-18 5.85169787E-18 1.02637399E-14 2.06725971E-14 2.06725971E-14 2.06725971E-14 1.56262639E-14 5.48563159E-16 5.48563159E-16 5.48563159E-16 3.49198803E-16 3.49198803E-16 3.49198803E-16 3.49196924E-16 9.29261142E-16 3.43215830E-16 7.27820514E-17 6.89574729E-16 1.19624347E-15 1.19624347E-15 1.02058538E-15 1.02058538E-15 2.64163134E-17 6.46580829E-16 8.81739773E-16 4.43762867E-16 2.42589848E-15 2.93799737E-16 5.71141572E-15 8.58673893E-17 8.72868734E-17 2.80301505E-16 4.89730390E-17 1.26060227E-16 3.79841009E-16 0.00000000E+00 6.95412794E-17 7.38926960E-15 2.39922509E-18 7.01798712E-15 3.27219329E-16 1.02416984E-16 9.53970088E-19 9.10474294E-16 1.84792511E-15 2.14039380E-17 4.31334388E-18 4.67972828E-18 0.00000000E+00 3.64352345E-16 1.01960723E-15 4.66932589E-16 2.06725971E-14 2.06725971E-14 3.55435034E-16 5.28800199E-16
Oesophagus 1.05832796E-15 1.05832796E-15 7.17496294E-16 7.17496294E-16 1.22368627E-15 7.22626087E-16 4.87767512E-13 1.20122748E-13 1.67625680E-13 2.73712196E-15 2.97854367E-15 2.97854367E-15 6.81738472E-16 3.82610037E-16 3.82610037E-16 3.82610037E-16 4.02161226E-16 3.31192082E-16 3.31192082E-16 6.08561393E-16 5.29892013E-16 5.29892013E-16 6.50757450E-17 4.62265551E-17 4.62265551E-17 3.25860366E-16 4.69898782E-15 4.69898782E-15 4.69898782E-15 8.04151684E-15 8.06514039E-15 8.06514039E-15 8.06514039E-15 3.85434285E-15 3.85434285E-15 3.85434285E-15 3.85434285E-15 2.15073784E-14 3.94506038E-15 1.76858416E-15 2.12868262E-15 1.06747627E-15 1.06747627E-15 7.29952281E-16 7.29952281E-16 1.34774661E-16 1.13541483E-15 2.21612929E-15 5.12553962E-16 2.37448905E-16 8.66235961E-16 2.68381203E-16 1.27171980E-15 1.19618426E-15 9.32809352E-15 8.69961359E-16 2.08018764E-15 3.28307986E-15 0.00000000E+00 1.39953424E-15 3.88491191E-16 2.25268914E-17 1.30305628E-15 3.01934927E-16 1.90613506E-15 7.34975791E-18 8.02962584E-15 1.69095819E-14 3.06001048E-16 3.85412992E-17 3.91151729E-17 0.00000000E+00 6.47061145E-16 9.35084253E-16 4.88706733E-16 4.69898782E-15 4.69898782E-15 3.98636620E-15 3.90117351E-15
St-stem    1.09402909E-16 1.09402909E-16 1.11746214E-16 1.11746214E-16 1.16600603E-16 6.49093499E-17 2.98180259E-15 2.98180259E-15 2.98180259E-15 3.15221758E-14 7.44998505E-13 4.89766016E-14 4.33348638E-15 2.20955700E-15 2.20955700E-15 2.20955700E-15 1.68169466E-15 1.21743205E-15 1.21743205E-15 7.49017917E-15 5.97851199E-15 5.97851199E-15 2.58966768E-16 1.72446800E-16 1.72446800E-16 9.26915839E-17 1.05967952E-16 1.05967952E-16 1.05967952E-16 1.66260201E-16 1.48047580E-15 1.48047580E-15 1.48047580E-15 1.69666188E-15 1.69666188E-15 1.69666188E-15 1.69666188E-15 7.64597001E-16 1.68665713E-15 3.54838646E-15 1.94357737E-15 3.53846799E-16 3.53846799E-16 3.91550207E-16 3.91550207E-16 1.37740884E-16 4.61370902E-16 8.77124999E-16 2.27098990E-16 3.22391585E-17 1.77265724E-15 5.96614712E-17 2.87527846E-15 2.66132852E-15 4.58126153E-15 2.26888472E-15 3.28362029E-15 3.43287492E-15 0.00000000E+00 8.53307661E-15 4.74464919E-17 7.70297540E-17 1.03054248E-16 3.18960137E-16 5.83290557E-15 2.32973202E-17 5.76296725E-16 3.09975778E-16 1.13828000E-15 1.34137183E-16 1.46961587E-16 0.00000000E+00 8.73093124E-16 4.03494886E-16 3.90972681E-16 1.05967952E-16 1.05967952E-16 1.69016955E-15 1.67931046E-15
SI-stem    2.92288509E-17 2.92288509E-17 3.04703442E-17 3.04703442E-17 3.07963473E-17 1.74875816E-17 3.86881607E-16 3.86881607E-16 3.86881607E-16 2.12248140E-15 2.20544394E-15 2.20544394E-15 1.04297199E-14 9.01265648E-14 1.40232572E-14 1.99528247E-14 3.49471045E-15 3.96504833E-15 3.96504833E-15 3.91326912E-15 4.67794536E-15 4.67794536E-15 3.28654104E-15 2.49830410E-15 2.49830410E-15 2.75025156E-17 2.67691968E-17 2.67691968E-17 2.67691968E-17 4.18069120E-17 2.64686595E-16 2.64686595E-16 2.64686595E-16 3.14485266E-16 3.14485266E-16 3.14485266E-16 3.14485266E-16 1.64330679E-16 3.15847109E-16 1.67843037E-15 1.37173493E-15 4.67101635E-16 4.67101635E-16 5.20891106E-16 5.20891106E-16 8.51926023E-17 7.24548764E-16 1.26121879E-15 3.99634418E-16 9.98223727E-18 3.20449952E-16 1.71795424E-17 1.98040630E-15 1.99982997E-15 4.87615828E-16 2.50835068E-15 1.03481071E-15 2.95489497E-15 0.00000000E+00 4.55231013E-15 1.27944635E-17 9.46806582E-16 2.74873249E-17 3.15560364E-16 1.30063646E-15 1.86412558E-16 1.21130846E-16 7.29969739E-17 6.58477655E-15 2.52452353E-15 2.87042792E-15 0.00000000E+00 1.18515821E-15 6.33392750E-16 5.87215512E-16 2.67691968E-17 2.67691968E-17 3.12929851E-16 3.11215008E-16
RC-stem    4.14153179E-17 4.14153179E-17 4.18663220E-17 4.18663220E-17 4.23952196E-17 2.31534222E-17 3.30176298E-16 3.30176298E-16 3.30176298E-16 9.53306253E-16 1.21152203E-15 1.21152203E-15 4.03546555E-15 3.95871613E-15 3.95871613E-15 3.95871613E-15 2.75253115E-14 1.75977133E-13 5.29421624E-14 1.99151253E-15 1.47273720E-15 1.47273720E-15 5.50554917E-16 5.05605766E-16 5.05605766E-16 3.84003550E-17 3.65095246E-17 3.65095246E-17 3.65095246E-17 5.56857583E-17 2.70750599E-16 2.70750599E-16 2.70750599E-16 3.29749707E-16 3.29749707E-16 3.29749707E-16 3.29749707E-16 1.79697062E-16 3.26666342E-16 1.35518804E-15 1.40936843E-15 3.66288612E-16 3.66288612E-16 4.21524395E-16 4.21524395E-16 9.28474300E-17 5.22495471E-16 9.08475621E-16 2.90440521E-16 1.30104153E-17 4.03756636E-16 2.51974013E-17 6.28362364E-15 6.85281589E-15 4.06803891E-16 3.07903543E-15 2.63714354E-15 1.81121454E-15 0.00000000E+00 4.15474546E-15 1.79853099E-17 3.24352711E-16 3.67276525E-17 3.35701638E-16 3.96463982E-16 8.53494996E-17 1.49052510E-16 8.98588029E-17 3.25159290E-15 5.79432906E-16 6.26702976E-16 0.00000000E+00 1.00171856E-15 4.75148609E-16 5.74372147E-16 3.65095246E-17 3.65095246E-17 3.27880459E-16 3.26327133E-16
LC-stem    5.58997073E-17 5.58997073E-17 5.51283783E-17 5.51283783E-17 5.77901369E-17 3.26902393E-17 5.29339014E-16 5.29339014E-16 5.29339014E-16 5.57099991E-15 5.98979758E-15 5.98979758E-15 6.85561218E-15 4.67058729E-15 4.67058729E-15 4.67058729E-15 1.81676577E-15 1.46835893E-15 1.46835893E-15 3.06465494E-14 1.86477705E-13 5.35008064E-14 1.48648530E-15 7.18139716E-16 7.18139716E-16 5.17610314E-17 5.03250689E-17 5.03250689E-17 5.03250689E-17 7.51910524E-17 5.12559933E-16 5.12559933E-16 5.12559933E-16 5.75731650E-16 5.75731650E-16 5.75731650E-16 5.75731650E-16 2.60014651E-16 5.66063447E-16 1.79607566E-15 1.35963924E-15 2.91135880E-16 2.91135880E-16 4.10139554E-16 4.10139554E-16 1.25236060E-16 4.31856335E-16 7.71656735E-16 2.33682604E-16 1.72828977E-17 6.97115817E-16 3.46626115E-17 1.25155831E-15 1.21852658E-15 8.86011305E-16 2.58864710E-15 9.75150055E-16 2.19443135E-15 0.00000000E+00 3.41775374E-15 2.37408804E-17 1.78987282E-16 5.31087400E-17 3.69640254E-16 3.56969702E-15 5.15116768E-17 2.08484036E-16 1.28531491E-16 1.82675312E-15 3.20477488E-16 3.44702819E-16 0.00000000E+00 1.01203581E-15 4.27554957E-16 4.80313158E-16 5.03250689E-17 5.03250689E-17 5.73799743E-16 5.70087096E-16
RS-stem    5.78360336E-18 5.78360336E-18 5.51346286E-18 5.51346286E-18 5.54520709E-18 3.62524576E-18 4.63363811E-17 4.63363811E-17 4.63363811E-17 1.61837905E-16 1.70657389E-16 1.70657389E-16 1.10222998E-15 2.49502882E-15 2.49502882E-15 2.49502882E-15 3.96220398E-16 5.09515272E-16 5.09515272E-16 3.86224223E-16 7.12135018E-16 7.12135018E-16 3.36895489E-14 3.17392804E-13 1.07390656E-13 5.68424874E-18 4.49511100E-18 4.49511100E-18 4.49511100E-18 7.71219325E-18 3.97805974E-17 3.97805974E-17 3.97805974E-17 4.70499101E-17 4.70499101E-17 4.70499101E-17 4.70499101E-17 2.64993321E-17 4.59008492E-17 1.78710378E-16 9.78248725E-16 6.87009539E-16 6.87009539E-16 6.89059965E-16 6.89059965E-16 9.33380980E-17 9.70788644E-16 1.49801935E-15 6.20345665E-16 1.74331042E-18 4.91869159E-17 3.33409741E-18 1.98860660E-16 1.95273886E-16 5.92613036E-17 2.99820372E-16 1.32172199E-16 2.81122144E-15 0.00000000E+00 2.75502945E-16 2.77739825E-18 9.01184009E-15 4.91116797E-18 3.33748657E-16 1.26976444E-16 7.36500733E-16 1.87276397E-17 1.22677683E-17 2.58460944E-15 1.04731766E-14 9.09979745E-15 0.00000000E+00 1.11670335E-15 8.13101715E-16 7.86639308E-16 4.49511100E-18 4.49511100E-18 4.68177990E-17 4.65744395E-17
ET1-bas    1.02334161E-14 1.02334161E-14 1.41987972E-14 1.41987972E-14 8.13475396E-15 3.77235278E-15 3.11264189E-16 3.11264189E-16 3.11264189E-16 8.42246492E-17 8.57284874E-17 8.57284874E-17 3.88590987E-17 2.27426366E-17 2.27426366E-17 2.27426366E-17 4.37211096E-17 3.61916754E-17 3.61916754E-17 5.59727926E-17 4.63530222E-17 4.63530222E-17 7.68453134E-18 4.46456618E-18 4.46456618E-18 1.06137150E-11 1.54978036E-14 1.54978036E-14 1.54978036E-14 1.92016373E-15 2.72694971E-16 2.72694971E-16 2.72694971E-16 1.91060594E-16 1.91060594E-16 1.91060594E-16 1.91060594E-16 3.26333460E-16 1.83219721E-16 4.50332010E-17 1.49186884E-16 1.04498728E-15 1.04498728E-15 4.94068459E-16 4.94068459E-16 2.19605599E-17 3.27187095E-16 3.95432271E-16 2.50178437E-16 2.23238023E-15 2.72008230E-16 2.13429097E-14 7.60185620E-17 6.44658324E-17 1.72488336E-16 3.85465551E-17 1.01950481E-16 1.41742250E-16 0.00000000E+00 5.20976689E-17 4.85242003E-15 2.83324989E-18 1.92612232E-15 4.90844217E-16 6.78185016E-17 1.40989195E-18 4.06196170E-16 5.28719691E-16 1.75598439E-17 3.07195908E-18 4.94836880E-18 0.00000000E+00 3.72926666E-16 9.96913940E-16 1.43362535E-16 8.12761943E-13 1.54978036E-14 1.93571399E-16 3.25660425E-16
ET2-bas    2.06613563E-14 2.06613563E-14 1.08871078E-14 1.08871078E-14 1.95071853E-14 2.77980126E-14 4.67581412E-15 4.67581412E-15 4.67581412E-15 1.05016083E-16 1.05696612E-16 1.05696612E-16 4.00562097E-17 2.58869132E-17 2.58869132E-17 2.58869132E-17 4.19765531E-17 3.63286856E-17 3.63286856E-17 5.49323331E-17 4.75726120E-17 4.75726120E-17 6.85578774E-18 4.60014457E-18 4.60014457E-18 1.54516798E-14 4.11358469E-13 8.52185001E-13 5.56253480E-13 5.25129209E-14 1.09619493E-15 1.09619493E-15 1.09619493E-15 4.34128528E-16 4.34128528E-16 4.34128528E-16 4.34128528E-16 2.42052664E-15 4.20960157E-16 7.67600813E-17 2.07591113E-16 1.30126468E-15 1.30126468E-15 7.66011893E-16 7.66011893E-16 2.64664920E-17 6.33999107E-16 9.48065065E-16 4.19957215E-16 4.34003766E-15 2.44278587E-16 9.15048657E-15 7.94252383E-17 8.57256222E-17 3.33983463E-16 5.34082558E-17 1.18302914E-16 4.97242613E-16 0.00000000E+00 6.32011121E-17 3.49221165E-14 2.73637803E-18 6.70963402E-15 3.36919152E-16 1.16761730E-16 7.71053268E-19 1.58802192E-15 4.79378751E-15 2.06851570E-17 3.59771268E-18 4.31032494E-18 0.00000000E+00 4.50141628E-16 1.30478854E-15 4.72463971E-16 1.54978036E-14 8.12761943E-13 4.54877902E-16 4.56009093E-15
LN-ET      1.55670287E-14 1.55670287E-14 6.37780479E-15 6.37780479E-15 1.77551838E-14 6.13692758E-15 7.98251163E-15 7.98251163E-15 7.98251163E-15 1.71150198E-16 1.53596520E-16 1.53598179E-16 4.99628008E-17 3.30906850E-17 4.18069120E-17 3.30906850E-17 6.94003313E-17 5.29607080E-17 5.29611201E-17 8.76088218E-17 7.17455128E-17 7.17460902E-17 6.20700347E-18 4.60762921E-18 7.71219324E-18 1.99483809E-15 5.27160051E-14 5.27160051E-14 5.27160051E-14 7.67144058E-13 2.51229665E-15 2.51229665E-15 2.51229665E-15 7.82069825E-16 7.82069825E-16 7.82069825E-16 7.82074452E-16 6.13714062E-15 7.63040673E-16 1.35312402E-16 6.23652305E-16 8.80842510E-16 8.80842510E-16 7.95549308E-16 7.95549308E-16 2.92025160E-17 6.38402095E-16 1.06320129E-15 3.95516602E-16 1.18504151E-15 3.59981640E-16 1.54201775E-15 1.20075040E-16 1.12586310E-16 5.89380780E-16 8.51442986E-17 1.80358565E-16 9.65385416E-16 0.00000000E+00 9.77414543E-17 2.73722124E-15 4.60066431E-18 1.06919050E-14 3.98176761E-16 1.85642335E-16 1.29352493E-18 3.33246550E-15 1.10944344E-14 3.03366281E-17 6.74511564E-18 5.50743734E-18 0.00000000E+00 4.81477461E-16 2.10561227E-15 6.59062270E-16 5.27160051E-14 5.27160051E-14 8.36273162E-16 1.25313573E-15
