  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   9.77219572E-14 1.20416485E-13 5.77085666E-14 5.71833321E-14 8.09479107E-14 1.48605568E-14 8.98707710E-16 8.98707710E-16 8.98707710E-16 9.49490280E-17 9.31210293E-17 9.31210293E-17 3.58866885E-17 2.58029834E-17 2.58029856E-17 2.58029834E-17 4.33727614E-17 3.78909657E-17 3.78909684E-17 5.64822100E-17 4.66705626E-17 4.66705775E-17 6.89421477E-18 5.49549502E-18 5.49549502E-18 8.73726955E-15 1.72954245E-14 1.72954245E-14 1.72954245E-14 1.31400790E-14 4.71108837E-16 4.71108837E-16 4.71108837E-16 3.01895894E-16 3.01895894E-16 3.01895894E-16 3.01895943E-16 7.98151998E-16 2.95783070E-16 6.43048497E-17 5.54695940E-16 1.01375786E-15 1.01375786E-15 8.65812739E-16 8.65812739E-16 2.29533593E-17 5.50517705E-16 7.49513360E-16 3.76858168E-16 2.05515857E-15 2.51620496E-16 4.86033266E-15 7.49355676E-17 7.67764254E-17 2.42561377E-16 4.32574640E-17 1.10602081E-16 3.24638095E-16 0.00000000E+00 6.13461826E-17 6.24064958E-15 2.26776506E-18 5.96473997E-15 2.79803212E-16 9.00370095E-17 7.55801290E-19 7.82183965E-16 1.57601175E-15 1.93181718E-17 3.97719362E-18 4.41755209E-18 0.00000000E+00 3.10133764E-16 8.64987489E-16 3.95344767E-16 1.72954245E-14 1.72954245E-14 3.07185181E-16 4.52050418E-16
Oesophagus 9.01335895E-16 9.01335895E-16 6.14778727E-16 6.14778727E-16 1.04289747E-15 6.19199635E-16 7.98491681E-14 7.88293794E-14 7.64488769E-14 2.32079887E-15 2.51230421E-15 2.51230421E-15 5.78505727E-16 3.26937364E-16 3.26937364E-16 3.26937364E-16 3.44877544E-16 2.84292643E-16 2.84292643E-16 5.17808844E-16 4.53019293E-16 4.53019293E-16 5.70823908E-17 4.13506360E-17 4.13506360E-17 2.83201417E-16 3.92065508E-15 3.92065508E-15 3.92065508E-15 6.82709157E-15 6.77494129E-15 6.77494129E-15 6.77494129E-15 3.25560094E-15 3.25560094E-15 3.25560094E-15 3.25560094E-15 1.78827597E-14 3.32938783E-15 1.49897894E-15 1.64391665E-15 9.03944694E-16 9.03944694E-16 6.19302011E-16 6.19302011E-16 1.15573794E-16 9.63461640E-16 1.87743651E-15 4.35334264E-16 2.07429026E-16 7.39442173E-16 2.33616319E-16 1.07670630E-15 1.01482031E-15 7.85917182E-15 7.38269760E-16 1.76096855E-15 2.73985955E-15 0.00000000E+00 1.18388277E-15 3.34936117E-16 2.02941577E-17 1.11110812E-15 2.58696217E-16 1.60932448E-15 6.83050564E-18 6.79716364E-15 1.42353323E-14 2.61648515E-16 3.43916066E-17 3.50530170E-17 0.00000000E+00 5.46459222E-16 7.92849624E-16 4.14208685E-16 3.92065508E-15 3.92065508E-15 3.36597681E-15 3.29422038E-15
St-stem    9.55538973E-17 9.55538973E-17 9.78370431E-17 9.78370431E-17 1.01459903E-16 5.76333962E-17 2.51108167E-15 2.51108167E-15 2.51108167E-15 2.09122964E-14 1.67046343E-13 2.64039150E-14 3.66354739E-15 1.86899382E-15 1.86899382E-15 1.86899382E-15 1.42705791E-15 1.03539768E-15 1.03539768E-15 6.33480083E-15 5.04843772E-15 5.04843772E-15 2.23985997E-16 1.50180626E-16 1.50180626E-16 8.13939830E-17 9.29234854E-17 9.29234854E-17 9.29234854E-17 1.44957611E-16 1.25527172E-15 1.25527172E-15 1.25527172E-15 1.43659255E-15 1.43659255E-15 1.43659255E-15 1.43659255E-15 6.50962078E-16 1.42678885E-15 2.99955256E-15 1.49123859E-15 3.02321078E-16 3.02321078E-16 3.33369500E-16 3.33369500E-16 1.18379571E-16 3.93573894E-16 7.45113399E-16 1.93494692E-16 2.89134593E-17 1.50708797E-15 5.31370614E-17 2.42973833E-15 2.24902383E-15 3.86919812E-15 1.91960063E-15 2.77622640E-15 2.83408356E-15 0.00000000E+00 7.20218533E-15 4.24064086E-17 6.82315081E-17 9.04810289E-17 2.73885140E-16 4.93372738E-15 2.13503492E-17 4.93796275E-16 2.66230562E-16 9.64768820E-16 1.17761353E-16 1.28579685E-16 0.00000000E+00 7.38078808E-16 3.43858887E-16 3.33390548E-16 9.29234854E-17 9.29234854E-17 1.43123744E-15 1.42201843E-15
SI-stem    2.62224281E-17 2.62224281E-17 2.73612653E-17 2.73612653E-17 2.76161464E-17 1.58701281E-17 3.30349812E-16 3.30349812E-16 3.30349812E-16 1.79688824E-15 1.86551168E-15 1.86551168E-15 8.02018479E-15 2.74969383E-14 8.18058032E-15 9.62022196E-15 2.95607623E-15 3.34946090E-15 3.34946090E-15 3.31167908E-15 3.95136248E-15 3.95136248E-15 2.78211079E-15 2.11482496E-15 2.11482496E-15 2.46691339E-17 2.40113309E-17 2.40113309E-17 2.40113309E-17 3.70916671E-17 2.27880414E-16 2.27880414E-16 2.27880414E-16 2.70128859E-16 2.70128859E-16 2.70128859E-16 2.70128859E-16 1.42316242E-16 2.71064274E-16 1.42214830E-15 9.95483559E-16 3.97699095E-16 3.97699095E-16 4.42450035E-16 4.42450035E-16 7.43104050E-17 6.14219739E-16 1.06968124E-15 3.40368404E-16 9.18469634E-18 2.77143909E-16 1.56012971E-17 1.67506674E-15 1.69218848E-15 4.16419841E-16 2.12155126E-15 8.78837158E-16 2.46297544E-15 0.00000000E+00 3.83591555E-15 1.16855492E-17 8.03921351E-16 2.46599194E-17 2.70739106E-16 1.10358148E-15 1.62264512E-16 1.05459116E-16 6.41366813E-17 5.55580208E-15 2.13530268E-15 2.42798360E-15 0.00000000E+00 1.00111079E-15 5.38295614E-16 4.99549973E-16 2.40113309E-17 2.40113309E-17 2.68799975E-16 2.67329004E-16
RC-stem    3.70666721E-17 3.70666721E-17 3.73403798E-17 3.73403798E-17 3.79611843E-17 2.10431888E-17 2.82799265E-16 2.82799265E-16 2.82799265E-16 8.11372762E-16 1.02963596E-15 1.02963596E-15 3.41199432E-15 3.34500521E-15 3.34500521E-15 3.34500521E-15 2.30535349E-14 6.34213205E-14 2.66782166E-14 1.68757946E-15 1.24752686E-15 1.24752686E-15 4.70665969E-16 4.33526255E-16 4.33526255E-16 3.42042882E-17 3.28065634E-17 3.28065634E-17 3.28065634E-17 4.96585757E-17 2.33201409E-16 2.33201409E-16 2.33201409E-16 2.83786031E-16 2.83786031E-16 2.83786031E-16 2.83786031E-16 1.55642896E-16 2.81022622E-16 1.14796447E-15 1.02688941E-15 3.13175428E-16 3.13175428E-16 3.59001995E-16 3.59001995E-16 8.11398367E-17 4.45004956E-16 7.71599846E-16 2.48267766E-16 1.19018853E-17 3.49679958E-16 2.28573059E-17 5.30466147E-15 5.79014073E-15 3.49070960E-16 2.60333057E-15 2.23040741E-15 1.51133196E-15 0.00000000E+00 3.51056409E-15 1.62673126E-17 2.79373178E-16 3.29611099E-17 2.88228186E-16 3.40952531E-16 7.57182542E-17 1.29578368E-16 7.91274488E-17 2.74802173E-15 4.96634188E-16 5.35946820E-16 0.00000000E+00 8.47607282E-16 4.04233568E-16 4.89062967E-16 3.28065634E-17 3.28065634E-17 2.82181335E-16 2.80867109E-16
LC-stem    4.97916122E-17 4.97916122E-17 4.89802857E-17 4.89802857E-17 5.12878829E-17 2.94333262E-17 4.51745784E-16 4.51745784E-16 4.51745784E-16 4.71437634E-15 5.06188006E-15 5.06188006E-15 5.79877419E-15 3.94466519E-15 3.94466519E-15 3.94466519E-15 1.53914432E-15 1.24154552E-15 1.24154552E-15 2.56356574E-14 6.62168717E-14 2.71355880E-14 1.25954355E-15 6.13080664E-16 6.13080664E-16 4.62583894E-17 4.49084635E-17 4.49084635E-17 4.49084635E-17 6.65179534E-17 4.38712305E-16 4.38712305E-16 4.38712305E-16 4.90820171E-16 4.90820171E-16 4.90820171E-16 4.90820171E-16 2.23992371E-16 4.83052245E-16 1.52175542E-15 9.82507166E-16 2.49910790E-16 2.49910790E-16 3.49577461E-16 3.49577461E-16 1.08108766E-16 3.69336281E-16 6.56124001E-16 1.99371019E-16 1.55310443E-17 5.98862466E-16 3.11931274E-17 1.06115413E-15 1.03480998E-15 7.55863633E-16 2.19014558E-15 8.30355250E-16 1.83522452E-15 0.00000000E+00 2.88915239E-15 2.15288601E-17 1.55747390E-16 4.74482537E-17 3.17545994E-16 3.02437191E-15 4.60475090E-17 1.80741904E-16 1.11661800E-16 1.54683396E-15 2.76575494E-16 2.97351501E-16 0.00000000E+00 8.57728366E-16 3.64294056E-16 4.08490114E-16 4.49084635E-17 4.49084635E-17 4.89242417E-16 4.86044744E-16
RS-stem    5.35969195E-18 5.35969195E-18 5.12533439E-18 5.12533439E-18 5.11753552E-18 3.43804371E-18 4.16405995E-17 4.16405995E-17 4.16405995E-17 1.41113851E-16 1.48728346E-16 1.48728346E-16 9.37079786E-16 2.11131944E-15 2.11131944E-15 2.11131944E-15 3.40183607E-16 4.35336429E-16 4.35336429E-16 3.32370010E-16 6.06589235E-16 6.06589235E-16 2.76369509E-14 1.16809022E-13 5.18557582E-14 5.21199277E-18 4.25245708E-18 4.25245708E-18 4.25245708E-18 7.00269864E-18 3.57753581E-17 3.57753581E-17 3.57753581E-17 4.18329435E-17 4.18329435E-17 4.18329435E-17 4.18329435E-17 2.40481706E-17 4.11262118E-17 1.56862664E-16 6.65016628E-16 5.83717664E-16 5.83717664E-16 5.83931084E-16 5.83931084E-16 8.14201788E-17 8.23207151E-16 1.26926423E-15 5.25696803E-16 1.68114624E-18 4.43610913E-17 3.17975962E-18 1.72632766E-16 1.69303215E-16 5.26157502E-17 2.58946411E-16 1.15834689E-16 2.31311960E-15 0.00000000E+00 2.38327009E-16 2.63729940E-18 7.61466188E-15 4.56343035E-18 2.86469568E-16 1.11440183E-16 6.29728190E-16 1.70515597E-17 1.12943151E-17 2.18570705E-15 8.84780173E-15 7.69196300E-15 0.00000000E+00 9.43713845E-16 6.88352843E-16 6.66749179E-16 4.25245708E-18 4.25245708E-18 4.16375054E-17 4.14156547E-17
ET1-bas    8.72108801E-15 8.72108801E-15 1.20873511E-14 1.20873511E-14 6.91449294E-15 3.20921337E-15 2.70274276E-16 2.70274276E-16 2.70274276E-16 7.35320859E-17 7.72621254E-17 7.72621254E-17 3.48298926E-17 2.04612471E-17 2.04612471E-17 2.04612471E-17 3.87949477E-17 3.23636704E-17 3.23636704E-17 4.97105462E-17 4.12096671E-17 4.12096671E-17 7.14258096E-18 4.18658516E-18 4.18658516E-18 2.10901046E-13 1.27326063E-14 1.27326063E-14 1.27326063E-14 1.65156407E-15 2.38766755E-16 2.38766755E-16 2.38766755E-16 1.67233178E-16 1.67233178E-16 1.67233178E-16 1.67233178E-16 2.87533907E-16 1.61095945E-16 3.93326559E-17 9.84458084E-17 8.82600944E-16 8.82600944E-16 4.20719830E-16 4.20719830E-16 2.02005904E-17 2.77259711E-16 3.38790934E-16 2.14632744E-16 1.89598154E-15 2.33196138E-16 1.81411196E-14 6.77181548E-17 5.69591482E-17 1.50675415E-16 3.53891737E-17 8.90016147E-17 1.21456232E-16 0.00000000E+00 4.62300943E-17 4.10053782E-15 2.74679363E-18 1.65436697E-15 4.13765080E-16 6.14743017E-17 1.27208642E-18 3.54326831E-16 4.61776244E-16 1.58157499E-17 3.09768276E-18 4.61304251E-18 0.00000000E+00 3.10475363E-16 8.13532285E-16 1.22007672E-16 3.01202608E-13 1.27326063E-14 1.69436966E-16 2.77811111E-16
ET2-bas    1.72791238E-14 1.72791238E-14 9.24388996E-15 9.24388996E-15 1.64196265E-14 2.35539584E-14 3.90245835E-15 3.90245835E-15 3.90245835E-15 9.24686551E-17 9.29044974E-17 9.29044974E-17 3.60319190E-17 2.31640839E-17 2.31640839E-17 2.31640839E-17 3.80089525E-17 3.26363164E-17 3.26363164E-17 4.96237894E-17 4.30803341E-17 4.30803341E-17 6.55996894E-18 4.33041404E-18 4.33041404E-18 1.26729827E-14 7.21083068E-14 3.40536927E-13 7.24042164E-14 3.99516709E-14 9.03178374E-16 9.03178374E-16 9.03178374E-16 3.72580334E-16 3.72580334E-16 3.72580334E-16 3.72580334E-16 2.05815444E-15 3.61567239E-16 6.75060630E-17 1.46343445E-16 1.09852178E-15 1.09852178E-15 6.51416991E-16 6.51416991E-16 2.34658811E-17 5.38408427E-16 8.06878652E-16 3.57540473E-16 3.66670024E-15 2.12068126E-16 7.76725223E-15 7.06517394E-17 7.58708516E-17 2.89514115E-16 4.80680203E-17 1.03528447E-16 4.25007510E-16 0.00000000E+00 5.53477754E-17 2.89876893E-14 2.63258847E-18 5.69688239E-15 2.87616718E-16 1.02452466E-16 7.55370149E-19 1.35390265E-15 4.07023555E-15 1.87051034E-17 3.33747468E-18 4.08947801E-18 0.00000000E+00 3.77316160E-16 1.08769216E-15 4.01662938E-16 1.27326063E-14 3.01202608E-13 3.89226616E-16 1.00567378E-15
LN-ET      1.31092653E-14 1.31092653E-14 5.43039735E-15 5.43039735E-15 1.49756372E-14 5.22600623E-15 6.77963842E-15 6.77963842E-15 6.77963842E-15 1.49422014E-16 1.37434801E-16 1.37434832E-16 4.26789989E-17 2.89391958E-17 3.70916671E-17 2.89391958E-17 6.12002966E-17 4.69716259E-17 4.69716362E-17 7.91403403E-17 6.39693545E-17 6.39693756E-17 6.33270980E-18 4.38856881E-18 7.00269864E-18 1.72098464E-15 4.01717932E-14 4.01717932E-14 4.01717932E-14 4.05169843E-13 2.08849980E-15 2.08849980E-15 2.08849980E-15 6.61517861E-16 6.61517861E-16 6.61517861E-16 6.61517967E-16 5.19814305E-15 6.45278463E-16 1.18549563E-16 5.16379771E-16 7.53121322E-16 7.53121322E-16 6.77301101E-16 6.77301101E-16 2.38936749E-17 5.44375247E-16 8.99738035E-16 3.32898132E-16 1.01853451E-15 3.06057044E-16 1.31050896E-15 1.03263087E-16 9.66002640E-17 5.06758262E-16 7.56357482E-17 1.56294168E-16 8.25317946E-16 0.00000000E+00 8.63637515E-17 2.32583400E-15 4.45869232E-18 9.09794679E-15 3.41216327E-16 1.60698565E-16 1.24708586E-18 2.83549761E-15 9.39277321E-15 2.76846049E-17 6.25425393E-18 5.06700253E-18 0.00000000E+00 4.11085268E-16 1.75743598E-15 5.56125506E-16 4.01717932E-14 4.01717932E-14 7.06139830E-16 1.02049138E-15
