  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   8.29055553E-14 7.80581512E-13 7.32025083E-13 9.94548592E-15 3.40994364E-13 6.50524230E-18 1.71079142E-19 1.71079142E-19 1.71079142E-19 1.10987984E-20 3.71436207E-21 3.71436207E-21 5.49594245E-23 3.60899057E-22 9.31551470E-22 3.60899057E-22 5.00609304E-22 4.86732000E-22 7.89427212E-22 7.91851224E-22 3.70293271E-22 3.27350653E-21 3.12946892E-24 3.52669282E-24 3.52669282E-24 1.84258846E-18 2.19007986E-15 2.19007986E-15 2.19007986E-15 1.00983102E-15 6.33979286E-20 6.33979286E-20 6.33979286E-20 4.06691643E-20 4.06691643E-20 4.06691643E-20 3.62901566E-20 1.16631685E-19 3.27861957E-20 1.73394139E-21 2.46296608E-16 3.95850709E-17 3.95850709E-17 2.04364275E-17 2.04364275E-17 6.60420975E-22 1.13682313E-17 1.25925535E-17 9.39643523E-18 3.70024578E-19 2.60963448E-20 9.64917658E-19 2.18857273E-21 2.80051024E-21 2.71071215E-20 2.50359144E-21 3.64913837E-21 5.82643826E-20 0.00000000E+00 4.28529575E-21 2.78745727E-18 9.65294988E-25 3.31545434E-18 4.39624465E-20 3.18653235E-21 5.04231211E-25 1.03682449E-19 3.09465361E-19 8.46507322E-23 2.36685913E-24 2.36091475E-24 0.00000000E+00 8.62157133E-18 1.82073129E-17 1.90770905E-17 2.19007986E-15 2.19007986E-15 3.72358517E-20 1.91948267E-17
Oesophagus 2.25267448E-19 2.25267448E-19 1.50002059E-19 1.50002059E-19 2.74680453E-19 9.91296762E-20 2.27562388E-12 2.00253368E-13 4.85675670E-13 1.75901722E-18 1.14425690E-16 1.14425690E-16 1.09844527E-19 7.47011364E-20 7.47011364E-20 7.47011364E-20 5.61021831E-20 5.42454785E-20 5.42454785E-20 1.00303427E-19 9.38746273E-20 9.38746273E-20 1.72043297E-21 1.22378528E-21 1.22378528E-21 2.29956891E-20 6.88230389E-16 6.88230389E-16 6.88230389E-16 2.49931393E-17 5.73210969E-16 5.73210969E-16 5.73210969E-16 2.02658478E-17 2.02658478E-17 2.02658478E-17 2.02658478E-17 3.38940116E-15 1.81738576E-17 3.72212147E-19 1.20893517E-15 2.10558973E-17 2.10558973E-17 8.02910437E-19 8.02910437E-19 7.70091124E-21 2.39048165E-18 4.86806295E-18 9.55322105E-19 1.34955816E-20 1.15564146E-19 1.81842339E-20 2.38238062E-19 2.05755821E-19 4.17314614E-16 1.57162347E-19 1.00792367E-17 4.35240179E-16 0.00000000E+00 2.94690200E-19 3.03987168E-20 8.13809830E-23 2.95799616E-19 3.79675485E-20 4.73709271E-19 8.34767737E-24 2.60541993E-18 9.79723966E-16 4.48118379E-20 5.29474980E-22 1.20852319E-21 0.00000000E+00 3.47409917E-17 1.92437873E-17 3.09124617E-18 6.88230389E-16 6.88230389E-16 3.75883052E-17 3.16885886E-17
St-stem    1.15626162E-20 1.15626162E-20 1.60552235E-20 1.60552235E-20 6.43421977E-21 2.96503488E-21 1.14522369E-16 1.14522369E-16 1.14522369E-16 4.53306089E-14 3.38763116E-12 1.13639621E-13 1.41817521E-17 2.17574934E-17 2.17574934E-17 2.17574934E-17 4.29833909E-19 2.83807177E-19 2.83807177E-19 3.65239162E-17 1.10747126E-16 1.10747126E-16 2.44829575E-20 1.36798004E-20 1.36798004E-20 6.62850134E-21 5.82017767E-21 5.82017767E-21 5.82017767E-21 1.48494786E-20 3.36127152E-19 3.36127152E-19 3.36127152E-19 8.12436624E-18 8.12436624E-18 8.12436624E-18 8.12436624E-18 1.41783510E-19 7.37650532E-18 9.95718997E-19 1.16103899E-15 9.84962659E-20 9.84962659E-20 8.30981714E-20 8.30981714E-20 1.25007530E-20 9.08382546E-20 1.87451125E-19 3.99607384E-20 1.16403965E-21 3.00915356E-19 3.02743077E-21 7.05780615E-19 6.52657485E-19 9.25968096E-17 5.45736319E-19 3.56550592E-17 7.00309402E-16 0.00000000E+00 1.16810400E-16 3.29162642E-21 3.03648153E-21 8.08847663E-21 5.06980844E-20 2.48660283E-18 5.15748084E-22 7.78264128E-20 3.04363873E-20 2.39725544E-19 9.36209738E-21 9.70941476E-21 0.00000000E+00 3.52937322E-17 8.02042545E-20 1.08325990E-18 5.82017767E-21 5.82017767E-21 7.88030953E-18 7.96925831E-18
SI-stem    9.34715054E-22 9.34715054E-22 2.52405186E-21 2.52405186E-21 1.53275204E-21 3.05205117E-22 6.89861402E-20 6.89861402E-20 6.89861402E-20 6.15596809E-18 2.16015382E-17 2.16015382E-17 6.83518404E-15 3.63827280E-13 2.74810469E-14 5.55385278E-14 1.85535966E-17 6.97806194E-17 6.97806194E-17 6.36713146E-18 1.08530060E-16 1.08530060E-16 1.49594544E-17 2.16766370E-17 2.16766370E-17 1.40193635E-21 8.86164439E-22 8.86164439E-22 8.86164439E-22 2.57765293E-21 3.42917464E-20 3.42917464E-20 3.42917464E-20 4.75003761E-20 4.75003761E-20 4.75003761E-20 4.75003761E-20 2.02165894E-20 4.64008195E-20 2.50174468E-18 1.25656280E-15 1.83611011E-19 1.83611011E-19 1.11044827E-19 1.11044827E-19 5.92630288E-21 1.53100198E-19 2.84072079E-19 8.13846309E-20 3.57599398E-22 3.27335322E-20 5.79052409E-22 9.81459808E-18 7.73534141E-18 8.41171616E-20 3.62300896E-18 1.53773471E-18 3.85524561E-16 0.00000000E+00 1.28128800E-16 2.05515599E-22 1.88609250E-19 1.49639709E-21 5.08124484E-20 3.89531135E-18 1.54566918E-20 1.12616147E-20 6.58494134E-21 1.22019537E-16 1.87962865E-17 1.25830776E-17 0.00000000E+00 4.95862080E-17 1.30732306E-19 2.98024549E-18 8.86164439E-22 8.86164439E-22 4.70846521E-20 4.69330122E-20
RC-stem    7.94274330E-22 7.94274330E-22 3.48035233E-21 3.48035233E-21 1.90241526E-21 7.08498356E-22 3.88887209E-20 3.88887209E-20 3.88887209E-20 1.85118746E-19 2.73160132E-19 2.73160132E-19 3.07478366E-17 6.99470010E-17 6.99470010E-17 6.99470010E-17 2.97929639E-15 6.39819200E-13 1.32955377E-13 6.84678657E-18 4.54980324E-17 4.54980324E-17 7.52663072E-20 6.56973844E-20 6.56973844E-20 1.38400087E-21 8.04292727E-22 8.04292727E-22 8.04292727E-22 3.52670875E-21 3.05573156E-20 3.05573156E-20 3.05573156E-20 3.99340835E-20 3.99340835E-20 3.99340835E-20 3.99340835E-20 1.71884797E-20 4.25660572E-20 2.83684935E-19 1.26574630E-15 1.05281322E-19 1.05281322E-19 1.04607037E-19 1.04607037E-19 6.39469900E-21 1.01424020E-19 2.24508295E-19 4.83084225E-20 1.57590146E-22 3.43090332E-20 3.33810639E-22 1.06026216E-16 7.24546095E-17 5.07372728E-20 5.91887897E-18 2.14786311E-17 2.32347096E-16 0.00000000E+00 1.80629789E-17 2.88450715E-22 3.35830084E-20 2.52084222E-21 5.05444291E-20 5.43997583E-20 7.11141114E-21 9.03087582E-21 5.53210256E-21 8.94454715E-19 7.61553929E-20 9.53143825E-20 0.00000000E+00 3.99492629E-17 1.00827761E-19 5.59040126E-18 8.04292727E-22 8.04292727E-22 3.96443205E-20 3.94729185E-20
LC-stem    3.27861680E-21 3.27861680E-21 4.15485586E-21 4.15485586E-21 2.67155696E-21 1.53610594E-21 8.89873117E-20 8.89873117E-20 8.89873117E-20 3.49258431E-18 1.11692619E-16 1.11692619E-16 1.40221142E-17 1.08416364E-16 1.08416364E-16 1.08416364E-16 3.29211750E-17 4.54234468E-17 4.54234468E-17 3.78094477E-15 6.85597090E-13 1.33363512E-13 5.60012564E-17 1.01266756E-17 1.01266756E-17 3.00023084E-21 1.76245976E-21 1.76245976E-21 1.76245976E-21 4.37913578E-21 7.47610670E-20 7.47610670E-20 7.47610670E-20 1.02901351E-19 1.02901351E-19 1.02901351E-19 1.02901351E-19 2.75820204E-20 1.04156469E-19 4.27737014E-19 1.28045756E-15 1.01588966E-19 1.01588966E-19 3.97587227E-18 3.97587227E-18 1.30458686E-20 2.90057448E-18 5.76899292E-18 1.16055258E-18 1.62760342E-22 8.78256843E-20 5.93282606E-22 2.46499408E-19 2.13664859E-19 1.57190572E-19 6.93560011E-19 1.85405455E-19 2.43863713E-16 0.00000000E+00 1.49587826E-18 5.96608189E-22 1.64781593E-20 1.17527525E-21 7.07817743E-20 9.61673482E-18 3.18274237E-21 2.03679963E-20 8.63317433E-21 4.14607530E-19 3.14591244E-20 4.12896499E-20 0.00000000E+00 4.27732864E-17 3.46178562E-18 3.19022439E-18 1.76245976E-21 1.76245976E-21 1.02016632E-19 1.01668482E-19
RS-stem    4.34419039E-24 4.34419039E-24 2.73101039E-22 2.73101039E-22 3.58751698E-24 1.68558805E-24 1.41839875E-21 1.41839875E-21 1.41839875E-21 1.00735732E-20 1.29784219E-20 1.29784219E-20 4.62082032E-18 2.17567093E-17 2.17567093E-17 2.17567093E-17 4.24909148E-20 5.06118930E-20 5.06118930E-20 7.33675394E-20 9.81981918E-18 9.81981918E-18 1.04246805E-14 1.13558882E-12 2.85996875E-13 1.63572223E-23 2.75615849E-24 2.75615849E-24 2.75615849E-24 5.52810362E-24 8.27528168E-22 8.27528168E-22 8.27528168E-22 2.03181082E-21 2.03181082E-21 2.03181082E-21 2.03181082E-21 8.94497995E-23 4.57868398E-21 1.07261955E-20 1.24675014E-15 2.29680664E-19 2.29680664E-19 1.28883841E-19 1.28883841E-19 5.38570347E-21 1.94908425E-19 3.41681066E-19 1.26270074E-19 6.79758274E-25 2.01489237E-21 1.83247754E-24 1.26904092E-20 1.62512121E-20 1.74990221E-21 2.43616672E-20 5.67361614E-21 6.45242255E-16 0.00000000E+00 2.92394459E-20 1.34076078E-24 2.76677498E-17 3.00998524E-24 6.37711645E-20 8.52959155E-21 8.81228882E-20 3.43728634E-22 1.17310340E-23 6.51676769E-19 6.62262012E-17 3.66824241E-18 0.00000000E+00 4.65247599E-17 1.69082394E-19 7.74813920E-18 2.75615849E-24 2.75615849E-24 1.99416507E-21 2.00049058E-21
ET1-bas    1.93680951E-18 1.93680951E-18 3.89081991E-18 3.89081991E-18 1.35562700E-18 6.58767220E-19 3.58370975E-20 3.58370975E-20 3.58370975E-20 8.90941731E-22 6.72308075E-21 6.72308075E-21 1.07042490E-22 1.91653699E-23 1.91653699E-23 1.91653699E-23 1.01280820E-22 4.15598138E-22 4.15598138E-22 1.65287033E-21 4.88865353E-22 4.88865353E-22 2.44239027E-24 1.51214631E-24 1.51214631E-24 5.62441194E-11 3.99360813E-15 3.99360813E-15 3.99360813E-15 2.29944618E-19 1.24666916E-20 1.24666916E-20 1.24666916E-20 8.25147736E-21 8.25147736E-21 8.25147736E-21 8.25147736E-21 2.35759746E-20 4.17252758E-21 3.53699615E-22 2.17223991E-16 1.18469139E-16 1.18469139E-16 5.24712011E-18 5.24712011E-18 1.07279005E-22 3.52962108E-18 3.46165392E-18 2.67938895E-18 4.08684147E-19 8.43994230E-19 1.56045277E-17 4.43881479E-22 3.68927128E-21 1.60547211E-20 8.10354857E-22 1.89856143E-21 2.27516607E-21 0.00000000E+00 6.34064554E-22 1.76366914E-18 1.50082191E-24 2.05071689E-19 6.10898704E-17 2.73205951E-22 8.84448830E-25 2.95619732E-20 3.38906042E-20 1.41883919E-23 5.37318764E-24 2.64662145E-24 0.00000000E+00 5.98096878E-17 3.76802065E-16 5.19472150E-20 3.07761467E-12 3.99360813E-15 8.36821133E-21 3.49446147E-17
ET2-bas    2.20759948E-15 2.20759948E-15 3.51847506E-18 3.51847506E-18 1.10232445E-15 1.40981996E-16 6.90299065E-16 6.90299065E-16 6.90299065E-16 1.13413839E-20 2.13550690E-21 2.13550690E-21 9.99882202E-22 5.63933737E-22 5.63933737E-22 5.63933737E-22 3.04254474E-21 3.30484806E-23 3.30484806E-23 3.41877609E-21 1.32127285E-21 1.32127285E-21 3.45324968E-24 2.61759763E-24 2.61759763E-24 3.99656739E-15 1.73414021E-12 3.10250672E-12 2.74705844E-12 4.15164380E-14 2.71605720E-16 2.71605720E-16 2.71605720E-16 4.34413905E-20 4.34413905E-20 4.34413905E-20 4.34413905E-20 4.32159227E-17 3.34241553E-20 1.93721082E-21 2.26240490E-16 4.54079590E-17 4.54079590E-17 1.18809045E-17 1.18809045E-17 2.94588666E-22 6.37753535E-18 7.52061332E-18 5.44721459E-18 5.90776300E-17 1.32004169E-20 2.31896106E-18 4.08913838E-21 1.46602255E-21 5.61227498E-20 1.08843991E-21 4.14942418E-21 1.23457722E-19 0.00000000E+00 5.64010812E-21 5.74276777E-15 6.16679672E-25 1.52954043E-18 2.80048101E-19 6.20511547E-21 3.98773540E-25 2.73047688E-19 1.44710543E-18 6.69566578E-23 1.60441366E-24 1.39117905E-24 0.00000000E+00 6.88383195E-17 2.15963177E-16 1.21833069E-17 3.99360813E-15 3.07761467E-12 8.54884187E-18 1.82182073E-14
LN-ET      9.79317498E-16 9.79317498E-16 1.64884972E-18 1.64884972E-18 5.03457697E-16 1.01315799E-18 2.64289591E-17 2.64289591E-17 2.64289591E-17 2.40527473E-21 1.14013656E-21 1.48375760E-20 7.43113242E-23 8.72181624E-22 2.57765293E-21 8.72181624E-22 2.18411875E-21 4.98207173E-23 3.51569747E-21 6.36721217E-22 9.96821979E-23 4.38720597E-21 2.77123905E-24 3.71705057E-24 5.24959349E-24 8.18855422E-20 4.13845192E-14 4.13845192E-14 4.13845192E-14 1.74143461E-12 5.17282322E-16 5.17282322E-16 5.17282322E-16 7.52127337E-20 7.52127337E-20 7.52127337E-20 1.18696534E-19 1.24366139E-16 1.18642054E-19 1.88733784E-21 1.28299565E-16 3.98521718E-19 3.98521718E-19 4.28121898E-17 4.28121898E-17 4.52694325E-23 1.37822354E-17 1.37434972E-17 1.17190502E-17 7.46855134E-20 3.55523638E-20 9.65726401E-20 1.43260786E-20 1.65211854E-22 8.63992777E-20 7.24506805E-21 1.95553561E-20 2.46485574E-19 0.00000000E+00 4.52750445E-21 4.09385098E-19 1.56928420E-24 3.68135259E-18 8.56409210E-20 1.81654061E-20 2.24706515E-25 5.38869371E-19 3.86772649E-18 9.54868643E-23 3.39526386E-24 4.77193852E-24 0.00000000E+00 6.33009421E-17 2.50603149E-16 3.84477349E-17 4.13845192E-14 4.13845192E-14 1.63180181E-17 3.67406489E-16
