  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   5.44941009E-13 1.87824861E-12 1.69429762E-12 8.56551163E-14 8.95615246E-13 7.04381235E-17 1.57655951E-18 1.57655951E-18 1.57655951E-18 1.01019847E-19 9.55196045E-20 9.55196045E-20 8.50885805E-21 1.79328101E-20 1.77162598E-20 1.79328101E-20 1.97468195E-20 1.69903035E-20 2.44142666E-20 2.26938344E-20 1.32372071E-20 4.62304331E-20 3.45236081E-22 1.05733234E-21 1.05733234E-21 1.45718890E-17 2.03446136E-14 2.03446136E-14 2.03446136E-14 8.93190191E-15 5.78777432E-19 5.78777432E-19 5.78777432E-19 2.81251805E-19 2.81251805E-19 2.81251805E-19 3.70787105E-19 1.50453308E-18 3.09208588E-19 2.69035529E-20 7.01325623E-16 3.58128357E-16 3.58128357E-16 2.02241009E-16 2.02241009E-16 2.10343297E-20 1.11053423E-16 1.22496702E-16 9.44810413E-17 3.61917236E-18 2.82434358E-19 7.89749633E-18 7.00985204E-20 5.80845620E-20 3.07768928E-19 3.68604686E-20 8.87292573E-20 5.13700974E-19 0.00000000E+00 5.91722343E-20 2.98814253E-17 1.04724051E-22 5.21715201E-17 5.62796002E-19 7.91707650E-20 3.63209591E-23 1.07391390E-18 2.50065069E-18 5.12808126E-21 1.86926136E-22 2.06413492E-22 0.00000000E+00 7.89839853E-17 1.78578809E-16 1.67055022E-16 2.03446136E-14 2.03446136E-14 3.75771535E-19 1.78338060E-16
Oesophagus 1.78651989E-18 1.78651989E-18 1.55341004E-18 1.55341004E-18 1.95903189E-18 9.33174773E-19 4.77661651E-12 1.22385075E-12 1.12818664E-12 2.69980436E-17 9.95337155E-16 9.95337155E-16 1.04213850E-18 5.09649487E-19 5.09649487E-19 5.09649487E-19 4.86198617E-19 4.09402815E-19 4.09402815E-19 8.60822703E-19 7.51360380E-19 7.51360380E-19 4.41978234E-20 2.01468147E-20 2.01468147E-20 2.90153340E-19 6.16404410E-15 6.16404410E-15 6.16404410E-15 6.47480594E-16 5.79764985E-15 5.79764985E-15 5.79764985E-15 1.78745249E-16 1.78745249E-16 1.78745249E-16 1.78745249E-16 3.00494669E-14 1.58423624E-16 2.83044096E-18 3.26777169E-15 2.09358432E-16 2.09358432E-16 9.58351893E-18 9.58351893E-18 1.17017553E-19 3.00917402E-17 5.74932759E-17 1.19427265E-17 2.31450721E-19 9.45792761E-19 2.30923284E-19 2.01177040E-18 1.96354120E-18 3.93381620E-15 1.29953561E-18 8.99924106E-17 3.92911134E-15 0.00000000E+00 2.41260351E-18 3.91481650E-19 5.87097160E-21 1.99439340E-18 3.40770354E-19 3.41248134E-18 8.09981755E-22 1.64796019E-17 8.93941066E-15 3.78433816E-19 2.20009181E-20 2.66872368E-20 0.00000000E+00 2.97121854E-16 1.75610045E-16 2.99855743E-17 6.16404410E-15 6.16404410E-15 3.54735042E-16 2.87809490E-16
St-stem    1.03846654E-19 1.03846654E-19 1.86507942E-19 1.86507942E-19 9.69117499E-20 4.02283530E-20 1.00193489E-15 1.00193489E-15 1.00193489E-15 1.92840448E-13 4.18275312E-12 2.71578490E-13 1.40387481E-16 2.06454599E-16 2.06454599E-16 2.06454599E-16 3.10090284E-18 2.07029605E-18 2.07029605E-18 3.63601255E-16 9.99284578E-16 9.99284578E-16 2.74499216E-19 1.52828022E-19 1.52828022E-19 8.22807651E-20 7.70568047E-20 7.70568047E-20 7.70568047E-20 1.59803993E-19 2.50677648E-18 2.50677648E-18 2.50677648E-18 7.73925660E-17 7.73925660E-17 7.73925660E-17 7.73925660E-17 1.16684707E-18 6.90582430E-17 6.81488630E-18 2.93359188E-15 7.62597639E-19 7.62597639E-19 6.50623979E-19 6.50623979E-19 1.53184234E-19 7.48123586E-19 1.48608911E-18 3.63388962E-19 1.65354325E-20 2.43658720E-18 4.56060192E-20 5.35382932E-18 4.99697873E-18 9.18158743E-16 4.10496261E-18 3.55076437E-16 5.80629168E-15 0.00000000E+00 1.22952778E-15 4.07895001E-20 5.30107447E-20 8.45427956E-20 4.05797706E-19 2.96106590E-17 1.10879642E-20 7.33282685E-19 3.63648869E-19 1.76549078E-18 1.07558019E-19 1.20251894E-19 0.00000000E+00 3.09472674E-16 6.78984804E-19 1.11640450E-17 7.70568047E-20 7.70568047E-20 7.50515337E-17 7.59210348E-17
SI-stem    1.78083859E-20 1.78083859E-20 3.58368861E-20 3.58368861E-20 2.01638004E-20 7.92406203E-21 5.74744669E-19 5.74744669E-19 5.74744669E-19 5.99965874E-17 2.05232261E-16 2.05232261E-16 3.51199427E-14 4.15263443E-13 6.30535607E-14 1.73245589E-13 1.81840081E-16 7.02910457E-16 7.02910457E-16 6.50344297E-17 1.00084927E-15 1.00084927E-15 1.56067570E-16 2.60281225E-16 2.60281225E-16 1.75023842E-20 1.75912849E-20 1.75912849E-20 1.75912849E-20 2.77282717E-20 3.39585716E-19 3.39585716E-19 3.39585716E-19 4.06008493E-19 4.06008493E-19 4.06008493E-19 4.06008493E-19 1.89270415E-19 4.08565046E-19 2.89046191E-17 3.16336916E-15 1.49623581E-18 1.49623581E-18 9.02939417E-19 9.02939417E-19 7.24702153E-20 1.30772227E-18 2.41820412E-18 7.00757570E-19 5.04452145E-21 3.14689759E-19 7.64287090E-21 8.83550562E-17 7.54445763E-17 6.97352792E-19 3.64862029E-17 1.38305012E-17 3.23066779E-15 0.00000000E+00 1.19004451E-15 7.23147546E-21 1.47811454E-18 1.83324258E-20 4.01541455E-19 3.76425695E-17 1.67155961E-19 1.22205606E-19 5.74493785E-20 1.25945571E-15 1.85638630E-16 1.23743993E-16 0.00000000E+00 4.36119064E-16 1.08361348E-18 2.78447540E-17 1.75912849E-20 1.75912849E-20 4.03923149E-19 4.01687088E-19
RC-stem    2.44837294E-20 2.44837294E-20 4.37258447E-20 4.37258447E-20 2.06472054E-20 8.26512279E-21 4.03201256E-19 4.03201256E-19 4.03201256E-19 1.46549131E-18 2.11248223E-18 2.11248223E-18 3.02101593E-16 7.01502906E-16 7.01502906E-16 7.01502906E-16 2.64270025E-14 8.77152106E-13 2.81695657E-13 8.65612062E-17 4.11004265E-16 4.11004265E-16 6.92652044E-19 6.20402156E-19 6.20402156E-19 2.37458794E-20 1.48354444E-20 1.48354444E-20 1.48354444E-20 3.12176362E-20 2.94716572E-19 2.94716572E-19 2.94716572E-19 3.95795705E-19 3.95795705E-19 3.95795705E-19 3.95795705E-19 1.86280060E-19 3.71421550E-19 2.11563759E-18 3.17084507E-15 7.81800367E-19 7.81800367E-19 1.22333691E-18 1.22333691E-18 9.09463615E-20 1.22482150E-18 2.29820386E-18 5.74805392E-19 5.57650912E-21 3.75159320E-19 8.11138808E-21 1.07589732E-15 7.10279076E-16 5.24968465E-19 6.37255812E-17 1.96775351E-16 1.92857424E-15 0.00000000E+00 1.68103984E-16 1.20130472E-20 3.26583570E-19 1.79724942E-20 4.18122532E-19 4.67992670E-19 6.07744669E-20 1.44153682E-19 6.93386264E-20 6.26184240E-18 7.44527981E-19 8.47881398E-19 0.00000000E+00 3.47289841E-16 1.19227450E-18 5.11008289E-17 1.48354444E-20 1.48354444E-20 3.92643440E-19 3.91171971E-19
LC-stem    4.66844589E-20 4.66844589E-20 6.25313393E-20 6.25313393E-20 4.04761857E-20 3.09837701E-20 7.55734450E-19 7.55734450E-19 7.55734450E-19 3.06591826E-17 9.96119878E-16 9.96119878E-16 1.54156475E-16 9.99058874E-16 9.99058874E-16 9.99058874E-16 3.21541391E-16 4.12393499E-16 4.12393499E-16 3.38910029E-14 9.39715516E-13 2.85191055E-13 5.39378062E-16 9.96968133E-17 9.96968133E-17 2.42397582E-20 2.88294261E-20 2.88294261E-20 2.88294261E-20 5.28968646E-20 6.84954744E-19 6.84954744E-19 6.84954744E-19 8.60506949E-19 8.60506949E-19 8.60506949E-19 8.60506949E-19 3.06674579E-19 8.02867814E-19 3.14997295E-18 3.23618787E-15 1.01095270E-18 1.01095270E-18 3.80971966E-17 3.80971966E-17 1.22996361E-19 2.61744995E-17 5.31822806E-17 1.03544495E-17 6.41427556E-21 7.52524407E-19 1.75101953E-20 2.03306353E-18 1.89859508E-18 1.32355314E-18 4.99955905E-18 1.53858952E-18 2.02257431E-15 0.00000000E+00 2.49714047E-17 1.02210354E-20 1.81842128E-19 2.98942236E-20 4.99934095E-19 9.76353809E-17 4.20276425E-20 2.23063302E-19 1.23521573E-19 3.18137129E-18 3.37334498E-19 3.83575518E-19 0.00000000E+00 3.79671440E-16 3.21558181E-17 3.15111917E-17 2.88294261E-20 2.88294261E-20 8.54913338E-19 8.50759275E-19
RS-stem    1.51676912E-21 1.51676912E-21 1.49664347E-20 1.49664347E-20 2.61740980E-22 1.63289070E-22 3.45040730E-20 3.45040730E-20 3.45040730E-20 1.29206229E-19 1.73575528E-19 1.73575528E-19 5.19051303E-17 2.60142908E-16 2.60142908E-16 2.60142908E-16 4.53468179E-19 5.92689350E-19 5.92689350E-19 1.23697256E-18 1.00058890E-16 1.00058890E-16 9.30378027E-14 1.55819529E-12 5.81028787E-13 1.31598961E-21 2.78541362E-22 2.78541362E-22 2.78541362E-22 6.64825172E-22 1.48046492E-20 1.48046492E-20 1.48046492E-20 2.66047149E-20 2.66047149E-20 2.66047149E-20 2.66047149E-20 7.42276005E-21 3.25030047E-20 1.28731064E-19 3.05726754E-15 1.96931470E-18 1.96931470E-18 1.13650102E-18 1.13650102E-18 6.92740330E-20 1.73189501E-18 2.67330313E-18 1.05847083E-18 7.93850835E-23 2.50583214E-20 1.61033399E-22 1.54751304E-19 1.48317910E-19 2.64625233E-20 3.10595893E-19 1.06316661E-19 5.32137462E-15 0.00000000E+00 3.00249815E-19 1.22763125E-22 2.71498617E-16 2.26884415E-22 5.01786323E-19 9.63257879E-20 9.38001453E-19 9.20615988E-21 2.29316160E-21 4.81422494E-18 6.65927629E-16 3.49729376E-17 0.00000000E+00 4.05897113E-16 1.40610389E-18 7.08243348E-17 2.78541362E-22 2.78541362E-22 2.62334734E-20 2.62364507E-20
ET1-bas    1.52997758E-17 1.52997758E-17 3.27550817E-17 3.27550817E-17 1.14796511E-17 5.26837469E-18 2.47280975E-19 2.47280975E-19 2.47280975E-19 3.23000655E-20 2.88618618E-20 2.88618618E-20 7.12525031E-21 1.36091061E-21 1.36091061E-21 1.36091061E-21 1.00482906E-20 1.24105835E-20 1.24105835E-20 9.33260076E-20 1.31347304E-20 1.31347304E-20 3.95510493E-22 2.35505830E-22 2.35505830E-22 6.21225657E-11 3.21317573E-14 3.21317573E-14 3.21317573E-14 2.17072312E-18 3.06447680E-19 3.06447680E-19 3.06447680E-19 2.19028897E-19 2.19028897E-19 2.19028897E-19 2.19028897E-19 1.58861842E-19 1.01219907E-19 2.14519436E-20 5.21239180E-16 1.05239014E-15 1.05239014E-15 4.64956021E-17 4.64956021E-17 7.87201178E-21 3.38279634E-17 3.56882756E-17 2.59694278E-17 4.33379901E-18 9.87301005E-18 2.89022240E-16 2.67757586E-20 6.35368967E-20 1.71930170E-19 2.16527350E-20 6.90810127E-20 8.63364697E-20 0.00000000E+00 2.22370063E-20 1.75992514E-17 1.22647315E-22 2.09159729E-18 5.14006876E-16 1.88595908E-20 6.14553993E-23 3.06671555E-19 4.11479857E-19 2.03575313E-21 1.36348245E-22 2.31780357E-22 0.00000000E+00 4.90037732E-16 3.23143442E-15 7.87285577E-19 3.43473072E-12 3.21317573E-14 2.21787909E-19 2.81307558E-16
ET2-bas    2.04712129E-14 2.04712129E-14 2.75806262E-17 2.75806262E-17 1.05256112E-14 3.82147003E-15 6.16614663E-15 6.16614663E-15 6.16614663E-15 8.34641551E-20 6.35536191E-20 6.35536191E-20 1.70495991E-20 1.41838855E-20 1.41838855E-20 1.41838855E-20 2.39409774E-20 3.18677176E-21 3.18677176E-21 2.19355670E-20 2.37220769E-20 2.37220769E-20 5.11852483E-22 2.11986895E-22 2.11986895E-22 3.22059302E-14 1.94483874E-12 3.24713187E-12 3.02806882E-12 3.13335424E-13 2.12020077E-15 2.12020077E-15 2.12020077E-15 4.96536731E-19 4.96536731E-19 4.96536731E-19 4.96536731E-19 8.12646875E-16 4.43240963E-19 5.05233596E-20 5.46717267E-16 4.26329582E-16 4.26329582E-16 1.05431109E-16 1.05431109E-16 1.22065206E-20 5.89933874E-17 6.83646074E-17 4.97717098E-17 5.37693686E-16 2.04271606E-19 1.61010270E-17 4.88622993E-20 3.64607310E-20 4.05604603E-19 3.11738569E-20 9.71220170E-20 7.19186632E-19 0.00000000E+00 2.60745598E-20 6.32399049E-14 1.20064916E-22 1.26531595E-17 1.99301727E-18 1.03711256E-19 3.58360075E-23 2.32888145E-18 1.28310968E-17 5.70789726E-21 1.70196066E-22 2.99338175E-22 0.00000000E+00 5.52954920E-16 1.85502392E-15 1.22834000E-16 3.21317573E-14 3.43473072E-12 6.68904209E-17 2.01063819E-14
LN-ET      8.76408533E-15 8.76408533E-15 1.71025824E-17 1.71025824E-17 4.40185690E-15 1.00395218E-17 6.61571743E-16 6.61571743E-16 6.61571743E-16 1.09911933E-19 4.12293982E-20 1.58959305E-19 3.27025432E-21 4.65970418E-20 2.77282717E-20 4.65970418E-20 1.14038444E-19 4.36025170E-21 3.16385745E-20 2.96110701E-20 4.81439731E-21 5.26261561E-20 3.54118342E-22 3.93556958E-22 3.79115732E-22 1.61591002E-18 3.12895769E-13 3.12895769E-13 3.12895769E-13 4.06413134E-12 4.78364997E-15 4.78364997E-15 4.78364997E-15 6.95079736E-19 6.95079736E-19 6.95079736E-19 1.04229678E-18 2.65922082E-15 1.03582844E-18 7.03266080E-20 5.99616728E-16 1.86265572E-18 1.86265572E-18 3.91698430E-16 3.91698430E-16 2.36221009E-21 1.16109812E-16 1.41566041E-16 1.10744237E-16 1.34816557E-18 4.02135385E-19 1.42147372E-18 1.13018066E-19 1.57017949E-20 7.94883828E-19 6.87224208E-20 2.03215855E-19 1.73831168E-18 0.00000000E+00 7.63266598E-20 4.30405529E-18 2.09435666E-22 2.17326881E-17 7.99168294E-19 1.94672529E-19 5.51309618E-23 5.09417420E-18 2.54209786E-17 4.14979581E-21 3.28986858E-22 2.32515317E-22 0.00000000E+00 5.19640294E-16 2.38936358E-15 3.45122595E-16 3.12895769E-13 3.12895769E-13 1.50849240E-16 2.78700675E-15
