  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   3.38154771E-13 1.46205518E-12 1.42706960E-12 4.51020514E-14 6.70821909E-13 2.42907181E-17 7.37821124E-19 7.37821124E-19 7.37821124E-19 5.25302297E-20 3.98357766E-20 3.98357766E-20 4.55392238E-23 3.83977639E-21 6.82799981E-21 3.83977639E-21 5.46509957E-21 6.04099321E-21 8.15419832E-21 7.88453762E-21 3.94130809E-21 2.16501312E-20 6.46879341E-25 5.12128694E-24 5.12128694E-24 7.12919459E-18 1.02963877E-14 1.02963877E-14 1.02963877E-14 4.56156343E-15 2.55751844E-19 2.55751844E-19 2.55751844E-19 1.17524661E-19 1.17524661E-19 1.17524661E-19 1.67488785E-19 6.51055112E-19 1.42939526E-19 9.13544310E-21 5.04520431E-16 1.87505066E-16 1.87505066E-16 9.78204196E-17 9.78204196E-17 8.08084551E-21 5.41945002E-17 5.95965966E-17 4.62455110E-17 1.64406648E-18 1.03495706E-19 3.82043638E-18 2.64461353E-20 2.24076216E-20 1.35166199E-19 1.45489224E-20 2.97904752E-20 2.46231865E-19 0.00000000E+00 2.55989834E-20 1.35544955E-17 1.74555350E-25 1.98113742E-17 2.14490533E-19 3.40850769E-20 9.33682208E-26 4.80103383E-19 1.20782649E-18 7.21024342E-22 4.26860214E-25 4.33032606E-25 0.00000000E+00 4.12555683E-17 8.64216437E-17 8.78119704E-17 1.02963877E-14 1.02963877E-14 1.69403317E-19 9.02343347E-17
Oesophagus 8.29912341E-19 8.29912341E-19 7.56389834E-19 7.56389834E-19 9.91432196E-19 4.19970065E-19 4.10790632E-12 7.78477760E-13 8.68828068E-13 1.02846619E-17 5.12457916E-16 5.12457916E-16 4.88736191E-19 2.41417638E-19 2.41417638E-19 2.41417638E-19 2.17194362E-19 1.94088663E-19 1.94088663E-19 4.17933593E-19 3.62047670E-19 3.62047670E-19 1.85523678E-20 6.75880765E-21 6.75880765E-21 1.31815553E-19 3.14170810E-15 3.14170810E-15 3.14170810E-15 1.87084465E-16 2.75972849E-15 2.75972849E-15 2.75972849E-15 9.11603157E-17 9.11603157E-17 9.11603157E-17 9.11603157E-17 1.55352199E-14 7.95477582E-17 1.38959037E-18 2.41579192E-15 1.01421538E-16 1.01421538E-16 4.18977609E-18 4.18977609E-18 4.51821963E-20 1.27107985E-17 2.47518077E-17 5.09886380E-18 9.14896570E-20 4.37202901E-19 1.07778909E-19 9.79678687E-19 9.24763603E-19 1.94739245E-15 6.20146462E-19 4.49942154E-17 2.00727858E-15 0.00000000E+00 1.15797747E-18 1.71752498E-19 6.02249586E-22 1.01914001E-18 1.79809884E-19 1.72133613E-18 3.81716424E-23 8.73924606E-18 4.48257489E-15 1.81825458E-19 5.56571936E-21 1.07082942E-20 0.00000000E+00 1.56324105E-16 8.88365104E-17 1.46344873E-17 3.14170810E-15 3.14170810E-15 1.74747114E-16 1.44768605E-16
St-stem    4.80968890E-20 4.80968890E-20 8.30842215E-20 8.30842215E-20 4.07842094E-20 1.58923031E-20 5.14399322E-16 5.14399322E-16 5.14399322E-16 1.29527641E-13 4.01378948E-12 2.04087949E-13 6.71343004E-17 1.02343164E-16 1.02343164E-16 1.02343164E-16 1.55668908E-18 1.04584044E-18 1.04584044E-18 1.73801665E-16 5.05969898E-16 5.05969898E-16 1.22353002E-19 6.47982987E-20 6.47982987E-20 3.55446587E-20 3.25580900E-20 3.25580900E-20 3.25580900E-20 6.92863780E-20 1.25080550E-18 1.25080550E-18 1.25080550E-18 3.80887565E-17 3.80887565E-17 3.80887565E-17 3.80887565E-17 5.77605617E-19 3.41023834E-17 3.51244326E-18 2.23583494E-15 3.87342191E-19 3.87342191E-19 3.25334514E-19 3.25334514E-19 6.48046523E-20 3.67546195E-19 7.24065773E-19 1.75900506E-19 5.82230829E-21 1.18360389E-18 1.68503516E-20 2.65362895E-18 2.53293478E-18 4.46412705E-16 2.06498573E-18 1.71758622E-16 3.10804226E-15 0.00000000E+00 5.63559584E-16 1.88185605E-20 2.05364447E-20 3.87581523E-20 1.98669673E-19 1.08694197E-17 3.50686052E-21 3.33114893E-19 1.63395121E-19 8.63333148E-19 4.67008882E-20 4.81371041E-20 0.00000000E+00 1.59677011E-16 3.21613231E-19 5.30542557E-18 3.25580900E-20 3.25580900E-20 3.69365284E-17 3.73609632E-17
SI-stem    6.82857806E-21 6.82857806E-21 1.39737173E-20 1.39737173E-20 8.59346259E-21 2.47811879E-21 2.79381190E-19 2.79381190E-19 2.79381190E-19 2.90458097E-17 1.00987172E-16 1.00987172E-16 2.28226682E-14 4.05851018E-13 4.85350391E-14 1.37864934E-13 8.79679261E-17 3.33662212E-16 3.33662212E-16 2.96529964E-17 4.99633170E-16 4.99633170E-16 7.24979513E-17 1.12541913E-16 1.12541913E-16 8.18576199E-21 6.91666594E-21 6.91666594E-21 6.91666594E-21 1.22517182E-20 1.57273992E-19 1.57273992E-19 1.57273992E-19 1.93736516E-19 1.93736516E-19 1.93736516E-19 1.93736516E-19 8.63763988E-20 1.91691358E-19 1.27382366E-17 2.41566962E-15 7.42265003E-19 7.42265003E-19 4.34450722E-19 4.34450722E-19 2.95557075E-20 6.17501409E-19 1.15936559E-18 3.37914547E-19 1.91181802E-21 1.43528545E-19 2.79387790E-21 4.47255820E-17 3.67285720E-17 3.37678897E-19 1.70571291E-17 6.97145980E-18 1.72090142E-15 0.00000000E+00 5.96206282E-16 2.40373172E-21 7.19886957E-19 6.85813951E-21 1.95721564E-19 1.80774383E-17 7.26285811E-20 5.38811977E-20 2.73629338E-20 5.86164959E-16 8.97100540E-17 5.97126615E-17 0.00000000E+00 2.24838725E-16 5.27463089E-19 1.38029205E-17 6.91666594E-21 6.91666594E-21 1.92589097E-19 1.91612117E-19
RC-stem    8.15508413E-21 8.15508413E-21 1.67265514E-20 1.67265514E-20 8.18423660E-21 2.77558383E-21 1.84050431E-19 1.84050431E-19 1.84050431E-19 7.04818087E-19 1.04307937E-18 1.04307937E-18 1.45841584E-16 3.32886281E-16 3.32886281E-16 3.32886281E-16 1.54712561E-14 8.19843394E-13 2.29420103E-13 3.57873945E-17 2.10614739E-16 2.10614739E-16 3.21051037E-19 2.84402951E-19 2.84402951E-19 9.37252689E-21 4.54287895E-21 4.54287895E-21 4.54287895E-21 1.46069876E-20 1.31137006E-19 1.31137006E-19 1.31137006E-19 1.80747535E-19 1.80747535E-19 1.80747535E-19 1.80747535E-19 8.48819676E-20 1.67403950E-19 1.05140138E-18 2.42801950E-15 4.05072959E-19 4.05072959E-19 4.65550536E-19 4.65550536E-19 3.94231537E-20 4.75459218E-19 9.34302862E-19 2.32881991E-19 2.01737626E-21 1.65715319E-19 2.07984226E-21 5.18965886E-16 3.44760392E-16 2.44887545E-19 2.80330997E-17 9.90411174E-17 1.03179018E-15 0.00000000E+00 8.22271615E-17 3.39187016E-21 1.45665679E-19 8.27853118E-21 1.98365252E-19 2.23046492E-19 2.98488375E-20 5.78905740E-20 3.02860131E-20 3.20176632E-18 3.47961663E-19 3.89863935E-19 0.00000000E+00 1.79905428E-16 4.69430098E-19 2.53257766E-17 4.54287895E-21 4.54287895E-21 1.79195125E-19 1.78587006E-19
LC-stem    2.16511378E-20 2.16511378E-20 2.72254592E-20 2.72254592E-20 1.53816977E-20 9.81480751E-21 3.66316410E-19 3.66316410E-19 3.66316410E-19 1.45565607E-17 5.06995469E-16 5.06995469E-16 6.80623421E-17 4.98700479E-16 4.98700479E-16 4.98700479E-16 1.57564002E-16 2.11444078E-16 2.11444078E-16 1.98337283E-14 8.78378867E-13 2.30858865E-13 2.66573101E-16 4.81727373E-17 4.81727373E-17 1.22579649E-20 1.15743479E-20 1.15743479E-20 1.15743479E-20 2.06331757E-20 3.08668646E-19 3.08668646E-19 3.08668646E-19 4.23750198E-19 4.23750198E-19 4.23750198E-19 4.23750198E-19 1.36717084E-19 3.95447532E-19 1.57950332E-18 2.46713397E-15 4.34749329E-19 4.34749329E-19 1.86567510E-17 1.86567510E-17 5.37792913E-20 1.31366235E-17 2.61553152E-17 5.12016556E-18 1.86158552E-21 3.49795124E-19 6.44241136E-21 9.88836446E-19 8.83972026E-19 6.39785904E-19 2.53605018E-18 7.49272286E-19 1.07957233E-15 0.00000000E+00 8.12751664E-18 3.67602822E-21 8.02969263E-20 1.00012338E-20 2.53065785E-19 4.49450398E-17 1.54599267E-20 9.94031467E-20 5.54096619E-20 1.58068465E-18 1.51175583E-19 1.78640060E-19 0.00000000E+00 1.94886455E-16 1.58690435E-17 1.52215844E-17 1.15743479E-20 1.15743479E-20 4.20137404E-19 4.18682129E-19
RS-stem    7.98420661E-24 7.98420661E-24 2.64190611E-21 2.64190611E-21 6.55391241E-25 3.06120696E-25 1.44466215E-20 1.44466215E-20 1.44466215E-20 4.28284528E-20 7.45907852E-20 7.45907852E-20 2.40991930E-17 1.12926083E-16 1.12926083E-16 1.12926083E-16 2.12252389E-19 2.69176166E-19 2.69176166E-19 3.39852555E-19 4.80463515E-17 4.80463515E-17 5.46175981E-14 1.45607707E-12 4.83104881E-13 1.25711765E-22 8.55576094E-25 8.55576094E-25 8.55576094E-25 2.54501583E-24 5.51129649E-21 5.51129649E-21 5.51129649E-21 1.11386585E-20 1.11386585E-20 1.11386585E-20 1.11386585E-20 6.53911278E-22 1.35689927E-20 5.67724052E-20 2.35552073E-15 8.60055051E-19 8.60055051E-19 5.29556021E-19 5.29556021E-19 2.47028193E-20 8.51926812E-19 1.30975087E-18 5.22058345E-19 1.24541386E-25 1.06730596E-20 3.37467212E-25 6.65935617E-20 7.48351424E-20 9.39821144E-21 1.34178282E-19 4.55575749E-20 2.86783464E-15 0.00000000E+00 1.36152299E-19 2.41971077E-25 1.28464549E-16 5.46690920E-25 2.30981788E-19 3.68940694E-20 4.38788929E-19 2.89640888E-21 1.17002238E-23 2.45580295E-18 3.12585002E-16 1.53199463E-17 0.00000000E+00 2.11361429E-16 6.74527803E-19 3.63795456E-17 8.55576094E-25 8.55576094E-25 1.09614714E-20 1.09766031E-20
ET1-bas    7.42166831E-18 7.42166831E-18 1.60055257E-17 1.60055257E-17 5.61131294E-18 2.48708792E-18 1.24461668E-19 1.24461668E-19 1.24461668E-19 1.06582755E-20 1.09550215E-20 1.09550215E-20 6.94616114E-22 3.53804044E-24 3.53804044E-24 3.53804044E-24 5.21837605E-22 4.36527929E-21 4.36527929E-21 1.55559415E-20 4.24641135E-21 4.24641135E-21 4.61044436E-25 2.84929740E-25 2.84929740E-25 6.28637421E-11 1.74683777E-14 1.74683777E-14 1.74683777E-14 9.72516631E-19 1.51628029E-19 1.51628029E-19 1.51628029E-19 8.44332365E-20 8.44332365E-20 8.44332365E-20 8.44332365E-20 5.18799537E-20 3.98858446E-20 2.95630566E-21 4.06633793E-16 5.39722082E-16 5.39722082E-16 2.38960953E-17 2.38960953E-17 7.96631458E-22 1.66719135E-17 1.75015526E-17 1.28052087E-17 1.92668631E-18 4.63723056E-18 9.56885406E-17 3.57367948E-21 2.89992375E-20 7.56578494E-20 1.11864995E-20 2.36051830E-20 2.52041577E-20 0.00000000E+00 7.11318544E-21 7.40408612E-18 2.78212408E-25 9.02002669E-19 2.68599888E-16 1.96901957E-21 1.63616218E-25 1.54974589E-19 1.69120171E-19 8.39396408E-24 9.39406303E-25 4.84403028E-25 0.00000000E+00 2.62204362E-16 1.70256650E-15 2.80147075E-19 3.36772901E-12 1.74683777E-14 8.65454028E-20 1.52899203E-16
ET2-bas    1.03731861E-14 1.03731861E-14 1.38973489E-17 1.38973489E-17 5.19275796E-15 1.12451299E-15 3.14578001E-15 3.14578001E-15 3.14578001E-15 3.15858235E-20 2.56471693E-20 2.56471693E-20 5.53186031E-21 8.45748834E-21 8.45748834E-21 8.45748834E-21 1.33008798E-20 1.21081358E-23 1.21081358E-23 8.09068902E-21 8.39530255E-21 8.39530255E-21 1.58696300E-24 4.75006012E-25 4.75006012E-25 1.75303210E-14 1.94846223E-12 3.27258481E-12 3.00866642E-12 1.76273070E-13 1.18716060E-15 1.18716060E-15 1.18716060E-15 2.13206367E-19 2.13206367E-19 2.13206367E-19 2.13206367E-19 3.07015178E-16 1.92441729E-19 1.16124928E-20 4.25642568E-16 2.12222096E-16 2.12222096E-16 5.29773037E-17 5.29773037E-17 3.34218902E-21 2.97095303E-17 3.41769772E-17 2.45897532E-17 2.72023122E-16 8.87317946E-20 8.21251352E-18 1.62757737E-20 1.31258289E-20 1.92804455E-19 1.50499488E-20 4.33061427E-20 3.85108639E-19 0.00000000E+00 9.89680589E-21 2.87251527E-14 1.10833142E-25 5.69050864E-18 9.79263336E-19 4.21707095E-20 7.61147408E-26 1.14722057E-18 5.15450464E-18 4.74816437E-22 2.95512679E-25 7.06028845E-25 0.00000000E+00 3.00637967E-16 9.73225450E-16 5.83472349E-17 1.74683777E-14 3.36772901E-12 3.73884879E-17 2.01671100E-14
LN-ET      4.45913996E-15 4.45913996E-15 8.40712769E-18 8.40712769E-18 2.24991167E-15 4.85191282E-18 1.95600597E-16 1.95600597E-16 1.95600597E-16 2.53961011E-20 1.16552254E-20 6.92840110E-20 1.35632956E-23 8.93245764E-21 1.22517182E-20 8.93245764E-21 2.05957858E-20 1.22803558E-23 1.46052469E-20 6.12229498E-21 1.80490413E-23 2.06343772E-20 5.20063629E-25 7.31453091E-25 9.62836718E-25 5.75197206E-19 1.75851150E-13 1.75851150E-13 1.75851150E-13 3.22220701E-12 2.43903834E-15 2.43903834E-15 2.43903834E-15 3.02078573E-19 3.02078573E-19 3.02078573E-19 4.94681941E-19 9.73054744E-16 4.94670951E-19 1.97614611E-20 3.70176831E-16 1.11311379E-18 1.11311379E-18 1.98897116E-16 1.98897116E-16 8.44929663E-24 5.67818196E-17 7.25528850E-17 5.69271309E-17 4.94423995E-19 1.84446747E-19 6.06806736E-19 5.64779038E-20 6.48531509E-23 3.74716450E-19 2.80092823E-20 9.14772121E-20 8.51966238E-19 0.00000000E+00 2.96732367E-20 1.97274884E-18 2.88109147E-25 1.18351607E-17 3.41757481E-19 8.28436877E-20 4.30305523E-26 2.46782188E-18 1.26362865E-17 7.11187827E-22 6.22039923E-25 8.33122491E-25 0.00000000E+00 2.77619532E-16 1.18988665E-15 1.80245333E-16 1.75851150E-13 1.75851150E-13 7.68843453E-17 1.56354921E-15
