  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   2.53350096E-13 1.11880348E-12 1.12149016E-12 8.47348064E-14 5.37193122E-13 1.88325578E-14 1.10108194E-15 1.10108194E-15 1.10108194E-15 1.01155219E-16 1.00272325E-16 1.00272325E-16 3.72256797E-17 2.30115646E-17 2.30125982E-17 2.30115646E-17 4.42114905E-17 3.39918506E-17 3.39922568E-17 5.05242104E-17 4.44059374E-17 4.44104537E-17 4.72377755E-18 3.78310538E-18 3.78310538E-18 1.06958904E-14 2.45822520E-14 2.45822520E-14 2.45822520E-14 1.77788728E-14 5.52742490E-16 5.52742490E-16 5.52742490E-16 3.44596220E-16 3.44596220E-16 3.44596220E-16 3.44594847E-16 9.36055456E-16 3.40274585E-16 6.50355741E-17 9.82566352E-16 1.30013961E-15 1.30013961E-15 1.09424728E-15 1.09424728E-15 2.61179120E-17 6.80010554E-16 9.34785067E-16 4.74867008E-16 2.57384223E-15 2.97702994E-16 5.96196293E-15 8.13139795E-17 7.95280776E-17 2.74670127E-16 4.41722339E-17 1.16126180E-16 3.90551809E-16 0.00000000E+00 6.20264605E-17 7.92434392E-15 1.38359376E-18 7.36273372E-15 3.35148480E-16 9.29770733E-17 1.30993637E-18 9.16870290E-16 1.90894390E-15 1.77043578E-17 3.15958875E-18 3.11287641E-18 0.00000000E+00 3.85433983E-16 1.09163940E-15 5.11361428E-16 2.45822520E-14 2.45822520E-14 3.51097064E-16 5.58463684E-16
Oesophagus 1.09902772E-15 1.09902772E-15 7.31168070E-16 7.31168070E-16 1.26789345E-15 7.35870101E-16 3.29067441E-12 4.10190936E-13 6.80320506E-13 2.90125724E-15 3.29637265E-15 3.29637265E-15 7.20570540E-16 3.93707149E-16 3.93707149E-16 3.93707149E-16 4.08483313E-16 3.35087295E-16 3.35087295E-16 6.41085108E-16 5.45044581E-16 5.45044581E-16 5.98857974E-17 3.96466542E-17 3.96466542E-17 3.11161443E-16 5.77973090E-15 5.77973090E-15 5.77973090E-15 8.46688153E-15 9.24267074E-15 9.24267074E-15 9.24267074E-15 4.14639246E-15 4.14639246E-15 4.14639246E-15 4.14639246E-15 2.69254782E-14 4.25856093E-15 1.87536665E-15 3.55608170E-15 1.15220885E-15 1.15220885E-15 7.76739461E-16 7.76739461E-16 1.35017919E-16 1.19924173E-15 2.35575431E-15 5.40629577E-16 2.22143977E-16 8.93153406E-16 2.57115813E-16 1.35441665E-15 1.26369266E-15 1.04184257E-14 9.20889444E-16 2.22549416E-15 4.00556841E-15 0.00000000E+00 1.49713988E-15 3.83119774E-16 1.79514084E-17 1.34521428E-15 3.05882603E-16 2.04984848E-15 4.96873405E-18 8.54230438E-15 1.90830181E-14 3.15112485E-16 3.29274652E-17 3.26068538E-17 0.00000000E+00 7.19800516E-16 1.00017926E-15 5.20812898E-16 5.77973090E-15 5.77973090E-15 4.30575804E-15 4.20950044E-15
St-stem    1.02969991E-16 1.02969991E-16 1.03892758E-16 1.03892758E-16 1.11201218E-16 5.71241626E-17 3.32045670E-15 3.32045670E-15 3.32045670E-15 9.13204730E-14 3.89790042E-12 1.67659981E-13 4.64588552E-15 2.37494687E-15 2.37494687E-15 2.37494687E-15 1.77523812E-15 1.27533689E-15 1.27533689E-15 8.02449855E-15 6.50759613E-15 6.50759613E-15 2.54718693E-16 1.64158490E-16 1.64158490E-16 8.53267903E-17 9.83532002E-17 9.83532002E-17 9.83532002E-17 1.58506619E-16 1.56649334E-15 1.56649334E-15 1.56649334E-15 1.81067974E-15 1.81067974E-15 1.81067974E-15 1.81067974E-15 7.98289601E-16 1.80665155E-15 3.79633759E-15 3.31030239E-15 3.64508017E-16 3.64508017E-16 4.08933997E-16 4.08933997E-16 1.38155339E-16 4.76648048E-16 9.22332225E-16 2.36644141E-16 2.73849239E-17 1.85911682E-15 5.14922952E-17 3.08296426E-15 2.85141830E-15 4.98842453E-15 2.42610253E-15 3.53702288E-15 4.51361543E-15 0.00000000E+00 9.26235480E-15 4.07068935E-17 6.84454633E-17 9.48343153E-17 3.22134334E-16 6.22511600E-15 1.77335447E-17 5.86505063E-16 3.13106359E-16 1.20797164E-15 1.24077696E-16 1.37278979E-16 0.00000000E+00 9.59478540E-16 4.19803769E-16 4.05795174E-16 9.83532002E-17 9.83532002E-17 1.80252679E-15 1.79156016E-15
SI-stem    2.45302652E-17 2.45302652E-17 2.53587404E-17 2.53587404E-17 2.57759589E-17 1.37108333E-17 3.99661369E-16 3.99661369E-16 3.99661369E-16 2.26192339E-15 2.37239697E-15 2.37239697E-15 2.02041391E-14 4.14194226E-13 4.30073579E-14 9.68989098E-14 3.74309141E-15 4.30255170E-15 4.30255170E-15 4.17385045E-15 5.09753358E-15 5.09753358E-15 3.50948935E-15 2.67393010E-15 2.67393010E-15 2.28723636E-17 2.23445627E-17 2.23445627E-17 2.23445627E-17 3.67746118E-17 2.64678609E-16 2.64678609E-16 2.64678609E-16 3.16733976E-16 3.16733976E-16 3.16733976E-16 3.16733976E-16 1.60388654E-16 3.19585086E-16 1.78266242E-15 2.79860825E-15 4.86472648E-16 4.86472648E-16 5.47691257E-16 5.47691257E-16 8.08016509E-17 7.67098878E-16 1.33405266E-15 4.16098826E-16 7.25985230E-18 3.13867008E-16 1.36506850E-17 2.12376393E-15 2.13841039E-15 5.02424197E-16 2.68218523E-15 1.09009696E-15 3.61459681E-15 0.00000000E+00 5.02256618E-15 9.77038712E-18 9.97769562E-16 2.30225480E-17 3.19514635E-16 1.37616895E-15 1.77859044E-16 1.15891609E-16 6.69499238E-17 7.17896969E-15 2.70881564E-15 3.07290364E-15 0.00000000E+00 1.30865512E-15 6.64908683E-16 6.16419950E-16 2.23445627E-17 2.23445627E-17 3.15149522E-16 3.13407045E-16
RC-stem    3.47223026E-17 3.47223026E-17 3.62297035E-17 3.62297035E-17 3.55907026E-17 1.83805436E-17 3.37473038E-16 3.37473038E-16 3.37473038E-16 9.95605882E-16 1.27080526E-15 1.27080526E-15 4.33527213E-15 4.29302136E-15 4.29302136E-15 4.29302136E-15 3.34915445E-14 7.89057560E-13 1.95805308E-13 2.11546663E-15 1.59951625E-15 1.59951625E-15 5.65931044E-16 5.14213036E-16 5.14213036E-16 3.30203790E-17 3.02082428E-17 3.02082428E-17 3.02082428E-17 4.82299791E-17 2.70252414E-16 2.70252414E-16 2.70252414E-16 3.29639610E-16 3.29639610E-16 3.29639610E-16 3.29639610E-16 1.75425208E-16 3.27665950E-16 1.43735804E-15 2.84400237E-15 3.76910442E-16 3.76910442E-16 4.39233862E-16 4.39233862E-16 8.71335285E-17 5.44328911E-16 9.56281549E-16 2.98016250E-16 9.90717780E-18 3.92886173E-16 1.99685057E-17 6.83424279E-15 7.39661770E-15 4.12470757E-16 3.29928368E-15 2.83523810E-15 2.20581386E-15 0.00000000E+00 4.46677859E-15 1.43430110E-17 3.22597603E-16 3.05507778E-17 3.38088079E-16 3.95885564E-16 7.50481495E-17 1.43577348E-16 8.13580133E-17 3.48476128E-15 5.89619039E-16 6.42972271E-16 0.00000000E+00 1.09685637E-15 4.96553556E-16 6.01530919E-16 3.02082428E-17 3.02082428E-17 3.27738479E-16 3.26154409E-16
LC-stem    4.78967855E-17 4.78967855E-17 4.85669109E-17 4.85669109E-17 5.05333136E-17 2.64955033E-17 5.47218982E-16 5.47218982E-16 5.47218982E-16 5.93652238E-15 6.49646791E-15 6.49646791E-15 7.32476314E-15 5.09230089E-15 5.09230089E-15 5.09230089E-15 1.95341192E-15 1.60422756E-15 1.60422756E-15 3.79261107E-14 8.43190011E-13 1.96407545E-13 1.61817232E-15 7.49425344E-16 7.49425344E-16 4.39534789E-17 4.31736644E-17 4.31736644E-17 4.31736644E-17 6.73753732E-17 5.23552375E-16 5.23552375E-16 5.23552375E-16 5.96678955E-16 5.96678955E-16 5.96678955E-16 5.96678955E-16 2.58976542E-16 5.85897966E-16 1.90714216E-15 2.80847989E-15 2.94369596E-16 2.94369596E-16 4.30226793E-16 4.30226793E-16 1.23475566E-16 4.45740455E-16 8.12680092E-16 2.42299987E-16 1.42419103E-17 7.01882269E-16 2.83817556E-17 1.32739148E-15 1.28286072E-15 9.16363953E-16 2.76117706E-15 1.01659717E-15 2.62291806E-15 0.00000000E+00 3.66024032E-15 1.87154648E-17 1.70779457E-16 4.51205598E-17 3.72181461E-16 3.79365006E-15 4.36370118E-17 2.01783987E-16 1.23170260E-16 1.94515988E-15 3.16990336E-16 3.41357749E-16 0.00000000E+00 1.10166240E-15 4.48026745E-16 5.04479260E-16 4.31736644E-17 4.31736644E-17 5.94310320E-16 5.90662511E-16
RS-stem    3.99245521E-18 3.99245521E-18 4.08872629E-18 4.08872629E-18 4.02250649E-18 2.14285760E-18 3.81571974E-17 3.81571974E-17 3.81571974E-17 1.53212912E-16 1.61897527E-16 1.61897527E-16 1.15544309E-15 2.67698461E-15 2.67698461E-15 2.67698461E-15 3.99295668E-16 5.23701899E-16 5.23701899E-16 3.84825030E-16 7.50198070E-16 7.50198070E-16 5.10213140E-14 1.40578807E-12 4.14213069E-13 4.18773735E-18 2.83694194E-18 2.83694194E-18 2.83694194E-18 6.10561888E-18 3.31699852E-17 3.31699852E-17 3.31699852E-17 4.09282623E-17 4.09282623E-17 4.09282623E-17 4.09282623E-17 2.09862984E-17 3.88671166E-17 1.64362768E-16 2.35549714E-15 7.22532441E-16 7.22532441E-16 7.31131265E-16 7.31131265E-16 8.86663156E-17 1.02877381E-15 1.58854879E-15 6.58907421E-16 9.62344291E-19 3.96221681E-17 2.13228628E-18 1.90510966E-16 1.90295919E-16 5.08466905E-17 2.95278345E-16 1.23180343E-16 3.78388630E-15 0.00000000E+00 2.68124674E-16 1.64015218E-18 9.66883734E-15 3.41383032E-18 3.36478921E-16 1.17001029E-16 7.57155184E-16 1.44253087E-17 8.95737365E-18 2.76060145E-15 1.12825203E-14 9.73518065E-15 0.00000000E+00 1.23034466E-15 8.67325719E-16 8.39521342E-16 2.83694194E-18 2.83694194E-18 4.06892825E-17 4.04956004E-17
ET1-bas    1.06100596E-14 1.06100596E-14 1.47855807E-14 1.47855807E-14 8.53930034E-15 3.93802384E-15 3.01501792E-16 3.01501792E-16 3.01501792E-16 7.85942790E-17 7.12006635E-17 7.12006635E-17 3.15856435E-17 1.82698518E-17 1.82698518E-17 1.82698518E-17 3.79768168E-17 2.99845934E-17 2.99845934E-17 5.01933153E-17 4.05826708E-17 4.05826708E-17 4.97879745E-18 2.89567399E-18 2.89567399E-18 6.64711736E-11 2.12994555E-14 2.12994555E-14 2.12994555E-14 1.91443046E-15 2.53886823E-16 2.53886823E-16 2.53886823E-16 1.73932230E-16 1.73932230E-16 1.73932230E-16 1.73932230E-16 2.88903026E-16 1.70493821E-16 4.25330116E-17 3.84602919E-16 1.21190017E-15 1.21190017E-15 5.20462334E-16 5.20462334E-16 1.63515848E-17 3.48272410E-16 4.09160801E-16 2.54300981E-16 2.34057921E-15 2.75245422E-16 2.23146858E-14 6.51921157E-17 5.84143772E-17 1.57438693E-16 2.85074890E-17 9.20976477E-17 1.42149601E-16 0.00000000E+00 4.75542606E-17 5.20034290E-15 1.71219165E-18 1.94184198E-15 5.74263328E-16 5.39886009E-17 9.96192707E-19 3.82684435E-16 4.98872142E-16 1.42261756E-17 1.49566283E-18 3.27974471E-18 0.00000000E+00 4.59571413E-16 1.48656738E-15 1.50370928E-16 3.39711052E-12 2.12994555E-14 1.76461906E-16 3.59391333E-16
ET2-bas    2.46279064E-14 2.46279064E-14 1.14524975E-14 1.14524975E-14 2.19865419E-14 2.95254334E-14 5.75320438E-15 5.75320438E-15 5.75320438E-15 9.51681668E-17 9.52838808E-17 9.52838808E-17 3.27162578E-17 2.18781004E-17 2.18781004E-17 2.18781004E-17 3.39544587E-17 2.90431686E-17 2.90431686E-17 4.41774760E-17 3.83022527E-17 3.83022527E-17 4.19629953E-18 3.03728218E-18 3.03728218E-18 2.13549465E-14 2.16180177E-12 3.40435939E-12 3.12187397E-12 1.08328463E-13 1.49187031E-15 1.49187031E-15 1.49187031E-15 4.38201332E-16 4.38201332E-16 4.38201332E-16 4.38201332E-16 2.56512879E-15 4.23495494E-16 7.03824927E-17 4.58864685E-16 1.43073426E-15 1.43073426E-15 8.10591947E-16 8.10591947E-16 2.36323316E-17 6.75147487E-16 9.95780600E-16 4.39970503E-16 4.69340799E-15 2.35113536E-16 9.64264393E-15 6.88166335E-17 7.41429516E-17 3.23948065E-16 4.34404371E-17 1.11727421E-16 5.08115699E-16 0.00000000E+00 5.87169178E-17 4.39472241E-14 1.51334994E-18 7.06061845E-15 3.45535790E-16 1.05416997E-16 1.98278896E-19 1.65019261E-15 5.04745937E-15 1.67320846E-17 2.65350285E-18 2.36315054E-18 0.00000000E+00 5.46986792E-16 1.63185557E-15 5.04621038E-16 2.12994555E-14 3.39711052E-12 4.71153754E-16 2.24746688E-14
LN-ET      1.76290806E-14 1.76290806E-14 6.66589439E-15 6.66589439E-15 1.95022188E-14 6.36267532E-15 8.38233019E-15 8.38233019E-15 8.38233019E-15 1.60833118E-16 1.30439627E-16 1.30460406E-16 5.16561712E-17 3.18102844E-17 3.67746118E-17 3.18102844E-17 5.83783544E-17 4.83709821E-17 4.83764452E-17 6.95605812E-17 6.49573574E-17 6.49623520E-17 1.72034904E-18 3.40833389E-18 6.10561888E-18 1.96666292E-15 1.08058270E-13 1.08058270E-13 1.08058270E-13 2.71968313E-12 3.24161071E-15 3.24161071E-15 3.24161071E-15 8.39208454E-16 8.39208454E-16 8.39208454E-16 8.39286098E-16 6.59749853E-15 8.15292746E-16 1.20278656E-16 7.87222251E-16 8.98240705E-16 8.98240705E-16 8.64410341E-16 8.64410341E-16 3.83397942E-17 6.83729961E-16 1.15648027E-15 4.36731517E-16 1.18175706E-15 3.73473805E-16 1.61292911E-15 1.17737896E-16 1.15212680E-16 5.93520373E-16 7.35648308E-17 1.75941875E-16 9.83953923E-16 0.00000000E+00 8.82174836E-17 2.87821845E-15 1.99977052E-18 1.12207215E-14 4.01512232E-16 1.77627056E-16 8.41388672E-19 3.47387964E-15 1.17898718E-14 2.44149094E-17 4.61597753E-18 4.60050346E-18 0.00000000E+00 5.44723888E-16 2.53405412E-15 7.31576249E-16 1.08058270E-13 1.08058270E-13 9.14518583E-16 1.80099968E-15
