  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   3.39974996E-15 1.35327523E-13 1.00094888E-16 1.27439817E-16 5.37048136E-14 7.07148951E-17 4.12639845E-19 4.12639845E-19 4.12639845E-19 5.99187149E-25 5.18535062E-25 5.18535062E-25 7.92003080E-26 3.08667050E-28 3.08667050E-28 3.08667050E-28 1.63494490E-25 2.51422271E-27 2.51422271E-27 1.64697277E-25 6.31683848E-27 6.31683848E-27 0.00000000E+00 0.00000000E+00 0.00000000E+00 5.10606890E-18 1.86056154E-16 1.86056154E-16 1.86056154E-16 1.27153798E-16 9.86320748E-21 9.86320748E-21 9.86320748E-21 4.80305748E-22 4.80305748E-22 4.80305748E-22 4.80305748E-22 3.12849786E-20 6.57577940E-24 4.92973118E-27 4.03503230E-17 1.02928856E-18 1.02928856E-18 1.32470399E-18 1.32470399E-18 2.85470748E-27 7.40551753E-19 8.18146411E-19 6.30808438E-19 1.44479913E-19 1.02279932E-20 3.77788806E-19 2.48866502E-25 3.05646186E-26 1.52583596E-22 3.22811119E-27 3.03840175E-25 2.68511963E-20 0.00000000E+00 7.93435841E-26 6.65918034E-18 0.00000000E+00 5.35025846E-18 1.98473538E-19 2.61467344E-25 0.00000000E+00 4.99265320E-21 4.01567497E-20 2.35930726E-27 0.00000000E+00 0.00000000E+00 0.00000000E+00 8.49993192E-19 1.19302998E-18 1.59398160E-18 1.86056154E-16 1.86056154E-16 7.61218707E-22 1.62919762E-18
Oesophagus 3.95834863E-19 3.95834863E-19 1.52504675E-22 1.52504675E-22 3.24259977E-19 7.45450129E-21 3.33631331E-15 3.33631331E-15 9.37909963E-14 4.15970413E-18 1.42369955E-17 1.42369955E-17 5.67801067E-20 4.84022770E-20 4.84022770E-20 4.84022770E-20 1.50961144E-22 1.46038443E-22 1.46038443E-22 2.04940404E-21 1.29059747E-21 1.29059747E-21 9.80984011E-27 4.63303204E-27 4.63303204E-27 2.90015538E-24 5.74279163E-17 5.74279163E-17 5.74279163E-17 6.63403525E-17 7.95007098E-17 7.95007098E-17 7.95007098E-17 5.73312042E-18 5.73312042E-18 5.73312042E-18 5.73312042E-18 2.83526073E-16 5.44328400E-18 1.12156600E-19 2.05034679E-16 1.08064414E-18 1.08064414E-18 2.72033062E-19 2.72033062E-19 1.14755498E-24 6.93576443E-19 1.46356819E-18 2.85409107E-19 1.50598151E-24 1.87102008E-21 2.91695137E-22 2.61940740E-20 2.17962358E-20 5.86798857E-17 1.50969853E-20 2.88534357E-18 3.25638692E-17 0.00000000E+00 8.78522908E-20 2.45683405E-21 4.37353541E-28 3.75449977E-19 5.04395199E-20 1.60498034E-19 0.00000000E+00 1.87108191E-17 1.58325989E-16 8.97604700E-22 3.18250320E-29 5.66112098E-27 0.00000000E+00 2.92147072E-18 2.48797200E-18 4.18420215E-19 5.74279163E-17 5.74279163E-17 8.18318998E-18 7.00339460E-18
St-stem    3.64575502E-25 3.64575502E-25 1.35718714E-25 1.35718714E-25 6.57183222E-25 4.89945073E-26 1.48996810E-17 1.48996810E-17 1.48996810E-17 2.47868783E-16 9.85402309E-13 2.57852523E-14 7.22068325E-18 4.71022531E-18 4.71022531E-18 4.71022531E-18 1.16085428E-18 4.92418965E-19 4.92418965E-19 2.19141174E-17 1.99741815E-17 1.99741815E-17 2.83796962E-24 3.71168936E-23 3.71168936E-23 1.96541942E-22 4.96919953E-25 4.96919953E-25 4.96919953E-25 1.30274259E-24 4.53538020E-19 4.53538020E-19 4.53538020E-19 2.61403446E-18 2.61403446E-18 2.61403446E-18 2.61403446E-18 1.40488860E-20 2.44110454E-18 3.19263904E-18 2.00965305E-16 3.19118148E-20 3.19118148E-20 9.56714045E-20 9.56714045E-20 7.78228991E-23 8.60463652E-20 1.75497257E-19 3.10235310E-20 4.15821712E-27 1.78551290E-19 3.43235377E-25 8.31717791E-19 4.77935038E-19 1.58372307E-17 3.08607010E-19 7.39588971E-18 3.46579000E-17 0.00000000E+00 3.61851951E-17 5.86552115E-26 1.06444625E-25 2.28337922E-24 4.03239730E-20 1.40486213E-17 1.24068247E-27 1.30268572E-22 3.37211665E-24 2.60207546E-20 4.61520848E-25 5.78790639E-25 0.00000000E+00 3.93872491E-18 9.62820274E-20 3.42522675E-19 4.96919953E-25 4.96919953E-25 2.54622908E-18 2.56779499E-18
SI-stem    1.15266198E-26 1.15266198E-26 4.57287095E-27 4.57287095E-27 1.62337644E-26 3.99970458E-27 4.80095552E-20 4.80095552E-20 4.80095552E-20 2.82407125E-18 4.71078762E-18 4.71078762E-18 9.88441591E-17 1.27730104E-13 5.73558936E-15 2.33201289E-16 7.29343651E-18 1.64867935E-17 1.64867935E-17 8.03151225E-18 1.96704913E-17 1.96704913E-17 9.00668428E-18 8.10210393E-18 8.10210393E-18 1.10506031E-25 3.05565306E-27 3.05565306E-27 3.05565306E-27 4.95394802E-26 1.58638390E-21 1.58638390E-21 1.58638390E-21 6.89840278E-21 6.89840278E-21 6.89840278E-21 6.89840278E-21 1.24224024E-22 6.09175809E-21 2.91830908E-18 2.18573974E-16 6.27320946E-20 6.27320946E-20 3.46678469E-20 3.46678469E-20 1.76430122E-23 1.19588431E-19 2.36463537E-19 4.98487290E-20 7.10263947E-29 3.61242483E-22 1.37133771E-27 1.80617896E-18 1.85064023E-18 9.77017166E-21 3.59077811E-18 2.83751140E-19 2.39519324E-17 0.00000000E+00 1.82117273E-17 4.39387305E-28 2.69445662E-20 2.14292780E-26 4.71365010E-20 1.88138362E-18 1.62657931E-24 6.34015346E-25 1.60028001E-25 3.76162986E-17 6.51403786E-18 5.21114348E-18 0.00000000E+00 6.31059981E-18 5.50761899E-20 7.37468456E-19 3.05565306E-27 3.05565306E-27 6.72918896E-21 6.77897958E-21
RC-stem    4.63953930E-26 4.63953930E-26 1.46404994E-27 1.46404994E-27 2.67485232E-26 6.30268672E-28 2.36021921E-22 2.36021921E-22 2.36021921E-22 1.16220390E-19 5.07067012E-19 5.07067012E-19 1.15351172E-17 1.65140382E-17 1.65140382E-17 1.65140382E-17 3.39540904E-16 2.13188714E-13 2.39891771E-14 5.13565074E-18 4.46843709E-18 4.46843709E-18 2.76206114E-22 2.29742037E-22 2.29742037E-22 2.37514303E-25 2.23685334E-26 2.23685334E-26 2.23685334E-26 4.54807648E-26 4.30552911E-23 4.30552911E-23 4.30552911E-23 4.48288051E-23 4.48288051E-23 4.48288051E-23 4.48288051E-23 1.05334151E-24 7.25774104E-24 4.09451722E-20 2.19249378E-16 4.21649412E-20 4.21649412E-20 1.04309832E-19 1.04309832E-19 1.31188819E-24 8.40641023E-20 1.59071364E-19 3.90467681E-20 9.18168097E-28 9.87611303E-24 2.01892123E-27 1.82118308E-17 1.81114969E-17 9.13232006E-24 5.02722373E-18 3.62493532E-18 1.22859453E-17 0.00000000E+00 4.83857104E-18 4.48333573E-28 2.91503215E-24 2.40311953E-26 5.67134989E-20 4.20472365E-23 1.41142175E-25 4.58314002E-25 7.32305044E-26 2.33989241E-18 8.83068128E-22 7.07906952E-22 0.00000000E+00 4.50660771E-18 9.77743751E-20 1.06075106E-18 2.23685334E-26 2.23685334E-26 4.47702950E-23 4.43908207E-23
LC-stem    7.92976069E-26 7.92976069E-26 2.29810304E-26 2.29810304E-26 8.90437907E-26 2.06776803E-26 1.89293049E-21 1.89293049E-21 1.89293049E-21 7.45325305E-18 2.00819148E-17 2.00819148E-17 1.68970037E-17 1.97482989E-17 1.97482989E-17 1.97482989E-17 4.95187020E-18 4.50361541E-18 4.50361541E-18 4.62677076E-16 2.28461353E-13 2.45866075E-14 6.64742224E-18 1.90455058E-18 1.90455058E-18 3.69616968E-23 5.90208819E-26 5.90208819E-26 5.90208819E-26 2.02413178E-25 2.09787108E-20 2.09787108E-20 2.09787108E-20 8.38163647E-20 8.38163647E-20 8.38163647E-20 8.38163647E-20 3.13892099E-22 6.52529741E-20 4.84618253E-19 2.20643016E-16 4.13644270E-20 4.13644270E-20 5.70205027E-19 5.70205027E-19 3.71841418E-23 3.80858928E-19 7.91861767E-19 1.59107043E-19 3.54413911E-28 6.00289425E-21 8.59447243E-26 2.12981872E-20 1.47828416E-20 1.50259090E-20 1.41809780E-18 3.08757419E-20 1.45176673E-17 0.00000000E+00 2.07928869E-18 1.83336345E-26 3.93429296E-23 7.36620232E-26 1.14833102E-19 7.73429868E-18 4.22465199E-26 1.59342006E-24 5.47483922E-25 1.39950783E-19 8.12730606E-23 1.50496126E-22 0.00000000E+00 5.10573262E-18 4.94603749E-19 8.69282284E-19 5.90208819E-26 5.90208819E-26 8.18495479E-20 8.23950944E-20
RS-stem    0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.06414270E-26 4.06414270E-26 4.06414270E-26 8.67751552E-25 7.75933464E-23 7.75933464E-23 2.10840267E-18 8.14739484E-18 8.14739484E-18 8.14739484E-18 1.20795640E-23 1.70116616E-22 1.70116616E-22 2.64961493E-19 1.94038170E-18 1.94038170E-18 5.42772994E-16 3.78416383E-13 5.25446640E-14 4.87874630E-28 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.95482378E-27 1.95482378E-27 1.95482378E-27 1.40320989E-27 1.40320989E-27 1.40320989E-27 1.40320989E-27 1.93963074E-28 2.52434522E-27 4.15674239E-25 2.17597818E-16 2.22901911E-19 2.22901911E-19 4.55125550E-20 4.55125550E-20 1.17848301E-25 1.57233517E-19 2.79764107E-19 7.62647946E-20 0.00000000E+00 4.66514724E-26 0.00000000E+00 5.68152744E-25 4.92327465E-25 4.02480075E-26 8.67325858E-24 2.97395026E-25 3.18873470E-17 0.00000000E+00 2.89220890E-24 0.00000000E+00 2.58684485E-17 0.00000000E+00 1.29628054E-19 4.57895867E-25 5.85226456E-22 9.07491341E-28 5.84245607E-28 1.40347039E-18 4.86023821E-17 1.38914893E-17 0.00000000E+00 5.51674245E-18 7.90692983E-20 1.15872764E-18 0.00000000E+00 0.00000000E+00 1.41587792E-27 1.39385962E-27
ET1-bas    4.85811618E-18 4.85811618E-18 1.34452385E-18 1.34452385E-18 4.19542756E-19 9.50460992E-19 4.92163948E-24 4.92163948E-24 4.92163948E-24 3.12094609E-24 3.12995599E-23 3.12995599E-23 4.57259425E-25 8.78743393E-27 8.78743393E-27 8.78743393E-27 5.29486928E-25 2.63847779E-27 2.63847779E-27 5.80867853E-25 1.07987395E-24 1.07987395E-24 0.00000000E+00 0.00000000E+00 0.00000000E+00 8.80790388E-15 1.84422367E-16 1.84422367E-16 1.84422367E-16 2.06275985E-21 2.00377145E-20 2.00377145E-20 2.00377145E-20 3.65243024E-21 3.65243024E-21 3.65243024E-21 3.65243024E-21 3.10720896E-24 4.55423855E-21 7.32357297E-27 3.82615664E-17 2.31864946E-18 2.31864946E-18 2.78896228E-19 2.78896228E-19 2.83470862E-25 2.22472110E-19 2.22654976E-19 1.84438293E-19 3.33632348E-19 7.20844416E-19 6.37093717E-17 8.72287908E-25 3.39407020E-25 2.87337554E-21 9.00704248E-27 2.65876613E-24 5.68661972E-22 0.00000000E+00 2.30038015E-26 1.05786599E-17 0.00000000E+00 6.44389848E-21 4.75355473E-18 5.51618428E-25 0.00000000E+00 5.14257100E-22 1.26684895E-23 2.72234857E-27 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.31736390E-18 1.42947514E-17 1.21915509E-19 1.62750766E-12 1.84422367E-16 4.13563237E-21 1.61621647E-18
ET2-bas    1.71367543E-16 1.71367543E-16 3.48133762E-19 3.48133762E-19 1.28121688E-16 2.68599016E-16 5.65990379E-17 5.65990379E-17 5.65990379E-17 2.23220652E-25 5.72990716E-25 5.72990716E-25 2.12225274E-26 9.33345158E-26 9.33345158E-26 9.33345158E-26 4.76286897E-27 9.81160352E-26 9.81160352E-26 1.74252840E-26 1.09506643E-25 1.09506643E-25 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.84404658E-16 3.32935711E-15 1.82505568E-12 1.20709692E-13 1.31689595E-15 8.44302453E-18 8.44302453E-18 8.44302453E-18 6.16011163E-21 6.16011163E-21 6.16011163E-21 6.16011163E-21 1.36710153E-17 3.46133556E-21 8.99631141E-27 3.98494618E-17 1.81349625E-18 1.81349625E-18 9.95135305E-19 9.95135305E-19 8.51713117E-26 6.48322259E-19 7.86269045E-19 4.79176640E-19 7.78635123E-18 4.35785480E-21 1.43852949E-17 1.82464490E-25 2.15045179E-25 1.64547127E-21 1.09221231E-25 9.70275336E-25 2.89012671E-19 0.00000000E+00 2.22620450E-25 6.55114503E-16 0.00000000E+00 6.35423527E-18 2.20923204E-19 5.24269913E-25 0.00000000E+00 3.54945315E-19 7.86995010E-18 1.48661049E-27 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.53210128E-18 1.12208443E-17 1.78953176E-18 1.84422367E-16 1.62750766E-12 2.68956848E-19 2.95275212E-17
LN-ET      1.28119346E-16 1.28119346E-16 5.15073674E-20 5.15073674E-20 9.43763797E-17 1.04543477E-18 7.07999613E-17 7.07999613E-17 7.07999613E-17 6.96776507E-26 7.56784807E-26 7.56784807E-26 1.30969895E-24 0.00000000E+00 4.95394802E-26 0.00000000E+00 1.05771575E-24 0.00000000E+00 0.00000000E+00 8.64023346E-26 3.50586437E-26 3.50586437E-26 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.47070193E-21 1.41640980E-15 1.41640980E-15 1.41640980E-15 3.14761136E-13 3.12073590E-17 3.12073590E-17 3.12073590E-17 1.68285162E-20 1.68285162E-20 1.68285162E-20 1.68285162E-20 5.62620374E-17 2.02229130E-20 3.46120595E-26 2.03928733E-17 1.34621141E-19 1.34621141E-19 2.68515681E-18 2.68515681E-18 1.22502314E-24 9.52812160E-19 1.03768218E-18 7.45265566E-19 3.90652780E-23 8.10040907E-21 2.18179227E-22 2.60471254E-24 1.26486196E-24 2.54695054E-21 8.75230624E-28 1.52736800E-24 1.39690151E-18 0.00000000E+00 5.98020504E-26 8.35290966E-20 0.00000000E+00 2.45238489E-17 5.27456909E-19 8.50820042E-26 0.00000000E+00 9.44351325E-19 2.66741763E-17 7.02994714E-28 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.45388175E-18 2.33260715E-17 3.54409245E-18 1.41640980E-15 1.41640980E-15 9.90379085E-19 1.27127628E-17
