  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   3.83172987E-13 2.59317051E-12 1.51927190E-12 2.44324227E-14 8.96387701E-13 6.44367970E-14 3.22279573E-16 3.22279573E-16 3.22279573E-16 1.57585487E-17 1.40423033E-17 1.40423033E-17 4.06288938E-18 3.37152585E-18 3.37152585E-18 3.37152585E-18 2.69289961E-18 2.59316665E-18 2.59316665E-18 2.01962091E-18 1.76599210E-18 1.76599210E-18 4.29703099E-19 4.19650504E-19 4.19650504E-19 2.49508026E-15 2.11514060E-14 2.11514060E-14 2.11514060E-14 4.68350904E-14 3.13978614E-16 3.13978614E-16 3.13978614E-16 8.14670943E-17 8.14670943E-17 8.14670943E-17 8.14670943E-17 3.59115728E-16 8.08443688E-17 1.28027045E-17 6.80379822E-16 1.28045812E-15 1.28045812E-15 4.66837257E-16 4.66837257E-16 4.56734522E-18 2.23735542E-16 2.77166162E-16 1.71280849E-16 3.77994477E-16 1.05874770E-16 9.17950069E-16 1.44895441E-17 1.43934480E-17 6.76438233E-17 7.41839753E-18 2.11305227E-17 8.77887091E-17 3.85385076E-19 9.36331411E-18 1.21059907E-15 0.00000000E+00 3.36414960E-15 6.32896216E-17 1.67393082E-17 0.00000000E+00 2.38477120E-16 6.46486049E-16 3.00925743E-18 4.83090210E-19 4.16635608E-19 3.25716080E-19 1.35699085E-16 8.31149855E-16 2.65344388E-16 2.11514060E-14 2.11514060E-14 8.92033790E-17 2.68082883E-16
Oesophagus 3.23807543E-16 3.23807543E-16 1.83647050E-16 1.83647050E-16 3.63594249E-16 2.48512977E-16 4.77745025E-12 8.82922812E-13 1.29660532E-12 4.11887325E-16 7.02486885E-16 7.02486885E-16 5.16300108E-17 3.98727166E-17 3.98727166E-17 3.98727166E-17 2.03005293E-17 2.07001385E-17 2.07001385E-17 1.77342375E-17 1.71592050E-17 1.71592050E-17 3.83296668E-18 3.24810722E-18 3.24810722E-18 7.68305920E-17 5.49767920E-15 5.49767920E-15 5.49767920E-15 1.22274302E-15 2.55848488E-14 2.55848488E-14 2.55848488E-14 1.15611537E-15 1.15611537E-15 1.15611537E-15 1.15611537E-15 2.15038021E-14 1.13825936E-15 3.43932332E-16 3.73922396E-15 4.18232248E-16 4.18232248E-16 1.69103787E-16 1.69103787E-16 1.87066590E-17 2.59040215E-16 4.80296327E-16 1.14138166E-16 4.49321881E-17 2.35998438E-16 5.07912422E-17 2.37580231E-16 2.40888181E-16 5.79937023E-15 1.24632091E-16 5.54998138E-16 3.27844928E-15 2.73309592E-18 1.30890990E-16 9.09250699E-17 0.00000000E+00 3.09011136E-16 5.55207335E-17 3.35471110E-16 0.00000000E+00 1.66969162E-15 6.80233956E-15 3.74346080E-17 2.78123635E-18 3.08964253E-18 2.77763767E-18 1.39281293E-16 4.10909104E-16 1.79838979E-16 5.49767920E-15 5.49767920E-15 1.96903628E-15 1.43991551E-15
St-stem    1.50255797E-17 1.50255797E-17 1.45052425E-17 1.45052425E-17 1.47061564E-17 1.14932654E-17 7.07684009E-16 7.07684009E-16 7.07684009E-16 1.39502084E-13 5.85580703E-12 2.93752569E-13 1.09444944E-15 1.36785936E-15 1.36785936E-15 1.36785936E-15 1.22528129E-16 1.23423991E-16 1.23423991E-16 2.16016141E-16 2.12458389E-16 2.12458389E-16 2.54390265E-17 2.15401705E-17 2.15401705E-17 1.26935852E-17 1.19586524E-17 1.19586524E-17 1.19586524E-17 1.69934037E-17 1.02845339E-16 1.02845339E-16 1.02845339E-16 3.61387145E-16 3.61387145E-16 3.61387145E-16 3.61387145E-16 8.35562479E-17 3.55764599E-16 1.01966943E-15 3.44933043E-15 5.94918172E-17 5.94918172E-17 7.53143580E-17 7.53143580E-17 1.75586766E-17 9.70195212E-17 1.76064823E-16 4.65668033E-17 3.78539488E-18 1.50085736E-16 9.90145422E-18 1.75888150E-15 8.99927952E-16 8.58025446E-16 7.40097456E-16 1.31494232E-15 2.00898013E-15 1.84949262E-17 6.32377775E-15 5.63453762E-18 0.00000000E+00 1.20323375E-17 5.93248066E-17 3.97433570E-15 0.00000000E+00 6.41728545E-17 3.06561345E-17 3.10631881E-16 2.04256240E-17 2.22346700E-17 1.98546190E-17 1.75297109E-16 1.24748287E-16 1.15623694E-16 1.19586524E-17 1.19586524E-17 3.52757312E-16 3.55471696E-16
SI-stem    3.67865934E-18 3.67865934E-18 3.56350108E-18 3.56350108E-18 3.57955913E-18 2.70556076E-18 4.05994446E-17 4.05994446E-17 4.05994446E-17 5.22083450E-16 1.36904146E-15 1.36904146E-15 2.75269699E-14 6.82757556E-13 7.09877086E-14 1.55662455E-13 9.77096727E-16 1.55403250E-15 1.55403250E-15 1.46620860E-15 2.13078976E-15 2.13078976E-15 1.25121403E-15 1.11577171E-15 1.11577171E-15 3.50670579E-18 2.81590780E-18 2.81590780E-18 2.81590780E-18 3.91326265E-18 1.97313046E-17 1.97313046E-17 1.97313046E-17 3.72748708E-17 3.72748708E-17 3.72748708E-17 3.72748708E-17 1.66825998E-17 3.77685310E-17 6.05644932E-16 3.59604771E-15 8.13958816E-17 8.13958816E-17 1.32517097E-16 1.32517097E-16 1.77852059E-17 1.78855132E-16 2.93784999E-16 9.85353409E-17 8.90779281E-19 2.86654583E-17 2.84738318E-18 1.61103017E-15 7.79049099E-16 5.52937746E-17 7.24397795E-16 3.08969717E-16 3.47653521E-15 1.22648206E-15 2.76968207E-15 1.34791974E-18 0.00000000E+00 2.78441189E-18 5.21898247E-17 2.42517427E-16 0.00000000E+00 1.36690591E-17 6.89455158E-18 2.33797405E-15 1.28701435E-15 9.43789038E-16 7.86970266E-16 2.91297836E-16 1.83628223E-16 1.43263481E-16 2.81590780E-18 2.81590780E-18 3.66889533E-17 3.67744614E-17
RC-stem    2.85354340E-18 2.85354340E-18 2.72808004E-18 2.72808004E-18 2.84255848E-18 2.11958262E-18 2.08376920E-17 2.08376920E-17 2.08376920E-17 8.69942771E-17 1.22613134E-16 1.22613134E-16 6.69611541E-16 1.55405017E-15 1.55405017E-15 1.55405017E-15 2.45130202E-14 1.37171046E-12 3.17531006E-13 4.22371426E-16 7.74929222E-16 7.74929222E-16 1.70536052E-16 1.56115969E-16 1.56115969E-16 2.70742072E-18 2.18013425E-18 2.18013425E-18 2.18013425E-18 3.05759571E-18 1.28769158E-17 1.28769158E-17 1.28769158E-17 2.32412766E-17 2.32412766E-17 2.32412766E-17 2.32412766E-17 1.12767174E-17 2.30962388E-17 1.74770151E-16 3.36261736E-15 7.43595665E-17 7.43595665E-17 1.11071680E-16 1.11071680E-16 1.59505475E-17 1.33091376E-16 2.12876937E-16 7.69530419E-17 7.00535615E-19 1.84334224E-17 2.32766355E-18 2.58264604E-16 2.61772361E-16 2.62803493E-17 9.14458093E-16 2.17166056E-16 2.33466398E-15 1.73058236E-16 6.27752188E-16 1.00883251E-18 0.00000000E+00 2.16866847E-18 5.62723086E-17 4.76068291E-17 0.00000000E+00 1.00661526E-17 5.23688150E-18 7.94486366E-16 2.32335466E-16 2.68888576E-16 1.70623888E-16 2.32434638E-16 1.27840350E-16 2.34368799E-16 2.18013425E-18 2.18013425E-18 2.28979082E-17 2.29344395E-17
LC-stem    2.05015125E-18 2.05015125E-18 2.05773174E-18 2.05773174E-18 1.95201559E-18 1.48497633E-18 1.70025751E-17 1.70025751E-17 1.70025751E-17 1.59658080E-16 2.12305746E-16 2.12305746E-16 8.98325046E-16 2.12779497E-15 2.12779497E-15 2.12779497E-15 4.84537413E-16 7.69892573E-16 7.69892573E-16 3.01804020E-14 1.41055886E-12 3.19082235E-13 7.34509879E-16 6.26373314E-16 6.26373314E-16 2.22488949E-18 1.47938051E-18 1.47938051E-18 1.47938051E-18 2.05434640E-18 9.65286011E-18 9.65286011E-18 9.65286011E-18 1.77854560E-17 1.77854560E-17 1.77854560E-17 1.77854560E-17 8.08587093E-18 1.79121023E-17 9.94127032E-17 3.46073420E-15 7.65728389E-17 7.65728389E-17 1.09049214E-16 1.09049214E-16 1.61814754E-17 1.36350951E-16 2.09919403E-16 8.26470815E-17 5.21925413E-19 1.43801903E-17 1.89616685E-18 1.25466772E-16 1.27442338E-16 2.54538749E-17 2.24076581E-16 6.81035942E-17 2.07246581E-15 1.91101692E-16 2.56201261E-16 7.23628744E-19 0.00000000E+00 1.53190770E-18 5.50769220E-17 8.90459249E-17 0.00000000E+00 6.63621369E-18 3.45488667E-18 8.07638257E-16 3.23807393E-16 3.63065065E-16 2.35912365E-16 2.42895965E-16 1.25314125E-16 1.99988807E-16 1.47938051E-18 1.47938051E-18 1.75142263E-17 1.75485537E-17
RS-stem    4.78129824E-19 4.78129824E-19 4.91260002E-19 4.91260002E-19 3.90874232E-19 3.36253467E-19 3.18417765E-18 3.18417765E-18 3.18417765E-18 1.72848981E-17 2.19991443E-17 2.19991443E-17 1.07472735E-15 1.11819688E-15 1.11819688E-15 1.11819688E-15 1.56144037E-16 1.58382335E-16 1.58382335E-16 2.85847326E-16 6.29134072E-16 6.29134072E-16 6.77593762E-14 2.33570153E-12 6.46463632E-13 5.14866164E-19 3.79680266E-19 3.79680266E-19 3.79680266E-19 4.30795496E-19 2.19127337E-18 2.19127337E-18 2.19127337E-18 3.96989832E-18 3.96989832E-18 3.96989832E-18 3.96238626E-18 1.86116554E-18 3.94173511E-18 2.14500895E-17 3.39743091E-15 9.17571911E-17 9.17571911E-17 1.19522828E-16 1.19522828E-16 3.39064051E-17 2.15490879E-16 3.16110067E-16 1.39208606E-16 1.19406633E-19 2.82138844E-18 4.12636034E-19 2.27129844E-17 2.28164513E-17 4.48330807E-18 4.03158443E-17 1.50468126E-17 2.54840165E-15 6.70540174E-15 3.64952223E-17 1.88599599E-19 0.00000000E+00 3.76797449E-19 5.37990541E-17 1.35215702E-17 0.00000000E+00 1.41312407E-18 8.00156254E-19 2.20293100E-15 6.34463468E-15 2.41874585E-15 1.00102468E-14 3.11154283E-16 1.57346756E-16 2.10862003E-16 3.79680266E-19 3.79680266E-19 3.90368441E-18 3.91017550E-18
ET1-bas    2.47657160E-15 2.47657160E-15 3.13549340E-15 3.13549340E-15 1.76967803E-15 1.21899869E-15 7.45599856E-17 7.45599856E-17 7.45599856E-17 1.18392950E-17 1.13930005E-17 1.13930005E-17 3.21783693E-18 3.04214396E-18 3.04214396E-18 3.04214396E-18 2.51578382E-18 2.52295103E-18 2.52295103E-18 1.75876641E-18 2.05179739E-18 2.05179739E-18 3.48124024E-19 3.64300532E-19 3.64300532E-19 8.57076420E-11 2.34744431E-15 2.34744431E-15 2.34744431E-15 5.35723683E-16 7.53006005E-17 7.53006005E-17 7.53006005E-17 4.20266190E-17 4.20266190E-17 4.20266190E-17 4.20266190E-17 8.58763633E-17 3.85608996E-17 8.34580522E-18 4.38384958E-16 7.03705190E-16 7.03705190E-16 1.92630264E-16 1.92630264E-16 3.23714604E-18 8.11326795E-17 9.58549715E-17 6.51705938E-17 4.09588183E-16 9.36562768E-17 4.00011796E-15 1.19621263E-17 1.14674559E-17 3.81283754E-17 5.60366091E-18 1.43326300E-17 3.24036506E-17 1.77006363E-19 7.46541399E-18 6.99001807E-16 0.00000000E+00 4.82975230E-16 1.66431982E-16 1.11296636E-17 0.00000000E+00 9.48799416E-17 1.48264526E-16 2.02765650E-18 6.76844882E-19 7.23713338E-19 3.71086553E-19 6.58897368E-16 2.26994323E-16 6.45246877E-17 6.90756373E-12 2.34744431E-15 4.31406054E-17 6.25140186E-17
ET2-bas    2.11045348E-14 2.11045348E-14 2.00065208E-15 2.00065208E-15 1.32532807E-14 9.85973033E-15 5.47057409E-15 5.47057409E-15 5.47057409E-15 1.27665378E-17 1.09360024E-17 1.09360024E-17 3.10505431E-18 2.73508385E-18 2.73508385E-18 2.73508385E-18 2.21305553E-18 1.94445433E-18 1.94445433E-18 1.40427251E-18 1.38284833E-18 1.38284833E-18 2.99921664E-19 3.07166064E-19 3.07166064E-19 2.35695144E-15 2.71373673E-12 7.13212049E-12 4.35740708E-12 6.26616302E-14 8.19300627E-15 8.19300627E-15 8.19300627E-15 8.61731943E-17 8.61731943E-17 8.61731943E-17 8.61731943E-17 1.19304131E-14 8.46393894E-17 1.11254581E-17 4.75271463E-16 5.00543679E-16 5.00543679E-16 3.08739228E-16 3.08739228E-16 4.35735579E-18 1.80198283E-16 2.65791476E-16 1.13534222E-16 6.62696571E-16 7.84737220E-17 9.07963936E-16 1.09617718E-17 1.11246459E-17 6.26550342E-17 6.72058649E-18 1.74243136E-17 1.34996840E-16 2.24406929E-19 7.21590218E-18 2.94899007E-15 0.00000000E+00 2.71335692E-15 5.53483227E-17 1.64155170E-17 0.00000000E+00 2.74850477E-16 1.15217998E-15 2.24890489E-18 2.46581887E-19 3.19765467E-19 2.96041951E-19 4.09134265E-16 5.40299770E-15 1.53133380E-16 2.34744431E-15 6.90756373E-12 3.56477678E-16 2.81409603E-14
LN-ET      4.70606979E-14 4.70606979E-14 2.02344237E-15 2.02344237E-15 2.27842826E-14 3.10233309E-15 1.25380704E-15 1.25380704E-15 1.25380704E-15 1.87059620E-17 1.75606399E-17 1.75870807E-17 4.60177322E-18 2.94074725E-18 2.94074725E-18 2.94074725E-18 2.80339852E-18 3.31517906E-18 3.31517906E-18 1.52357887E-18 1.47850804E-18 1.47850804E-18 4.48621029E-19 2.25805793E-19 4.30790275E-19 5.55528789E-16 6.30712700E-14 6.30712700E-14 6.30712700E-14 4.94331123E-12 2.29199686E-15 2.29199686E-15 2.29199686E-15 1.32856334E-16 1.32856334E-16 1.32856334E-16 1.32856334E-16 2.22651936E-15 1.28660788E-16 1.56373847E-17 1.31053667E-16 2.35942912E-16 2.35942912E-16 1.96006623E-16 1.96006623E-16 5.84170403E-18 1.45783779E-16 2.23362004E-16 8.06932534E-17 2.62364239E-16 1.30267958E-16 3.27233475E-16 1.70137899E-17 1.57937430E-17 9.34291065E-17 9.84036024E-18 2.59178588E-17 1.75116658E-16 6.81850167E-19 9.97769015E-18 7.31614296E-16 0.00000000E+00 9.40929162E-15 7.03258570E-17 2.37337731E-17 0.00000000E+00 4.42802120E-16 2.04216777E-15 3.36832091E-18 4.93967483E-19 3.69501398E-19 4.38852864E-19 2.84271074E-16 5.98709993E-15 5.82979976E-16 6.30712700E-14 6.30712700E-14 2.04875097E-16 7.05220648E-16
