  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   3.30615906E-12 1.69274499E-09 1.93414228E-12 1.52213159E-12 2.75863214E-12 1.32596145E-12 3.72589801E-14 3.72589801E-14 3.72589801E-14 1.31999286E-15 1.13623255E-15 1.13623255E-15 3.85130364E-16 3.30125822E-16 3.30125822E-16 3.30125822E-16 2.47025798E-16 2.49560383E-16 2.49560383E-16 2.03412489E-16 1.97778482E-16 1.97778482E-16 9.78943035E-17 9.11432815E-17 9.11432815E-17 3.31236447E-13 7.12825022E-13 7.12825022E-13 7.12825022E-13 1.09112204E-12 3.52505631E-14 3.52505631E-14 3.52505631E-14 7.47503294E-15 7.47503294E-15 7.47503294E-15 7.47503294E-15 4.03777628E-14 7.39770012E-15 1.19426630E-15 2.88744411E-13 3.34642337E-14 3.34642337E-14 3.19020071E-14 3.19020071E-14 3.52715283E-16 1.72204267E-14 2.38162282E-14 1.28824611E-14 4.25987449E-14 1.05321790E-14 1.10340654E-13 1.23333129E-15 1.24789689E-15 5.98333180E-15 6.90936833E-16 1.70965839E-15 9.79617988E-15 9.10785052E-17 8.19558823E-16 1.67029797E-13 0.00000000E+00 3.54894186E-13 6.95302602E-15 1.34726431E-15 0.00000000E+00 2.32370617E-14 7.13544289E-14 3.41493797E-16 7.71378342E-17 8.22468504E-17 9.29951911E-17 8.68034403E-15 3.27475465E-14 9.16263701E-15 3.63890068E-13 7.12825022E-13 7.41713263E-15 6.07047780E-16
Oesophagus 2.06027480E-14 2.06027480E-14 1.12432082E-14 1.12432082E-14 2.31347000E-14 1.49145027E-14 2.67479639E-12 1.97204214E-12 8.79401855E-10 2.67277598E-14 2.46417959E-14 2.46417959E-14 2.80614646E-15 2.16560676E-15 2.16560676E-15 2.16560676E-15 9.45757227E-16 9.60546201E-16 9.60546201E-16 7.90012623E-16 7.61718977E-16 7.61718977E-16 2.28477600E-16 2.01581904E-16 2.01581904E-16 3.85281149E-15 6.76717626E-14 6.76717626E-14 6.76717626E-14 7.97807318E-14 3.47174920E-13 3.47174920E-13 3.47174920E-13 5.92536205E-14 5.92536205E-14 5.92536205E-14 5.92536205E-14 3.49771806E-13 5.95021542E-14 2.23456259E-14 1.79634692E-12 1.39133840E-14 1.39133840E-14 1.16359183E-14 1.16359183E-14 9.36845285E-16 1.81098985E-14 3.30198720E-14 7.75802098E-15 2.23735815E-15 1.31692811E-14 2.35474657E-15 1.48422657E-14 1.51252351E-14 1.20048642E-13 7.15778315E-15 2.44291599E-14 4.50749525E-14 1.94695950E-16 7.54585935E-15 5.40248332E-15 0.00000000E+00 1.89763957E-14 3.02809860E-15 2.13021285E-14 0.00000000E+00 1.10807892E-13 2.56055301E-13 2.12801064E-15 1.65964667E-16 1.78630310E-16 1.92904137E-16 4.80391238E-15 1.34437790E-14 6.99070301E-15 1.28598970E-14 6.76717626E-14 6.11348190E-14 3.28360179E-15
St-stem    5.43029122E-16 5.43029122E-16 5.40041802E-16 5.40041802E-16 5.33242523E-16 4.16217162E-16 2.46572050E-14 2.46572050E-14 2.46572050E-14 4.16109899E-13 7.97174501E-09 2.19957783E-10 5.78330656E-14 4.10008655E-14 4.10008655E-14 4.10008655E-14 6.35544211E-15 6.37542259E-15 6.37542259E-15 1.17526266E-14 1.15149370E-14 1.15149370E-14 1.20628819E-15 1.02779240E-15 1.02779240E-15 4.47797939E-16 4.49034788E-16 4.49034788E-16 4.49034788E-16 6.36940247E-16 5.67538370E-15 5.67538370E-15 5.67538370E-15 1.49522618E-14 1.49522618E-14 1.49522618E-14 1.49522618E-14 4.40926831E-15 1.50270286E-14 6.60020347E-14 1.77927873E-12 3.46586762E-15 3.46586762E-15 4.55095096E-15 4.55095096E-15 7.93399883E-16 5.87790773E-15 1.07425135E-14 2.66894772E-15 1.41325799E-16 7.43636075E-15 3.18102589E-16 6.53493302E-14 5.72793228E-14 3.42098155E-14 4.75731681E-14 4.58035527E-14 3.11994343E-14 9.20219822E-16 1.61816697E-13 2.39843306E-16 0.00000000E+00 4.32991341E-16 3.09810138E-15 1.36563641E-13 0.00000000E+00 3.13038216E-15 1.31881803E-15 1.92897437E-14 9.01234646E-16 9.93773937E-16 9.72475357E-16 5.82975659E-15 3.86604458E-15 4.75198904E-15 4.47110515E-16 4.49034788E-16 1.50187964E-14 8.55964112E-16
SI-stem    1.29986493E-16 1.29986493E-16 1.27459827E-16 1.27459827E-16 1.28698456E-16 1.04800668E-16 2.15350759E-15 2.15350759E-15 2.15350759E-15 2.89989728E-14 4.09002825E-14 4.09002825E-14 1.58619437E-13 1.10519300E-09 5.03289050E-11 2.23029018E-13 5.24788524E-14 5.64451222E-14 5.64451222E-14 7.24389139E-14 7.58984755E-14 7.58984755E-14 5.79151389E-14 4.50479136E-14 4.50479136E-14 1.13111586E-16 1.11717506E-16 1.11717506E-16 1.11717506E-16 1.47519488E-16 9.22655965E-16 9.22655965E-16 9.22655965E-16 1.81575299E-15 1.81575299E-15 1.81575299E-15 1.81575299E-15 7.83778356E-16 1.82267811E-15 2.34651589E-14 1.92502821E-12 5.08494055E-15 5.08494055E-15 8.71795064E-15 8.71795064E-15 7.53674383E-16 1.14524220E-14 1.87907256E-14 6.11841670E-15 4.20899483E-17 1.12655130E-15 8.62501970E-17 3.59408322E-14 3.44253387E-14 2.80167048E-15 4.07309397E-14 1.36072236E-14 4.97451607E-14 4.75376477E-14 8.02374629E-14 6.98898192E-17 0.00000000E+00 1.03302246E-16 2.56244661E-15 1.44043118E-14 0.00000000E+00 6.13922381E-16 2.83402300E-16 9.84262661E-14 4.07282596E-14 4.86275102E-14 4.32511207E-14 8.50233554E-15 6.04739115E-15 7.62852252E-15 1.10505927E-16 1.11717506E-16 1.81973154E-15 1.22987222E-16
RC-stem    1.02474217E-16 1.02474217E-16 9.75934680E-17 9.75934680E-17 1.01819864E-16 8.75489699E-17 9.83586240E-16 9.83586240E-16 9.83586240E-16 4.31466058E-15 6.37205712E-15 6.37205712E-15 3.99053730E-14 5.65235633E-14 5.65235633E-14 5.65235633E-14 4.23692614E-13 1.75819032E-09 2.09619315E-10 2.35001533E-14 2.60048016E-14 2.60048016E-14 9.07609321E-15 8.22082294E-15 8.22082294E-15 8.65367605E-17 9.31057819E-17 9.31057819E-17 9.31057819E-17 1.18282609E-16 5.78594521E-16 5.78594521E-16 5.78594521E-16 1.01851294E-15 1.01851294E-15 1.01851294E-15 1.01851294E-15 5.21397996E-16 1.01997441E-15 9.85627660E-15 1.86758895E-12 4.67391476E-15 4.67391476E-15 7.24059555E-15 7.24059555E-15 6.88653661E-16 8.43646608E-15 1.35564023E-14 4.76327010E-15 3.78159241E-17 6.52827006E-16 6.73218131E-17 1.48112209E-14 1.50243498E-14 1.17836379E-15 3.48451143E-14 1.06461367E-14 3.14562672E-14 9.52433889E-15 3.17740630E-14 6.25299215E-17 0.00000000E+00 8.38279583E-17 2.89633461E-15 2.18952669E-15 0.00000000E+00 4.46479577E-16 2.20734286E-16 5.16559906E-14 1.28727904E-14 1.51175035E-14 9.14686430E-15 7.42955729E-15 5.30944636E-15 8.79144644E-15 8.53374179E-17 9.31057819E-17 1.01880866E-15 8.88213716E-17
LC-stem    7.78102094E-17 7.78102094E-17 7.43578665E-17 7.43578665E-17 7.60392130E-17 6.62122963E-17 7.94490540E-16 7.94490540E-16 7.94490540E-16 8.34423699E-15 1.15102526E-14 1.15102526E-14 5.26718779E-14 7.59747541E-14 7.59747541E-14 7.59747541E-14 2.31492565E-14 2.60023080E-14 2.60023080E-14 5.13727840E-13 1.80674218E-09 2.09674806E-10 2.70123937E-14 2.03796457E-14 2.03796457E-14 7.00078992E-17 6.95387631E-17 6.95387631E-17 6.95387631E-17 8.73504343E-17 4.35976692E-16 4.35976692E-16 4.35976692E-16 7.53143597E-16 7.53143597E-16 7.53143597E-16 7.53143597E-16 3.75615810E-16 7.53872409E-16 5.10382294E-15 1.86780348E-12 4.83433629E-15 4.83433629E-15 7.07931737E-15 7.07931737E-15 7.16055183E-16 8.73601643E-15 1.34718530E-14 5.13351285E-15 2.97123750E-17 5.05966158E-16 5.57834586E-17 6.40994415E-15 6.52701096E-15 1.11707166E-15 1.27071504E-14 3.20417371E-15 3.60663080E-14 1.05073170E-14 1.42123720E-14 4.87352993E-17 0.00000000E+00 6.28527733E-17 2.83419814E-15 4.08563037E-15 0.00000000E+00 3.09388917E-16 1.55486326E-16 5.23938398E-14 1.90667710E-14 2.16287562E-14 1.34278383E-14 7.97794400E-15 5.39371306E-15 8.81177180E-15 6.65882102E-17 6.95387631E-17 7.52406060E-16 7.18640629E-17
RS-stem    2.40398747E-17 2.40398747E-17 2.28384232E-17 2.28384232E-17 2.51019183E-17 2.29282206E-17 1.88002070E-16 1.88002070E-16 1.88002070E-16 7.71795280E-16 9.32437548E-16 9.32437548E-16 5.35215345E-14 4.49719503E-14 4.49719503E-14 4.49719503E-14 7.85986047E-15 8.02862838E-15 8.02862838E-15 1.59739923E-14 2.01906977E-14 2.01906977E-14 5.30362135E-13 3.00243302E-09 4.33930386E-10 1.87666301E-17 2.41754453E-17 2.41754453E-17 2.41754453E-17 2.86681640E-17 1.24670253E-16 1.24670253E-16 1.24670253E-16 1.84233282E-16 1.84233282E-16 1.84233282E-16 1.84234359E-16 1.09430571E-16 1.83407365E-16 1.01345517E-15 1.86700235E-12 5.70416053E-15 5.70416053E-15 7.47865171E-15 7.47865171E-15 1.61232164E-15 1.24344574E-14 1.71082365E-14 8.17738399E-15 1.10254079E-17 1.09921960E-16 1.48515504E-17 1.08685750E-15 1.10910501E-15 2.33377118E-16 1.80978876E-15 6.52013244E-16 3.64659877E-14 2.85058162E-13 1.67620391E-15 1.86834830E-17 0.00000000E+00 2.12764319E-17 2.56901041E-15 5.64819553E-16 0.00000000E+00 9.19068292E-17 5.04302201E-17 5.08926229E-14 1.24980394E-13 1.13123902E-13 3.45334760E-13 1.02363841E-14 6.19533631E-15 1.01518981E-14 1.73977259E-17 2.41754453E-17 1.83727092E-16 2.33882622E-17
ET1-bas    1.84404862E-13 1.84404862E-13 2.69428632E-13 2.69428632E-13 1.32869935E-13 8.71068537E-14 3.94149186E-15 3.94149186E-15 3.94149186E-15 6.06127443E-16 5.39829699E-16 5.39829699E-16 1.93971304E-16 1.72113687E-16 1.72113687E-16 1.72113687E-16 1.32027100E-16 1.29862946E-16 1.29862946E-16 1.14986917E-16 1.15459817E-16 1.15459817E-16 5.06505090E-17 4.73634542E-17 4.73634542E-17 2.40437002E-08 1.18916151E-13 1.18916151E-13 1.18916151E-13 3.49067691E-14 4.09520698E-15 4.09520698E-15 4.09520698E-15 2.08969792E-15 2.08969792E-15 2.08969792E-15 2.08969792E-15 4.48222840E-15 2.02606714E-15 4.93790728E-16 2.80647707E-13 1.64488089E-14 1.64488089E-14 1.03873045E-14 1.03873045E-14 1.37044503E-16 4.49272732E-15 5.86864369E-15 3.62746862E-15 2.55087422E-14 4.96583936E-15 2.91251278E-13 5.69998815E-16 5.60397820E-16 2.02127773E-15 3.06029051E-16 7.28732949E-16 1.72830433E-15 4.90646902E-17 4.11206583E-16 4.70416800E-14 0.00000000E+00 3.11784312E-14 5.25360788E-15 5.31903282E-16 0.00000000E+00 5.11011956E-15 7.79583861E-15 1.66845145E-16 4.64579938E-17 4.90159318E-17 4.83044875E-17 6.73113119E-15 1.44033500E-14 2.02907953E-15 7.99591293E-09 1.18916151E-13 2.04270341E-15 2.09376934E-16
ET2-bas    4.10259774E-13 4.10259774E-13 1.58359924E-13 1.58359924E-13 4.50288340E-13 5.46575064E-13 6.82647380E-14 6.82647380E-14 6.82647380E-14 6.43653562E-16 5.31393449E-16 5.31393449E-16 1.79995400E-16 1.58086914E-16 1.58086914E-16 1.58086914E-16 1.20790726E-16 1.18523906E-16 1.18523906E-16 9.29870293E-17 9.04652617E-17 9.04652617E-17 4.65495035E-17 4.27796555E-17 4.27796555E-17 1.19757250E-13 1.84654671E-10 1.50549192E-08 6.80843165E-09 8.70729568E-13 5.49728341E-14 5.49728341E-14 5.49728341E-14 4.54593007E-15 4.54593007E-15 4.54593007E-15 4.54593007E-15 7.33015442E-14 4.52579446E-15 5.87351700E-16 2.85216659E-13 2.02190730E-14 2.02190730E-14 1.85878165E-14 1.85878165E-14 1.74325631E-16 1.14153585E-14 1.80890739E-14 7.06579842E-15 4.43695972E-14 3.78456311E-15 5.97529803E-14 5.70613974E-16 5.74419897E-16 3.05566794E-15 3.49545489E-16 8.12483840E-16 8.57972500E-15 4.36870057E-17 3.79185263E-16 2.36772472E-13 0.00000000E+00 1.89084472E-13 3.36830645E-15 7.38226066E-16 0.00000000E+00 1.55635925E-14 7.86304333E-14 1.57908801E-16 3.62796241E-17 3.92440709E-17 4.32312356E-17 5.96738349E-15 2.48081687E-14 6.39770633E-15 1.19700114E-13 7.99192470E-09 4.82730237E-15 1.59912681E-12
LN-ET      6.46408670E-13 6.46408670E-13 1.59940371E-13 1.59940371E-13 5.92703489E-13 2.13626802E-13 8.09796592E-14 8.09796592E-14 8.09796592E-14 8.77603439E-16 7.50452885E-16 7.50532316E-16 2.37130548E-16 2.05493613E-16 2.05493613E-16 2.05493613E-16 1.52472441E-16 1.54498062E-16 1.54498062E-16 1.27009026E-16 1.14193884E-16 1.14193884E-16 5.41402137E-17 5.04094821E-17 5.22735113E-17 3.52467143E-14 8.75540223E-13 8.75540223E-13 8.75540223E-13 2.99801626E-09 9.27985261E-14 9.27985261E-14 9.27985261E-14 7.12599810E-15 7.12599810E-15 7.12599810E-15 7.12599810E-15 1.20474881E-13 7.09174008E-15 8.45031809E-16 5.10801586E-13 1.35075637E-14 1.35075637E-14 1.28253082E-14 1.28253082E-14 2.46576488E-16 9.48684324E-15 1.53972359E-14 5.53694931E-15 1.50747875E-14 6.59392659E-15 1.89894496E-14 7.80531284E-16 7.81687911E-16 4.76100808E-15 4.48633495E-16 1.25932919E-15 1.11457889E-14 5.41161669E-17 5.12063737E-16 4.96126236E-14 0.00000000E+00 3.05461806E-13 4.06416527E-15 9.99955956E-16 0.00000000E+00 2.50907040E-14 1.39160652E-13 2.06922795E-16 4.58696979E-17 4.41530366E-17 5.32457722E-17 5.14619895E-15 1.99620049E-14 8.50314126E-15 1.84319750E-13 8.75540223E-13 7.38318445E-15 1.79738787E-15
