  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   3.38154775E-13 2.12000492E-12 1.42706960E-12 1.43421723E-14 7.52385309E-13 5.08874456E-14 1.68757623E-18 1.68757623E-18 1.68757623E-18 3.86305441E-20 4.87828015E-20 4.87828015E-20 3.70663616E-21 3.12968259E-21 3.12968259E-21 3.12968259E-21 3.23404407E-21 6.74377169E-22 6.74377169E-22 4.42602493E-23 1.45859304E-20 1.45859304E-20 5.97476923E-25 6.71263445E-25 6.71263445E-25 1.32763108E-17 1.45168598E-14 1.45168598E-14 1.45168598E-14 3.55942529E-14 1.67241394E-18 1.67241394E-18 1.67241394E-18 3.88998293E-19 3.88998293E-19 3.88998293E-19 3.88998293E-19 1.87774230E-18 3.35884502E-19 2.97264317E-20 4.97802770E-16 1.00409099E-15 1.00409099E-15 2.00902982E-16 2.00902982E-16 5.11271348E-21 7.90072583E-17 8.66127217E-17 6.90058037E-17 1.59702006E-18 4.69412410E-19 3.88302008E-18 5.68664060E-20 2.51637159E-20 2.90408272E-19 1.67719434E-20 8.21710781E-20 4.45720802E-19 5.05766162E-25 2.47550032E-20 6.43224018E-18 0.00000000E+00 2.78488465E-16 1.82303151E-18 6.04021004E-20 0.00000000E+00 1.04430205E-18 3.28719718E-18 7.87419808E-22 6.16067786E-25 5.25860404E-25 4.62519983E-25 5.99220539E-17 6.13577810E-16 1.79730736E-16 1.45168598E-14 1.45168598E-14 4.31898847E-19 1.27407009E-16
Oesophagus 1.70830118E-18 1.70830118E-18 1.35526787E-18 1.35526787E-18 1.96232337E-18 1.20856986E-18 4.42361774E-12 8.38325800E-13 1.04230911E-12 2.65162024E-18 3.01704796E-16 3.01704796E-16 1.97437972E-19 1.76441565E-19 1.76441565E-19 1.76441565E-19 5.52979681E-20 5.12879632E-20 5.12879632E-20 3.95438856E-20 6.17556760E-20 6.17556760E-20 9.02890164E-21 1.22175674E-20 1.22175674E-20 2.17411240E-19 4.29075485E-15 4.29075485E-15 4.29075485E-15 2.38868601E-17 1.93230048E-14 1.93230048E-14 1.93230048E-14 2.89046365E-16 2.89046365E-16 2.89046365E-16 2.89046365E-16 1.53998137E-14 2.65206853E-16 1.83118736E-18 2.84120179E-15 2.17397579E-16 2.17397579E-16 7.73356203E-18 7.73356203E-18 4.85931821E-20 1.36653325E-17 2.60627272E-17 5.63681714E-18 1.73769553E-19 9.87104039E-19 1.86120601E-19 1.13911176E-18 1.19003766E-18 3.83992643E-15 5.36145443E-19 1.71500346E-16 2.49452750E-15 1.36570672E-21 5.42332986E-19 3.76392980E-19 0.00000000E+00 1.54697268E-18 2.52907060E-19 1.84601281E-18 0.00000000E+00 1.02022434E-17 2.80155581E-15 1.83243819E-19 2.86202654E-21 5.47488948E-21 8.34124981E-21 5.75265078E-17 2.21738256E-16 6.95717312E-17 4.29075485E-15 4.29075485E-15 9.23558009E-16 5.16267064E-16
St-stem    4.52935769E-20 4.52935769E-20 6.95547382E-20 6.95547382E-20 4.90758879E-20 3.18714714E-20 3.01955337E-16 3.01955337E-16 3.01955337E-16 1.29527642E-13 4.01378866E-12 2.30316886E-13 2.09213529E-16 7.01492540E-16 7.01492540E-16 7.01492540E-16 5.14637506E-19 5.36709959E-19 5.36709959E-19 1.08525822E-18 1.09137440E-18 1.09137440E-18 8.24621156E-20 6.95940129E-20 6.95940129E-20 3.73167325E-20 2.93375646E-20 2.93375646E-20 2.93375646E-20 6.78110387E-20 4.75146871E-19 4.75146871E-19 4.75146871E-19 1.09946478E-16 1.09946478E-16 1.09946478E-16 1.09946478E-16 3.65956905E-19 1.01432164E-16 6.49175065E-18 2.63396998E-15 4.43215108E-19 4.43215108E-19 6.05683199E-19 6.05683199E-19 6.98530401E-20 8.88818174E-19 1.80916780E-18 3.61587288E-19 9.37373251E-21 6.09807423E-19 3.08455501E-20 7.39128560E-16 1.94302221E-17 3.00399858E-16 4.97904858E-18 5.80675944E-16 1.46856304E-15 6.00199132E-20 3.75023727E-15 1.16782302E-20 0.00000000E+00 3.17674900E-20 2.62535372E-19 1.80831352E-15 0.00000000E+00 2.63065417E-19 1.12452684E-19 1.62922359E-18 7.76983098E-20 6.64569478E-20 5.16587272E-20 7.15259226E-17 3.97932056E-18 3.25260662E-17 2.93375646E-20 2.93375646E-20 1.06295697E-16 1.07817989E-16
SI-stem    8.75141916E-21 8.75141916E-21 1.86518316E-20 1.86518316E-20 6.27315487E-21 6.78445011E-21 1.68697773E-19 1.68697773E-19 1.68697773E-19 6.69012050E-17 7.02693759E-16 7.02693759E-16 2.45802724E-14 4.37105938E-13 5.54650365E-14 1.48450938E-13 1.52564982E-16 6.39791158E-16 6.39791158E-16 3.37585980E-16 9.12609154E-16 9.12609154E-16 3.53352414E-16 4.01790255E-16 4.01790255E-16 1.11052185E-20 8.66957073E-21 8.66957073E-21 8.66957073E-21 1.19052716E-20 6.77912029E-20 6.77912029E-20 6.77912029E-20 1.51304056E-19 1.51304056E-19 1.51304056E-19 1.51304056E-19 5.75553531E-20 1.52879577E-19 2.22052722E-16 2.82328086E-15 9.85901901E-19 9.85901901E-19 1.44066006E-18 1.44066006E-18 5.89217868E-20 3.88126638E-18 7.42934033E-18 1.65939344E-18 2.40825609E-21 8.93292725E-20 6.48108060E-21 1.01937487E-15 2.31580323E-16 2.41479159E-19 8.81825923E-17 8.05590428E-17 2.59394768E-15 4.67013107E-16 1.49195117E-15 2.08447184E-21 0.00000000E+00 6.79841321E-21 2.24905176E-19 1.39769319E-18 0.00000000E+00 4.28511274E-20 2.05920668E-20 7.59939871E-16 6.29498545E-16 1.87492971E-16 1.14617051E-16 1.39643233E-16 4.63754486E-18 1.62429863E-17 8.66957073E-21 8.66957073E-21 1.48522381E-19 1.49109678E-19
RC-stem    6.58767000E-21 6.58767000E-21 1.32604499E-20 1.32604499E-20 4.39503476E-21 3.06804660E-21 6.43833228E-20 6.43833228E-20 6.43833228E-20 3.65025857E-19 5.60255358E-19 5.60255358E-19 4.13397577E-17 6.42282303E-16 6.42282303E-16 6.42282303E-16 1.75291391E-14 9.28915654E-13 2.54771047E-13 2.62264780E-17 3.29719835E-16 3.29719835E-16 7.49508011E-19 6.82028481E-19 6.82028481E-19 4.40886081E-21 4.56819743E-22 4.56819743E-22 4.56819743E-22 5.11153257E-21 4.36464409E-20 4.36464409E-20 4.36464409E-20 8.31126306E-20 8.31126306E-20 8.31126306E-20 8.31126306E-20 3.56256492E-20 8.89968099E-20 7.68994199E-19 2.64301709E-15 5.86534824E-19 5.86534824E-19 5.93349976E-19 5.93349976E-19 4.77380608E-20 6.93520135E-19 1.12378623E-18 3.94397834E-19 8.24356486E-22 4.99665108E-20 2.41570350E-21 1.28320266E-18 1.24409864E-18 8.29622744E-20 3.53664904E-16 2.70854176E-17 1.77546917E-15 8.03311754E-19 1.16054830E-16 2.45417140E-21 0.00000000E+00 5.54561397E-21 2.23550756E-19 1.75418282E-19 0.00000000E+00 2.30437798E-20 4.09981631E-21 4.66484237E-18 1.16865252E-18 1.40219654E-18 7.20492525E-19 1.02255294E-16 8.71745106E-19 8.87651234E-17 4.56819743E-22 4.56819743E-22 8.17952794E-20 8.19411412E-20
LC-stem    1.98369856E-21 1.98369856E-21 9.57485444E-21 9.57485444E-21 5.27348731E-21 1.24771583E-21 5.88863221E-20 5.88863221E-20 5.88863221E-20 7.80629966E-19 1.03719168E-18 1.03719168E-18 7.51578252E-17 9.13384783E-16 9.13384783E-16 9.13384783E-16 9.12567863E-17 3.26039876E-16 3.26039876E-16 2.15479369E-14 9.54400336E-13 2.55634742E-13 2.82531103E-16 2.76317589E-16 2.76317589E-16 2.26372647E-21 1.38541221E-21 1.38541221E-21 1.38541221E-21 2.07484992E-21 2.93082719E-20 2.93082719E-20 2.93082719E-20 6.15593182E-20 6.15593182E-20 6.15593182E-20 6.15593182E-20 2.19093456E-20 5.89580558E-20 3.92542237E-19 2.74641232E-15 7.09123053E-19 7.09123053E-19 5.85438415E-19 5.85438415E-19 5.89371899E-20 7.27600712E-19 1.10226863E-18 4.19457356E-19 1.26391940E-21 3.45047501E-20 3.66294308E-21 5.44302413E-19 5.40649206E-19 8.14181389E-20 1.16160483E-18 2.64277295E-19 1.44752324E-15 8.98901181E-19 1.26531395E-18 3.99032574E-22 0.00000000E+00 9.87801453E-22 2.47471099E-19 3.55594560E-19 0.00000000E+00 1.48805063E-20 9.14709811E-21 4.62755918E-18 1.76919048E-18 1.99854248E-18 1.11895304E-18 1.02370877E-16 7.05934028E-19 5.57571444E-17 1.38541221E-21 1.38541221E-21 6.04769258E-20 6.06714497E-20
RS-stem    7.94148159E-25 7.94148159E-25 2.21344852E-21 2.21344852E-21 6.33523840E-25 1.11376338E-22 7.73071318E-21 7.73071318E-21 7.73071318E-21 5.03599048E-20 5.31534407E-20 5.31534407E-20 2.58365490E-16 4.01438282E-16 4.01438282E-16 4.01438282E-16 7.14339580E-19 7.09361576E-19 7.09361576E-19 9.13200161E-18 2.75898043E-16 2.75898043E-16 5.92790100E-14 1.58080447E-12 5.18562807E-13 1.50829853E-21 7.28234799E-25 7.28234799E-25 7.28234799E-25 1.22493059E-24 5.14780949E-21 5.14780949E-21 5.14780949E-21 1.48162204E-20 1.48162204E-20 1.48162204E-20 6.96361559E-21 3.12700350E-21 5.31430690E-21 4.67649092E-20 2.70870889E-15 6.96545382E-19 6.96545382E-19 6.60192660E-18 6.60192660E-18 1.35902326E-19 2.56902755E-17 4.88091396E-17 1.08930812E-17 1.41248234E-25 5.11995789E-21 1.00498509E-24 6.12400221E-20 6.12282469E-20 9.85460823E-21 1.37286215E-19 4.77776259E-20 1.89474905E-15 2.31983696E-15 1.22477756E-19 8.43590819E-23 0.00000000E+00 7.65554959E-25 2.29652204E-19 3.23039385E-20 0.00000000E+00 4.93953516E-22 1.57712703E-22 1.33819316E-15 4.34067874E-15 6.83560622E-16 4.59111481E-15 1.30085018E-16 1.24943115E-17 4.21698766E-17 7.28234799E-25 7.28234799E-25 7.06265076E-21 7.00891447E-21
ET1-bas    1.30722098E-17 1.30722098E-17 2.39410182E-17 2.39410182E-17 8.80969658E-18 5.52938019E-18 1.89747277E-19 1.89747277E-19 1.89747277E-19 1.27892547E-21 1.94758536E-20 1.94758536E-20 6.66609508E-24 9.18017905E-21 9.18017905E-21 9.18017905E-21 5.03223154E-24 5.13994290E-24 5.13994290E-24 3.19019170E-24 3.01191434E-24 3.01191434E-24 7.08531868E-25 4.35247145E-25 4.35247145E-25 7.27137483E-11 5.75501878E-16 5.75501878E-16 5.75501878E-16 1.92733347E-18 1.57310887E-19 1.57310887E-19 1.57310887E-19 1.05924996E-19 1.05924996E-19 1.05924996E-19 1.05924996E-19 1.56520021E-19 1.26658461E-19 1.18936037E-20 3.44050243E-16 4.66715678E-16 4.66715678E-16 3.02474668E-17 3.02474668E-17 4.04291033E-23 1.20821599E-17 9.65043820E-18 1.02962726E-17 1.91360393E-18 6.04596043E-18 2.27808511E-17 2.92212861E-23 5.60493931E-20 1.35266421E-19 1.70489472E-20 1.79263084E-20 5.14595892E-20 1.09342498E-25 1.26521797E-22 2.93300679E-18 0.00000000E+00 1.84342383E-18 7.70123686E-17 4.08691393E-20 0.00000000E+00 2.18883547E-19 5.09644927E-19 3.70206902E-24 9.43597547E-25 1.10913044E-24 2.24204135E-25 5.34742464E-16 1.28303006E-16 3.13651873E-17 3.89588272E-12 5.75501878E-16 1.07649411E-19 5.14137614E-18
ET2-bas    1.45923810E-14 1.45923810E-14 1.70423669E-17 1.70423669E-17 6.44021822E-15 1.38909728E-15 4.27037131E-15 4.27037131E-15 4.27037131E-15 4.08031417E-20 1.24668008E-20 1.24668008E-20 5.30682764E-21 4.01494682E-21 4.01494682E-21 4.01494682E-21 1.34103317E-23 3.52425461E-24 3.52425461E-24 1.45875336E-21 1.50193603E-21 1.50193603E-21 5.38907568E-25 5.73150670E-25 5.73150670E-25 5.81810430E-16 2.25413022E-12 3.78574265E-12 3.48017888E-12 4.68822555E-14 7.17700810E-15 7.17700810E-15 7.17700810E-15 3.25188831E-19 3.25188831E-19 3.25188831E-19 3.25188831E-19 1.05206702E-14 3.92385972E-19 2.50981401E-20 3.69138408E-16 2.21127706E-16 2.21127706E-16 4.23877903E-17 4.23877903E-17 1.28091331E-20 1.61484196E-17 1.76488576E-17 1.37173647E-17 1.73512187E-17 3.01810323E-19 4.60493372E-18 2.83171971E-20 2.97927284E-20 2.43575393E-19 2.07516019E-20 2.15201779E-20 1.31526412E-18 2.51921040E-25 1.16367880E-20 1.55880943E-17 0.00000000E+00 2.43444183E-17 2.19165543E-19 2.76044196E-20 0.00000000E+00 1.09712765E-18 7.44819641E-18 4.16646774E-24 1.68057681E-25 4.27285395E-25 4.00398146E-25 3.06820857E-16 4.82066652E-15 5.40990537E-17 5.75501878E-16 3.89588272E-12 2.39599154E-16 2.33860213E-14
LN-ET      3.57412323E-14 3.57412323E-14 1.81242296E-17 1.81242296E-17 1.34910470E-14 1.89761912E-17 2.15831218E-17 2.15831218E-17 2.15831218E-17 3.33097648E-19 4.19834743E-20 6.78144267E-20 6.86545547E-23 5.62733908E-24 5.62733908E-24 5.62733908E-24 5.47009443E-24 6.54849750E-24 6.54849750E-24 1.89172455E-24 1.85959917E-24 1.85959917E-24 5.91436633E-25 4.00825047E-26 6.88966383E-25 1.74665836E-18 4.67504945E-14 4.67504945E-14 4.67504945E-14 3.97824825E-12 7.92231442E-16 7.92231442E-16 7.92231442E-16 6.50869439E-19 6.50869439E-19 6.50869439E-19 6.50869439E-19 2.69957154E-16 5.96840632E-19 9.90832350E-23 5.45908804E-17 4.24731193E-17 4.24731193E-17 1.02934979E-18 1.02934979E-18 1.09326769E-22 7.80851994E-19 1.75941568E-18 3.06681372E-19 1.08539655E-18 5.39488894E-19 8.24665818E-19 1.13555138E-20 4.30674538E-20 4.24870799E-19 3.01180262E-20 9.36206397E-20 1.08255117E-18 1.61391733E-24 2.85795083E-20 5.11000072E-18 0.00000000E+00 4.64014450E-15 3.26473622E-19 7.08416855E-20 0.00000000E+00 2.36877273E-18 1.25964893E-17 6.16949355E-21 7.06446237E-25 7.69702713E-25 6.67066601E-25 1.92932108E-16 5.26964567E-15 4.31561393E-16 4.67504945E-14 4.67504945E-14 2.70448916E-17 4.17616863E-16
