  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   3.43686500E-13 1.53671349E-12 1.01095063E-12 6.09676296E-14 5.93816646E-13 8.13413867E-14 1.64991644E-15 1.64991644E-15 1.64991644E-15 9.71646190E-17 8.93444670E-17 8.93444670E-17 2.79864415E-17 2.34786439E-17 2.34786439E-17 2.34786439E-17 2.01302309E-17 1.92148702E-17 1.92148702E-17 1.53218209E-17 1.42297066E-17 1.42297066E-17 3.95732690E-18 3.50421965E-18 3.50421965E-18 1.26203458E-14 3.54643112E-14 3.54643112E-14 3.54643112E-14 6.32437358E-14 1.63154148E-15 1.63154148E-15 1.63154148E-15 4.57477103E-16 4.57477103E-16 4.57477103E-16 4.57477103E-16 1.85742337E-15 4.52188212E-16 8.28685233E-17 8.52360899E-16 1.96923523E-15 1.96923523E-15 1.48184643E-15 1.48184643E-15 2.80661800E-17 7.87942361E-16 1.03307207E-15 5.60550057E-16 2.03729780E-15 5.68013817E-16 4.94981676E-15 9.29276290E-17 8.88049987E-17 3.77566986E-16 5.08611042E-17 1.29658118E-16 4.60696022E-16 3.73175874E-18 6.35938946E-17 6.18782562E-15 0.00000000E+00 1.35987228E-14 3.30899929E-16 1.03675992E-16 0.00000000E+00 1.27736494E-15 3.37747070E-15 2.19967294E-17 4.60319052E-18 3.94227350E-18 3.12646564E-18 4.11596652E-16 1.36831206E-15 5.17685941E-16 3.54643112E-14 3.54643112E-14 4.96624292E-16 7.75328823E-16
Oesophagus 1.66001880E-15 1.66001880E-15 1.01477238E-15 1.01477238E-15 1.85270919E-15 1.29502212E-15 3.06391797E-12 6.67933873E-13 7.79041389E-13 1.97115831E-15 1.98928231E-15 1.98928231E-15 2.77081622E-16 2.18780987E-16 2.18780987E-16 2.18780987E-16 1.22563773E-16 1.25117126E-16 1.25117126E-16 1.06203759E-16 1.03650885E-16 1.03650885E-16 2.74550375E-17 2.23983995E-17 2.23983995E-17 4.54086502E-16 7.29209045E-15 7.29209045E-15 7.29209045E-15 5.38666677E-15 3.42795758E-14 3.42795758E-14 3.42795758E-14 4.26737143E-15 4.26737143E-15 4.26737143E-15 4.26737143E-15 3.20261316E-14 4.28898696E-15 1.70026866E-15 3.79729023E-15 1.12718282E-15 1.12718282E-15 8.30868529E-16 8.30868529E-16 1.02815472E-16 1.25194410E-15 2.30020697E-15 5.59589165E-16 2.66201596E-16 1.25334946E-15 3.07006811E-16 1.20703064E-15 1.22645668E-15 1.05987869E-14 6.50900140E-16 1.95616424E-15 4.66059547E-15 1.91278415E-17 6.85730635E-16 5.09523788E-16 0.00000000E+00 1.60976855E-15 3.06609627E-16 1.67397648E-15 0.00000000E+00 7.84242062E-15 1.83662365E-14 2.07763546E-16 2.05707412E-17 2.25994963E-17 1.95393101E-17 4.34528592E-16 1.03696005E-15 5.91776144E-16 7.29209045E-15 7.29209045E-15 5.26803730E-15 4.59444492E-15
St-stem    9.38792857E-17 9.38792857E-17 9.20722069E-17 9.20722069E-17 9.13590443E-17 7.23803926E-17 1.99146309E-15 1.99146309E-15 1.99146309E-15 1.10194254E-13 2.71363020E-12 1.82953462E-13 4.19114035E-15 3.40790151E-15 3.40790151E-15 3.40790151E-15 6.58721296E-16 6.59666794E-16 6.59666794E-16 1.11575052E-15 1.09319291E-15 1.09319291E-15 1.54060310E-16 1.33726788E-16 1.33726788E-16 8.05137601E-17 7.58915490E-17 7.58915490E-17 7.58915490E-17 1.04263867E-16 5.41835154E-16 5.41835154E-16 5.41835154E-16 1.28363887E-15 1.28363887E-15 1.28363887E-15 1.28363887E-15 4.47325008E-16 1.29311547E-15 4.72585534E-15 3.32051391E-15 3.15051023E-16 3.15051023E-16 3.89657088E-16 3.89657088E-16 1.00529156E-16 4.95644998E-16 8.95756981E-16 2.44836564E-16 2.70645653E-17 8.15372960E-16 6.53556391E-17 5.22415167E-15 4.26816205E-15 2.79965598E-15 3.56868818E-15 3.74111084E-15 3.17094822E-15 1.14731718E-16 1.32059378E-14 3.83721226E-17 0.00000000E+00 7.71369837E-17 3.20247011E-16 1.04543339E-14 0.00000000E+00 3.52526462E-16 1.78102495E-16 1.55086351E-15 1.25982233E-16 1.35550609E-16 1.23803769E-16 5.47966591E-16 6.11883478E-16 4.37123019E-16 7.58915490E-17 7.58915490E-17 1.25891256E-15 1.26473183E-15
SI-stem    2.55970664E-17 2.55970664E-17 2.49692238E-17 2.49692238E-17 2.47418459E-17 1.92077440E-17 2.21088947E-16 2.21088947E-16 2.21088947E-16 2.21075470E-15 3.40399706E-15 3.40399706E-15 2.63020067E-14 3.03665067E-13 4.67365117E-14 1.11035122E-13 3.94927214E-15 4.50744175E-15 4.50744175E-15 5.37363593E-15 5.95701175E-15 5.95701175E-15 4.26983694E-15 3.48380493E-15 3.48380493E-15 2.41172224E-17 2.00174212E-17 2.00174212E-17 2.00174212E-17 2.66511857E-17 1.16298617E-16 1.16298617E-16 1.16298617E-16 2.09905320E-16 2.09905320E-16 2.09905320E-16 2.09905320E-16 9.89914280E-17 2.13477363E-16 1.91639594E-15 3.02857382E-15 4.18308707E-16 4.18308707E-16 6.65119396E-16 6.65119396E-16 1.04245670E-16 8.79712927E-16 1.43167855E-15 4.94919863E-16 7.28028664E-18 1.71824469E-16 2.02254097E-17 3.28594827E-15 2.68376806E-15 3.04980956E-16 3.01166170E-15 1.17456060E-15 5.05982660E-15 3.64557715E-15 6.44628212E-15 1.00926873E-17 0.00000000E+00 1.98021625E-17 2.84750670E-16 1.18991054E-15 0.00000000E+00 8.32432770E-17 4.49355837E-17 7.17213542E-15 3.42600473E-15 3.65974623E-15 3.20131110E-15 7.92794128E-16 8.92035937E-16 6.41776772E-16 2.00174212E-17 2.00174212E-17 2.06752585E-16 2.07114790E-16
RC-stem    2.14946804E-17 2.14946804E-17 2.03768849E-17 2.03768849E-17 2.08702874E-17 1.65269388E-17 1.24565856E-16 1.24565856E-16 1.24565856E-16 4.76604510E-16 6.56422118E-16 6.56422118E-16 3.03659132E-15 4.49741056E-15 4.49741056E-15 4.49741056E-15 3.87953421E-14 6.59457385E-13 1.97977756E-13 1.95172972E-15 2.31042111E-15 2.31042111E-15 8.91788770E-16 8.20039340E-16 8.20039340E-16 2.02458546E-17 1.69143917E-17 1.69143917E-17 1.69143917E-17 2.28381690E-17 8.24551014E-17 8.24551014E-17 8.24551014E-17 1.41346582E-16 1.41346582E-16 1.41346582E-16 1.41346582E-16 7.20426015E-17 1.39918950E-16 9.17828531E-16 2.76811953E-15 3.86514919E-16 3.86514919E-16 5.69428501E-16 5.69428501E-16 9.49778451E-17 6.87628362E-16 1.08836611E-15 4.03108214E-16 6.24888519E-18 1.17116730E-16 1.72813916E-17 1.32265472E-15 1.33988454E-15 1.58517113E-16 2.81449440E-15 9.95250562E-16 3.38736175E-15 9.04026888E-16 2.54146556E-15 8.15863721E-18 0.00000000E+00 1.68386628E-17 3.03019653E-16 2.75153813E-16 0.00000000E+00 6.68741542E-17 3.67700104E-17 3.81774575E-15 1.20608889E-15 1.37808082E-15 8.95151609E-16 6.88420608E-16 6.56264848E-16 7.50732594E-16 1.69143917E-17 1.69143917E-17 1.39406424E-16 1.39526102E-16
LC-stem    1.60810764E-17 1.60810764E-17 1.58480352E-17 1.58480352E-17 1.49586816E-17 1.19491723E-17 1.03520745E-16 1.03520745E-16 1.03520745E-16 8.37398955E-16 1.10148348E-15 1.10148348E-15 3.94631552E-15 5.94357955E-15 5.94357955E-15 5.94357955E-15 1.97617581E-15 2.29908195E-15 2.29908195E-15 4.70773170E-14 6.80991423E-13 2.02096791E-13 2.27006079E-15 1.81774877E-15 1.81774877E-15 1.70227982E-17 1.13902800E-17 1.13902800E-17 1.13902800E-17 1.55458167E-17 6.14552119E-17 6.14552119E-17 6.14552119E-17 1.08720496E-16 1.08720496E-16 1.08720496E-16 1.08720496E-16 5.26611701E-17 1.12948645E-16 5.41626563E-16 2.78296178E-15 3.94687679E-16 3.94687679E-16 5.58556983E-16 5.58556983E-16 9.53729016E-17 7.01017606E-16 1.07130272E-15 4.26034759E-16 4.47942089E-18 9.38451304E-17 1.39822286E-17 6.70767665E-16 6.85093332E-16 1.54618280E-16 1.14849936E-15 3.81059326E-16 3.47185660E-15 9.86823237E-16 1.31196001E-15 5.97350742E-18 0.00000000E+00 1.21085905E-17 2.96780188E-16 4.87064252E-16 0.00000000E+00 4.47707496E-17 2.45216818E-17 3.88467662E-15 1.63918657E-15 1.82449836E-15 1.20942957E-15 7.38406479E-16 6.40930824E-16 7.34691634E-16 1.13902800E-17 1.13902800E-17 1.07139616E-16 1.07320811E-16
RS-stem    4.01285389E-18 4.01285389E-18 4.30550881E-18 4.30550881E-18 3.47725126E-18 2.91287046E-18 2.24317572E-17 2.24317572E-17 2.24317572E-17 1.07593173E-16 1.34414524E-16 1.34414524E-16 3.87017206E-15 3.48982961E-15 3.48982961E-15 3.48982961E-15 8.13255681E-16 8.27535458E-16 8.27535458E-16 1.36961252E-15 1.83434796E-15 1.83434796E-15 7.19114976E-14 1.12430880E-12 3.94898419E-13 4.41603892E-18 3.02325447E-18 3.02325447E-18 3.02325447E-18 3.75246204E-18 1.59643941E-17 1.59643941E-17 1.59643941E-17 2.77801086E-17 2.77801086E-17 2.77801086E-17 2.77749765E-17 1.38565087E-17 2.79820005E-17 1.31717912E-16 2.61763911E-15 4.67917233E-16 4.67917233E-16 5.75376690E-16 5.75376690E-16 1.90364702E-16 9.57427190E-16 1.34481062E-15 6.56365454E-16 1.27457857E-18 2.11521072E-17 3.70620178E-18 1.37701959E-16 1.39078230E-16 3.16487399E-17 2.35203485E-16 9.65582571E-17 3.73218947E-15 2.00712586E-14 2.12086941E-16 1.73192686E-18 0.00000000E+00 3.30228731E-18 2.89708446E-16 8.64934817E-17 0.00000000E+00 1.10047912E-17 6.60036986E-18 4.47311338E-15 1.14044467E-14 8.31165453E-15 2.52252772E-14 9.25816418E-16 7.29015998E-16 8.49228448E-16 3.02325447E-18 3.02325447E-18 2.73834320E-17 2.74188284E-17
ET1-bas    1.26358828E-14 1.26358828E-14 1.70662715E-14 1.70662715E-14 9.41518970E-15 6.52271406E-15 4.49951411E-16 4.49951411E-16 4.49951411E-16 8.30918313E-17 7.58205174E-17 7.58205174E-17 2.11639356E-17 1.94552968E-17 1.94552968E-17 1.94552968E-17 1.73746233E-17 1.70150127E-17 1.70150127E-17 1.38484854E-17 1.85234099E-17 1.85234099E-17 3.02666525E-18 3.85348026E-18 3.85348026E-18 4.80368425E-11 8.68150246E-15 8.68150246E-15 8.68150246E-15 2.99043628E-15 4.66668292E-16 4.66668292E-16 4.66668292E-16 2.65277596E-16 2.65277596E-16 2.65277596E-16 2.65277596E-16 5.07980932E-16 2.43368210E-16 5.40437255E-17 3.34471616E-16 1.43867983E-15 1.43867983E-15 8.81670116E-16 8.81670116E-16 2.29694858E-17 3.81314272E-16 4.74934131E-16 3.00495451E-16 2.27016808E-15 4.72706255E-16 1.98912619E-14 7.88312113E-17 6.91274090E-17 2.29195522E-16 3.94382466E-17 9.36400400E-17 1.85964494E-16 1.56952266E-18 5.29831435E-17 3.71716254E-15 0.00000000E+00 2.72680732E-15 4.56238422E-16 6.91448747E-17 0.00000000E+00 5.58775507E-16 8.82774516E-16 1.53903714E-17 6.36481613E-18 6.79914081E-18 4.26123217E-18 8.23830989E-16 5.74148301E-16 1.85967378E-16 2.76012335E-12 8.68150246E-15 2.72018600E-16 3.40702644E-16
ET2-bas    3.54922877E-14 3.54922877E-14 1.05834527E-14 1.05834527E-14 3.27540162E-14 3.48515253E-14 7.30612633E-15 7.30612633E-15 7.30612633E-15 8.42031645E-17 7.23843813E-17 7.23843813E-17 2.07917516E-17 2.01791521E-17 2.01791521E-17 2.01791521E-17 1.79282570E-17 1.48348573E-17 1.48348573E-17 1.02957043E-17 1.04837049E-17 1.04837049E-17 2.22878106E-18 2.17435753E-18 2.17435753E-18 8.72300990E-15 1.61452717E-12 2.70236726E-12 2.37534293E-12 8.31899811E-14 8.38615611E-15 8.38615611E-15 8.38615611E-15 4.71260748E-16 4.71260748E-16 4.71260748E-16 4.71260748E-16 1.17971891E-14 4.79762212E-16 7.49287646E-17 4.00960028E-16 1.53629616E-15 1.53629616E-15 1.42132857E-15 1.42132857E-15 2.70624546E-17 8.73508290E-16 1.29993787E-15 5.22296223E-16 3.38609961E-15 4.42928550E-16 4.69872392E-15 7.17218201E-17 7.38497127E-17 3.57359694E-16 4.43043067E-17 1.08863519E-16 6.65398117E-16 2.42887518E-18 5.00118657E-17 1.51719886E-14 0.00000000E+00 1.29023371E-14 3.00980173E-16 1.09485382E-16 0.00000000E+00 1.45212493E-15 5.67042113E-15 1.67507228E-17 2.97233976E-18 3.05096380E-18 2.99930833E-18 6.35593729E-16 5.09219210E-15 4.94071993E-16 8.68150246E-15 2.76012335E-12 7.35137633E-16 1.69469332E-14
LN-ET      6.35660484E-14 6.35660484E-14 1.08348777E-14 1.08348777E-14 4.63038719E-14 1.46926499E-14 5.48783882E-15 5.48783882E-15 5.48783882E-15 1.02271217E-16 1.00198321E-16 1.00215691E-16 3.09745864E-17 2.01288352E-17 2.01288352E-17 2.01288352E-17 2.06788872E-17 2.62598128E-17 2.62598128E-17 1.63981937E-17 1.19598434E-17 1.19598434E-17 4.95927325E-18 2.39084197E-18 3.75244633E-18 3.13845903E-15 8.38058800E-14 8.38058800E-14 8.38058800E-14 3.25223818E-12 6.59759547E-15 6.59759547E-15 6.59759547E-15 7.40220652E-16 7.40220652E-16 7.40220652E-16 7.40220652E-16 8.07654521E-15 6.96505072E-16 8.44145868E-17 1.93241136E-16 1.01862769E-15 1.01862769E-15 1.06159339E-15 1.06159339E-15 4.37181264E-17 7.82093804E-16 1.11308268E-15 4.15885532E-16 1.45787343E-15 6.83101416E-16 1.87124080E-15 1.12152085E-16 8.37466102E-17 5.18160824E-16 6.56021404E-17 1.76192154E-16 8.22926230E-16 1.92477804E-18 5.56589834E-17 3.77919438E-15 0.00000000E+00 2.25531779E-14 3.52279690E-16 1.30124160E-16 0.00000000E+00 2.23806026E-15 9.97927257E-15 2.18471066E-17 4.55497747E-18 2.09468422E-18 4.02918085E-18 5.55239670E-16 5.74153791E-15 9.47561135E-16 8.38058800E-14 8.38058800E-14 9.35517305E-16 1.52571640E-15
