  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   2.38683583E-15 3.38785967E-13 8.35354612E-14 1.02543728E-15 1.43505721E-13 1.21540661E-18 2.16063582E-20 2.16063582E-20 2.16063582E-20 3.61123042E-23 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.13801978E-23 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.35164582E-25 0.00000000E+00 0.00000000E+00 4.14514758E-23 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.79351890E-19 2.15634127E-16 2.15634127E-16 2.15634127E-16 1.05178671E-16 7.93839944E-21 7.93839944E-21 7.93839944E-21 8.49469721E-21 8.49469721E-21 8.49469721E-21 2.45573572E-21 9.19767495E-21 1.33626184E-21 8.81819103E-23 1.00845693E-16 3.76771681E-18 3.76771681E-18 1.83296970E-18 1.83296970E-18 0.00000000E+00 1.19360698E-18 1.22275581E-18 8.89815394E-19 3.59812532E-20 2.23490523E-21 1.11723521E-19 0.00000000E+00 5.27255283E-25 2.48812263E-21 2.94752982E-23 1.37425585E-24 4.97618819E-21 0.00000000E+00 8.08831874E-23 3.22957319E-19 0.00000000E+00 2.71697283E-19 5.36306650E-21 2.71762641E-25 0.00000000E+00 1.03519243E-20 3.77335934E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 7.84764426E-19 1.91679722E-18 1.87735326E-18 2.15634127E-16 2.15634127E-16 2.75069804E-21 1.88901474E-18
Oesophagus 3.76772712E-20 3.76772712E-20 9.84083201E-21 9.84083201E-21 5.09138742E-20 1.27413562E-20 3.41758621E-13 6.66946784E-15 2.31280069E-13 1.63845793E-19 1.20131920E-17 1.20131920E-17 7.15980524E-21 9.41781475E-21 9.41781475E-21 9.41781475E-21 1.27407883E-20 4.72243295E-21 4.72243295E-21 5.51117275E-21 1.26699459E-20 1.26699459E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.13244431E-21 6.96758538E-17 6.96758538E-17 6.96758538E-17 1.22715038E-18 5.60001168E-17 5.60001168E-17 5.60001168E-17 2.23172662E-18 2.23172662E-18 2.23172662E-18 2.23172662E-18 3.45763093E-16 2.05780597E-18 4.71422419E-20 5.05387328E-16 1.97294044E-18 1.97294044E-18 7.44987552E-20 7.44987552E-20 4.73495909E-23 2.06160020E-19 4.49338027E-19 7.54292727E-20 0.00000000E+00 1.62151731E-20 9.06786197E-23 2.56590076E-20 1.57593551E-20 4.20700680E-17 1.19073805E-20 1.15498433E-18 4.41356342E-17 0.00000000E+00 3.96842502E-20 4.84851272E-22 0.00000000E+00 4.09595749E-20 2.66427687E-21 7.73808806E-20 0.00000000E+00 4.70009757E-19 9.99354832E-17 5.96105487E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.78118375E-18 1.98830243E-18 3.28593354E-19 6.96758538E-17 6.96758538E-17 3.91575950E-18 3.36393976E-18
St-stem    7.34542870E-22 7.34542870E-22 1.93033430E-21 1.93033430E-21 1.22277085E-22 1.65576697E-22 1.19779463E-17 1.19779463E-17 1.19779463E-17 5.42730666E-15 2.22862563E-12 5.81881197E-14 1.46643245E-18 2.17129060E-18 2.17129060E-18 2.17129060E-18 5.98761251E-20 3.86148856E-20 3.86148856E-20 3.71923205E-18 1.13536773E-17 1.13536773E-17 1.89997552E-21 1.59653963E-21 1.59653963E-21 3.03243266E-22 8.98983500E-23 8.98983500E-23 8.98983500E-23 4.84344136E-22 4.15262826E-20 4.15262826E-20 4.15262826E-20 8.82591365E-19 8.82591365E-19 8.82591365E-19 8.82591365E-19 1.65183253E-20 7.67421167E-19 1.62414974E-19 4.95183454E-16 1.30986477E-20 1.30986477E-20 1.31689535E-20 1.31689535E-20 7.55558522E-22 1.11815352E-20 1.98637673E-20 3.12399838E-21 2.26084026E-23 4.08121090E-20 7.66807742E-24 9.42704014E-20 8.46788043E-20 9.12141346E-18 6.65480350E-20 3.52685878E-18 7.35359908E-17 0.00000000E+00 1.12605245E-17 7.76295081E-23 2.97511355E-23 1.56811468E-22 4.83417283E-21 3.73761590E-19 0.00000000E+00 8.04839735E-21 1.98332042E-21 3.71284630E-20 2.60493905E-22 1.14002665E-22 0.00000000E+00 3.65434243E-18 9.92157914E-21 9.73193288E-20 8.98983500E-23 8.98983500E-23 8.56282121E-19 8.65747786E-19
SI-stem    1.13801978E-23 1.13801978E-23 3.05318608E-22 3.05318608E-22 5.28888594E-23 1.91484948E-25 9.26648921E-21 9.26648921E-21 9.26648921E-21 5.96284960E-19 2.20186319E-18 2.20186319E-18 5.11072495E-16 2.65727141E-13 1.36184376E-14 3.07814705E-15 1.88443350E-18 6.89156106E-18 6.89156106E-18 7.01737837E-19 1.10935421E-17 1.10935421E-17 1.48938050E-18 1.95635286E-18 1.95635286E-18 2.40853233E-23 7.35336506E-25 7.35336506E-25 7.35336506E-25 1.00326714E-22 2.22728585E-21 2.22728585E-21 2.22728585E-21 5.41057139E-21 5.41057139E-21 5.41057139E-21 5.41057139E-21 2.34126600E-21 4.44858770E-21 2.41855363E-19 5.38006608E-16 2.23688070E-20 2.23688070E-20 1.41535609E-20 1.41535609E-20 7.11967368E-22 1.88019233E-20 3.67301816E-20 1.13930078E-20 1.86172174E-23 2.77690814E-21 1.72459402E-24 1.01172821E-18 7.64147029E-19 1.00399934E-20 3.90124080E-19 1.58090786E-19 4.02223384E-17 0.00000000E+00 1.28733468E-17 0.00000000E+00 2.31373933E-20 1.65162813E-22 7.74188075E-21 3.89498906E-19 1.82791370E-21 1.34353162E-21 1.00906126E-21 1.19975601E-17 1.88596033E-18 1.26759454E-18 0.00000000E+00 5.15732186E-18 1.61061837E-20 3.01177383E-19 7.35336506E-25 7.35336506E-25 5.31071720E-21 5.32765493E-21
RC-stem    1.35164582E-25 1.35164582E-25 4.43842608E-24 4.43842608E-24 4.05509414E-23 0.00000000E+00 2.07342600E-21 2.07342600E-21 2.07342600E-21 2.17212891E-20 3.87935474E-20 3.87935474E-20 3.01082136E-18 6.99717634E-18 6.99717634E-18 6.99717634E-18 3.49129211E-17 3.81503402E-13 6.09390018E-14 6.03877628E-19 4.47027601E-18 4.47027601E-18 9.95334125E-21 5.11081770E-21 5.11081770E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 7.44864959E-24 3.31747666E-21 3.31747666E-21 3.31747666E-21 2.55140757E-21 2.55140757E-21 2.55140757E-21 2.55140757E-21 1.55990987E-21 5.96583711E-21 3.72521731E-20 5.41715777E-16 1.25920966E-20 1.25920966E-20 1.70705295E-20 1.70705295E-20 6.44926565E-24 1.21110389E-20 3.03418221E-20 3.89406399E-21 0.00000000E+00 2.13607438E-21 0.00000000E+00 1.00812341E-17 7.16674441E-18 2.14275727E-21 6.36829893E-19 2.19374330E-18 2.43268731E-17 0.00000000E+00 1.91316540E-18 0.00000000E+00 3.26451579E-21 8.93548040E-24 1.03256047E-20 3.48779974E-21 7.70203532E-22 7.85810884E-22 2.60541227E-22 1.46782178E-19 9.18528740E-21 8.38954351E-21 0.00000000E+00 4.04578764E-18 1.19367307E-20 5.63100890E-19 0.00000000E+00 0.00000000E+00 2.57811520E-21 2.53601252E-21
LC-stem    4.14514758E-23 4.14514758E-23 7.29754772E-24 7.29754772E-24 4.48614377E-24 4.24319574E-24 1.11078922E-20 1.11078922E-20 1.11078922E-20 4.83475121E-19 1.14883233E-17 1.14883233E-17 1.50292335E-18 1.11442926E-17 1.11442926E-17 1.11442926E-17 3.18090741E-18 4.55483653E-18 4.55483653E-18 3.94832397E-17 4.08859816E-13 6.13650872E-14 5.42332409E-18 9.95954218E-19 9.95954218E-19 1.82664900E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.75167341E-22 7.93502714E-21 7.93502714E-21 7.93502714E-21 1.11069533E-20 1.11069533E-20 1.11069533E-20 1.11069533E-20 2.48162332E-21 1.22791499E-20 6.29029244E-20 5.45975745E-16 1.05478597E-20 1.05478597E-20 3.86595735E-19 3.86595735E-19 1.45299865E-21 2.98483128E-19 5.90708675E-19 1.20925874E-19 0.00000000E+00 1.14178663E-20 0.00000000E+00 3.03273475E-20 2.37456064E-20 1.74850449E-20 1.06055769E-19 2.08101897E-20 2.60403606E-17 0.00000000E+00 1.61388564E-19 0.00000000E+00 9.82470022E-22 1.90902959E-25 9.17965318E-21 9.95233104E-19 5.90127732E-24 4.08845497E-22 5.07010874E-22 6.12766353E-20 2.27053028E-21 1.84007411E-21 0.00000000E+00 4.49713172E-18 3.31936623E-19 2.87932609E-19 0.00000000E+00 0.00000000E+00 1.10082371E-20 1.09715895E-20
RS-stem    0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.21979049E-25 2.21979049E-25 2.21979049E-25 7.76757758E-22 5.02487490E-22 5.02487490E-22 4.17746625E-19 1.93481897E-18 1.93481897E-18 1.93481897E-18 4.51621248E-21 4.00884161E-21 4.00884161E-21 6.92390611E-21 9.08793562E-19 9.08793562E-19 1.05965957E-16 6.76602536E-13 1.32723744E-13 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.81776839E-24 1.81776839E-24 1.81776839E-24 1.90144337E-24 1.90144337E-24 1.90144337E-24 1.90144337E-24 0.00000000E+00 1.86985344E-23 3.24160742E-22 5.37869237E-16 3.43592638E-20 3.43592638E-20 1.24693187E-20 1.24693187E-20 1.74542804E-23 2.68978686E-20 4.65260930E-20 1.63685080E-20 0.00000000E+00 3.48069559E-24 0.00000000E+00 4.72067374E-22 3.90155960E-22 1.47490184E-22 2.21815599E-21 3.11925564E-24 6.75712540E-17 0.00000000E+00 4.57019597E-21 0.00000000E+00 2.96418127E-18 0.00000000E+00 8.60739279E-21 2.75064860E-21 8.01159673E-21 0.00000000E+00 0.00000000E+00 8.52401742E-20 6.79493551E-18 5.67559329E-19 0.00000000E+00 4.74058145E-18 1.96749047E-20 7.76546194E-19 0.00000000E+00 0.00000000E+00 1.88634715E-24 1.87869876E-24
ET1-bas    2.89347013E-19 2.89347013E-19 4.51295036E-19 4.51295036E-19 1.88770348E-19 6.12397333E-20 1.28990152E-21 1.28990152E-21 1.28990152E-21 0.00000000E+00 3.35196260E-23 3.35196260E-23 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.12794594E-11 4.14456594E-16 4.14456594E-16 4.14456594E-16 2.80854817E-20 4.65613377E-28 4.65613377E-28 4.65613377E-28 1.98993801E-28 1.98993801E-28 1.98993801E-28 1.98993801E-28 5.15672536E-21 0.00000000E+00 0.00000000E+00 9.46996822E-17 1.24757016E-17 1.24757016E-17 5.81091024E-19 5.81091024E-19 0.00000000E+00 2.70380474E-19 1.88263256E-19 1.88526797E-19 4.71656553E-20 2.99678849E-20 1.42904463E-18 0.00000000E+00 0.00000000E+00 4.76925479E-23 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.18904337E-19 0.00000000E+00 2.32087560E-20 6.08174148E-18 0.00000000E+00 0.00000000E+00 2.07457892E-21 3.21216368E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 6.30967327E-18 3.73458839E-17 1.71437928E-22 2.45078546E-12 4.14456594E-16 2.01227563E-28 3.62583380E-18
ET2-bas    2.16490673E-16 2.16490673E-16 3.99480568E-19 3.99480568E-19 1.08081999E-16 5.06496979E-18 7.00968102E-17 7.00968102E-17 7.00968102E-17 2.06695787E-21 0.00000000E+00 0.00000000E+00 1.12580728E-24 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.47863681E-23 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.14573105E-16 8.60798970E-13 2.50906377E-12 2.07016286E-12 4.54118192E-15 2.67167826E-17 2.67167826E-17 2.67167826E-17 3.98812880E-21 3.98812880E-21 3.98812880E-21 3.98812880E-21 1.68376774E-18 1.21445995E-21 5.51542137E-25 9.83317185E-17 4.33401645E-18 4.33401645E-18 1.24430982E-18 1.24430982E-18 0.00000000E+00 5.94798491E-19 7.54083854E-19 5.03767983E-19 5.99631040E-18 2.45343404E-23 3.95038975E-19 0.00000000E+00 1.17018101E-25 4.68361860E-21 0.00000000E+00 3.01173114E-24 2.44983724E-20 0.00000000E+00 3.32592007E-23 5.15214101E-16 0.00000000E+00 2.41777701E-19 2.66935508E-20 3.17303911E-24 0.00000000E+00 2.65700347E-20 2.55870071E-19 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 7.06889412E-18 2.22429204E-17 1.26375924E-18 4.14456594E-16 2.45078546E-12 8.40678818E-19 1.06076279E-14
LN-ET      1.02491262E-16 1.02491262E-16 1.26689516E-19 1.26689516E-19 5.10254078E-17 9.69918956E-20 1.27959517E-18 1.27959517E-18 1.27959517E-18 0.00000000E+00 0.00000000E+00 4.84344136E-22 0.00000000E+00 0.00000000E+00 1.00326714E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 7.44864959E-24 0.00000000E+00 0.00000000E+00 3.75167341E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.74320004E-21 4.50667268E-15 4.50667268E-15 4.50667268E-15 7.59962426E-13 5.22382207E-17 5.22382207E-17 5.22382207E-17 3.28540947E-22 3.28540947E-22 3.28540947E-22 1.34436345E-20 3.38509682E-18 1.34436345E-20 0.00000000E+00 4.04058597E-17 2.26037577E-20 2.26037577E-20 4.11602389E-18 4.11602389E-18 0.00000000E+00 1.09414728E-18 1.22782179E-18 1.18570601E-18 1.91948004E-21 6.74711946E-21 8.52390561E-23 4.25746230E-23 0.00000000E+00 8.43505260E-21 3.96561351E-22 1.45350217E-21 3.89669369E-20 0.00000000E+00 2.49304634E-22 2.14348389E-20 0.00000000E+00 5.85621821E-19 1.37764166E-20 1.98903188E-21 0.00000000E+00 9.66397857E-20 7.25421695E-19 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 6.85980745E-18 2.59999189E-17 3.89379423E-18 4.50667268E-15 4.50667268E-15 1.64898314E-18 3.99651616E-17
