  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   8.44882710E-14 1.25105964E-12 8.09531109E-13 2.79412436E-15 4.07558413E-13 1.07308519E-14 4.40251925E-19 4.40251925E-19 4.40251925E-19 2.02794970E-21 2.83569801E-21 2.83569801E-21 0.00000000E+00 1.05145207E-22 1.05145207E-22 1.05145207E-22 3.39213652E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.46076935E-18 2.83614370E-15 2.83614370E-15 2.83614370E-15 6.57845045E-15 4.10558675E-19 4.10558675E-19 4.10558675E-19 6.78580223E-20 6.78580223E-20 6.78580223E-20 6.78580223E-20 4.62958032E-19 4.77839339E-20 2.32873389E-21 2.45450983E-16 2.25971804E-16 2.25971804E-16 3.46477212E-17 3.46477212E-17 4.08122168E-22 1.31390887E-17 1.51234562E-17 1.15101178E-17 3.55892899E-19 1.08559567E-19 8.76910067E-19 6.01718480E-21 6.47745989E-21 6.03772245E-20 4.97342829E-22 1.59861600E-20 8.90533766E-20 0.00000000E+00 4.11973999E-21 1.47752239E-18 0.00000000E+00 5.38296018E-19 1.54551658E-19 1.79190546E-20 0.00000000E+00 2.40414940E-19 8.40609784E-19 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.27097924E-17 1.39990277E-16 4.02759534E-17 2.83614370E-15 2.83614370E-15 7.93017553E-20 2.48825936E-17
Oesophagus 4.24244636E-19 4.24244636E-19 3.08426286E-19 3.08426286E-19 4.86097942E-19 3.17518538E-19 2.69614480E-12 2.22299347E-13 6.07687829E-13 6.48729703E-19 5.78981451E-17 5.78981451E-17 4.53593967E-20 3.78777728E-20 3.78777728E-20 3.78777728E-20 2.08257791E-20 1.28651867E-20 1.28651867E-20 5.75151277E-21 1.46114281E-20 1.46114281E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.45163384E-20 8.77906155E-16 8.77906155E-16 8.77906155E-16 3.10962002E-18 3.84486571E-15 3.84486571E-15 3.84486571E-15 6.41697802E-17 6.41697802E-17 6.41697802E-17 6.41697802E-17 3.07210252E-15 5.65806812E-17 4.93274310E-19 1.43769284E-15 4.28109294E-17 4.28109294E-17 8.74065523E-19 8.74065523E-19 9.74463199E-21 1.52371004E-18 2.92648936E-18 7.05359651E-19 2.16003470E-20 2.58963080E-19 2.86823078E-20 2.89305842E-19 2.90732094E-19 7.87829069E-16 1.17072248E-19 3.46648326E-17 5.16524858E-16 0.00000000E+00 1.03613991E-19 7.40964675E-20 0.00000000E+00 4.04911619E-19 6.78122492E-20 5.01149734E-19 0.00000000E+00 3.16695709E-18 5.52449809E-16 4.04018908E-20 0.00000000E+00 8.99767102E-23 2.22457080E-21 1.21735498E-17 4.83491411E-17 1.45309269E-17 8.77906155E-16 8.77906155E-16 1.90227178E-16 1.09469196E-16
St-stem    8.60853211E-21 8.60853211E-21 1.01130624E-20 1.01130624E-20 5.78120177E-21 5.62282663E-21 5.87165642E-17 5.87165642E-17 5.87165642E-17 4.76366632E-14 3.51722227E-12 1.31951115E-13 3.95090446E-17 1.39564696E-16 1.39564696E-16 1.39564696E-16 1.16665818E-19 1.28933419E-19 1.28933419E-19 2.79600219E-19 2.64838239E-19 2.64838239E-19 8.90400695E-21 1.14910307E-20 1.14910307E-20 5.63519116E-21 5.69142996E-21 5.69142996E-21 5.69142996E-21 1.69821705E-20 9.96156429E-20 9.96156429E-20 9.96156429E-20 2.24299158E-17 2.24299158E-17 2.24299158E-17 2.24299158E-17 7.84631469E-20 2.07539142E-17 1.81917994E-18 1.39869435E-15 1.13759513E-19 1.13759513E-19 1.31015703E-19 1.31015703E-19 1.16369380E-20 1.73627122E-19 3.82277673E-19 6.83711243E-20 1.23107086E-21 1.47577075E-19 5.85081562E-21 1.62430252E-16 2.29564105E-18 5.87238043E-17 1.22079553E-18 1.19199248E-16 3.08664071E-16 9.76976238E-21 7.74446075E-16 2.52270348E-21 0.00000000E+00 5.05083043E-21 6.70847307E-20 3.56898384E-16 0.00000000E+00 5.28967386E-20 2.18149522E-20 4.10102947E-19 1.42314830E-20 9.64512159E-21 6.26011200E-21 1.50302385E-17 4.80699623E-19 6.64426028E-18 5.69142996E-21 5.69142996E-21 2.16869732E-17 2.19957224E-17
SI-stem    1.91912918E-21 1.91912918E-21 2.40336130E-21 2.40336130E-21 9.40994167E-22 8.80859431E-22 3.94497154E-20 3.94497154E-20 3.94497154E-20 1.28469224E-17 1.40570480E-16 1.40570480E-16 7.66721239E-15 4.03549745E-13 3.26039194E-14 6.63579864E-14 2.85092991E-17 1.24728203E-16 1.24728203E-16 6.38149816E-17 1.78764826E-16 1.78764826E-16 6.67850169E-17 7.92241280E-17 7.92241280E-17 1.82028811E-21 1.57712124E-21 1.57712124E-21 1.57712124E-21 2.08269088E-21 1.15950532E-20 1.15950532E-20 1.15950532E-20 3.13400428E-20 3.13400428E-20 3.13400428E-20 3.13400428E-20 1.01195015E-20 3.60081240E-20 4.25544381E-17 1.51122436E-15 2.09520821E-19 2.09520821E-19 2.89669635E-19 2.89669635E-19 1.05935311E-20 7.00501661E-19 1.33953262E-18 3.19345496E-19 1.06048172E-22 1.72658635E-20 1.22207309E-21 2.28160596E-16 4.18618308E-17 5.10096344E-20 1.54425435E-17 1.64955303E-17 5.37666042E-16 8.51763320E-17 3.02551154E-16 9.14334306E-23 0.00000000E+00 8.27875584E-22 5.52832873E-20 3.83030068E-19 0.00000000E+00 7.32887895E-21 2.60609621E-21 1.26474007E-16 1.36053843E-16 3.49608659E-17 2.15655623E-17 2.92526465E-17 8.36839609E-19 3.18613943E-18 1.57712124E-21 1.57712124E-21 3.06818871E-20 3.08561459E-20
RC-stem    5.16354476E-22 5.16354476E-22 1.54701785E-21 1.54701785E-21 6.52047404E-22 1.39565605E-22 1.18276751E-20 1.18276751E-20 1.18276751E-20 7.24257335E-20 1.15937283E-19 1.15937283E-19 7.72321958E-18 1.24129704E-16 1.24129704E-16 1.24129704E-16 3.25472147E-15 7.58325832E-13 1.53800434E-13 2.96877801E-18 6.71938488E-17 6.71938488E-17 1.62252922E-19 1.51056800E-19 1.51056800E-19 8.27403537E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.94168461E-22 1.00027992E-20 1.00027992E-20 1.00027992E-20 1.31292356E-20 1.31292356E-20 1.31292356E-20 1.31292356E-20 7.54757643E-21 2.03444946E-20 1.78286801E-19 1.44357075E-15 1.60995428E-19 1.60995428E-19 1.59033401E-19 1.59033401E-19 8.56467215E-21 1.63137771E-19 2.65658406E-19 9.23145198E-20 0.00000000E+00 6.67148135E-21 1.94779536E-22 3.10184400E-19 2.83698012E-19 2.24165869E-20 7.20022243E-17 5.43739059E-18 3.77658654E-16 1.96521072E-19 2.19703774E-17 6.08197735E-22 0.00000000E+00 1.61868097E-21 6.39818780E-20 3.55204869E-20 0.00000000E+00 4.92755343E-21 0.00000000E+00 1.26432102E-18 2.86842752E-19 3.56618459E-19 1.61338784E-19 2.12142638E-17 1.75464798E-19 1.82636834E-17 0.00000000E+00 0.00000000E+00 1.30231354E-20 1.29729670E-20
LC-stem    1.77783970E-22 1.77783970E-22 2.26987224E-21 2.26987224E-21 3.30860046E-22 1.34241180E-22 7.35457278E-21 7.35457278E-21 7.35457278E-21 1.82500409E-19 2.74523524E-19 2.74523524E-19 1.40314126E-17 1.78371012E-16 1.78371012E-16 1.78371012E-16 1.65547328E-17 6.62250863E-17 6.62250863E-17 3.95851238E-15 7.79339372E-13 1.53730250E-13 5.30687007E-17 5.32093415E-17 5.32093415E-17 4.40682760E-23 6.02719816E-23 6.02719816E-23 6.02719816E-23 0.00000000E+00 3.36777199E-21 3.36777199E-21 3.36777199E-21 9.54816564E-21 9.54816564E-21 9.54816564E-21 9.54816564E-21 4.44661708E-21 9.76718920E-21 8.27450218E-20 1.47226632E-15 1.76031591E-19 1.76031591E-19 1.52663501E-19 1.52663501E-19 1.13087918E-20 1.65030455E-19 2.48418452E-19 9.41520388E-20 5.40246966E-23 5.13832245E-21 0.00000000E+00 1.27089115E-19 1.12954057E-19 1.80999968E-20 2.79885251E-19 5.98974429E-20 2.95136143E-16 2.15097835E-19 3.09205340E-19 0.00000000E+00 0.00000000E+00 0.00000000E+00 6.11692696E-20 7.93854065E-20 0.00000000E+00 1.74870157E-21 3.01816502E-22 1.25113701E-18 4.56857184E-19 4.84577446E-19 2.58056068E-19 2.14259473E-17 1.73299831E-19 1.15512955E-17 6.02719816E-23 6.02719816E-23 9.34214938E-21 9.39596037E-21
RS-stem    0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 7.37294803E-21 9.18550233E-21 9.18550233E-21 4.83654781E-17 7.88775926E-17 7.88775926E-17 7.88775926E-17 1.75304898E-19 1.93962569E-19 1.93962569E-19 8.34634727E-19 5.40602065E-17 5.40602065E-17 1.09279397E-14 1.28977302E-12 3.19724198E-13 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.86321894E-21 1.86321894E-21 1.86321894E-21 1.07471376E-21 0.00000000E+00 0.00000000E+00 8.53706164E-21 1.46952078E-15 1.90144944E-19 1.90144944E-19 1.18895626E-18 1.18895626E-18 2.95988044E-20 4.90136343E-18 9.58598643E-18 2.06976186E-18 0.00000000E+00 2.74756919E-22 0.00000000E+00 1.12572898E-20 9.67562430E-21 1.27052266E-21 2.53696917E-20 4.07765226E-21 3.81399132E-16 4.68100743E-16 2.20918356E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 5.17587074E-20 2.00263478E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.64421129E-16 9.57665557E-16 1.22018065E-16 9.08870983E-16 2.65476025E-17 2.51234753E-18 8.63736249E-18 0.00000000E+00 0.00000000E+00 1.05255079E-21 1.06492122E-21
ET1-bas    3.43248877E-18 3.43248877E-18 5.18153405E-18 5.18153405E-18 1.79183470E-18 1.34259988E-18 2.46618732E-20 2.46618732E-20 2.46618732E-20 0.00000000E+00 6.33514413E-22 6.33514413E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 6.82778929E-11 1.32725566E-16 1.32725566E-16 1.32725566E-16 3.38088457E-19 3.84076027E-20 3.84076027E-20 3.84076027E-20 1.38568632E-20 1.38568632E-20 1.38568632E-20 1.38568632E-20 9.72567498E-21 1.10338305E-20 4.51004081E-21 2.00716703E-16 8.87247594E-17 8.87247594E-17 4.89745323E-18 4.89745323E-18 0.00000000E+00 1.74923706E-18 2.46745545E-18 2.07796078E-18 5.03363017E-19 1.04110014E-18 5.75844662E-18 0.00000000E+00 0.00000000E+00 2.52489038E-20 0.00000000E+00 0.00000000E+00 1.38199181E-20 0.00000000E+00 0.00000000E+00 6.48608154E-19 0.00000000E+00 3.14297392E-19 1.53411039E-17 3.94829943E-20 0.00000000E+00 1.54202519E-20 4.78819112E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.18424086E-16 2.26828988E-17 4.39224962E-18 3.63651198E-12 1.32725566E-16 1.46708771E-20 1.17505658E-18
ET2-bas    2.85154599E-15 2.85154599E-15 4.02285276E-18 4.02285276E-18 1.20259001E-15 9.15519005E-17 8.71861824E-16 8.71861824E-16 8.71861824E-16 5.18509423E-21 1.91262144E-21 1.91262144E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.33764523E-16 2.11458319E-12 3.66979966E-12 3.26962405E-12 8.93314335E-15 1.57894301E-15 1.57894301E-15 1.57894301E-15 8.52857841E-20 8.52857841E-20 8.52857841E-20 8.52857841E-20 2.32260274E-15 8.37448754E-20 1.08967333E-21 2.13125974E-16 3.85921950E-17 3.85921950E-17 8.16407703E-18 8.16407703E-18 2.33903864E-22 2.93222204E-18 3.12601250E-18 2.34908198E-18 3.50296070E-18 4.97079596E-20 1.11372259E-18 1.21460248E-21 6.14762576E-21 3.88997016E-20 4.75292266E-21 5.06305683E-21 2.11917317E-19 0.00000000E+00 2.56931846E-22 3.69741207E-18 0.00000000E+00 5.14822325E-18 7.39095173E-20 8.36208016E-21 0.00000000E+00 2.31027505E-19 1.82158611E-18 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 6.78359976E-17 1.05654939E-15 9.32662695E-18 1.32725566E-16 3.63651198E-12 5.27252312E-17 2.20183386E-14
LN-ET      6.66746361E-15 6.66746361E-15 3.55287276E-18 3.55287276E-18 2.46825756E-15 5.41423253E-18 2.63197403E-18 2.63197403E-18 2.63197403E-18 0.00000000E+00 0.00000000E+00 1.69821705E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.98465772E-19 8.92606896E-15 8.92606896E-15 8.92606896E-15 2.24009457E-12 4.83452717E-17 4.83452717E-17 4.83452717E-17 1.58658763E-19 1.58658763E-19 1.58658763E-19 1.58658763E-19 1.04986483E-17 1.40764403E-19 0.00000000E+00 2.50801428E-17 4.74706460E-18 4.74706460E-18 2.36692360E-19 2.36692360E-19 0.00000000E+00 1.19490584E-19 4.61548732E-19 4.46910022E-20 2.32866929E-19 1.36591995E-19 3.85313366E-19 0.00000000E+00 0.00000000E+00 9.99754582E-20 4.69609265E-21 1.99717056E-20 3.05056944E-19 0.00000000E+00 3.61247379E-21 1.37533818E-18 0.00000000E+00 9.06560022E-16 8.57081857E-20 1.51890554E-20 0.00000000E+00 5.74206404E-19 3.30178104E-18 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 4.24700416E-17 1.13651571E-15 9.21484275E-17 8.92606896E-15 8.92606896E-15 1.76857679E-18 7.87390231E-17
