  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.86991804E-14 1.31407872E-13 1.55968169E-14 7.90078953E-15 4.44212882E-14 7.91323038E-15 2.80104837E-16 2.80104837E-16 2.80104837E-16 1.10842027E-17 9.15865765E-18 9.15865765E-18 2.21305726E-18 1.77918340E-18 1.77918340E-18 1.77918340E-18 1.03169030E-18 1.02556028E-18 1.02556028E-18 7.77631297E-19 7.37557778E-19 7.37557778E-19 1.46447353E-19 9.44274375E-20 9.44274375E-20 2.02374454E-15 4.38323974E-15 4.38323974E-15 4.38323974E-15 6.44959313E-15 2.67768701E-16 2.67768701E-16 2.67768701E-16 6.79748938E-17 6.79748938E-17 6.79748938E-17 6.79748938E-17 3.11537548E-16 6.80454270E-17 8.34450899E-18 1.00011003E-16 2.07953840E-16 2.07953840E-16 2.12760003E-16 2.12760003E-16 3.40556692E-18 1.19102094E-16 1.56689020E-16 8.18797932E-17 3.31049536E-16 8.59560421E-17 7.69157424E-16 9.33637674E-18 9.65007584E-18 5.64417655E-17 4.47010571E-18 1.50728403E-17 7.51284411E-17 1.48999897E-19 5.56850005E-18 1.12381794E-15 0.00000000E+00 2.27113459E-15 4.91529276E-17 1.15504449E-17 0.00000000E+00 2.07451023E-16 5.59605130E-16 1.44623982E-18 1.10590866E-19 1.52385008E-19 5.75398283E-20 5.78730299E-17 1.60491978E-16 6.23118311E-17 4.38323974E-15 4.38323974E-15 7.46345480E-17 1.07795656E-16
Oesophagus 2.82234344E-16 2.82234344E-16 1.55465763E-16 1.55465763E-16 3.18556300E-16 2.19889847E-16 5.84221103E-14 1.55504861E-14 7.16795014E-14 3.71462479E-16 3.27741677E-16 3.27741677E-16 4.59631597E-17 3.53197910E-17 3.53197910E-17 3.53197910E-17 1.48201222E-17 1.52608086E-17 1.52608086E-17 1.33027427E-17 1.26859887E-17 1.26859887E-17 2.01422959E-18 1.69472443E-18 1.69472443E-18 5.89402987E-17 7.41953838E-16 7.41953838E-16 7.41953838E-16 9.48403293E-16 3.57487269E-15 3.57487269E-15 3.57487269E-15 7.52651701E-16 7.52651701E-16 7.52651701E-16 7.52651701E-16 3.65477888E-15 7.60456932E-16 3.19918397E-16 4.48498730E-16 1.64551509E-16 1.64551509E-16 1.39386339E-16 1.39386339E-16 1.59479075E-17 2.10009074E-16 3.93748397E-16 9.37426668E-17 3.43946431E-17 2.14572343E-16 3.72007101E-17 2.28976384E-16 2.29335388E-16 1.41054914E-15 1.15230580E-16 3.34870436E-16 5.06816994E-16 1.29778545E-18 1.23435017E-16 7.61005152E-17 0.00000000E+00 2.62876848E-16 4.66127678E-17 3.17841935E-16 0.00000000E+00 1.41867974E-15 2.84038575E-15 3.27462131E-17 1.37491370E-18 1.39932260E-18 1.35918230E-18 6.70013378E-17 1.50114368E-16 9.33465997E-17 7.41953838E-16 7.41953838E-16 8.47085111E-16 7.80664946E-16
St-stem    1.03575233E-17 1.03575233E-17 9.51229593E-18 9.51229593E-18 1.03715662E-17 7.92433891E-18 3.30665465E-16 3.30665465E-16 3.30665465E-16 4.61873987E-15 4.85708600E-13 1.82668442E-14 7.53851952E-16 5.33590781E-16 5.33590781E-16 5.33590781E-16 1.12905840E-16 1.13062537E-16 1.13062537E-16 2.02714724E-16 1.99431783E-16 1.99431783E-16 1.90933819E-17 1.55978957E-17 1.55978957E-17 8.63996523E-18 8.39327326E-18 8.39327326E-18 8.39327326E-18 1.23491105E-17 9.75800031E-17 9.75800031E-17 9.75800031E-17 2.19226262E-16 2.19226262E-16 2.19226262E-16 2.19226262E-16 7.74751551E-17 2.23309027E-16 9.11216247E-16 4.00313831E-16 5.38934337E-17 5.38934337E-17 6.92206946E-17 6.92206946E-17 1.48782888E-17 8.96338486E-17 1.63013993E-16 4.21371939E-17 1.89371495E-18 1.32008229E-16 6.21717656E-18 9.11266855E-16 8.33725738E-16 4.80426592E-16 6.91942412E-16 6.20867530E-16 3.95853827E-16 1.30655231E-17 1.95886896E-15 3.29483730E-18 0.00000000E+00 8.01416431E-18 4.94903665E-17 1.67724760E-15 0.00000000E+00 5.74147762E-17 2.53843189E-17 2.94680380E-16 1.45088791E-17 1.61490598E-17 1.40252844E-17 8.47248883E-17 1.08306819E-16 7.08709462E-17 8.39327326E-18 8.39327326E-18 2.15078571E-16 2.15921566E-16
SI-stem    2.01524094E-18 2.01524094E-18 1.88396465E-18 1.88396465E-18 1.95479929E-18 1.41773105E-18 3.66432641E-17 3.66432641E-17 3.66432641E-17 4.03128119E-16 5.37719679E-16 5.37719679E-16 1.75108425E-15 6.32972453E-14 4.95865988E-15 2.12737774E-15 7.24906890E-16 7.58370842E-16 7.58370842E-16 9.65261567E-16 9.92012935E-16 9.92012935E-16 7.67501441E-16 6.16607009E-16 6.16607009E-16 1.92718690E-18 1.51920008E-18 1.51920008E-18 1.51920008E-18 2.27030094E-18 1.58760562E-17 1.58760562E-17 1.58760562E-17 3.15978360E-17 3.15978360E-17 3.15978360E-17 3.15978360E-17 1.33319238E-17 3.21421920E-17 3.28497615E-16 3.31894196E-16 7.59993179E-17 7.59993179E-17 1.24875056E-16 1.24875056E-16 1.42264430E-17 1.65163868E-16 2.69669740E-16 9.12917378E-17 3.60267767E-19 2.20193385E-17 1.46600302E-18 4.86460270E-16 4.76272377E-16 4.93321828E-17 5.54749436E-16 2.04034695E-16 5.97235844E-16 6.34787133E-16 9.99548440E-16 5.73691747E-19 0.00000000E+00 1.48109654E-18 4.35225725E-17 2.18075164E-16 0.00000000E+00 1.02943272E-17 4.43198927E-18 1.25122043E-15 5.65763684E-16 6.69689162E-16 6.08598500E-16 1.22924469E-16 1.66774297E-16 1.14227826E-16 1.51920008E-18 1.51920008E-18 3.10732383E-17 3.11566074E-17
RC-stem    1.28198587E-18 1.28198587E-18 1.17546240E-18 1.17546240E-18 1.26099913E-18 9.62804280E-19 1.60768559E-17 1.60768559E-17 1.60768559E-17 7.80356492E-17 1.12779002E-16 1.12779002E-16 5.66780030E-16 7.55124149E-16 7.55124149E-16 7.55124149E-16 4.70208900E-15 1.01148994E-13 1.89275215E-14 3.58353758E-16 3.83671826E-16 3.83671826E-16 1.63114267E-16 1.48874337E-16 1.48874337E-16 1.30565156E-18 9.15496762E-19 9.15496762E-19 9.15496762E-19 1.40079437E-18 8.77038955E-18 8.77038955E-18 8.77038955E-18 1.71691336E-17 1.71691336E-17 1.71691336E-17 1.71691336E-17 7.44400636E-18 1.73894426E-17 1.66378827E-16 2.98824615E-16 6.77400488E-17 6.77400488E-17 1.04929415E-16 1.04929415E-16 1.23210017E-17 1.25181748E-16 2.00994939E-16 7.12239057E-17 1.73256332E-19 1.26128895E-17 1.06268604E-18 2.47683219E-16 2.51285471E-16 1.99001866E-17 4.74371920E-16 1.71087202E-16 3.92843279E-16 1.65284612E-16 4.63304798E-16 3.85366215E-19 0.00000000E+00 9.38204828E-19 4.57423903E-17 3.83648095E-17 0.00000000E+00 6.41020169E-18 2.84677842E-18 7.39419058E-16 2.14515469E-16 2.51144592E-16 1.61907209E-16 1.06626096E-16 1.19669011E-16 1.20710862E-16 9.15496762E-19 9.15496762E-19 1.68883539E-17 1.69305685E-17
LC-stem    9.10383994E-19 9.10383994E-19 8.95640937E-19 8.95640937E-19 8.36996121E-19 6.43346918E-19 1.30817923E-17 1.30817923E-17 1.30817923E-17 1.48340527E-16 1.98766474E-16 1.98766474E-16 7.35146064E-16 9.88940681E-16 9.88940681E-16 9.88940681E-16 3.53046649E-16 3.82981639E-16 3.82981639E-16 5.64016498E-15 1.04559812E-13 1.94665368E-14 3.86572896E-16 3.00271363E-16 3.00271363E-16 1.16114996E-18 6.63997858E-19 6.63997858E-19 6.63997858E-19 9.16250340E-19 6.26586894E-18 6.26586894E-18 6.26586894E-18 1.26362627E-17 1.26362627E-17 1.26362627E-17 1.26362627E-17 5.25469242E-18 1.27407841E-17 8.99115085E-17 2.88012121E-16 6.96569414E-17 6.96569414E-17 1.03371865E-16 1.03371865E-16 1.24145529E-17 1.28012000E-16 1.98791487E-16 7.67732268E-17 1.44225311E-19 9.38412742E-18 8.12717893E-19 1.17213884E-16 1.18054974E-16 1.93335147E-17 2.13590957E-16 5.82858573E-17 4.49057854E-16 1.84034467E-16 2.47805534E-16 2.48566624E-19 0.00000000E+00 6.31741053E-19 4.50544709E-17 7.91663043E-17 0.00000000E+00 3.97988305E-18 1.84886268E-18 7.54599152E-16 2.98258998E-16 3.36661556E-16 2.28264579E-16 1.14564856E-16 1.18175872E-16 1.21656284E-16 6.63997858E-19 6.63997858E-19 1.24247513E-17 1.24594180E-17
RS-stem    1.01695411E-19 1.01695411E-19 1.47143396E-19 1.47143396E-19 1.09289671E-19 1.13605047E-19 1.70536254E-18 1.70536254E-18 1.70536254E-18 1.24093687E-17 1.57737195E-17 1.57737195E-17 7.02544285E-16 6.20014097E-16 6.20014097E-16 6.20014097E-16 1.50210181E-16 1.51993873E-16 1.51993873E-16 2.57352938E-16 3.04049674E-16 3.04049674E-16 5.46705176E-15 1.72300882E-13 3.78618505E-14 1.49819089E-19 9.17962805E-20 9.17962805E-20 9.17962805E-20 1.65604686E-19 1.06400133E-18 1.06400133E-18 1.06400133E-18 1.97601180E-18 1.97601180E-18 1.97601180E-18 1.97601181E-18 8.28328541E-19 2.03241106E-18 1.51341142E-17 2.66933529E-16 8.73399225E-17 8.73399225E-17 1.08192684E-16 1.08192684E-16 2.97799994E-17 1.79878848E-16 2.52337218E-16 1.23432776E-16 3.90311280E-20 1.41716626E-18 1.40942592E-19 1.65410980E-17 1.69784694E-17 2.30610117E-18 3.24640047E-17 1.03837843E-17 4.45473466E-16 3.46442344E-15 2.93055188E-17 4.10431174E-20 0.00000000E+00 1.12375207E-19 4.53887916E-17 8.92258600E-18 0.00000000E+00 5.88555198E-19 2.60312918E-19 6.83781362E-16 1.60727611E-15 1.50389920E-15 4.07821491E-15 1.52222331E-16 1.38726787E-16 1.53653079E-16 9.17962805E-20 9.17962805E-20 1.94491263E-18 1.94893856E-18
ET1-bas    1.98260523E-15 1.98260523E-15 2.54415458E-15 2.54415458E-15 1.48040450E-15 1.04380564E-15 5.35472405E-17 5.35472405E-17 5.35472405E-17 6.99642386E-18 8.59371016E-18 8.59371016E-18 1.84770215E-18 1.59238867E-18 1.59238867E-18 1.59238867E-18 1.54603074E-18 1.03226921E-18 1.03226921E-18 7.20445594E-19 9.49822631E-19 9.49822631E-19 1.34952142E-19 7.25180979E-20 7.25180979E-20 9.80819496E-12 1.37483087E-15 1.37483087E-15 1.37483087E-15 4.31027609E-16 5.78672908E-17 5.78672908E-17 5.78672908E-17 2.78115287E-17 2.78115287E-17 2.78115287E-17 2.78115287E-17 5.99365164E-17 2.71819027E-17 5.23221341E-18 3.33397238E-17 1.62732664E-16 1.62732664E-16 1.20648132E-16 1.20648132E-16 1.68665006E-18 5.45622239E-17 6.76689742E-17 4.26901523E-17 3.45592709E-16 6.42020222E-17 3.15272398E-15 7.46313255E-18 7.39271161E-18 2.78613891E-17 2.40768046E-18 9.46208159E-18 2.26977748E-17 9.54526089E-20 5.38215151E-18 6.17183464E-16 0.00000000E+00 4.04257256E-16 6.12567498E-17 7.30306503E-18 0.00000000E+00 6.86134303E-17 1.07688725E-16 1.60496273E-18 2.47142153E-19 4.02585042E-19 2.03762221E-19 6.93397155E-17 7.07188402E-17 2.36749316E-17 6.13003011E-13 1.37483087E-15 2.88038162E-17 3.98839517E-17
ET2-bas    4.35877349E-15 4.35877349E-15 1.75943451E-15 1.75943451E-15 4.90376200E-15 5.91827383E-15 7.34349784E-16 7.34349784E-16 7.34349784E-16 8.48941422E-18 6.84115127E-18 6.84115127E-18 1.78157964E-18 1.30078630E-18 1.30078630E-18 1.30078630E-18 8.61112237E-19 5.96514018E-19 5.96514018E-19 6.73778514E-19 6.34378673E-19 6.34378673E-19 1.72714637E-19 1.10580588E-19 1.10580588E-19 1.38087988E-15 2.87694966E-13 6.51337323E-13 4.10628986E-13 8.33921028E-15 6.07362191E-16 6.07362191E-16 6.07362191E-16 7.11225701E-17 7.11225701E-17 7.11225701E-17 7.11225701E-17 7.87233886E-16 7.01121716E-17 7.55609997E-18 4.34786841E-17 2.25968922E-16 2.25968922E-16 2.29082200E-16 2.29082200E-16 2.83102566E-18 1.36693197E-16 2.11839246E-16 8.53229658E-17 5.77320950E-16 6.29644904E-17 7.63742813E-16 6.90872170E-18 6.77442865E-18 5.25330224E-17 3.98611699E-18 1.18453799E-17 1.09888916E-16 1.91396760E-19 3.76319379E-18 2.60055942E-15 0.00000000E+00 2.22847704E-15 4.43716933E-17 1.06006178E-17 0.00000000E+00 2.37424752E-16 9.76983877E-16 1.08717389E-18 1.31772158E-19 7.05965718E-20 6.88736141E-20 7.08752934E-17 2.99997564E-16 7.59735259E-17 1.37483087E-15 6.13003011E-13 8.90080702E-17 3.63797445E-15
LN-ET      6.45681706E-15 6.45681706E-15 1.75946300E-15 1.75946300E-15 6.30367329E-15 2.63062250E-15 9.76169573E-16 9.76169573E-16 9.76169573E-16 1.70581539E-17 1.25481220E-17 1.25486792E-17 2.61220909E-18 3.03784561E-18 3.03784561E-18 3.03784561E-18 1.13069790E-18 1.36250377E-18 1.36250377E-18 5.65056376E-19 7.81054387E-19 7.81054387E-19 8.67895450E-19 8.71345367E-26 1.65604686E-19 4.48328850E-16 8.44413085E-15 8.44413085E-15 8.44413085E-15 3.04180131E-13 1.04279809E-15 1.04279809E-15 1.04279809E-15 1.16057306E-16 1.16057306E-16 1.16057306E-16 1.16057306E-16 1.34637750E-15 1.13892824E-16 1.09858688E-17 3.21237542E-17 1.62364485E-16 1.62364485E-16 1.68383484E-16 1.68383484E-16 2.57795374E-18 1.22804039E-16 1.96625860E-16 7.10392227E-17 2.32421959E-16 1.09134387E-16 2.58595786E-16 1.14787779E-17 1.00107587E-17 8.59001512E-17 4.46962900E-18 1.77723560E-17 1.46554122E-16 2.35945543E-24 6.74537883E-18 6.89952960E-16 0.00000000E+00 3.35759378E-15 5.54934102E-17 1.68259282E-17 0.00000000E+00 3.92441627E-16 1.74846154E-15 1.49670220E-18 1.06913098E-19 5.74743445E-20 9.59728154E-20 6.18637865E-17 3.82074158E-16 1.01542420E-16 8.44413085E-15 8.44413085E-15 1.46836569E-16 1.98039251E-16
