  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   7.72270694E-14 3.12136828E-13 1.13089816E-13 2.60454353E-14 1.23200950E-13 2.99437721E-14 8.91406776E-16 8.91406776E-16 8.91406776E-16 3.92090540E-17 3.27084866E-17 3.27084866E-17 9.09265677E-18 7.32564398E-18 7.32564398E-18 7.32564398E-18 5.07080968E-18 4.91724740E-18 4.91724740E-18 3.97058278E-18 3.28834916E-18 3.28834916E-18 6.14786691E-19 6.16112734E-19 6.16112734E-19 6.78350640E-15 1.58862145E-14 1.58862145E-14 1.58862145E-14 2.44220998E-14 8.59038978E-16 8.59038978E-16 8.59038978E-16 2.15737078E-16 2.15737078E-16 2.15737078E-16 2.15737078E-16 9.93698457E-16 2.14896970E-16 3.06101414E-17 3.13940235E-16 6.93175858E-16 6.93175858E-16 6.95302682E-16 6.95302682E-16 1.16175248E-17 3.87162927E-16 5.09834257E-16 2.70411065E-16 1.04147333E-15 2.82747705E-16 2.49598888E-15 3.44059025E-17 3.50591097E-17 1.80220817E-16 1.63575212E-17 5.23329258E-17 2.41895977E-16 5.32819445E-19 2.12861836E-17 3.43464106E-15 0.00000000E+00 7.94949656E-15 1.64213084E-16 4.16425494E-17 0.00000000E+00 6.52032296E-16 1.77406440E-15 6.18729256E-18 4.89881145E-19 5.21233395E-19 4.56015977E-19 1.96349175E-16 5.45181812E-16 2.13115516E-16 1.58862145E-14 1.58862145E-14 2.37179561E-16 3.58913958E-16
Oesophagus 9.00928907E-16 9.00928907E-16 4.97995210E-16 4.97995210E-16 1.01137463E-15 6.89199907E-16 4.10359016E-13 7.19477846E-14 1.71976299E-13 1.16964041E-15 1.06554723E-15 1.06554723E-15 1.43038773E-16 1.08614495E-16 1.08614495E-16 1.08614495E-16 5.10259923E-17 5.23397886E-17 5.23397886E-17 4.52850846E-17 4.35327284E-17 4.35327284E-17 7.95300472E-18 7.07634459E-18 7.07634459E-18 1.97624331E-16 2.70844800E-15 2.70844800E-15 2.70844800E-15 3.28168071E-15 1.36265403E-14 1.36265403E-14 1.36265403E-14 2.40983532E-15 2.40983532E-15 2.40983532E-15 2.40983532E-15 1.39564504E-14 2.43815271E-15 9.84261234E-16 1.37435125E-15 5.33667531E-16 5.33667531E-16 4.49341815E-16 4.49341815E-16 5.05660771E-17 6.79904032E-16 1.26686115E-15 3.00451335E-16 1.15414797E-16 6.51859456E-16 1.27296258E-16 6.79057410E-16 6.84516710E-16 4.86564661E-15 3.51170320E-16 1.05426489E-15 1.81971674E-15 5.95591511E-18 3.70335082E-16 2.46581126E-16 0.00000000E+00 8.48348972E-16 1.49926246E-16 9.57196290E-16 0.00000000E+00 4.70433997E-15 1.04199650E-14 1.02999122E-16 5.67523360E-18 6.10452327E-18 5.91779257E-18 2.17265785E-16 4.93895643E-16 2.97959432E-16 2.70844800E-15 2.70844800E-15 2.77309956E-15 2.52131939E-15
St-stem    3.64877458E-17 3.64877458E-17 3.48669268E-17 3.48669268E-17 3.61771837E-17 2.79223399E-17 1.07844920E-15 1.07844920E-15 1.07844920E-15 1.85622113E-14 9.02327608E-13 4.45914291E-14 2.45336084E-15 1.74913055E-15 1.74913055E-15 1.74913055E-15 3.40998364E-16 3.43149171E-16 3.43149171E-16 6.03642037E-16 5.96122151E-16 5.96122151E-16 6.47499284E-17 5.35928493E-17 5.35928493E-17 3.02789812E-17 2.88852678E-17 2.88852678E-17 2.88852678E-17 4.20283881E-17 2.89388520E-16 2.89388520E-16 2.89388520E-16 6.87345545E-16 6.87345545E-16 6.87345545E-16 6.87345545E-16 2.32316235E-16 7.00114465E-16 2.88783655E-15 1.17692982E-15 1.64937621E-16 1.64937621E-16 2.10898649E-16 2.10898649E-16 4.64851844E-17 2.73415905E-16 4.94026129E-16 1.29676197E-16 7.79110580E-18 4.06952508E-16 2.28370900E-17 2.82730854E-15 2.52348706E-15 1.52051032E-15 2.10903201E-15 1.98679011E-15 1.32053815E-15 4.58188423E-17 6.62773817E-15 1.26073474E-17 0.00000000E+00 2.83018642E-17 1.59515433E-16 5.67281883E-15 0.00000000E+00 1.76857725E-16 8.10268257E-17 8.83942000E-16 5.04552060E-17 5.58336656E-17 4.90372662E-17 2.74856330E-16 3.37499387E-16 2.25115031E-16 2.88852678E-17 2.88852678E-17 6.74013575E-16 6.77055253E-16
SI-stem    7.93681796E-18 7.93681796E-18 7.60115842E-18 7.60115842E-18 7.70102212E-18 5.67895106E-18 1.11936960E-16 1.11936960E-16 1.11936960E-16 1.27696758E-15 1.75575508E-15 1.75575508E-15 6.71163978E-15 1.15736930E-13 1.27279332E-14 1.22873174E-14 2.31082110E-15 2.45644141E-15 2.45644141E-15 3.13094180E-15 3.25676205E-15 3.25676205E-15 2.48064281E-15 1.96155414E-15 1.96155414E-15 7.52533598E-18 5.98019184E-18 5.98019184E-18 5.98019184E-18 8.71074478E-18 5.13226076E-17 5.13226076E-17 5.13226076E-17 9.98246237E-17 9.98246237E-17 9.98246237E-17 9.98246237E-17 4.34107915E-17 1.01069640E-16 1.04310131E-15 9.59895327E-16 2.28699044E-16 2.28699044E-16 3.75105460E-16 3.75105460E-16 4.64849984E-17 5.00127359E-16 8.18279999E-16 2.75650969E-16 1.57180809E-18 7.25982701E-17 5.83797036E-18 1.55977537E-15 1.50690631E-15 1.50780429E-16 1.77726246E-15 6.33404265E-16 2.09087636E-15 2.04641860E-15 3.34776378E-15 2.60154846E-18 0.00000000E+00 5.90024182E-18 1.39781456E-16 6.81624030E-16 0.00000000E+00 3.46240292E-17 1.61630951E-17 4.18883272E-15 1.78839606E-15 2.11598664E-15 1.90180585E-15 3.98488986E-16 5.09986650E-16 3.55274836E-16 5.98019184E-18 5.98019184E-18 9.82104541E-17 9.84580540E-17
RC-stem    5.54109786E-18 5.54109786E-18 5.18505418E-18 5.18505418E-18 5.54996891E-18 4.11507478E-18 5.34673396E-17 5.34673396E-17 5.34673396E-17 2.38909565E-16 3.40528311E-16 3.40528311E-16 1.77884554E-15 2.44811402E-15 2.44811402E-15 2.44811402E-15 1.75915606E-14 2.13268061E-13 4.78391443E-14 1.11167082E-15 1.20869584E-15 1.20869584E-15 4.83565968E-16 4.43024677E-16 4.43024677E-16 5.31437740E-18 4.06273578E-18 4.06273578E-18 4.06273578E-18 5.87868840E-18 3.08796999E-17 3.08796999E-17 3.08796999E-17 5.82054729E-17 5.82054729E-17 5.82054729E-17 5.82054729E-17 2.64807930E-17 5.81154597E-17 4.94843281E-16 8.54223593E-16 2.08117011E-16 2.08117011E-16 3.14511936E-16 3.14511936E-16 4.08042440E-17 3.76000220E-16 6.03210578E-16 2.15501179E-16 1.03687239E-18 4.44255745E-17 4.46669382E-18 7.33914653E-16 7.43009568E-16 6.64508673E-17 1.52505564E-15 5.26687011E-16 1.33823972E-15 4.90179321E-16 1.43608537E-15 1.73889149E-18 0.00000000E+00 3.92961877E-18 1.50708788E-16 1.25758594E-16 0.00000000E+00 2.32688076E-17 1.12570915E-17 2.27534848E-15 6.49680618E-16 7.56806886E-16 4.82279840E-16 3.44928249E-16 3.60756358E-16 3.90712076E-16 4.06273578E-18 4.06273578E-18 5.72924811E-17 5.74157828E-17
LC-stem    3.89305801E-18 3.89305801E-18 3.88817546E-18 3.88817546E-18 3.70574812E-18 2.69169831E-18 4.32085146E-17 4.32085146E-17 4.32085146E-17 4.45200810E-16 5.92927079E-16 5.92927079E-16 2.32560156E-15 3.24938421E-15 3.24938421E-15 3.24938421E-15 1.09326270E-15 1.20432988E-15 1.20432988E-15 2.14913449E-14 2.21653788E-13 5.01663990E-14 1.22677740E-15 9.46291378E-16 9.46291378E-16 4.51662655E-18 2.86570816E-18 2.86570816E-18 2.86570816E-18 4.04614855E-18 2.30281358E-17 2.30281358E-17 2.30281358E-17 4.39812125E-17 4.39812125E-17 4.39812125E-17 4.39812125E-17 1.90327581E-17 4.39197197E-17 2.76822415E-16 8.24650945E-16 2.14793802E-16 2.14793802E-16 3.10339097E-16 3.10339097E-16 4.15712996E-17 3.85125971E-16 5.95332684E-16 2.32448501E-16 7.86459383E-19 3.37039708E-17 3.56832872E-18 3.52116828E-16 3.56061570E-16 6.43275504E-17 6.34181042E-16 1.83957473E-16 1.53125429E-15 5.45079415E-16 7.28153744E-16 1.22454932E-18 0.00000000E+00 2.75351305E-18 1.48107916E-16 2.43576378E-16 0.00000000E+00 1.50605855E-17 7.28041544E-18 2.31046715E-15 9.11255803E-16 1.02444909E-15 6.72557539E-16 3.71281179E-16 3.54526466E-16 3.91991517E-16 2.86570816E-18 2.86570816E-18 4.32839215E-17 4.33820906E-17
RS-stem    7.37999245E-19 7.37999245E-19 7.29087488E-19 7.29087488E-19 5.97206400E-19 5.01256244E-19 6.77507430E-18 6.77507430E-18 6.77507430E-18 4.31560297E-17 5.53949398E-17 5.53949398E-17 2.27522596E-15 1.97422354E-15 1.97422354E-15 1.97422354E-15 4.45335019E-16 4.50384560E-16 4.50384560E-16 7.86318743E-16 9.53765718E-16 9.53765718E-16 2.07733851E-14 3.65149140E-13 9.46012817E-14 8.26078603E-19 6.05398426E-19 6.05398426E-19 6.05398426E-19 7.52076571E-19 4.45210924E-18 4.45210924E-18 4.45210924E-18 8.28941960E-18 8.28941960E-18 8.28941960E-18 8.28954376E-18 3.64068283E-18 8.40614698E-18 5.38484306E-17 7.53290265E-16 2.60529675E-16 2.60529675E-16 3.21924712E-16 3.21924712E-16 9.23368450E-17 5.38550875E-16 7.56454875E-16 3.66622392E-16 1.52361002E-19 5.74846433E-18 6.44399919E-19 5.78839785E-17 5.84963209E-17 9.29095045E-18 1.06870265E-16 3.63049617E-17 1.53859942E-15 1.18254896E-14 9.64236103E-17 2.36928961E-19 0.00000000E+00 5.93154717E-19 1.45072434E-16 3.24204235E-17 0.00000000E+00 2.62877317E-18 1.39198389E-18 2.21378208E-15 5.24754517E-15 4.79526321E-15 1.42565459E-14 4.87046279E-16 4.16013881E-16 4.73665311E-16 6.05398426E-19 6.05398426E-19 8.16254800E-18 8.17618154E-18
ET1-bas    6.72234329E-15 6.72234329E-15 8.44896484E-15 8.44896484E-15 4.83385072E-15 3.33248901E-15 1.82586818E-16 1.82586818E-16 1.82586818E-16 2.52814491E-17 2.72136790E-17 2.72136790E-17 7.88152700E-18 6.80446142E-18 6.80446142E-18 6.80446142E-18 6.16081148E-18 5.21708478E-18 5.21708478E-18 3.16075079E-18 3.51960799E-18 3.51960799E-18 5.46266309E-19 8.79389665E-19 8.79389665E-19 1.51552329E-11 4.69221685E-15 4.69221685E-15 4.69221685E-15 1.43627328E-15 1.95772628E-16 1.95772628E-16 1.95772628E-16 9.82175688E-17 9.82175688E-17 9.82175688E-17 9.82175688E-17 2.12009779E-16 9.36343135E-17 1.93792936E-17 9.14585012E-17 5.69542211E-16 5.69542211E-16 4.27571177E-16 4.27571177E-16 7.03799236E-18 1.86055199E-16 2.28537538E-16 1.43993105E-16 1.10040510E-15 2.25198862E-16 1.08867774E-14 2.72501144E-17 2.72381089E-17 9.45904903E-17 1.18737785E-17 3.39780766E-17 8.02973989E-17 1.74651484E-19 1.76219482E-17 1.95182378E-15 0.00000000E+00 1.30418661E-15 2.22725373E-16 2.63535522E-17 0.00000000E+00 2.42793128E-16 3.74732937E-16 4.67385482E-18 8.71879703E-19 1.25454222E-18 5.61284473E-19 2.63776920E-16 2.38628864E-16 8.27983236E-17 1.20174792E-12 4.69221685E-15 1.01491487E-16 1.39404195E-16
ET2-bas    1.56530777E-14 1.56530777E-14 5.55301001E-15 5.55301001E-15 1.74734661E-14 2.17894700E-14 2.68515984E-15 2.68515984E-15 2.68515984E-15 3.03382237E-17 2.51316323E-17 2.51316323E-17 7.07042603E-18 5.46220684E-18 5.46220684E-18 5.46220684E-18 3.86220962E-18 3.58916441E-18 3.58916441E-18 2.69798965E-18 2.43819663E-18 2.43819663E-18 5.99721797E-19 4.66432250E-19 4.66432250E-19 4.70175341E-15 5.63220232E-13 1.27028288E-12 6.84214060E-13 3.22908490E-14 2.18679209E-15 2.18679209E-15 2.18679209E-15 2.32843557E-16 2.32843557E-16 2.32843557E-16 2.32843557E-16 2.85764318E-15 2.26106730E-16 2.62820463E-17 1.22393047E-16 7.39856895E-16 7.39856895E-16 7.32371856E-16 7.32371856E-16 1.04972611E-17 4.43650063E-16 6.84617264E-16 2.75346768E-16 1.80371686E-15 2.05976198E-16 2.49571619E-15 2.59399714E-17 2.51574446E-17 1.65711431E-16 1.56722553E-17 4.24451422E-17 3.68415559E-16 4.03614036E-19 1.50378882E-17 8.20305212E-15 0.00000000E+00 7.49880923E-15 1.45572272E-16 3.70873440E-17 0.00000000E+00 7.52181056E-16 3.21072972E-15 4.42910154E-18 3.88444512E-19 5.19199475E-19 3.81461470E-19 2.42978696E-16 1.11803577E-15 2.60099442E-16 4.69221685E-15 1.20174792E-12 2.98202092E-16 5.88223901E-15
LN-ET      2.44492768E-14 2.44492768E-14 5.56762689E-15 5.56762689E-15 2.30729066E-14 8.70798676E-15 3.34612730E-15 3.34612730E-15 3.34612730E-15 5.20676267E-17 4.44124322E-17 4.44149124E-17 8.88794139E-18 8.29357294E-18 8.29357294E-18 8.29357294E-18 5.93453323E-18 7.69684874E-18 7.69684874E-18 2.25801992E-18 1.40670116E-18 1.40670116E-18 1.39090327E-18 9.02992902E-21 7.52076571E-19 1.46785782E-15 3.32005639E-14 3.32005639E-14 3.32005639E-14 9.16919423E-13 3.76637840E-15 3.76637840E-15 3.76637840E-15 3.59109074E-16 3.59109074E-16 3.59109074E-16 3.59109074E-16 4.92282801E-15 3.57268183E-16 4.20864111E-17 9.83593072E-17 5.27127548E-16 5.27127548E-16 5.09089751E-16 5.09089751E-16 1.06065030E-17 4.00605469E-16 6.36421729E-16 2.21684626E-16 7.21251758E-16 3.49872946E-16 8.58891773E-16 3.94901876E-17 4.01141178E-17 2.50699340E-16 1.99150980E-17 6.13080496E-17 4.90711067E-16 5.23903001E-19 2.42371355E-17 2.07957308E-15 0.00000000E+00 1.21551126E-14 1.91911763E-16 6.08347061E-17 0.00000000E+00 1.24099444E-15 5.72676040E-15 7.15712196E-18 6.33586621E-19 7.56757726E-19 6.29068362E-19 2.18343994E-16 1.43444592E-15 3.55089886E-16 3.32005639E-14 3.32005639E-14 4.72970531E-16 6.81019286E-16
