  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   3.33891976E-13 1.08762318E-12 1.01437181E-12 8.62947078E-14 5.33680114E-13 1.42166150E-14 8.38859451E-16 8.38859451E-16 8.38859451E-16 8.01944165E-17 7.85419253E-17 7.85419253E-17 2.91022888E-17 1.88040468E-17 1.88053026E-17 1.88040468E-17 3.52572994E-17 2.81872962E-17 2.81892880E-17 4.19460361E-17 3.61572189E-17 3.61698167E-17 4.25715057E-18 3.54040789E-18 3.54040789E-18 8.11243795E-15 2.39155027E-14 2.39155027E-14 2.39155027E-14 1.57729717E-14 4.25221609E-16 4.25221609E-16 4.25221609E-16 2.66768052E-16 2.66768052E-16 2.66768052E-16 2.66801653E-16 7.20971910E-16 2.64352896E-16 5.24221838E-17 8.55045201E-16 1.07917755E-15 1.07917755E-15 8.76718997E-16 8.76718997E-16 2.00101791E-17 5.47581976E-16 7.44104103E-16 3.83567897E-16 1.94161303E-15 2.29519179E-16 4.52303575E-15 6.31409382E-17 6.39098821E-17 2.12812511E-16 3.51866723E-17 9.24218209E-17 2.99441387E-16 0.00000000E+00 4.96282965E-17 5.97027205E-15 1.30341987E-18 5.59937167E-15 2.57184220E-16 7.37931458E-17 8.14988491E-19 7.05271951E-16 1.45910502E-15 1.47570530E-17 2.65042656E-18 2.64730828E-18 0.00000000E+00 3.17219975E-16 8.75725173E-16 4.32125068E-16 2.39155027E-14 2.39155027E-14 2.71769690E-16 4.75101018E-16
Oesophagus 8.40646662E-16 8.40646662E-16 5.60078649E-16 5.60078649E-16 9.65855075E-16 5.63834020E-16 2.84263243E-12 6.17651459E-13 6.51459734E-13 2.19818709E-15 2.74509583E-15 2.74509583E-15 5.41899654E-16 3.01410740E-16 3.01410740E-16 3.01410740E-16 3.13815570E-16 2.58202399E-16 2.58202399E-16 4.85321743E-16 4.13870068E-16 4.13870068E-16 4.71047037E-17 3.23008010E-17 3.23008010E-17 2.45595332E-16 5.98720550E-15 5.98720550E-15 5.98720550E-15 6.57712458E-15 8.48465571E-15 8.48465571E-15 8.48465571E-15 3.16730357E-15 3.16730357E-15 3.16730357E-15 3.16730357E-15 2.82279753E-14 3.24854862E-15 1.41611373E-15 3.17665870E-15 9.24871738E-16 9.24871738E-16 5.90112853E-16 5.90112853E-16 1.05602812E-16 9.13310645E-16 1.79250377E-15 4.10306884E-16 1.75942575E-16 6.80621292E-16 2.00101353E-16 1.02227712E-15 9.54959621E-16 8.88219937E-15 6.96291668E-16 1.70256534E-15 4.05992731E-15 0.00000000E+00 1.12821352E-15 2.98598700E-16 1.54273260E-17 1.02764879E-15 2.33837494E-16 1.54191438E-15 4.20718262E-18 6.44970291E-15 1.67600948E-14 2.41630602E-16 2.64836107E-17 2.72617033E-17 0.00000000E+00 6.24913635E-16 8.07688381E-16 4.02161554E-16 5.98720550E-15 5.98720550E-15 3.33408105E-15 3.24374834E-15
St-stem    8.11272994E-17 8.11272994E-17 8.21591579E-17 8.21591579E-17 8.74357053E-17 4.62651488E-17 2.76281086E-15 2.76281086E-15 2.76281086E-15 1.08788858E-13 2.71056969E-12 1.61537698E-13 3.53935497E-15 1.84726480E-15 1.84726480E-15 1.84726480E-15 1.34365060E-15 9.66874954E-16 9.66874954E-16 6.14177422E-15 5.16423479E-15 5.16423479E-15 1.97871062E-16 1.28993132E-16 1.28993132E-16 6.79526701E-17 7.74548697E-17 7.74548697E-17 7.74548697E-17 1.24502389E-16 1.18533432E-15 1.18533432E-15 1.18533432E-15 1.38573827E-15 1.38573827E-15 1.38573827E-15 1.38573827E-15 6.05205167E-16 1.38025469E-15 2.85847668E-15 2.90657157E-15 2.77556400E-16 2.77556400E-16 3.10017760E-16 3.10017760E-16 1.06586604E-16 3.63490719E-16 6.98175565E-16 1.79913439E-16 2.23130295E-17 1.41216022E-15 4.13972314E-17 2.31885726E-15 2.14776553E-15 3.99812387E-15 1.82803325E-15 2.76090943E-15 4.92660578E-15 0.00000000E+00 7.29738789E-15 3.29388647E-17 5.48683210E-17 7.45446514E-17 2.47423588E-16 4.70235847E-15 1.48960519E-17 4.49515826E-16 2.40956663E-16 9.12514668E-16 9.81925475E-17 1.08023226E-16 0.00000000E+00 8.08929503E-16 3.18161784E-16 3.11942318E-16 7.74548697E-17 7.74548697E-17 1.37958492E-15 1.37142617E-15
SI-stem    2.00549347E-17 2.00549347E-17 2.08409229E-17 2.08409229E-17 2.11810364E-17 1.15338189E-17 3.04020774E-16 3.04020774E-16 3.04020774E-16 1.72408777E-15 1.84218349E-15 1.84218349E-15 2.33443312E-14 2.80784780E-13 4.00731932E-14 1.01956410E-13 2.87261929E-15 3.42845644E-15 3.42845644E-15 3.16594450E-15 4.11184925E-15 4.11184925E-15 2.68991632E-15 2.08838497E-15 2.08838497E-15 1.88939295E-17 1.82828837E-17 1.82828837E-17 1.82828837E-17 2.96307411E-17 2.04060886E-16 2.04060886E-16 2.04060886E-16 2.43180435E-16 2.43180435E-16 2.43180435E-16 2.43180435E-16 1.24584086E-16 2.45259392E-16 1.35387701E-15 2.55236080E-15 3.70538034E-16 3.70538034E-16 4.15011792E-16 4.15011792E-16 6.35809169E-17 5.80082624E-16 1.00841018E-15 3.16063317E-16 6.28263225E-18 2.43725225E-16 1.13940659E-17 1.62316417E-15 1.63321190E-15 3.83325910E-16 2.02994930E-15 8.28285518E-16 3.57346073E-15 0.00000000E+00 4.09329301E-15 8.31941373E-18 7.55427017E-16 1.88764407E-17 2.45226726E-16 1.05141626E-15 1.39456661E-16 9.07635130E-17 5.29647791E-17 5.73888488E-15 2.09226016E-15 2.35041585E-15 0.00000000E+00 1.10534300E-15 5.03818051E-16 4.75168926E-16 1.82828837E-17 1.82828837E-17 2.41968663E-16 2.40634776E-16
RC-stem    2.83566981E-17 2.83566981E-17 2.92061508E-17 2.92061508E-17 2.88160338E-17 1.51825504E-17 2.56898142E-16 2.56898142E-16 2.56898142E-16 7.56214945E-16 9.63849576E-16 9.63849576E-16 3.35152388E-15 3.41933806E-15 3.41933806E-15 3.41933806E-15 3.27009841E-14 5.83148523E-13 1.77001778E-13 1.62237058E-15 1.32024248E-15 1.32024248E-15 4.31514116E-16 3.93940049E-16 3.93940049E-16 2.68739392E-17 2.49295022E-17 2.49295022E-17 2.49295022E-17 3.92872759E-17 2.07957842E-16 2.07957842E-16 2.07957842E-16 2.54644591E-16 2.54644591E-16 2.54644591E-16 2.54644591E-16 1.37037495E-16 2.52069374E-16 1.08623989E-15 2.58658105E-15 2.86556022E-16 2.86556022E-16 3.33745951E-16 3.33745951E-16 6.87185375E-17 4.12770175E-16 7.24741363E-16 2.27643048E-16 8.27693126E-18 3.05749688E-16 1.66574624E-17 5.43696514E-15 5.76273557E-15 3.16045240E-16 2.49981841E-15 2.18768004E-15 2.17121024E-15 0.00000000E+00 3.40590738E-15 1.19906933E-17 2.48452897E-16 2.51436958E-17 2.60084398E-16 3.05698699E-16 6.09940680E-17 1.12105047E-16 6.46487594E-17 2.62355746E-15 4.51195339E-16 4.91035694E-16 0.00000000E+00 9.22638893E-16 3.76901774E-16 4.71223522E-16 2.49295022E-17 2.49295022E-17 2.53189316E-16 2.51977020E-16
LC-stem    3.88158352E-17 3.88158352E-17 3.89872222E-17 3.89872222E-17 4.09301980E-17 2.22163999E-17 4.17097534E-16 4.17097534E-16 4.17097534E-16 4.48717325E-15 5.16736266E-15 5.16736266E-15 5.56546231E-15 4.10601639E-15 4.10601639E-15 4.10601639E-15 1.56225114E-15 1.32359326E-15 1.32359326E-15 3.82388457E-14 6.23047252E-13 1.78452198E-13 1.37067934E-15 5.98008603E-16 5.98008603E-16 3.59368240E-17 3.49767533E-17 3.49767533E-17 3.49767533E-17 5.43201159E-17 4.00974306E-16 4.00974306E-16 4.00974306E-16 4.54386441E-16 4.54386441E-16 4.54386441E-16 4.54386441E-16 2.00063399E-16 4.45087920E-16 1.43976416E-15 2.57216349E-15 2.26288821E-16 2.26288821E-16 3.35804594E-16 3.35804594E-16 9.58371341E-17 3.46190009E-16 6.31224427E-16 1.87064187E-16 1.17875368E-17 5.39139098E-16 2.39618207E-17 1.00346426E-15 9.72271191E-16 6.97471436E-16 2.08618275E-15 7.73428520E-16 2.51038041E-15 0.00000000E+00 2.75989274E-15 1.58353318E-17 1.33444840E-16 3.67715252E-17 2.85917951E-16 2.89131965E-15 3.54797620E-17 1.57096875E-16 9.64756869E-17 1.46730720E-15 2.44870177E-16 2.63899162E-16 0.00000000E+00 9.39163331E-16 3.48733051E-16 3.92269911E-16 3.49767533E-17 3.49767533E-17 4.52719747E-16 4.49856546E-16
RS-stem    3.61923382E-18 3.61923382E-18 3.50399762E-18 3.50399762E-18 3.29770560E-18 2.00273232E-18 3.16879273E-17 3.16879273E-17 3.16879273E-17 1.20837641E-16 1.26081077E-16 1.26081077E-16 8.94651770E-16 2.08570728E-15 2.08570728E-15 2.08570728E-15 3.08217881E-16 4.00681481E-16 4.00681481E-16 2.97430312E-16 5.95225991E-16 5.95225991E-16 6.44018324E-14 1.03995766E-12 3.67697571E-13 3.67923172E-18 2.43617031E-18 2.43617031E-18 2.43617031E-18 5.05120587E-18 2.72088741E-17 2.72088741E-17 2.72088741E-17 3.35247490E-17 3.35247490E-17 3.35247490E-17 3.35247490E-17 1.76032219E-17 3.15935991E-17 1.30599773E-16 2.18940128E-15 5.49048215E-16 5.49048215E-16 5.50800812E-16 5.50800812E-16 6.91245591E-17 7.77043135E-16 1.20038635E-15 4.97660152E-16 9.07892454E-19 3.32272390E-17 1.90684936E-18 1.49493133E-16 1.47946551E-16 4.11924884E-17 2.28488727E-16 9.72160936E-17 4.25127809E-15 0.00000000E+00 2.08917321E-16 1.55815929E-18 7.35417033E-15 3.01231458E-18 2.57915813E-16 9.26685476E-17 5.76177648E-16 1.24889312E-17 7.75179752E-18 2.08302266E-15 8.66942818E-15 7.34034323E-15 0.00000000E+00 1.03786394E-15 6.54465240E-16 6.54479861E-16 2.43617031E-18 2.43617031E-18 3.33283876E-17 3.31662843E-17
ET1-bas    8.08815736E-15 8.08815736E-15 1.12689725E-14 1.12689725E-14 6.46517339E-15 2.99041366E-15 2.32614901E-16 2.32614901E-16 2.32614901E-16 6.12881579E-17 5.78229829E-17 5.78229829E-17 2.62870790E-17 1.58282431E-17 1.58282431E-17 1.58282431E-17 3.18386367E-17 2.45944378E-17 2.45944378E-17 3.89397078E-17 3.14232188E-17 3.14232188E-17 4.68439504E-18 2.57294047E-18 2.57294047E-18 4.13952913E-11 2.45050684E-14 2.45050684E-14 2.45050684E-14 1.48315696E-15 2.00809698E-16 2.00809698E-16 2.00809698E-16 1.39109399E-16 1.39109399E-16 1.39109399E-16 1.39109399E-16 2.31905166E-16 1.32554653E-16 3.40383253E-17 3.60153338E-16 1.19720785E-15 1.19720785E-15 4.08130294E-16 4.08130294E-16 1.31882162E-17 2.74308843E-16 3.23409060E-16 2.03146363E-16 1.77434274E-15 2.15010503E-16 1.70480908E-14 5.33000666E-17 4.74615781E-17 1.24508545E-16 2.39989053E-17 7.22744625E-17 1.11361863E-16 0.00000000E+00 3.79375466E-17 3.91749494E-15 1.38333877E-18 1.49504291E-15 5.71170068E-16 4.50408553E-17 7.63105898E-19 3.02828246E-16 3.89947664E-16 1.24698852E-17 1.48864337E-18 2.88112866E-18 0.00000000E+00 4.80454728E-16 1.97771328E-15 1.12667185E-16 2.35159894E-12 2.45050684E-14 1.41047924E-16 3.52794714E-16
ET2-bas    2.39673760E-14 2.39673760E-14 8.68181984E-15 8.68181984E-15 1.93739224E-14 2.32933771E-14 5.96555977E-15 5.96555977E-15 5.96555977E-15 7.70322186E-17 7.52046883E-17 7.52046883E-17 2.71871903E-17 1.80483067E-17 1.80483067E-17 1.80483067E-17 2.82003043E-17 2.45631189E-17 2.45631189E-17 3.66747583E-17 3.17033573E-17 3.17033573E-17 3.72989628E-18 2.84082270E-18 2.84082270E-18 2.45365118E-14 1.36128574E-12 2.30171214E-12 2.01921032E-12 1.63036246E-13 1.68292197E-15 1.68292197E-15 1.68292197E-15 3.36984731E-16 3.36984731E-16 3.36984731E-16 3.36984731E-16 2.15832864E-15 3.26812850E-16 5.56836865E-17 4.19333312E-16 1.19436937E-15 1.19436937E-15 6.40294735E-16 6.40294735E-16 1.86430517E-17 5.29594419E-16 7.73986886E-16 3.49546533E-16 3.67750138E-15 1.85034179E-16 7.31165702E-15 5.53921032E-17 5.99449710E-17 2.53404243E-16 3.65209595E-17 8.78151132E-17 3.88733830E-16 0.00000000E+00 4.67131595E-17 4.96283765E-14 1.54917055E-18 5.35294045E-15 2.65820462E-16 8.51985065E-17 4.02585632E-19 1.25264955E-15 3.82407188E-15 1.41426374E-17 2.31425362E-18 2.51550592E-18 0.00000000E+00 5.63649569E-16 1.71580481E-15 4.16136085E-16 2.45050684E-14 2.35159894E-12 3.79120264E-16 1.42256588E-14
LN-ET      1.56357291E-14 1.56357291E-14 5.05763823E-15 5.05763823E-15 1.59105712E-14 4.84971286E-15 6.52842694E-15 6.52842694E-15 6.52842694E-15 1.28792225E-16 1.05823272E-16 1.05867453E-16 3.65348549E-17 2.38617848E-17 2.96307411E-17 2.38617848E-17 4.69583533E-17 4.06278012E-17 4.06385031E-17 6.09884393E-17 5.08362752E-17 5.08520589E-17 2.58839044E-18 2.54874759E-18 5.05116362E-18 1.51803282E-15 1.62903552E-13 1.62903552E-13 1.62903552E-13 2.55607862E-12 3.71781953E-15 3.71781953E-15 3.71781953E-15 6.37462146E-16 6.37462146E-16 6.37462146E-16 6.37604222E-16 5.70439416E-15 6.21036043E-16 9.65906151E-17 7.29841503E-16 6.88143269E-16 6.88143269E-16 7.71452264E-16 7.71452264E-16 2.58821421E-17 5.47916718E-16 9.09104384E-16 3.60970026E-16 9.07786164E-16 2.78806700E-16 1.23788337E-15 9.02776837E-17 9.14159193E-17 4.60266355E-16 5.76268684E-17 1.40299186E-16 7.59507496E-16 0.00000000E+00 7.03060156E-17 2.16892469E-15 2.04413056E-18 8.47584704E-15 3.16790089E-16 1.39441860E-16 7.26018482E-19 2.64882756E-15 8.87828709E-15 1.97222749E-17 4.15606000E-18 4.66019998E-18 0.00000000E+00 5.52377470E-16 2.53009713E-15 6.46753516E-16 1.62903552E-13 1.62903552E-13 7.34088724E-16 2.08794629E-15
