  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.44958010E-14 4.76287863E-13 5.56184369E-15 1.47057098E-15 1.36050140E-13 5.83081198E-15 7.62395649E-17 7.62395649E-17 7.62395649E-17 1.99439498E-19 1.87079391E-19 1.87079391E-19 1.48268505E-20 6.90517297E-21 6.90517297E-21 6.90517297E-21 3.18819961E-21 9.51566270E-21 9.51566270E-21 2.52499646E-21 1.65374909E-20 1.65374909E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 6.12172574E-16 2.83747308E-15 2.83747308E-15 2.83747308E-15 4.73226380E-15 7.50232526E-17 7.50232526E-17 7.50232526E-17 5.03610579E-18 5.03610579E-18 5.03610579E-18 5.03610579E-18 8.34836160E-17 4.46954952E-18 6.31818372E-20 1.03002338E-16 6.51855567E-17 6.51855567E-17 5.41845927E-17 5.41845927E-17 5.53841111E-20 2.83493785E-17 3.73810447E-17 2.06555100E-17 2.64111598E-17 1.96365999E-17 1.21941436E-16 1.45125997E-19 1.34928329E-19 3.58920621E-18 5.81885044E-21 3.53052057E-19 1.73651055E-17 0.00000000E+00 2.67098919E-20 1.61468880E-16 0.00000000E+00 1.19515495E-15 1.06252138E-17 1.61577315E-19 0.00000000E+00 3.04025708E-17 1.32198400E-16 1.90440693E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.94504163E-17 6.74869022E-17 2.15862448E-17 2.83747308E-15 2.83747308E-15 7.37674343E-18 3.05201718E-17
Oesophagus 7.06565409E-17 7.06565409E-17 5.03467107E-18 5.03467107E-18 8.65775081E-17 4.40039812E-17 3.55698611E-14 1.24777935E-14 2.52667457E-13 1.29383218E-16 1.33383628E-16 1.33383628E-16 4.39963258E-18 3.03359413E-18 3.03359413E-18 3.03359413E-18 1.74920043E-19 1.90103641E-19 1.90103641E-19 2.09297735E-19 1.96692298E-19 1.96692298E-19 1.38758669E-21 3.21470590E-23 3.21470590E-23 2.02036508E-18 4.54007355E-16 4.54007355E-16 4.54007355E-16 5.33215759E-16 2.64852005E-15 2.64852005E-15 2.64852005E-15 2.90142075E-16 2.90142075E-16 2.90142075E-16 2.90142075E-16 2.70955219E-15 2.95229644E-16 8.51386424E-17 6.40173451E-16 3.94076519E-17 3.94076519E-17 3.34580647E-17 3.34580647E-17 6.03427260E-19 5.80845962E-17 1.10528456E-16 2.34499507E-17 7.13409941E-19 3.11150336E-17 8.00300130E-19 3.56687086E-17 3.65401709E-17 7.79994686E-16 1.30726627E-17 1.03546247E-16 2.99946412E-16 0.00000000E+00 1.43854146E-17 1.49079678E-18 0.00000000E+00 7.11887464E-17 6.58655042E-18 7.66931503E-17 0.00000000E+00 7.26015677E-16 1.98614797E-15 1.80597047E-18 7.62528651E-21 3.54847636E-21 2.59553235E-21 1.78789165E-17 5.04310610E-17 2.11802791E-17 4.54007355E-16 4.54007355E-16 3.68946999E-16 3.15295589E-16
St-stem    1.41267093E-19 1.41267093E-19 4.05885775E-20 4.05885775E-20 1.34593429E-19 4.66523617E-20 1.40335138E-16 1.40335138E-16 1.40335138E-16 3.33127943E-15 2.11882308E-12 6.40583872E-14 3.62270210E-16 2.49993829E-16 2.49993829E-16 2.49993829E-16 9.31860545E-18 9.73679048E-18 9.73679048E-18 3.05553341E-17 3.15968248E-17 3.15968248E-17 1.97014242E-19 1.34923121E-19 1.34923121E-19 4.42090649E-19 8.05520893E-20 8.05520893E-20 8.05520893E-20 1.79748197E-19 1.02925479E-17 1.02925479E-17 1.02925479E-17 6.39020114E-17 6.39020114E-17 6.39020114E-17 6.39020114E-17 6.05771208E-18 6.39812976E-17 3.62884625E-16 6.03057208E-16 5.94699098E-18 5.94699098E-18 9.19432050E-18 9.19432050E-18 7.47756826E-19 1.40445411E-17 2.74296090E-17 5.95297018E-18 2.42205875E-21 1.85416515E-17 2.88660215E-19 3.22068211E-16 2.50201576E-16 1.71125317E-16 2.17824022E-16 2.41109455E-16 1.96371283E-16 1.00340578E-19 1.13776264E-15 9.24685331E-21 0.00000000E+00 1.28854452E-19 1.18230993E-17 9.54856927E-16 0.00000000E+00 1.91197044E-18 4.64011534E-19 6.86478665E-17 1.60011046E-19 2.00207734E-19 9.21895357E-20 2.88977447E-17 2.47571956E-17 1.87250406E-17 8.05520893E-20 8.05520893E-20 6.21070521E-17 6.27590902E-17
SI-stem    1.33458737E-20 1.33458737E-20 5.42626072E-21 5.42626072E-21 1.22643213E-20 4.82083917E-21 3.43054036E-18 3.43054036E-18 3.43054036E-18 1.58316668E-16 2.51381816E-16 2.51381816E-16 1.15038343E-15 2.88817004E-13 1.50179061E-14 1.46510461E-15 2.99174804E-16 3.38086130E-16 3.38086130E-16 4.61263611E-16 4.98091282E-16 4.98091282E-16 3.71300458E-16 2.69470623E-16 2.69470623E-16 6.40652831E-20 4.17595000E-21 4.17595000E-21 4.17595000E-21 1.07226117E-20 3.97310810E-19 3.97310810E-19 3.97310810E-19 1.73762688E-18 1.73762688E-18 1.73762688E-18 1.73762688E-18 2.70644991E-19 1.82088819E-18 1.04709666E-16 6.23034066E-16 1.00109816E-17 1.00109816E-17 2.11143987E-17 2.11143987E-17 4.04663207E-19 3.36502077E-17 5.90260452E-17 1.60963414E-17 4.82360136E-22 8.68773351E-19 4.71016263E-20 1.94186709E-16 1.76586510E-16 3.33279795E-18 2.30017839E-16 5.30854368E-17 3.63393837E-16 2.90052605E-16 5.43257704E-16 4.87653734E-22 0.00000000E+00 7.12323958E-21 8.51064539E-18 7.00801219E-17 0.00000000E+00 1.26099612E-19 2.48985505E-20 6.75476621E-16 2.24409729E-16 2.76883943E-16 2.45458068E-16 4.56279073E-17 4.06786287E-17 2.97959992E-17 4.17595000E-21 4.17595000E-21 1.69279577E-18 1.70768320E-18
RC-stem    7.52228287E-21 7.52228287E-21 2.10734490E-21 2.10734490E-21 2.58992971E-21 4.51439657E-21 2.22881131E-19 2.22881131E-19 2.22881131E-19 3.99692914E-18 9.46320449E-18 9.46320449E-18 2.06993159E-16 3.37664834E-16 3.37664834E-16 3.37664834E-16 3.43910788E-15 4.46951287E-13 6.12007742E-14 1.00205680E-16 1.22359557E-16 1.22359557E-16 1.22430283E-17 1.08241382E-17 1.08241382E-17 2.90581955E-20 1.75167201E-21 1.75167201E-21 1.75167201E-21 5.73342944E-21 7.58709221E-20 7.58709221E-20 7.58709221E-20 2.67758530E-19 2.67758530E-19 2.67758530E-19 2.67758530E-19 5.69774576E-20 2.48341150E-19 1.32271151E-17 5.88801353E-16 9.78311496E-18 9.78311496E-18 1.43782946E-17 1.43782946E-17 5.54286804E-19 1.74508537E-17 2.80797808E-17 9.58779909E-18 0.00000000E+00 2.92138872E-19 2.40000283E-20 3.30616584E-17 3.31422511E-17 2.59781685E-19 1.90642363E-16 3.16136271E-17 2.08537379E-16 1.34051564E-17 1.43769963E-16 2.67711848E-23 0.00000000E+00 1.41411343E-21 1.18034638E-17 4.70179430E-19 0.00000000E+00 4.34270251E-20 1.34431635E-20 2.49426510E-16 3.33913295E-17 4.24269845E-17 1.33291858E-17 3.78809921E-17 1.87437384E-17 4.31907937E-17 1.75167201E-21 1.75167201E-21 2.61344864E-19 2.63327669E-19
LC-stem    3.74951784E-21 3.74951784E-21 1.40298045E-21 1.40298045E-21 2.27798240E-21 9.93132580E-22 2.32676350E-19 2.32676350E-19 2.32676350E-19 1.82958160E-17 3.24684866E-17 3.24684866E-17 3.01310184E-16 4.96463192E-16 4.96463192E-16 4.96463192E-16 9.68524112E-17 1.21823197E-16 1.21823197E-16 4.27835827E-15 4.59906140E-13 6.13045334E-14 1.31216327E-16 8.92891798E-17 8.92891798E-17 2.94677189E-20 4.75467826E-22 4.75467826E-22 4.75467826E-22 3.66903411E-21 3.73939810E-20 3.73939810E-20 3.73939810E-20 1.73049392E-19 1.73049392E-19 1.73049392E-19 1.73049392E-19 2.36791622E-20 1.57814075E-19 3.06336280E-18 5.90594431E-16 1.10744873E-17 1.10744873E-17 1.47573445E-17 1.47573445E-17 5.46384099E-19 1.83913385E-17 2.90008159E-17 1.08392493E-17 2.39605015E-23 1.49638052E-19 2.42588410E-20 6.29547046E-18 6.38417747E-18 3.14056799E-19 3.10999601E-17 2.40379435E-18 2.46579600E-16 1.71297921E-17 3.10302372E-17 0.00000000E+00 0.00000000E+00 1.48455748E-21 1.14721660E-17 4.91802576E-18 0.00000000E+00 9.32793565E-21 4.40367396E-21 2.44618554E-16 6.90377623E-17 8.10874872E-17 2.78631708E-17 4.16116887E-17 1.84170592E-17 4.16190480E-17 4.75467826E-22 4.75467826E-22 1.68511363E-19 1.70056062E-19
RS-stem    0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.36408392E-21 3.36408392E-21 3.36408392E-21 8.44230603E-20 1.59197924E-19 1.59197924E-19 3.47910726E-16 2.68905399E-16 2.68905399E-16 2.68905399E-16 1.02066678E-17 1.09952277E-17 1.09952277E-17 5.73374519E-17 8.92012980E-17 8.92012980E-17 4.07910300E-15 7.60316359E-13 1.26325442E-13 9.70932189E-22 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.27643554E-23 7.64127654E-22 7.64127654E-22 7.64127654E-22 6.53401861E-21 6.53401861E-21 6.53401861E-21 6.53401861E-21 7.15403973E-23 3.80515770E-21 7.04096078E-20 5.86251043E-16 1.27206844E-17 1.27206844E-17 1.88846032E-17 1.88846032E-17 4.60402544E-19 3.44665133E-17 5.42335285E-17 1.98703965E-17 0.00000000E+00 1.85411013E-22 1.30376744E-23 5.80292597E-20 6.03663083E-20 7.26817204E-21 3.66144721E-19 5.93868768E-20 2.55058807E-16 2.27234695E-15 2.68326953E-19 0.00000000E+00 0.00000000E+00 0.00000000E+00 7.83004317E-18 4.64754976E-20 0.00000000E+00 0.00000000E+00 1.34860899E-22 3.08901033E-16 8.20401740E-16 6.83852934E-16 2.80461463E-15 5.53118987E-17 2.60526941E-17 4.09357955E-17 0.00000000E+00 0.00000000E+00 6.34262725E-21 6.41440871E-21
ET1-bas    5.61379504E-16 5.61379504E-16 2.06604891E-16 2.06604891E-16 2.73057941E-16 1.35614708E-16 1.92679804E-18 1.92679804E-18 1.92679804E-18 1.91667707E-19 3.80599451E-19 3.80599451E-19 8.93465907E-20 2.35831145E-20 2.35831145E-20 2.35831145E-20 2.86529925E-20 2.25634317E-22 2.25634317E-22 0.00000000E+00 9.28042257E-21 9.28042257E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.58870312E-11 5.22825524E-16 5.22825524E-16 5.22825524E-16 3.20169219E-17 1.84027894E-18 1.84027894E-18 1.84027894E-18 1.97824258E-18 1.97824258E-18 1.97824258E-18 1.97824258E-18 2.42205234E-18 2.06419106E-18 1.70126086E-19 8.02360312E-17 5.46140516E-17 5.46140516E-17 2.42982311E-17 2.42982311E-17 2.57206797E-20 8.67712547E-18 1.11506493E-17 7.74031984E-18 3.94374495E-17 2.30255572E-17 1.44236830E-15 3.07772696E-19 1.14754814E-19 2.82593528E-18 6.58843437E-20 8.74249734E-19 1.74131438E-18 0.00000000E+00 2.04341183E-19 5.46840677E-17 0.00000000E+00 2.54064241E-17 2.84857847E-17 3.57204189E-20 0.00000000E+00 4.88647439E-18 4.20277784E-18 3.92334780E-20 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.83244894E-17 1.77101473E-17 4.54734996E-18 3.33476194E-12 5.22825524E-16 1.97223331E-18 6.52087757E-18
ET2-bas    2.62697557E-15 2.62697557E-15 1.48007414E-16 1.48007414E-16 3.04754310E-15 3.97993307E-15 4.51099573E-16 4.51099573E-16 4.51099573E-16 4.53765679E-20 8.18752685E-20 8.18752685E-20 2.55928451E-20 8.03345316E-21 8.03345316E-21 8.03345316E-21 3.78209655E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 5.36277695E-16 3.77574008E-13 3.55214434E-12 1.98188011E-12 6.37210015E-15 3.71110805E-16 3.71110805E-16 3.71110805E-16 5.69177841E-18 5.69177841E-18 5.69177841E-18 5.69177841E-18 5.16920205E-16 5.18974474E-18 5.36062247E-20 8.58561001E-17 6.11791021E-17 6.11791021E-17 5.01633683E-17 5.01633683E-17 4.67595318E-20 3.29233907E-17 5.08879109E-17 1.93841185E-17 8.17386996E-17 9.23792997E-18 2.09477842E-16 6.36518885E-20 4.96987343E-20 2.79575029E-18 1.96332438E-20 1.28992390E-19 3.69143921E-17 0.00000000E+00 2.14297179E-20 5.60180710E-16 0.00000000E+00 1.06033084E-15 8.40639384E-18 5.76009747E-20 0.00000000E+00 4.24498315E-17 4.04530753E-16 2.74192186E-23 0.00000000E+00 0.00000000E+00 0.00000000E+00 3.04444023E-17 2.01951827E-16 2.70003980E-17 5.22825524E-16 3.33476194E-12 1.78833497E-17 5.69588695E-15
LN-ET      4.76765226E-15 4.76765226E-15 1.71619842E-16 1.71619842E-16 4.45325264E-15 1.33187064E-15 5.74033715E-16 5.74033715E-16 5.74033715E-16 1.23449964E-19 4.13558180E-19 4.13856275E-19 0.00000000E+00 1.74565884E-21 1.74565884E-21 1.74565884E-21 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.27643554E-23 3.62174008E-17 6.88946939E-15 6.88946939E-15 6.88946939E-15 8.96609922E-13 6.75035083E-16 6.75035083E-16 6.75035083E-16 1.57680628E-17 1.57680628E-17 1.57680628E-17 1.57680628E-17 9.07096475E-16 1.17319426E-17 2.66463331E-19 3.52796189E-17 3.80303769E-17 3.80303769E-17 3.53384732E-17 3.53384732E-17 2.51987972E-20 2.91775690E-17 5.14092476E-17 1.48026569E-17 1.40362961E-17 3.85991926E-17 1.31996267E-17 4.41924714E-20 9.54326222E-20 6.19367332E-18 0.00000000E+00 3.12144835E-19 6.36064883E-17 0.00000000E+00 4.83260493E-20 6.45571104E-17 0.00000000E+00 2.19506072E-15 2.09212506E-17 2.84243833E-19 0.00000000E+00 9.30703235E-17 8.32689258E-16 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 2.56802193E-17 2.85602215E-16 4.58530989E-17 6.88946939E-15 6.88946939E-15 3.76918682E-17 8.25357200E-17
