  T/S      O-cavity       O-mucosa       Teeth-S        Teeth-V        Tongue         Tonsils        Oesophag-s     Oesophag-f     Oesophag-w     St-cont        St-mucosa      St-wall        SI-cont        SI-mucosa      SI-wall        SI-villi       RC-cont        RC-mucosa      RC-wall        LC-cont        LC-mucosa      LC-wall        RS-cont        RS-mucosa      RS-wall        ET1-sur        ET2-sur        ET2-bnd        ET2-seq        LN-ET          Bronchi        Bronchi-b      Bronchi-q      Brchiole       Brchiole-b     Brchiole-q     ALV            LN-Th          Lungs          Adrenals       Blood          C-bone-S       C-bone-V       T-bone-S       T-bone-V       C-marrow       T-marrow       R-marrow       Y-marrow       Brain          Breast         Eye-lens       GB-wall        GB-cont        Ht-wall        Kidneys        Liver          LN-Sys         Ovaries        Pancreas       P-gland        Prostate       S-glands       Skin           Spleen         Testes         Thymus         Thyroid        Ureters        UB-wall        UB-cont        Uterus         Adipose        Cartilage      Muscle         ET1-wall       ET2-wall       Lung-Tis       RT-air
O-mucosa   1.47160004E-13 1.43806249E-12 9.54487143E-13 5.19210702E-15 4.81447584E-13 1.92035707E-14 3.67349206E-18 3.67349206E-18 3.67349206E-18 8.33429077E-20 7.81241690E-20 7.81241690E-20 1.23154360E-20 1.09302388E-20 1.09302388E-20 1.09302388E-20 6.03335957E-21 5.63768830E-21 5.63768830E-21 1.77641319E-21 8.91748932E-21 8.91748932E-21 2.23084726E-22 3.83103759E-23 3.83103759E-23 2.57771512E-17 5.23577871E-15 5.23577871E-15 5.23577871E-15 1.23673363E-14 3.53438125E-18 3.53438125E-18 3.53438125E-18 7.32888030E-19 7.32888030E-19 7.32888030E-19 7.32888030E-19 4.03540079E-18 7.17101048E-19 5.85888834E-20 2.99882503E-16 3.96968133E-16 3.96968133E-16 6.87106297E-17 6.87106297E-17 2.31527400E-20 2.68976766E-17 3.05183711E-17 2.34045993E-17 3.68359459E-18 1.05441440E-18 8.78051337E-18 7.31552012E-20 7.86660530E-20 6.16802117E-19 3.00058486E-20 1.36169292E-19 9.16063566E-19 8.05692471E-22 3.92156163E-20 1.40413463E-17 0.00000000E+00 4.61482114E-17 8.98276013E-19 1.09962947E-19 0.00000000E+00 2.46724494E-18 7.32620234E-18 9.58940772E-21 3.18298998E-22 1.44336273E-22 2.98838972E-22 2.35110969E-17 2.44795435E-16 7.06002943E-17 5.23577871E-15 5.23577871E-15 8.25617274E-19 4.65622709E-17
Oesophagus 3.64190872E-18 3.64190872E-18 1.75086146E-18 1.75086146E-18 4.16722130E-18 2.74776437E-18 3.07138647E-12 3.75570560E-13 6.93396723E-13 5.29305571E-18 1.10346179E-16 1.10346179E-16 5.18357838E-19 3.94459590E-19 3.94459590E-19 3.94459590E-19 1.31216816E-19 1.33260236E-19 1.33260236E-19 1.08448072E-19 1.16227453E-19 1.16227453E-19 9.65888825E-21 9.34800125E-21 9.34800125E-21 5.30944164E-19 1.58639952E-15 1.58639952E-15 1.58639952E-15 1.61693664E-17 6.99844472E-15 6.99844472E-15 6.99844472E-15 1.18972386E-16 1.18972386E-16 1.18972386E-16 1.18972386E-16 5.59880808E-15 1.08506326E-16 4.23891201E-18 1.74040514E-15 7.89440625E-17 7.89440625E-17 3.34281914E-18 3.34281914E-18 1.62701607E-19 5.63470978E-18 1.05927102E-17 2.40412924E-18 2.91535570E-19 2.68117843E-18 3.48465441E-19 2.88756859E-18 2.96904591E-18 1.43181397E-15 1.34239997E-18 6.63521516E-17 9.33266887E-16 6.37632751E-21 1.45219429E-18 7.33559732E-19 0.00000000E+00 3.42154575E-18 5.58282051E-19 4.32832489E-18 0.00000000E+00 2.10716612E-17 1.02755223E-15 3.49866951E-19 6.19955023E-21 1.01336807E-20 8.31707615E-21 2.22789298E-17 8.65769066E-17 2.70831575E-17 1.58639952E-15 1.58639952E-15 3.48309029E-16 2.01286919E-16
St-stem    8.83584834E-20 8.83584834E-20 7.84572117E-20 7.84572117E-20 8.44641381E-20 6.12084267E-20 1.10703087E-16 1.10703087E-16 1.10703087E-16 6.67556751E-14 3.50431829E-12 1.51647058E-13 8.18696357E-17 2.59201463E-16 2.59201463E-16 2.59201463E-16 1.29348620E-18 1.32432418E-18 1.32432418E-18 2.69397751E-18 2.64650689E-18 2.64650689E-18 1.56182003E-19 1.27239576E-19 1.27239576E-19 7.73162861E-20 6.46827957E-20 6.46827957E-20 6.46827957E-20 1.18634399E-19 1.15836329E-18 1.15836329E-18 1.15836329E-18 4.25675648E-17 4.25675648E-17 4.25675648E-17 4.25675648E-17 9.02145634E-19 3.95480120E-17 1.33669718E-17 1.66733078E-15 7.11431313E-19 7.11431313E-19 9.28639464E-19 9.28639464E-19 1.61033301E-19 1.24078316E-18 2.35484995E-18 5.48396566E-19 1.25087848E-20 1.62590127E-18 5.65237571E-20 2.95981857E-16 1.46537215E-17 1.12632912E-16 1.01070581E-17 2.20660246E-16 5.54241756E-16 1.01068464E-19 1.40974825E-15 1.91126511E-20 0.00000000E+00 6.71248861E-20 6.27090237E-19 6.64636458E-16 0.00000000E+00 6.36486992E-19 2.46388078E-19 3.97003830E-18 1.25944605E-19 1.29676118E-19 1.07172609E-19 2.77735076E-17 2.14924692E-18 1.26090520E-17 6.46827957E-20 6.46827957E-20 4.11901884E-17 4.17537663E-17
SI-stem    1.41237277E-20 1.41237277E-20 1.43412700E-20 1.43412700E-20 1.26064079E-20 9.77609291E-21 4.12234555E-19 4.12234555E-19 4.12234555E-19 2.82835158E-17 2.60987783E-16 2.60987783E-16 1.17688653E-14 3.95900030E-13 3.71040323E-14 8.86948232E-14 6.12242585E-17 2.35902164E-16 2.35902164E-16 1.29300731E-16 3.37235013E-16 3.37235013E-16 1.32515487E-16 1.51374403E-16 1.51374403E-16 1.66709786E-20 1.07446199E-20 1.07446199E-20 1.07446199E-20 1.71861993E-20 1.48810495E-19 1.48810495E-19 1.48810495E-19 3.36822048E-19 3.36822048E-19 3.36822048E-19 3.36822048E-19 1.21370767E-19 3.44931718E-19 8.15672748E-17 1.79556390E-15 1.12600026E-18 1.12600026E-18 1.85272881E-18 1.85272881E-18 1.29619542E-19 3.06312167E-18 5.41977629E-18 1.53660637E-18 2.13535084E-21 2.20997585E-19 1.26630745E-20 4.04460471E-16 8.37994351E-17 5.59683622E-19 3.51420886E-17 3.19245898E-17 9.69933281E-16 1.66347927E-16 5.57327931E-16 2.96387350E-21 0.00000000E+00 9.54785458E-21 5.32816546E-19 3.08181354E-18 0.00000000E+00 8.77765776E-20 3.37501329E-20 2.55458159E-16 2.47257701E-16 7.27009186E-17 4.70406154E-17 5.34667646E-17 3.37878985E-18 7.01278153E-18 1.07446199E-20 1.07446199E-20 3.30614572E-19 3.31870733E-19
RC-stem    9.04884578E-21 9.04884578E-21 8.72717111E-21 8.72717111E-21 8.19585029E-21 4.86444611E-21 1.43032632E-19 1.43032632E-19 1.43032632E-19 8.44846555E-19 1.31833008E-18 1.31833008E-18 2.08177937E-17 2.36046210E-16 2.36046210E-16 2.36046210E-16 6.82093725E-15 7.75662299E-13 1.74482034E-13 1.07408654E-17 1.25614272E-16 1.25614272E-16 1.90011644E-18 1.71747500E-18 1.71747500E-18 1.00471370E-20 4.66224561E-21 4.66224561E-21 4.66224561E-21 8.48968265E-21 7.67675286E-20 7.67675286E-20 7.67675286E-20 1.51990062E-19 1.51990062E-19 1.51990062E-19 1.51990062E-19 6.25225358E-20 1.64581873E-19 1.92887447E-18 1.70412173E-15 9.36003162E-19 9.36003162E-19 1.35357493E-18 1.35357493E-18 1.16699078E-19 1.59511131E-18 2.55856578E-18 8.83688349E-19 1.63237255E-21 1.02653973E-19 7.37162741E-21 3.17974298E-18 3.21515529E-18 1.76926535E-19 1.35134282E-16 1.17102607E-17 6.74894464E-16 1.97012706E-18 4.60678827E-17 2.57973218E-21 0.00000000E+00 7.83205564E-21 5.64590790E-19 3.46253879E-19 0.00000000E+00 4.91572848E-20 1.68032233E-20 1.06110355E-17 2.76391252E-18 3.31828311E-18 1.89504794E-18 3.93425094E-17 1.57366137E-18 3.38095475E-17 4.66224561E-21 4.66224561E-21 1.49482085E-19 1.49851304E-19
LC-stem    5.13655565E-21 5.13655565E-21 7.21113857E-21 7.21113857E-21 5.83831824E-21 3.52287774E-21 1.14140161E-19 1.14140161E-19 1.14140161E-19 1.88790027E-18 2.64131202E-18 2.64131202E-18 3.47263516E-17 3.37012632E-16 3.37012632E-16 3.37012632E-16 3.48479678E-17 1.23840265E-16 1.23840265E-16 8.36558348E-15 7.97059563E-13 1.74650092E-13 1.02447574E-16 1.01414180E-16 1.01414180E-16 7.17319191E-21 3.06139050E-21 3.06139050E-21 3.06139050E-21 3.82416578E-21 4.56552582E-20 4.56552582E-20 4.56552582E-20 1.13952740E-19 1.13952740E-19 1.13952740E-19 1.13952740E-19 3.95431043E-20 1.07704383E-19 9.25017085E-19 1.74792209E-15 9.89265548E-19 9.89265548E-19 1.32692048E-18 1.32692048E-18 1.22178200E-19 1.63196406E-18 2.52812522E-18 9.56211117E-19 9.29409067E-22 7.57130869E-20 5.51739395E-21 1.32384030E-18 1.31273513E-18 1.77762667E-19 2.76087970E-18 6.11529214E-19 5.37881343E-16 2.21208296E-18 3.20476386E-18 7.18935643E-22 0.00000000E+00 2.59022237E-21 5.64868360E-19 8.92304041E-19 0.00000000E+00 2.62264755E-20 1.18558720E-20 1.08355267E-17 4.01863532E-18 4.58073798E-18 2.85324545E-18 3.95060174E-17 1.52884028E-18 2.18070992E-17 3.06139050E-21 3.06139050E-21 1.11675223E-19 1.12220380E-19
RS-stem    2.91077846E-22 2.91077846E-22 2.74322661E-22 2.74322661E-22 1.89543632E-22 1.74937880E-22 8.80053726E-21 8.80053726E-21 8.80053726E-21 9.35506292E-20 1.17095416E-19 1.17095416E-19 9.83644415E-17 1.51292433E-16 1.51292433E-16 1.51292433E-16 1.75343643E-18 1.79282480E-18 1.79282480E-18 4.76893478E-18 1.02320568E-16 1.02320568E-16 2.29344610E-14 1.31956744E-12 3.61276267E-13 7.07324905E-22 2.85304066E-22 2.85304066E-22 2.85304066E-22 6.72358004E-22 5.69577896E-21 5.69577896E-21 5.69577896E-21 1.41796069E-20 1.41796069E-20 1.41796069E-20 1.15388515E-20 4.53056011E-21 1.02870998E-20 1.01614935E-19 1.73733337E-15 1.20075934E-18 1.20075934E-18 3.42166486E-18 3.42166486E-18 2.98932494E-19 1.08937170E-17 1.99831877E-17 5.16547691E-18 3.89105288E-23 7.82024562E-21 3.83892565E-22 1.17971895E-19 1.16614897E-19 1.31527963E-20 2.81317040E-19 7.18533784E-20 6.94983742E-16 8.80497413E-16 2.38072822E-19 1.93234186E-22 0.00000000E+00 2.81219670E-22 5.63542502E-19 6.24466096E-20 0.00000000E+00 2.98796471E-21 8.38523711E-22 4.87419767E-16 1.70708561E-15 2.46904023E-16 1.69770924E-15 4.96568647E-17 6.24249232E-18 1.70840754E-17 2.85304066E-22 2.85304066E-22 1.13969800E-20 1.14166930E-20
ET1-bas    2.48230820E-17 2.48230820E-17 3.05476902E-17 3.05476902E-17 1.75833206E-17 1.23480091E-17 4.75698622E-19 4.75698622E-19 4.75698622E-19 5.70666586E-20 6.84005737E-20 6.84005737E-20 1.61422094E-20 1.08080205E-20 1.08080205E-20 1.08080205E-20 6.24820292E-21 3.15064582E-21 3.15064582E-21 6.85524080E-21 2.31208171E-21 2.31208171E-21 0.00000000E+00 2.84867580E-26 2.84867580E-26 6.58492352E-11 2.36235623E-16 2.36235623E-16 2.36235623E-16 4.32731664E-18 4.40611665E-19 4.40611665E-19 4.40611665E-19 2.59612954E-19 2.59612954E-19 2.59612954E-19 2.59612954E-19 5.20706010E-19 2.46784266E-19 4.92108685E-20 2.31829445E-16 1.62299173E-16 1.62299173E-16 1.05173033E-17 1.05173033E-17 7.33105558E-21 3.88494802E-18 4.30362067E-18 3.96461367E-18 4.02104792E-18 2.49998253E-18 4.25145464E-17 5.43684150E-20 7.52438071E-20 2.89673732E-19 1.90505874E-20 5.67174710E-20 2.26409180E-19 1.21471399E-23 3.55672243E-20 6.86183587E-18 0.00000000E+00 3.96327028E-18 2.82508557E-17 8.32747682E-20 0.00000000E+00 5.59638954E-19 9.36665253E-19 1.67041147E-20 2.11094698E-21 2.20824633E-21 0.00000000E+00 2.07687709E-16 4.32147614E-17 9.74159453E-18 3.57690031E-12 2.36235623E-16 2.65732167E-19 2.32574822E-18
ET2-bas    5.25839719E-15 5.25839719E-15 2.27137614E-17 2.27137614E-17 2.27253394E-15 3.21816036E-16 1.57864543E-15 1.57864543E-15 1.57864543E-15 6.89314490E-20 4.88644259E-20 4.88644259E-20 4.83693926E-21 4.91764886E-21 4.91764886E-21 4.91764886E-21 3.83427289E-21 2.66053732E-21 2.66053732E-21 3.29679635E-21 1.45940684E-21 1.45940684E-21 4.98292164E-22 0.00000000E+00 0.00000000E+00 2.38769496E-16 2.02793016E-12 3.57059457E-12 3.18797634E-12 1.62210674E-14 2.80759935E-15 2.80759935E-15 2.80759935E-15 7.65474759E-19 7.65474759E-19 7.65474759E-19 7.65474759E-19 4.09277377E-15 7.81775482E-19 4.74000491E-20 2.47327342E-16 7.52017615E-17 7.52017615E-17 1.69573181E-17 1.69573181E-17 1.97777140E-20 7.04367437E-18 8.04377387E-18 5.44174259E-18 1.20113554E-17 6.86112138E-19 9.56150634E-18 4.28318405E-20 5.21106534E-20 5.18843552E-19 2.74776487E-20 8.50411829E-20 1.49751770E-18 9.70261753E-23 2.65503183E-20 3.31470360E-17 0.00000000E+00 3.25933181E-17 5.36421511E-19 8.81634917E-20 0.00000000E+00 2.81724222E-18 1.36282190E-17 7.92505483E-21 6.70787703E-26 4.22035153E-25 2.59035429E-24 1.19743362E-16 1.86583465E-15 1.79611996E-17 2.36235623E-16 3.57690031E-12 9.43453292E-17 2.12236834E-14
LN-ET      1.24518538E-14 1.24518538E-14 2.37278775E-17 2.37278775E-17 4.69614828E-15 3.90132840E-17 1.57620108E-17 1.57620108E-17 1.57620108E-17 1.16040144E-19 5.78734024E-20 8.26383136E-20 2.29307932E-20 1.64873314E-21 1.64873314E-21 1.64873314E-21 9.17752703E-21 7.31178161E-24 7.31178161E-24 1.58684019E-21 2.27157952E-22 2.27157952E-22 0.00000000E+00 0.00000000E+00 6.72358004E-22 4.37928210E-18 1.61396713E-14 1.61396713E-14 1.61396713E-14 2.61986835E-12 1.65363938E-16 1.65363938E-16 1.65363938E-16 1.44852212E-18 1.44852212E-18 1.44852212E-18 1.44852212E-18 5.01256756E-17 1.28099873E-18 5.68708068E-20 3.14511788E-17 1.32986627E-17 1.32986627E-17 2.24420058E-18 2.24420058E-18 1.97148488E-20 1.42836105E-18 2.70269586E-18 8.80343521E-19 2.38622483E-18 1.38309583E-18 2.73320410E-18 5.81710415E-20 7.41002879E-20 1.04707406E-18 5.38290181E-20 1.35929256E-19 2.12661969E-18 0.00000000E+00 3.74289475E-20 8.93961871E-18 0.00000000E+00 1.67288065E-15 6.74761955E-19 1.31267800E-19 0.00000000E+00 5.39099556E-18 2.51531722E-17 2.08642530E-20 1.08498883E-21 6.85615110E-22 2.21191300E-22 7.48405552E-17 2.02060993E-15 1.62942063E-16 1.61396713E-14 1.61396713E-14 6.91758213E-18 1.44295772E-16
