Radionuclide	Sb-120m
Route of Intake	Ingestion
Material	All chemical forms, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
48	3.5E-5	2.8E-7	4.3E-8	7.3E-7	8.5E-8	8.4E-7	1.1E-6
49	3.1E-5	2.4E-7	3.7E-8	6.4E-7	7.3E-8	7.4E-7	9.8E-7
50	2.7E-5	2.1E-7	3.3E-8	5.6E-7	6.3E-8	6.5E-7	8.7E-7
51	2.4E-5	1.9E-7	2.9E-8	4.9E-7	5.4E-8	5.8E-7	7.7E-7
52	2.1E-5	1.6E-7	2.5E-8	4.3E-7	4.7E-8	5.1E-7	6.8E-7
53	1.8E-5	1.4E-7	2.2E-8	3.8E-7	4.1E-8	4.5E-7	6.0E-7
54	1.6E-5	1.3E-7	1.9E-8	3.3E-7	3.5E-8	4.0E-7	5.3E-7
55	1.4E-5	1.1E-7	1.7E-8	2.9E-7	3.1E-8	3.5E-7	4.7E-7
56	1.2E-5	9.6E-8	1.5E-8	2.6E-7	2.7E-8	3.1E-7	4.2E-7
57	1.1E-5	8.4E-8	1.3E-8	2.3E-7	2.3E-8	2.7E-7	3.7E-7
58	9.5E-6	7.4E-8	1.1E-8	2.0E-7	2.0E-8	2.4E-7	3.3E-7
59	8.4E-6	6.5E-8	9.9E-9	1.7E-7	1.8E-8	2.1E-7	2.9E-7
60	7.4E-6	5.7E-8	8.7E-9	1.5E-7	1.5E-8	1.9E-7	2.6E-7
61	6.5E-6	5.0E-8	7.6E-9	1.3E-7	1.3E-8	1.7E-7	2.3E-7
62	5.7E-6	4.4E-8	6.7E-9	1.2E-7	1.2E-8	1.5E-7	2.0E-7
63	5.0E-6	3.9E-8	5.9E-9	1.0E-7	1.0E-8	1.3E-7	1.8E-7
64	4.4E-6	3.4E-8	5.2E-9	9.1E-8	9.0E-9	1.2E-7	1.6E-7
65	3.9E-6	3.0E-8	4.5E-9	8.0E-8	7.8E-9	1.0E-7	1.4E-7
66	3.4E-6	2.6E-8	4.0E-9	7.0E-8	6.9E-9	9.0E-8	1.3E-7
67	3.0E-6	2.3E-8	3.5E-9	6.2E-8	6.0E-9	8.0E-8	1.1E-7
68	2.6E-6	2.0E-8	3.1E-9	5.4E-8	5.3E-9	7.0E-8	9.9E-8
69	2.3E-6	1.8E-8	2.7E-9	4.8E-8	4.6E-9	6.2E-8	8.7E-8
70	2.0E-6	1.5E-8	2.4E-9	4.2E-8	4.0E-9	5.5E-8	7.8E-8
71	1.8E-6	1.4E-8	2.1E-9	3.7E-8	3.5E-9	4.9E-8	6.9E-8
72	1.6E-6	1.2E-8	1.8E-9	3.2E-8	3.1E-9	4.3E-8	6.1E-8
73	1.4E-6	1.0E-8	1.6E-9	2.8E-8	2.7E-9	3.8E-8	5.4E-8
74	1.2E-6	9.2E-9	1.4E-9	2.5E-8	2.4E-9	3.4E-8	4.8E-8
75	1.1E-6	8.1E-9	1.2E-9	2.2E-8	2.1E-9	3.0E-8	4.2E-8
76	9.3E-7	7.1E-9	1.1E-9	1.9E-8	1.8E-9	2.6E-8	3.8E-8
77	8.2E-7	6.2E-9	9.5E-10	1.7E-8	1.6E-9	2.3E-8	3.3E-8
78	7.2E-7	5.5E-9	8.3E-10	1.5E-8	1.4E-9	2.1E-8	3.0E-8
79	6.3E-7	4.8E-9	7.3E-10	1.3E-8	1.2E-9	1.8E-8	2.6E-8
80	5.6E-7	4.2E-9	6.4E-10	1.1E-8	1.1E-9	1.6E-8	2.3E-8
81	4.9E-7	3.7E-9	5.6E-10	1.0E-8	9.5E-10	1.4E-8	2.1E-8
82	4.3E-7	3.3E-9	5.0E-10	8.8E-9	8.4E-10	1.3E-8	1.8E-8
83	3.8E-7	2.9E-9	4.4E-10	7.8E-9	7.4E-10	1.1E-8	1.6E-8
84	3.3E-7	2.5E-9	3.8E-10	6.8E-9	6.5E-10	9.9E-9	1.4E-8
85	2.9E-7	2.2E-9	3.4E-10	6.0E-9	5.7E-10	8.7E-9	1.3E-8
86	2.6E-7	1.9E-9	2.9E-10	5.3E-9	5.0E-10	7.7E-9	1.1E-8
87	2.3E-7	1.7E-9	2.6E-10	4.6E-9	4.4E-10	6.8E-9	1.0E-8
88	2.0E-7	1.5E-9	2.3E-10	4.1E-9	3.8E-10	6.0E-9	8.9E-9
89	1.7E-7	1.3E-9	2.0E-10	3.6E-9	3.4E-10	5.3E-9	7.8E-9
90	1.5E-7	1.2E-9	1.8E-10	3.1E-9	3.0E-10	4.7E-9	7.0E-9
91	1.3E-7	1.0E-9	1.5E-10	2.8E-9	2.6E-10	4.2E-9	6.2E-9
92	1.2E-7	8.9E-10	1.4E-10	2.4E-9	2.3E-10	3.7E-9	5.5E-9
93	1.0E-7	7.8E-10	1.2E-10	2.1E-9	2.0E-10	3.3E-9	4.8E-9
94	9.1E-8	6.9E-10	1.0E-10	1.9E-9	1.8E-10	2.9E-9	4.3E-9
95	8.0E-8	6.0E-10	-	1.6E-9	1.5E-10	2.6E-9	3.8E-9
96	7.1E-8	5.3E-10	-	1.4E-9	1.4E-10	2.3E-9	3.4E-9
97	6.2E-8	4.6E-10	-	1.3E-9	1.2E-10	2.0E-9	3.0E-9
98	5.5E-8	4.1E-10	-	1.1E-9	1.0E-10	1.8E-9	2.7E-9
99	4.8E-8	3.6E-10	-	9.8E-10	-	1.6E-9	2.4E-9
100	4.2E-8	3.1E-10	-	8.6E-10	-	1.4E-9	2.1E-9
110	1.2E-8	-	-	2.3E-10	-	4.1E-10	6.2E-10
120	3.2E-9	-	-	-	-	1.2E-10	1.9E-10
130	8.9E-10	-	-	-	-	-	-
140	2.4E-10	-	-	-	-	-	-
