Radionuclide	Ca-45
Route of Intake	Inhalation
Material	Aerosols Type S, fA=4E-3
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*
0.041667	6.1E-1	-	-	3.6E-2	5.2E-1	7.4E-5
0.083333	6.1E-1	-	-	4.4E-2	5.2E-1	1.8E-4
0.125	6.1E-1	-	-	4.9E-2	5.1E-1	3.0E-4
0.25	6.1E-1	-	-	6.2E-2	5.1E-1	6.5E-4
0.375	6.0E-1	-	-	7.0E-2	5.0E-1	9.4E-4
0.5	6.0E-1	-	-	7.6E-2	5.0E-1	1.2E-3
0.625	6.0E-1	-	-	8.0E-2	5.0E-1	1.4E-3
0.75	5.9E-1	-	-	8.2E-2	4.9E-1	1.5E-3
0.875	5.9E-1	-	-	8.3E-2	4.9E-1	1.7E-3
1	5.8E-1	3.5E-4	1.3E-2	8.3E-2	4.9E-1	1.8E-3
1.125	5.8E-1	-	-	8.1E-2	4.9E-1	1.9E-3
1.25	5.7E-1	-	-	7.9E-2	4.9E-1	1.9E-3
1.375	5.7E-1	-	-	7.6E-2	4.8E-1	2.0E-3
1.5	5.6E-1	-	-	7.3E-2	4.8E-1	2.0E-3
1.625	5.5E-1	-	-	6.9E-2	4.8E-1	2.1E-3
1.75	5.5E-1	-	-	6.5E-2	4.8E-1	2.1E-3
1.875	5.4E-1	-	-	6.1E-2	4.7E-1	2.1E-3
2	5.4E-1	2.3E-4	4.4E-2	5.8E-2	4.7E-1	2.1E-3
2.25	5.2E-1	-	-	5.0E-2	4.7E-1	2.1E-3
2.5	5.1E-1	-	-	4.4E-2	4.7E-1	2.1E-3
2.75	5.1E-1	-	-	3.9E-2	4.6E-1	2.1E-3
3	5.0E-1	1.6E-4	3.6E-2	3.4E-2	4.6E-1	2.1E-3
