Radionuclide	La-131
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including chloride and citrate, fA=2.5E-4
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	1.6E-1	-	1.3E-2	1.3E-1	3.4E-4	5.5E-4
0.083333	7.9E-2	-	7.6E-3	6.0E-2	4.0E-4	6.5E-4
0.125	3.9E-2	-	4.2E-3	2.9E-2	3.2E-4	5.2E-4
0.25	4.7E-3	-	6.3E-4	3.3E-3	8.0E-5	1.3E-4
0.375	5.6E-4	-	8.6E-5	3.8E-4	1.4E-5	2.4E-5
0.5	6.7E-5	-	1.1E-5	4.3E-5	2.2E-6	3.7E-6
0.625	8.0E-6	-	1.4E-6	5.0E-6	3.3E-7	5.4E-7
0.75	9.6E-7	-	1.8E-7	5.8E-7	4.6E-8	7.6E-8
0.875	1.2E-7	-	2.1E-8	6.7E-8	6.2E-9	1.0E-8
1	1.4E-8	4.1E-10	2.5E-9	7.8E-9	8.2E-10	1.4E-9
1.125	1.6E-9	-	3.0E-10	9.1E-10	1.1E-10	1.8E-10
1.25	1.9E-10	-	-	1.1E-10	-	-
