Radionuclide	Br-74
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	1.6E-1	2.4E-2	5.3E-3
0.083333	3.0E-2	2.8E-3	4.5E-4
0.125	5.8E-3	3.8E-4	5.9E-5
0.25	4.1E-5	1.8E-6	4.0E-7
0.375	2.9E-7	1.1E-8	3.2E-9
0.5	2.1E-9	-	-
