Radionuclide	Br-74
Route of Intake	Inhalation
Material	Gas or vapour Type F, Unspecified , fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	1.9E-1	2.1E-2	4.6E-2
0.083333	3.8E-2	2.4E-3	2.9E-3
0.125	7.3E-3	3.0E-4	2.4E-4
0.25	5.4E-5	1.3E-6	8.7E-7
0.375	3.9E-7	9.1E-9	6.2E-9
0.5	2.9E-9	-	-
