Radionuclide	Sr-89
Route of Intake	Ingestion
Material	All other chemical forms, fA=0.25
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
7	1.1E-1	4.3E-3	2.2E-3	3.4E-3	4.8E-2
7.5	1.0E-1	-	-	3.1E-3	4.7E-2
8	1.0E-1	3.6E-3	1.5E-3	2.9E-3	4.6E-2
8.5	9.7E-2	-	-	2.7E-3	4.6E-2
9	9.4E-2	3.1E-3	1.2E-3	2.5E-3	4.5E-2
9.5	9.2E-2	-	-	2.4E-3	4.4E-2
10	9.0E-2	2.7E-3	1.0E-3	2.2E-3	4.4E-2
11	8.5E-2	2.4E-3	8.6E-4	2.0E-3	4.3E-2
12	8.1E-2	2.1E-3	7.5E-4	1.8E-3	4.2E-2
13	7.7E-2	1.9E-3	6.7E-4	1.6E-3	4.2E-2
14	7.4E-2	1.7E-3	6.0E-4	1.5E-3	4.1E-2
15	7.1E-2	1.6E-3	5.4E-4	1.4E-3	4.0E-2
16	6.8E-2	1.4E-3	4.9E-4	1.2E-3	4.0E-2
17	6.5E-2	1.3E-3	4.4E-4	1.1E-3	3.9E-2
18	6.3E-2	1.2E-3	4.0E-4	1.0E-3	3.9E-2
19	6.0E-2	1.1E-3	3.7E-4	9.6E-4	3.8E-2
20	5.8E-2	1.0E-3	3.4E-4	8.9E-4	3.8E-2
21	5.6E-2	9.4E-4	3.1E-4	8.2E-4	3.8E-2
22	5.4E-2	8.7E-4	2.9E-4	7.5E-4	3.7E-2
23	5.3E-2	8.0E-4	2.7E-4	7.0E-4	3.7E-2
24	5.1E-2	7.4E-4	2.5E-4	6.4E-4	3.6E-2
25	4.9E-2	6.8E-4	2.3E-4	6.0E-4	3.6E-2
26	4.8E-2	6.3E-4	2.1E-4	5.5E-4	3.5E-2
27	4.6E-2	5.9E-4	2.0E-4	5.1E-4	3.5E-2
28	4.5E-2	5.4E-4	1.8E-4	4.7E-4	3.4E-2
29	4.4E-2	5.0E-4	1.7E-4	4.4E-4	3.4E-2
30	4.2E-2	4.7E-4	1.6E-4	4.1E-4	3.3E-2
31	4.1E-2	4.4E-4	1.4E-4	3.8E-4	3.3E-2
32	4.0E-2	4.0E-4	1.3E-4	3.5E-4	3.2E-2
33	3.9E-2	3.8E-4	1.2E-4	3.2E-4	3.2E-2
34	3.8E-2	3.5E-4	1.2E-4	3.0E-4	3.1E-2
35	3.7E-2	3.3E-4	1.1E-4	2.8E-4	3.1E-2
36	3.6E-2	3.0E-4	1.0E-4	2.6E-4	3.0E-2
37	3.5E-2	2.8E-4	9.3E-5	2.4E-4	3.0E-2
38	3.5E-2	2.6E-4	8.7E-5	2.3E-4	3.0E-2
39	3.4E-2	2.5E-4	8.1E-5	2.1E-4	2.9E-2
40	3.3E-2	2.3E-4	7.6E-5	2.0E-4	2.9E-2
41	3.2E-2	2.2E-4	7.1E-5	1.8E-4	2.8E-2
42	3.2E-2	2.0E-4	6.6E-5	1.7E-4	2.8E-2
43	3.1E-2	1.9E-4	6.2E-5	1.6E-4	2.7E-2
44	3.0E-2	1.8E-4	5.8E-5	1.5E-4	2.7E-2
45	3.0E-2	1.7E-4	5.4E-5	1.4E-4	2.7E-2
46	2.9E-2	1.6E-4	5.1E-5	1.3E-4	2.6E-2
47	2.8E-2	1.5E-4	4.8E-5	1.2E-4	2.6E-2
48	2.8E-2	1.4E-4	4.5E-5	1.1E-4	2.5E-2
49	2.7E-2	1.3E-4	4.2E-5	1.1E-4	2.5E-2
50	2.7E-2	1.2E-4	4.0E-5	1.0E-4	2.5E-2
51	2.6E-2	1.1E-4	3.7E-5	9.5E-5	2.4E-2
52	2.6E-2	1.1E-4	3.5E-5	9.0E-5	2.4E-2
53	2.5E-2	1.0E-4	3.3E-5	8.4E-5	2.3E-2
54	2.5E-2	9.7E-5	3.1E-5	8.0E-5	2.3E-2
55	2.4E-2	9.2E-5	3.0E-5	7.5E-5	2.3E-2
56	2.4E-2	8.7E-5	2.8E-5	7.1E-5	2.2E-2
57	2.3E-2	8.3E-5	2.7E-5	6.7E-5	2.2E-2
58	2.3E-2	7.8E-5	2.5E-5	6.4E-5	2.2E-2
59	2.3E-2	7.5E-5	2.4E-5	6.0E-5	2.1E-2
60	2.2E-2	7.1E-5	2.3E-5	5.7E-5	2.1E-2
61	2.2E-2	6.8E-5	2.2E-5	5.4E-5	2.1E-2
62	2.1E-2	6.4E-5	2.1E-5	5.2E-5	2.0E-2
63	2.1E-2	6.2E-5	2.0E-5	4.9E-5	2.0E-2
64	2.1E-2	5.9E-5	1.9E-5	4.7E-5	2.0E-2
65	2.0E-2	5.6E-5	1.8E-5	4.5E-5	1.9E-2
66	2.0E-2	5.4E-5	1.7E-5	4.3E-5	1.9E-2
67	2.0E-2	5.2E-5	1.6E-5	4.1E-5	1.9E-2
68	1.9E-2	4.9E-5	1.6E-5	3.9E-5	1.9E-2
69	1.9E-2	4.7E-5	1.5E-5	3.7E-5	1.8E-2
70	1.9E-2	4.6E-5	1.4E-5	3.6E-5	1.8E-2
71	1.8E-2	4.4E-5	1.4E-5	3.4E-5	1.8E-2
72	1.8E-2	4.2E-5	1.3E-5	3.3E-5	1.7E-2
73	1.8E-2	4.1E-5	1.3E-5	3.2E-5	1.7E-2
74	1.7E-2	3.9E-5	1.2E-5	3.1E-5	1.7E-2
75	1.7E-2	3.8E-5	1.2E-5	2.9E-5	1.7E-2
76	1.7E-2	3.7E-5	1.1E-5	2.8E-5	1.6E-2
77	1.7E-2	3.5E-5	1.1E-5	2.7E-5	1.6E-2
78	1.6E-2	3.4E-5	1.1E-5	2.6E-5	1.6E-2
79	1.6E-2	3.3E-5	1.0E-5	2.6E-5	1.6E-2
80	1.6E-2	3.2E-5	1.0E-5	2.5E-5	1.5E-2
81	1.6E-2	3.1E-5	9.6E-6	2.4E-5	1.5E-2
82	1.5E-2	3.0E-5	9.3E-6	2.3E-5	1.5E-2
83	1.5E-2	2.9E-5	9.0E-6	2.2E-5	1.5E-2
84	1.5E-2	2.8E-5	8.8E-6	2.2E-5	1.4E-2
85	1.5E-2	2.7E-5	8.5E-6	2.1E-5	1.4E-2
86	1.4E-2	2.7E-5	8.3E-6	2.0E-5	1.4E-2
87	1.4E-2	2.6E-5	8.0E-6	2.0E-5	1.4E-2
88	1.4E-2	2.5E-5	7.8E-6	1.9E-5	1.4E-2
89	1.4E-2	2.4E-5	7.6E-6	1.9E-5	1.3E-2
90	1.3E-2	2.4E-5	7.4E-6	1.8E-5	1.3E-2
91	1.3E-2	2.3E-5	7.2E-6	1.8E-5	1.3E-2
92	1.3E-2	2.3E-5	7.0E-6	1.7E-5	1.3E-2
93	1.3E-2	2.2E-5	6.8E-6	1.7E-5	1.2E-2
94	1.3E-2	2.1E-5	6.6E-6	1.6E-5	1.2E-2
95	1.2E-2	2.1E-5	6.4E-6	1.6E-5	1.2E-2
96	1.2E-2	2.0E-5	6.3E-6	1.6E-5	1.2E-2
97	1.2E-2	2.0E-5	6.1E-6	1.5E-5	1.2E-2
98	1.2E-2	1.9E-5	6.0E-6	1.5E-5	1.2E-2
99	1.2E-2	1.9E-5	5.8E-6	1.4E-5	1.1E-2
100	1.1E-2	1.8E-5	5.7E-6	1.4E-5	1.1E-2
110	9.8E-3	1.5E-5	4.5E-6	1.1E-5	9.6E-3
120	8.4E-3	1.2E-5	3.6E-6	9.1E-6	8.2E-3
130	7.2E-3	9.6E-6	2.9E-6	7.4E-6	7.0E-3
140	6.2E-3	7.8E-6	2.4E-6	6.1E-6	6.0E-3
150	5.3E-3	6.4E-6	2.0E-6	5.0E-6	5.2E-3
160	4.5E-3	5.2E-6	1.6E-6	4.1E-6	4.4E-3
170	3.9E-3	4.3E-6	1.3E-6	3.4E-6	3.8E-3
180	3.3E-3	3.5E-6	1.1E-6	2.8E-6	3.3E-3
190	2.9E-3	2.9E-6	8.9E-7	2.3E-6	2.8E-3
200	2.5E-3	2.4E-6	7.3E-7	1.9E-6	2.4E-3
210	2.1E-3	2.0E-6	6.0E-7	1.6E-6	2.1E-3
220	1.8E-3	1.6E-6	4.9E-7	1.3E-6	1.8E-3
230	1.6E-3	1.3E-6	4.1E-7	1.1E-6	1.6E-3
240	1.4E-3	1.1E-6	3.3E-7	9.3E-7	1.3E-3
250	1.2E-3	9.0E-7	2.8E-7	7.8E-7	1.2E-3
260	1.0E-3	7.4E-7	2.3E-7	6.5E-7	1.0E-3
270	8.8E-4	6.1E-7	1.9E-7	5.4E-7	8.7E-4
280	7.6E-4	5.1E-7	1.6E-7	4.5E-7	7.5E-4
290	6.6E-4	4.2E-7	1.3E-7	3.8E-7	6.5E-4
300	5.7E-4	3.5E-7	1.1E-7	3.2E-7	5.6E-4
310	4.9E-4	2.9E-7	8.8E-8	2.7E-7	4.9E-4
320	4.3E-4	2.4E-7	7.3E-8	2.2E-7	4.2E-4
330	3.7E-4	2.0E-7	6.1E-8	1.9E-7	3.6E-4
340	3.2E-4	1.7E-7	5.1E-8	1.6E-7	3.1E-4
350	2.8E-4	1.4E-7	4.2E-8	1.3E-7	2.7E-4
360	2.4E-4	1.2E-7	3.5E-8	1.1E-7	2.4E-4
365	2.2E-4	1.1E-7	3.2E-8	1.0E-7	2.2E-4
370	2.1E-4	9.6E-8	2.9E-8	9.6E-8	2.0E-4
380	1.8E-4	8.0E-8	2.4E-8	8.1E-8	1.8E-4
390	1.6E-4	6.7E-8	2.0E-8	6.9E-8	1.5E-4
400	1.4E-4	5.6E-8	1.7E-8	5.8E-8	1.3E-4
410	1.2E-4	4.7E-8	1.4E-8	4.9E-8	1.2E-4
420	1.0E-4	3.9E-8	1.2E-8	4.2E-8	1.0E-4
430	8.8E-5	3.3E-8	1.0E-8	3.6E-8	8.7E-5
440	7.6E-5	2.8E-8	8.5E-9	3.0E-8	7.6E-5
450	6.6E-5	2.3E-8	7.2E-9	2.6E-8	6.6E-5
460	5.8E-5	2.0E-8	6.0E-9	2.2E-8	5.7E-5
470	5.0E-5	1.7E-8	5.1E-9	1.9E-8	4.9E-5
480	4.3E-5	1.4E-8	4.3E-9	1.6E-8	4.3E-5
490	3.8E-5	1.2E-8	3.6E-9	1.4E-8	3.7E-5
500	3.3E-5	1.0E-8	3.1E-9	1.2E-8	3.2E-5
510	2.8E-5	8.5E-9	2.6E-9	1.0E-8	2.8E-5
520	2.5E-5	7.2E-9	2.2E-9	8.6E-9	2.4E-5
530	2.1E-5	6.2E-9	1.9E-9	7.4E-9	2.1E-5
540	1.9E-5	5.2E-9	1.6E-9	6.3E-9	1.8E-5
550	1.6E-5	4.4E-9	1.4E-9	5.4E-9	1.6E-5
560	1.4E-5	3.8E-9	1.2E-9	4.7E-9	1.4E-5
570	1.2E-5	3.2E-9	9.8E-10	4.0E-9	1.2E-5
580	1.1E-5	2.8E-9	8.4E-10	3.5E-9	1.0E-5
590	9.2E-6	2.4E-9	7.2E-10	3.0E-9	9.1E-6
600	8.0E-6	2.0E-9	6.1E-10	2.6E-9	7.9E-6
610	7.0E-6	1.7E-9	5.2E-10	2.2E-9	6.9E-6
620	6.0E-6	1.5E-9	4.5E-10	1.9E-9	6.0E-6
630	5.3E-6	1.3E-9	3.8E-10	1.6E-9	5.2E-6
640	4.6E-6	1.1E-9	3.3E-10	1.4E-9	4.5E-6
650	4.0E-6	9.3E-10	2.8E-10	1.2E-9	3.9E-6
660	3.4E-6	7.9E-10	2.4E-10	1.1E-9	3.4E-6
670	3.0E-6	6.8E-10	2.1E-10	9.1E-10	3.0E-6
680	2.6E-6	5.9E-10	1.8E-10	5.2E-10	2.6E-6
690	2.3E-6	5.0E-10	1.5E-10	4.5E-10	2.2E-6
700	2.0E-6	4.3E-10	1.3E-10	3.9E-10	1.9E-6
710	1.7E-6	3.7E-10	1.1E-10	3.4E-10	1.7E-6
720	1.5E-6	3.2E-10	-	2.9E-10	1.5E-6
730	1.3E-6	2.8E-10	-	2.6E-10	1.3E-6
740	1.1E-6	2.4E-10	-	2.2E-10	1.1E-6
750	9.8E-7	2.1E-10	-	1.9E-10	9.7E-7
760	8.5E-7	1.8E-10	-	1.7E-10	8.4E-7
770	7.4E-7	1.5E-10	-	1.4E-10	7.3E-7
780	6.4E-7	1.3E-10	-	1.3E-10	6.4E-7
790	5.6E-7	1.1E-10	-	1.1E-10	5.5E-7
800	4.9E-7	-	-	-	4.8E-7
810	4.2E-7	-	-	-	4.2E-7
820	3.7E-7	-	-	-	3.6E-7
830	3.2E-7	-	-	-	3.2E-7
840	2.8E-7	-	-	-	2.7E-7
850	2.4E-7	-	-	-	2.4E-7
860	2.1E-7	-	-	-	2.1E-7
870	1.8E-7	-	-	-	1.8E-7
880	1.6E-7	-	-	-	1.6E-7
890	1.4E-7	-	-	-	1.4E-7
900	1.2E-7	-	-	-	1.2E-7
910	1.0E-7	-	-	-	1.0E-7
920	9.1E-8	-	-	-	9.0E-8
930	7.9E-8	-	-	-	7.8E-8
940	6.9E-8	-	-	-	6.8E-8
950	6.0E-8	-	-	-	5.9E-8
960	5.2E-8	-	-	-	5.1E-8
970	4.5E-8	-	-	-	4.5E-8
980	3.9E-8	-	-	-	3.9E-8
990	3.4E-8	-	-	-	3.4E-8
1000	3.0E-8	-	-	-	2.9E-8
1010	2.6E-8	-	-	-	2.6E-8
1020	2.2E-8	-	-	-	2.2E-8
1030	2.0E-8	-	-	-	1.9E-8
1040	1.7E-8	-	-	-	1.7E-8
1050	1.5E-8	-	-	-	1.5E-8
1060	1.3E-8	-	-	-	1.3E-8
1070	1.1E-8	-	-	-	1.1E-8
1080	9.7E-9	-	-	-	9.6E-9
1090	8.5E-9	-	-	-	8.4E-9
1095	7.9E-9	-	-	-	7.8E-9
1100	7.4E-9	-	-	-	7.3E-9
1200	1.8E-9	-	-	-	1.8E-9
1300	4.5E-10	-	-	-	4.5E-10
1400	1.1E-10	-	-	-	-
