Radionuclide	Sr-89
Route of Intake	Injection
Material	Injection, fA=0.25
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
10	3.6E-1	1.1E-2	3.9E-3	8.8E-3	1.8E-1
11	3.4E-1	9.3E-3	3.4E-3	7.8E-3	1.7E-1
12	3.2E-1	8.3E-3	3.0E-3	7.1E-3	1.7E-1
13	3.1E-1	7.5E-3	2.6E-3	6.4E-3	1.7E-1
14	2.9E-1	6.8E-3	2.3E-3	5.8E-3	1.6E-1
15	2.8E-1	6.2E-3	2.1E-3	5.3E-3	1.6E-1
16	2.7E-1	5.6E-3	1.9E-3	4.9E-3	1.6E-1
17	2.6E-1	5.2E-3	1.7E-3	4.5E-3	1.6E-1
18	2.5E-1	4.7E-3	1.6E-3	4.1E-3	1.6E-1
19	2.4E-1	4.4E-3	1.5E-3	3.8E-3	1.5E-1
20	2.3E-1	4.0E-3	1.3E-3	3.5E-3	1.5E-1
21	2.2E-1	3.7E-3	1.2E-3	3.2E-3	1.5E-1
22	2.2E-1	3.4E-3	1.1E-3	3.0E-3	1.5E-1
23	2.1E-1	3.2E-3	1.1E-3	2.8E-3	1.5E-1
24	2.0E-1	2.9E-3	9.7E-4	2.5E-3	1.4E-1
25	2.0E-1	2.7E-3	9.0E-4	2.4E-3	1.4E-1
26	1.9E-1	2.5E-3	8.3E-4	2.2E-3	1.4E-1
27	1.8E-1	2.3E-3	7.7E-4	2.0E-3	1.4E-1
28	1.8E-1	2.2E-3	7.1E-4	1.9E-3	1.4E-1
29	1.7E-1	2.0E-3	6.6E-4	1.7E-3	1.3E-1
30	1.7E-1	1.9E-3	6.1E-4	1.6E-3	1.3E-1
31	1.6E-1	1.7E-3	5.7E-4	1.5E-3	1.3E-1
32	1.6E-1	1.6E-3	5.3E-4	1.4E-3	1.3E-1
33	1.6E-1	1.5E-3	4.9E-4	1.3E-3	1.3E-1
34	1.5E-1	1.4E-3	4.6E-4	1.2E-3	1.3E-1
35	1.5E-1	1.3E-3	4.3E-4	1.1E-3	1.2E-1
36	1.4E-1	1.2E-3	4.0E-4	1.0E-3	1.2E-1
37	1.4E-1	1.1E-3	3.7E-4	9.6E-4	1.2E-1
38	1.4E-1	1.0E-3	3.4E-4	8.9E-4	1.2E-1
39	1.3E-1	9.8E-4	3.2E-4	8.3E-4	1.2E-1
40	1.3E-1	9.1E-4	3.0E-4	7.7E-4	1.1E-1
41	1.3E-1	8.5E-4	2.8E-4	7.2E-4	1.1E-1
42	1.3E-1	8.0E-4	2.6E-4	6.7E-4	1.1E-1
43	1.2E-1	7.5E-4	2.4E-4	6.3E-4	1.1E-1
44	1.2E-1	7.0E-4	2.3E-4	5.9E-4	1.1E-1
45	1.2E-1	6.6E-4	2.1E-4	5.5E-4	1.1E-1
46	1.2E-1	6.2E-4	2.0E-4	5.2E-4	1.0E-1
47	1.1E-1	5.8E-4	1.9E-4	4.8E-4	1.0E-1
48	1.1E-1	5.4E-4	1.8E-4	4.5E-4	1.0E-1
49	1.1E-1	5.1E-4	1.7E-4	4.3E-4	1.0E-1
50	1.1E-1	4.8E-4	1.6E-4	4.0E-4	9.8E-2
51	1.0E-1	4.6E-4	1.5E-4	3.8E-4	9.7E-2
52	1.0E-1	4.3E-4	1.4E-4	3.6E-4	9.5E-2
53	1.0E-1	4.1E-4	1.3E-4	3.3E-4	9.4E-2
54	9.9E-2	3.9E-4	1.2E-4	3.2E-4	9.2E-2
55	9.7E-2	3.6E-4	1.2E-4	3.0E-4	9.1E-2
56	9.5E-2	3.5E-4	1.1E-4	2.8E-4	8.9E-2
57	9.4E-2	3.3E-4	1.1E-4	2.7E-4	8.8E-2
58	9.2E-2	3.1E-4	1.0E-4	2.5E-4	8.7E-2
59	9.0E-2	3.0E-4	9.5E-5	2.4E-4	8.5E-2
60	8.9E-2	2.8E-4	9.0E-5	2.3E-4	8.4E-2
61	8.7E-2	2.7E-4	8.6E-5	2.2E-4	8.3E-2
62	8.6E-2	2.6E-4	8.2E-5	2.1E-4	8.1E-2
63	8.4E-2	2.4E-4	7.8E-5	2.0E-4	8.0E-2
64	8.3E-2	2.3E-4	7.4E-5	1.9E-4	7.9E-2
65	8.1E-2	2.2E-4	7.1E-5	1.8E-4	7.8E-2
66	8.0E-2	2.1E-4	6.8E-5	1.7E-4	7.6E-2
67	7.8E-2	2.1E-4	6.5E-5	1.6E-4	7.5E-2
68	7.7E-2	2.0E-4	6.2E-5	1.6E-4	7.4E-2
69	7.6E-2	1.9E-4	6.0E-5	1.5E-4	7.3E-2
70	7.5E-2	1.8E-4	5.7E-5	1.4E-4	7.2E-2
71	7.3E-2	1.7E-4	5.5E-5	1.4E-4	7.1E-2
72	7.2E-2	1.7E-4	5.3E-5	1.3E-4	6.9E-2
73	7.1E-2	1.6E-4	5.1E-5	1.3E-4	6.8E-2
74	7.0E-2	1.6E-4	4.9E-5	1.2E-4	6.7E-2
75	6.9E-2	1.5E-4	4.7E-5	1.2E-4	6.6E-2
76	6.7E-2	1.5E-4	4.6E-5	1.1E-4	6.5E-2
77	6.6E-2	1.4E-4	4.4E-5	1.1E-4	6.4E-2
78	6.5E-2	1.4E-4	4.2E-5	1.1E-4	6.3E-2
79	6.4E-2	1.3E-4	4.1E-5	1.0E-4	6.2E-2
80	6.3E-2	1.3E-4	4.0E-5	9.9E-5	6.1E-2
81	6.2E-2	1.2E-4	3.8E-5	9.5E-5	6.0E-2
82	6.1E-2	1.2E-4	3.7E-5	9.2E-5	5.9E-2
83	6.0E-2	1.2E-4	3.6E-5	8.9E-5	5.8E-2
84	5.9E-2	1.1E-4	3.5E-5	8.7E-5	5.8E-2
85	5.8E-2	1.1E-4	3.4E-5	8.4E-5	5.7E-2
86	5.7E-2	1.1E-4	3.3E-5	8.2E-5	5.6E-2
87	5.6E-2	1.0E-4	3.2E-5	7.9E-5	5.5E-2
88	5.6E-2	1.0E-4	3.1E-5	7.7E-5	5.4E-2
89	5.5E-2	9.8E-5	3.0E-5	7.5E-5	5.3E-2
90	5.4E-2	9.5E-5	2.9E-5	7.3E-5	5.2E-2
91	5.3E-2	9.2E-5	2.9E-5	7.1E-5	5.2E-2
92	5.2E-2	9.0E-5	2.8E-5	6.9E-5	5.1E-2
93	5.1E-2	8.8E-5	2.7E-5	6.7E-5	5.0E-2
94	5.0E-2	8.5E-5	2.6E-5	6.5E-5	4.9E-2
95	5.0E-2	8.3E-5	2.6E-5	6.4E-5	4.8E-2
96	4.9E-2	8.1E-5	2.5E-5	6.2E-5	4.8E-2
97	4.8E-2	7.9E-5	2.4E-5	6.1E-5	4.7E-2
98	4.7E-2	7.7E-5	2.4E-5	5.9E-5	4.6E-2
99	4.7E-2	7.5E-5	2.3E-5	5.8E-5	4.5E-2
100	4.6E-2	7.4E-5	2.3E-5	5.6E-5	4.5E-2
110	3.9E-2	5.9E-5	1.8E-5	4.5E-5	3.8E-2
120	3.4E-2	4.7E-5	1.4E-5	3.6E-5	3.3E-2
130	2.9E-2	3.8E-5	1.2E-5	3.0E-5	2.8E-2
140	2.5E-2	3.1E-5	9.6E-6	2.4E-5	2.4E-2
150	2.1E-2	2.6E-5	7.8E-6	2.0E-5	2.1E-2
160	1.8E-2	2.1E-5	6.4E-6	1.7E-5	1.8E-2
170	1.6E-2	1.7E-5	5.2E-6	1.4E-5	1.5E-2
180	1.3E-2	1.4E-5	4.3E-6	1.1E-5	1.3E-2
190	1.2E-2	1.2E-5	3.5E-6	9.4E-6	1.1E-2
200	9.9E-3	9.5E-6	2.9E-6	7.8E-6	9.7E-3
210	8.5E-3	7.8E-6	2.4E-6	6.5E-6	8.4E-3
220	7.4E-3	6.4E-6	2.0E-6	5.4E-6	7.2E-3
230	6.3E-3	5.3E-6	1.6E-6	4.5E-6	6.2E-3
240	5.5E-3	4.4E-6	1.3E-6	3.7E-6	5.4E-3
250	4.7E-3	3.6E-6	1.1E-6	3.1E-6	4.6E-3
260	4.1E-3	3.0E-6	9.1E-7	2.6E-6	4.0E-3
270	3.5E-3	2.5E-6	7.5E-7	2.2E-6	3.5E-3
280	3.0E-3	2.0E-6	6.2E-7	1.8E-6	3.0E-3
290	2.6E-3	1.7E-6	5.1E-7	1.5E-6	2.6E-3
300	2.3E-3	1.4E-6	4.3E-7	1.3E-6	2.2E-3
310	2.0E-3	1.2E-6	3.5E-7	1.1E-6	1.9E-3
320	1.7E-3	9.6E-7	2.9E-7	9.0E-7	1.7E-3
330	1.5E-3	8.0E-7	2.4E-7	7.5E-7	1.5E-3
340	1.3E-3	6.6E-7	2.0E-7	6.4E-7	1.3E-3
350	1.1E-3	5.5E-7	1.7E-7	5.4E-7	1.1E-3
360	9.6E-4	4.6E-7	1.4E-7	4.5E-7	9.4E-4
365	8.9E-4	4.2E-7	1.3E-7	4.2E-7	8.8E-4
370	8.3E-4	3.8E-7	1.2E-7	3.8E-7	8.2E-4
380	7.2E-4	3.2E-7	9.8E-8	3.2E-7	7.1E-4
390	6.2E-4	2.7E-7	8.2E-8	2.7E-7	6.2E-4
400	5.4E-4	2.2E-7	6.8E-8	2.3E-7	5.3E-4
410	4.7E-4	1.9E-7	5.7E-8	2.0E-7	4.6E-4
420	4.1E-4	1.6E-7	4.8E-8	1.7E-7	4.0E-4
430	3.5E-4	1.3E-7	4.0E-8	1.4E-7	3.5E-4
440	3.1E-4	1.1E-7	3.4E-8	1.2E-7	3.0E-4
450	2.7E-4	9.4E-8	2.9E-8	1.0E-7	2.6E-4
460	2.3E-4	7.9E-8	2.4E-8	8.8E-8	2.3E-4
470	2.0E-4	6.7E-8	2.0E-8	7.5E-8	2.0E-4
480	1.7E-4	5.6E-8	1.7E-8	6.4E-8	1.7E-4
490	1.5E-4	4.8E-8	1.5E-8	5.5E-8	1.5E-4
500	1.3E-4	4.0E-8	1.2E-8	4.7E-8	1.3E-4
510	1.1E-4	3.4E-8	1.0E-8	4.0E-8	1.1E-4
520	9.9E-5	2.9E-8	8.8E-9	3.4E-8	9.8E-5
530	8.6E-5	2.5E-8	7.5E-9	3.0E-8	8.5E-5
540	7.4E-5	2.1E-8	6.4E-9	2.5E-8	7.4E-5
550	6.5E-5	1.8E-8	5.4E-9	2.2E-8	6.4E-5
560	5.6E-5	1.5E-8	4.6E-9	1.9E-8	5.6E-5
570	4.9E-5	1.3E-8	3.9E-9	1.6E-8	4.8E-5
580	4.2E-5	1.1E-8	3.4E-9	1.4E-8	4.2E-5
590	3.7E-5	9.4E-9	2.9E-9	1.2E-8	3.6E-5
600	3.2E-5	8.0E-9	2.4E-9	1.0E-8	3.2E-5
610	2.8E-5	6.9E-9	2.1E-9	8.8E-9	2.8E-5
620	2.4E-5	5.9E-9	1.8E-9	7.6E-9	2.4E-5
630	2.1E-5	5.0E-9	1.5E-9	6.6E-9	2.1E-5
640	1.8E-5	4.3E-9	1.3E-9	5.7E-9	1.8E-5
650	1.6E-5	3.7E-9	1.1E-9	4.9E-9	1.6E-5
660	1.4E-5	3.2E-9	9.7E-10	4.2E-9	1.4E-5
670	1.2E-5	2.7E-9	8.3E-10	3.6E-9	1.2E-5
680	1.0E-5	2.3E-9	7.1E-10	3.2E-9	1.0E-5
690	9.1E-6	2.0E-9	6.1E-10	2.7E-9	9.0E-6
700	7.9E-6	1.7E-9	5.3E-10	2.4E-9	7.8E-6
710	6.8E-6	1.5E-9	4.5E-10	2.0E-9	6.8E-6
720	6.0E-6	1.3E-9	3.9E-10	1.8E-9	5.9E-6
730	5.2E-6	1.1E-9	3.4E-10	1.5E-9	5.1E-6
740	4.5E-6	9.5E-10	2.9E-10	1.3E-9	4.5E-6
750	3.9E-6	8.2E-10	2.5E-10	1.1E-9	3.9E-6
760	3.4E-6	7.1E-10	2.2E-10	9.9E-10	3.4E-6
770	3.0E-6	6.1E-10	1.9E-10	5.8E-10	2.9E-6
780	2.6E-6	5.3E-10	1.6E-10	5.0E-10	2.5E-6
790	2.2E-6	4.6E-10	1.4E-10	4.4E-10	2.2E-6
800	1.9E-6	3.9E-10	1.2E-10	3.8E-10	1.9E-6
810	1.7E-6	3.4E-10	1.0E-10	3.3E-10	1.7E-6
820	1.5E-6	3.0E-10	-	2.8E-10	1.5E-6
830	1.3E-6	2.6E-10	-	2.5E-10	1.3E-6
840	1.1E-6	2.2E-10	-	2.1E-10	1.1E-6
850	9.7E-7	1.9E-10	-	1.9E-10	9.6E-7
860	8.4E-7	1.7E-10	-	1.6E-10	8.3E-7
870	7.3E-7	1.4E-10	-	1.4E-10	7.2E-7
880	6.4E-7	1.2E-10	-	1.2E-10	6.3E-7
890	5.5E-7	1.1E-10	-	1.1E-10	5.5E-7
900	4.8E-7	-	-	-	4.8E-7
910	4.2E-7	-	-	-	4.1E-7
920	3.6E-7	-	-	-	3.6E-7
930	3.2E-7	-	-	-	3.1E-7
940	2.7E-7	-	-	-	2.7E-7
950	2.4E-7	-	-	-	2.4E-7
960	2.1E-7	-	-	-	2.1E-7
970	1.8E-7	-	-	-	1.8E-7
980	1.6E-7	-	-	-	1.6E-7
990	1.4E-7	-	-	-	1.4E-7
1000	1.2E-7	-	-	-	1.2E-7
1010	1.0E-7	-	-	-	1.0E-7
1020	9.0E-8	-	-	-	8.9E-8
1030	7.8E-8	-	-	-	7.7E-8
1040	6.8E-8	-	-	-	6.7E-8
1050	5.9E-8	-	-	-	5.9E-8
1060	5.1E-8	-	-	-	5.1E-8
1070	4.5E-8	-	-	-	4.4E-8
1080	3.9E-8	-	-	-	3.9E-8
1090	3.4E-8	-	-	-	3.4E-8
1095	3.2E-8	-	-	-	3.1E-8
1100	2.9E-8	-	-	-	2.9E-8
1200	7.3E-9	-	-	-	7.2E-9
1300	1.8E-9	-	-	-	1.8E-9
1400	4.5E-10	-	-	-	4.4E-10
1500	1.1E-10	-	-	-	-
