Radionuclide	Cu-67
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-3
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
0.041667	8.6E-1	-	-	7.7E-2	6.7E-1	3.5E-4
0.083333	8.5E-1	-	-	9.1E-2	6.6E-1	9.0E-4
0.125	8.4E-1	-	-	1.0E-1	6.4E-1	1.5E-3
0.25	8.1E-1	-	-	1.2E-1	6.1E-1	2.7E-3
0.375	7.7E-1	-	-	1.3E-1	5.8E-1	3.3E-3
0.5	7.4E-1	-	-	1.4E-1	5.6E-1	3.4E-3
0.625	7.1E-1	-	-	1.4E-1	5.4E-1	3.3E-3
0.75	6.8E-1	-	-	1.4E-1	5.2E-1	3.1E-3
0.875	6.6E-1	-	-	1.4E-1	5.0E-1	2.8E-3
1	6.3E-1	3.3E-8	2.1E-2	1.3E-1	4.8E-1	2.6E-3
1.125	6.0E-1	-	-	1.3E-1	4.6E-1	2.3E-3
1.25	5.7E-1	-	-	1.2E-1	4.4E-1	2.1E-3
1.375	5.4E-1	-	-	1.1E-1	4.2E-1	1.8E-3
1.5	5.2E-1	-	-	1.0E-1	4.1E-1	1.7E-3
1.625	4.9E-1	-	-	9.2E-2	3.9E-1	1.5E-3
1.75	4.7E-1	-	-	8.4E-2	3.8E-1	1.4E-3
1.875	4.4E-1	-	-	7.6E-2	3.6E-1	1.2E-3
2	4.2E-1	7.0E-9	5.4E-2	6.9E-2	3.5E-1	1.1E-3
2.25	3.8E-1	-	-	5.6E-2	3.2E-1	9.8E-4
2.5	3.5E-1	-	-	4.5E-2	3.0E-1	8.6E-4
2.75	3.2E-1	-	-	3.7E-2	2.8E-1	7.7E-4
3	2.9E-1	4.9E-9	3.3E-2	3.0E-2	2.5E-1	7.0E-4
3.25	2.6E-1	-	-	2.5E-2	2.4E-1	6.4E-4
3.5	2.4E-1	-	-	2.1E-2	2.2E-1	5.9E-4
3.75	2.2E-1	-	-	1.8E-2	2.0E-1	5.4E-4
4	2.1E-1	3.9E-9	1.5E-2	1.5E-2	1.9E-1	5.1E-4
4.25	1.9E-1	-	-	1.3E-2	1.7E-1	4.7E-4
4.5	1.8E-1	-	-	1.1E-2	1.6E-1	4.4E-4
4.75	1.6E-1	-	-	9.7E-3	1.5E-1	4.1E-4
5	1.5E-1	3.0E-9	7.1E-3	8.6E-3	1.4E-1	3.8E-4
5.5	1.3E-1	-	-	6.7E-3	1.2E-1	3.3E-4
6	1.1E-1	2.3E-9	4.0E-3	5.2E-3	1.0E-1	2.9E-4
6.5	9.5E-2	-	-	4.2E-3	9.0E-2	2.5E-4
7	8.2E-2	1.7E-9	2.4E-3	3.3E-3	7.8E-2	2.2E-4
7.5	7.1E-2	-	-	2.6E-3	6.7E-2	1.9E-4
8	6.1E-2	1.3E-9	1.5E-3	2.1E-3	5.8E-2	1.7E-4
8.5	5.3E-2	-	-	1.7E-3	5.1E-2	1.5E-4
9	4.6E-2	1.0E-9	9.5E-4	1.3E-3	4.4E-2	1.3E-4
9.5	4.0E-2	-	-	1.1E-3	3.8E-2	1.1E-4
10	3.4E-2	7.7E-10	6.1E-4	8.6E-4	3.3E-2	9.8E-5
11	2.6E-2	5.8E-10	3.9E-4	5.6E-4	2.5E-2	7.5E-5
12	2.0E-2	4.4E-10	2.5E-4	3.6E-4	1.9E-2	5.7E-5
13	1.5E-2	3.4E-10	1.6E-4	2.4E-4	1.4E-2	4.3E-5
14	1.1E-2	2.6E-10	1.1E-4	1.5E-4	1.1E-2	3.3E-5
15	8.5E-3	2.0E-10	6.9E-5	1.0E-4	8.3E-3	2.5E-5
16	6.4E-3	1.5E-10	4.6E-5	6.9E-5	6.3E-3	1.9E-5
17	4.9E-3	1.1E-10	3.0E-5	4.6E-5	4.8E-3	1.5E-5
18	3.7E-3	-	2.0E-5	3.1E-5	3.6E-3	1.1E-5
19	2.8E-3	-	1.4E-5	2.2E-5	2.8E-3	8.4E-6
20	2.2E-3	-	9.4E-6	1.5E-5	2.1E-3	6.4E-6
21	1.6E-3	-	6.5E-6	1.0E-5	1.6E-3	4.9E-6
22	1.2E-3	-	4.5E-6	7.4E-6	1.2E-3	3.7E-6
23	9.5E-4	-	3.2E-6	5.3E-6	9.3E-4	2.8E-6
24	7.2E-4	-	2.3E-6	3.8E-6	7.1E-4	2.1E-6
25	5.5E-4	-	1.6E-6	2.8E-6	5.4E-4	1.6E-6
26	4.2E-4	-	1.2E-6	2.0E-6	4.1E-4	1.2E-6
27	3.2E-4	-	8.5E-7	1.5E-6	3.1E-4	9.4E-7
28	2.4E-4	-	6.3E-7	1.1E-6	2.4E-4	7.2E-7
29	1.9E-4	-	4.6E-7	8.1E-7	1.8E-4	5.5E-7
30	1.4E-4	-	3.4E-7	6.0E-7	1.4E-4	4.2E-7
31	1.1E-4	-	2.5E-7	4.5E-7	1.1E-4	3.2E-7
32	8.2E-5	-	1.9E-7	3.4E-7	8.1E-5	2.4E-7
33	6.3E-5	-	1.4E-7	2.5E-7	6.1E-5	1.8E-7
34	4.8E-5	-	1.1E-7	1.9E-7	4.7E-5	1.4E-7
35	3.6E-5	-	8.0E-8	1.4E-7	3.6E-5	1.1E-7
36	2.8E-5	-	6.0E-8	1.1E-7	2.7E-5	8.1E-8
37	2.1E-5	-	4.6E-8	8.3E-8	2.1E-5	6.1E-8
38	1.6E-5	-	3.5E-8	6.3E-8	1.6E-5	4.7E-8
39	1.2E-5	-	2.6E-8	4.8E-8	1.2E-5	3.6E-8
40	9.4E-6	-	2.0E-8	3.6E-8	9.2E-6	2.7E-8
41	7.2E-6	-	1.5E-8	2.7E-8	7.0E-6	2.1E-8
42	5.5E-6	-	1.1E-8	2.1E-8	5.4E-6	1.6E-8
43	4.2E-6	-	8.7E-9	1.6E-8	4.1E-6	1.2E-8
44	3.2E-6	-	6.6E-9	1.2E-8	3.1E-6	9.1E-9
45	2.4E-6	-	5.0E-9	9.2E-9	2.4E-6	6.9E-9
46	1.8E-6	-	3.8E-9	7.0E-9	1.8E-6	5.3E-9
47	1.4E-6	-	2.9E-9	5.3E-9	1.4E-6	4.0E-9
48	1.1E-6	-	2.2E-9	4.0E-9	1.1E-6	3.0E-9
49	8.2E-7	-	1.7E-9	3.1E-9	8.0E-7	2.3E-9
50	6.2E-7	-	1.3E-9	2.3E-9	6.1E-7	1.8E-9
51	4.8E-7	-	9.7E-10	1.8E-9	4.7E-7	1.3E-9
52	3.6E-7	-	7.4E-10	1.4E-9	3.6E-7	1.0E-9
53	2.8E-7	-	5.7E-10	1.0E-9	2.7E-7	7.8E-10
54	2.1E-7	-	4.3E-10	7.9E-10	2.1E-7	5.9E-10
55	1.6E-7	-	3.3E-10	6.0E-10	1.6E-7	4.5E-10
56	1.2E-7	-	2.5E-10	4.6E-10	1.2E-7	3.4E-10
57	9.4E-8	-	1.9E-10	3.5E-10	9.2E-8	2.6E-10
58	7.1E-8	-	1.4E-10	2.6E-10	7.0E-8	2.0E-10
59	5.4E-8	-	1.1E-10	2.0E-10	5.3E-8	1.5E-10
60	4.2E-8	-	-	1.5E-10	4.1E-8	1.1E-10
61	3.2E-8	-	-	1.2E-10	3.1E-8	-
62	2.4E-8	-	-	-	2.4E-8	-
63	1.8E-8	-	-	-	1.8E-8	-
64	1.4E-8	-	-	-	1.4E-8	-
65	1.1E-8	-	-	-	1.1E-8	-
66	8.2E-9	-	-	-	8.0E-9	-
67	6.2E-9	-	-	-	6.1E-9	-
68	4.7E-9	-	-	-	4.7E-9	-
69	3.6E-9	-	-	-	3.6E-9	-
70	2.8E-9	-	-	-	2.7E-9	-
71	2.1E-9	-	-	-	2.1E-9	-
72	1.6E-9	-	-	-	1.6E-9	-
73	1.2E-9	-	-	-	1.2E-9	-
74	9.3E-10	-	-	-	9.2E-10	-
75	7.1E-10	-	-	-	7.0E-10	-
76	5.4E-10	-	-	-	5.3E-10	-
77	4.1E-10	-	-	-	4.1E-10	-
78	3.2E-10	-	-	-	3.1E-10	-
79	2.4E-10	-	-	-	2.4E-10	-
80	1.8E-10	-	-	-	1.8E-10	-
81	1.4E-10	-	-	-	1.4E-10	-
82	1.1E-10	-	-	-	1.0E-10	-
