Radionuclide	Cu-67
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
26	2.2E-4	3.0E-10	2.4E-6	7.4E-6	2.1E-6	3.9E-5
27	1.7E-4	2.3E-10	1.8E-6	5.6E-6	1.6E-6	2.9E-5
28	1.3E-4	1.7E-10	1.4E-6	4.2E-6	1.2E-6	2.2E-5
29	9.5E-5	1.3E-10	1.0E-6	3.2E-6	8.9E-7	1.7E-5
30	7.2E-5	-	7.8E-7	2.4E-6	6.7E-7	1.3E-5
31	5.4E-5	-	5.9E-7	1.8E-6	5.1E-7	9.6E-6
32	4.1E-5	-	4.5E-7	1.4E-6	3.8E-7	7.3E-6
33	3.1E-5	-	3.4E-7	1.0E-6	2.9E-7	5.5E-6
34	2.3E-5	-	2.5E-7	7.9E-7	2.2E-7	4.1E-6
35	1.8E-5	-	1.9E-7	6.0E-7	1.7E-7	3.1E-6
36	1.3E-5	-	1.5E-7	4.5E-7	1.2E-7	2.4E-6
37	1.0E-5	-	1.1E-7	3.4E-7	9.4E-8	1.8E-6
38	7.6E-6	-	8.3E-8	2.6E-7	7.1E-8	1.4E-6
39	5.8E-6	-	6.3E-8	2.0E-7	5.4E-8	1.0E-6
40	4.4E-6	-	4.7E-8	1.5E-7	4.1E-8	7.7E-7
41	3.3E-6	-	3.6E-8	1.1E-7	3.1E-8	5.8E-7
42	2.5E-6	-	2.7E-8	8.4E-8	2.3E-8	4.4E-7
43	1.9E-6	-	2.0E-8	6.4E-8	1.8E-8	3.3E-7
44	1.4E-6	-	1.5E-8	4.8E-8	1.3E-8	2.5E-7
45	1.1E-6	-	1.2E-8	3.6E-8	1.0E-8	1.9E-7
46	8.1E-7	-	8.9E-9	2.8E-8	7.6E-9	1.4E-7
47	6.1E-7	-	6.7E-9	2.1E-8	5.8E-9	1.1E-7
48	4.6E-7	-	5.1E-9	1.6E-8	4.3E-9	8.2E-8
49	3.5E-7	-	3.8E-9	1.2E-8	3.3E-9	6.2E-8
50	2.7E-7	-	2.9E-9	9.0E-9	2.5E-9	4.7E-8
51	2.0E-7	-	2.2E-9	6.8E-9	1.9E-9	3.6E-8
52	1.5E-7	-	1.7E-9	5.1E-9	1.4E-9	2.7E-8
53	1.1E-7	-	1.2E-9	3.9E-9	1.1E-9	2.0E-8
54	8.7E-8	-	9.4E-10	2.9E-9	8.1E-10	1.5E-8
55	6.5E-8	-	7.1E-10	2.2E-9	6.1E-10	1.2E-8
56	4.9E-8	-	5.4E-10	1.7E-9	4.6E-10	8.8E-9
57	3.7E-8	-	4.1E-10	1.3E-9	3.5E-10	6.6E-9
58	2.8E-8	-	3.1E-10	9.6E-10	2.6E-10	5.0E-9
59	2.1E-8	-	2.3E-10	7.2E-10	2.0E-10	3.8E-9
60	1.6E-8	-	1.8E-10	5.5E-10	1.5E-10	2.9E-9
61	1.2E-8	-	1.3E-10	4.1E-10	1.1E-10	2.2E-9
62	9.2E-9	-	1.0E-10	3.1E-10	-	1.6E-9
63	7.0E-9	-	-	2.4E-10	-	1.2E-9
64	5.3E-9	-	-	1.8E-10	-	9.4E-10
65	4.0E-9	-	-	1.4E-10	-	7.1E-10
66	3.0E-9	-	-	1.0E-10	-	5.3E-10
67	2.3E-9	-	-	-	-	4.0E-10
68	1.7E-9	-	-	-	-	3.1E-10
69	1.3E-9	-	-	-	-	2.3E-10
70	9.8E-10	-	-	-	-	1.7E-10
71	7.4E-10	-	-	-	-	1.3E-10
72	5.6E-10	-	-	-	-	-
73	4.2E-10	-	-	-	-	-
74	3.2E-10	-	-	-	-	-
75	2.4E-10	-	-	-	-	-
76	1.8E-10	-	-	-	-	-
77	1.4E-10	-	-	-	-	-
78	1.0E-10	-	-	-	-	-
