Radionuclide	Cu-67
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
0.041667	5.0E-1	-	-	1.1E-1	4.6E-2	6.3E-2
0.083333	4.9E-1	-	-	1.2E-1	1.7E-2	1.1E-1
0.125	4.8E-1	-	-	1.1E-1	7.8E-3	1.4E-1
0.25	4.5E-1	-	-	1.0E-1	3.3E-3	1.7E-1
0.375	4.3E-1	-	-	1.0E-1	2.9E-3	1.6E-1
0.5	4.1E-1	-	-	1.0E-1	2.8E-3	1.5E-1
0.625	3.8E-1	-	-	9.9E-2	2.6E-3	1.3E-1
0.75	3.6E-1	-	-	9.6E-2	2.5E-3	1.2E-1
0.875	3.5E-1	-	-	9.0E-2	2.4E-3	1.1E-1
1	3.3E-1	1.4E-6	1.7E-2	8.4E-2	2.3E-3	9.4E-2
1.125	3.1E-1	-	-	7.7E-2	2.2E-3	8.4E-2
1.25	2.9E-1	-	-	7.1E-2	2.2E-3	7.5E-2
1.375	2.8E-1	-	-	6.4E-2	2.1E-3	6.8E-2
1.5	2.6E-1	-	-	5.7E-2	2.0E-3	6.1E-2
1.625	2.5E-1	-	-	5.1E-2	1.9E-3	5.5E-2
1.75	2.3E-1	-	-	4.5E-2	1.8E-3	5.1E-2
1.875	2.2E-1	-	-	4.0E-2	1.8E-3	4.6E-2
2	2.1E-1	2.6E-7	3.5E-2	3.5E-2	1.7E-3	4.3E-2
2.25	1.9E-1	-	-	2.7E-2	1.6E-3	3.7E-2
2.5	1.7E-1	-	-	2.0E-2	1.5E-3	3.2E-2
2.75	1.6E-1	-	-	1.5E-2	1.4E-3	2.9E-2
3	1.4E-1	1.8E-7	1.7E-2	1.2E-2	1.3E-3	2.6E-2
3.25	1.3E-1	-	-	9.2E-3	1.2E-3	2.4E-2
3.5	1.2E-1	-	-	7.3E-3	1.1E-3	2.2E-2
3.75	1.1E-1	-	-	6.0E-3	1.0E-3	2.0E-2
4	1.1E-1	1.4E-7	5.2E-3	5.0E-3	9.7E-4	1.9E-2
4.25	9.8E-2	-	-	4.2E-3	9.0E-4	1.7E-2
4.5	9.1E-2	-	-	3.7E-3	8.4E-4	1.6E-2
4.75	8.4E-2	-	-	3.2E-3	7.9E-4	1.5E-2
5	7.9E-2	1.1E-7	1.7E-3	2.9E-3	7.3E-4	1.4E-2
5.5	6.8E-2	-	-	2.4E-3	6.4E-4	1.2E-2
6	5.9E-2	8.2E-8	8.0E-4	2.0E-3	5.5E-4	1.1E-2
6.5	5.1E-2	-	-	1.8E-3	4.8E-4	9.1E-3
7	4.5E-2	6.2E-8	5.1E-4	1.5E-3	4.2E-4	7.9E-3
7.5	3.9E-2	-	-	1.3E-3	3.6E-4	6.9E-3
8	3.4E-2	4.7E-8	3.7E-4	1.1E-3	3.2E-4	6.0E-3
8.5	2.9E-2	-	-	1.0E-3	2.8E-4	5.2E-3
9	2.6E-2	3.5E-8	2.8E-4	8.7E-4	2.4E-4	4.5E-3
9.5	2.2E-2	-	-	7.5E-4	2.1E-4	3.9E-3
10	1.9E-2	2.7E-8	2.1E-4	6.5E-4	1.8E-4	3.4E-3
11	1.5E-2	2.0E-8	1.6E-4	4.9E-4	1.4E-4	2.6E-3
12	1.1E-2	1.5E-8	1.2E-4	3.7E-4	1.0E-4	2.0E-3
13	8.3E-3	1.2E-8	9.1E-5	2.8E-4	7.8E-5	1.5E-3
14	6.3E-3	8.7E-9	6.9E-5	2.1E-4	5.9E-5	1.1E-3
15	4.8E-3	6.6E-9	5.2E-5	1.6E-4	4.5E-5	8.5E-4
16	3.6E-3	5.0E-9	3.9E-5	1.2E-4	3.4E-5	6.4E-4
17	2.7E-3	3.8E-9	3.0E-5	9.2E-5	2.5E-5	4.8E-4
18	2.1E-3	2.8E-9	2.2E-5	7.0E-5	1.9E-5	3.7E-4
19	1.6E-3	2.2E-9	1.7E-5	5.3E-5	1.5E-5	2.8E-4
20	1.2E-3	1.6E-9	1.3E-5	4.0E-5	1.1E-5	2.1E-4
21	8.9E-4	1.2E-9	9.7E-6	3.0E-5	8.3E-6	1.6E-4
22	6.7E-4	9.3E-10	7.3E-6	2.3E-5	6.3E-6	1.2E-4
23	5.1E-4	7.0E-10	5.5E-6	1.7E-5	4.8E-6	9.0E-5
24	3.8E-4	5.3E-10	4.2E-6	1.3E-5	3.6E-6	6.8E-5
25	2.9E-4	4.0E-10	3.2E-6	9.8E-6	2.7E-6	5.1E-5
