Radionuclide	Cu-67
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
0.041667	6.5E-1	-	-	1.9E-1	8.9E-3	3.9E-2
0.083333	6.4E-1	-	-	1.8E-1	5.4E-3	6.9E-2
0.125	6.2E-1	-	-	1.8E-1	4.4E-3	9.3E-2
0.25	5.8E-1	-	-	1.7E-1	3.5E-3	1.4E-1
0.375	5.4E-1	-	-	1.7E-1	3.1E-3	1.5E-1
0.5	5.1E-1	-	-	1.7E-1	2.9E-3	1.5E-1
0.625	4.8E-1	-	-	1.6E-1	2.8E-3	1.4E-1
0.75	4.5E-1	-	-	1.6E-1	2.7E-3	1.3E-1
0.875	4.3E-1	-	-	1.5E-1	2.6E-3	1.2E-1
1	4.0E-1	1.4E-6	2.8E-2	1.4E-1	2.5E-3	1.1E-1
1.125	3.8E-1	-	-	1.3E-1	2.4E-3	9.5E-2
1.25	3.6E-1	-	-	1.1E-1	2.3E-3	8.6E-2
1.375	3.3E-1	-	-	1.0E-1	2.2E-3	7.7E-2
1.5	3.1E-1	-	-	9.2E-2	2.1E-3	7.0E-2
1.625	2.9E-1	-	-	8.2E-2	2.0E-3	6.3E-2
1.75	2.8E-1	-	-	7.2E-2	2.0E-3	5.8E-2
1.875	2.6E-1	-	-	6.3E-2	1.9E-3	5.3E-2
2	2.4E-1	3.0E-7	5.7E-2	5.5E-2	1.8E-3	4.8E-2
2.25	2.2E-1	-	-	4.2E-2	1.7E-3	4.1E-2
2.5	1.9E-1	-	-	3.1E-2	1.6E-3	3.6E-2
2.75	1.7E-1	-	-	2.3E-2	1.5E-3	3.2E-2
3	1.6E-1	2.0E-7	2.7E-2	1.7E-2	1.4E-3	2.8E-2
3.25	1.4E-1	-	-	1.3E-2	1.3E-3	2.6E-2
3.5	1.3E-1	-	-	1.0E-2	1.2E-3	2.4E-2
3.75	1.2E-1	-	-	7.8E-3	1.1E-3	2.2E-2
4	1.1E-1	1.5E-7	8.2E-3	6.2E-3	1.0E-3	2.0E-2
4.25	1.0E-1	-	-	5.1E-3	9.6E-4	1.8E-2
4.5	9.7E-2	-	-	4.3E-3	9.0E-4	1.7E-2
4.75	9.0E-2	-	-	3.7E-3	8.4E-4	1.6E-2
5	8.4E-2	1.1E-7	2.4E-3	3.3E-3	7.8E-4	1.5E-2
5.5	7.3E-2	-	-	2.6E-3	6.8E-4	1.3E-2
6	6.3E-2	8.7E-8	9.5E-4	2.2E-3	5.9E-4	1.1E-2
6.5	5.5E-2	-	-	1.9E-3	5.1E-4	9.7E-3
7	4.8E-2	6.6E-8	5.6E-4	1.6E-3	4.5E-4	8.4E-3
7.5	4.1E-2	-	-	1.4E-3	3.9E-4	7.3E-3
8	3.6E-2	5.0E-8	4.0E-4	1.2E-3	3.4E-4	6.4E-3
8.5	3.1E-2	-	-	1.1E-3	2.9E-4	5.5E-3
9	2.7E-2	3.8E-8	3.0E-4	9.2E-4	2.5E-4	4.8E-3
9.5	2.4E-2	-	-	8.0E-4	2.2E-4	4.2E-3
10	2.1E-2	2.8E-8	2.2E-4	7.0E-4	1.9E-4	3.6E-3
11	1.6E-2	2.1E-8	1.7E-4	5.3E-4	1.5E-4	2.8E-3
12	1.2E-2	1.6E-8	1.3E-4	4.0E-4	1.1E-4	2.1E-3
13	8.9E-3	1.2E-8	9.7E-5	3.0E-4	8.3E-5	1.6E-3
14	6.7E-3	9.3E-9	7.3E-5	2.3E-4	6.3E-5	1.2E-3
15	5.1E-3	7.0E-9	5.5E-5	1.7E-4	4.7E-5	9.0E-4
16	3.8E-3	5.3E-9	4.2E-5	1.3E-4	3.6E-5	6.8E-4
17	2.9E-3	4.0E-9	3.2E-5	9.8E-5	2.7E-5	5.1E-4
18	2.2E-3	3.0E-9	2.4E-5	7.4E-5	2.0E-5	3.9E-4
19	1.7E-3	2.3E-9	1.8E-5	5.6E-5	1.5E-5	2.9E-4
20	1.3E-3	1.7E-9	1.4E-5	4.2E-5	1.2E-5	2.2E-4
21	9.5E-4	1.3E-9	1.0E-5	3.2E-5	8.8E-6	1.7E-4
22	7.1E-4	9.9E-10	7.8E-6	2.4E-5	6.7E-6	1.3E-4
23	5.4E-4	7.5E-10	5.9E-6	1.8E-5	5.1E-6	9.6E-5
24	4.1E-4	5.6E-10	4.4E-6	1.4E-5	3.8E-6	7.2E-5
25	3.1E-4	4.3E-10	3.4E-6	1.0E-5	2.9E-6	5.5E-5
26	2.3E-4	3.2E-10	2.5E-6	7.9E-6	2.2E-6	4.1E-5
27	1.8E-4	2.4E-10	1.9E-6	6.0E-6	1.7E-6	3.1E-5
28	1.3E-4	1.8E-10	1.5E-6	4.5E-6	1.2E-6	2.4E-5
29	1.0E-4	1.4E-10	1.1E-6	3.4E-6	9.4E-7	1.8E-5
30	7.6E-5	1.1E-10	8.3E-7	2.6E-6	7.1E-7	1.4E-5
31	5.8E-5	-	6.3E-7	1.9E-6	5.4E-7	1.0E-5
32	4.3E-5	-	4.7E-7	1.5E-6	4.1E-7	7.7E-6
33	3.3E-5	-	3.6E-7	1.1E-6	3.1E-7	5.8E-6
34	2.5E-5	-	2.7E-7	8.4E-7	2.3E-7	4.4E-6
35	1.9E-5	-	2.0E-7	6.4E-7	1.8E-7	3.3E-6
36	1.4E-5	-	1.5E-7	4.8E-7	1.3E-7	2.5E-6
37	1.1E-5	-	1.2E-7	3.6E-7	1.0E-7	1.9E-6
38	8.1E-6	-	8.8E-8	2.7E-7	7.6E-8	1.4E-6
39	6.1E-6	-	6.7E-8	2.1E-7	5.7E-8	1.1E-6
40	4.6E-6	-	5.0E-8	1.6E-7	4.3E-8	8.2E-7
41	3.5E-6	-	3.8E-8	1.2E-7	3.3E-8	6.2E-7
42	2.6E-6	-	2.9E-8	9.0E-8	2.5E-8	4.7E-7
43	2.0E-6	-	2.2E-8	6.8E-8	1.9E-8	3.6E-7
44	1.5E-6	-	1.6E-8	5.1E-8	1.4E-8	2.7E-7
45	1.1E-6	-	1.2E-8	3.9E-8	1.1E-8	2.0E-7
46	8.6E-7	-	9.4E-9	2.9E-8	8.1E-9	1.5E-7
47	6.5E-7	-	7.1E-9	2.2E-8	6.1E-9	1.2E-7
48	4.9E-7	-	5.4E-9	1.7E-8	4.6E-9	8.8E-8
49	3.7E-7	-	4.1E-9	1.3E-8	3.5E-9	6.6E-8
50	2.8E-7	-	3.1E-9	9.6E-9	2.6E-9	5.0E-8
51	2.1E-7	-	2.3E-9	7.2E-9	2.0E-9	3.8E-8
