Radionuclide	Cu-67
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
52	1.6E-7	-	1.8E-9	5.5E-9	1.5E-9	2.9E-8
53	1.2E-7	-	1.3E-9	4.1E-9	1.1E-9	2.2E-8
54	9.2E-8	-	1.0E-9	3.1E-9	8.6E-10	1.6E-8
55	7.0E-8	-	7.6E-10	2.4E-9	6.5E-10	1.2E-8
56	5.3E-8	-	5.7E-10	1.8E-9	4.9E-10	9.3E-9
57	4.0E-8	-	4.3E-10	1.3E-9	3.7E-10	7.1E-9
58	3.0E-8	-	3.3E-10	1.0E-9	2.8E-10	5.3E-9
59	2.3E-8	-	2.5E-10	7.7E-10	2.1E-10	4.0E-9
60	1.7E-8	-	1.9E-10	5.8E-10	1.6E-10	3.0E-9
61	1.3E-8	-	1.4E-10	4.4E-10	1.2E-10	2.3E-9
62	9.8E-9	-	1.1E-10	3.3E-10	-	1.7E-9
63	7.4E-9	-	-	2.5E-10	-	1.3E-9
64	5.6E-9	-	-	1.9E-10	-	9.9E-10
65	4.2E-9	-	-	1.4E-10	-	7.5E-10
66	3.2E-9	-	-	1.1E-10	-	5.7E-10
67	2.4E-9	-	-	-	-	4.3E-10
68	1.8E-9	-	-	-	-	3.2E-10
69	1.4E-9	-	-	-	-	2.5E-10
70	1.0E-9	-	-	-	-	1.9E-10
71	7.9E-10	-	-	-	-	1.4E-10
72	6.0E-10	-	-	-	-	1.1E-10
73	4.5E-10	-	-	-	-	-
74	3.4E-10	-	-	-	-	-
75	2.6E-10	-	-	-	-	-
76	2.0E-10	-	-	-	-	-
77	1.5E-10	-	-	-	-	-
78	1.1E-10	-	-	-	-	-
