Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.1
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	1.1E-1	4.2E-2	2.4E-3	2.3E-4
0.083333	1.9E-2	8.0E-3	3.7E-4	1.1E-4
0.125	3.3E-3	1.5E-3	5.8E-5	3.7E-5
0.25	1.7E-5	8.9E-6	2.6E-7	4.7E-7
0.375	8.3E-8	5.0E-8	1.2E-9	3.3E-9
0.5	4.2E-10	2.8E-10	-	-
