Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	1.1E-1	9.2E-3	3.1E-2	3.1E-2
0.083333	1.8E-2	1.8E-3	1.8E-3	9.9E-3
0.125	3.2E-3	3.2E-4	1.2E-4	2.1E-3
0.25	1.6E-5	1.5E-6	1.7E-7	1.1E-5
0.375	8.4E-8	7.6E-9	7.8E-10	5.1E-8
0.5	4.3E-10	-	-	2.3E-10
