Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	1.3E-1	3.7E-2	3.1E-3	9.0E-3
0.083333	2.2E-2	6.3E-3	2.6E-4	2.8E-3
0.125	3.8E-3	1.1E-3	3.2E-5	6.5E-4
0.25	1.9E-5	5.4E-6	1.2E-7	4.9E-6
0.375	9.7E-8	2.9E-8	5.7E-10	2.8E-8
0.5	4.9E-10	1.5E-10	-	1.4E-10
