Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	1.3E-1	3.4E-2	6.8E-3	1.2E-2
0.083333	2.3E-2	6.0E-3	4.7E-4	3.8E-3
0.125	3.9E-3	1.0E-3	4.4E-5	8.6E-4
0.25	1.9E-5	5.1E-6	1.3E-7	5.9E-6
0.375	9.8E-8	2.7E-8	6.2E-10	3.2E-8
0.5	5.0E-10	1.4E-10	-	1.6E-10
