Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-3
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	1.3E-1	4.8E-2	6.6E-3	1.4E-5
0.083333	2.2E-2	9.3E-3	1.1E-3	7.0E-6
0.125	3.8E-3	1.7E-3	1.7E-4	2.2E-6
0.25	1.9E-5	1.1E-5	8.2E-7	2.7E-8
0.375	9.6E-8	6.2E-8	4.1E-9	2.0E-10
0.5	4.8E-10	3.4E-10	-	-
