Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	8.8E-2	2.0E-2	8.1E-3	1.1E-2
0.083333	1.5E-2	3.5E-3	5.2E-4	3.5E-3
0.125	2.6E-3	6.0E-4	4.2E-5	7.7E-4
0.25	1.3E-5	3.0E-6	9.5E-8	4.8E-6
0.375	6.5E-8	1.6E-8	4.5E-10	2.5E-8
0.5	3.3E-10	-	-	1.2E-10
