Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.1
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	1.3E-1	4.4E-2	1.7E-2	3.9E-4
0.083333	2.3E-2	8.4E-3	2.8E-3	1.9E-4
0.125	3.9E-3	1.6E-3	4.7E-4	5.8E-5
0.25	1.9E-5	9.4E-6	2.2E-6	6.7E-7
0.375	9.8E-8	5.3E-8	1.1E-8	4.6E-9
0.5	4.9E-10	2.9E-10	-	-
