Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	5.6E-2	5.6E-3	1.5E-2	1.5E-2
0.083333	9.7E-3	1.1E-3	9.2E-4	5.0E-3
0.125	1.7E-3	1.9E-4	6.2E-5	1.0E-3
0.25	8.6E-6	9.0E-7	8.6E-8	5.6E-6
0.375	4.4E-8	4.6E-9	4.0E-10	2.6E-8
0.5	2.3E-10	-	-	1.2E-10
