Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	1.6E-1	3.0E-2	2.6E-2	3.0E-2
0.083333	2.8E-2	5.4E-3	1.6E-3	9.6E-3
0.125	4.8E-3	9.1E-4	1.1E-4	2.1E-3
0.25	2.4E-5	4.5E-6	2.0E-7	1.2E-5
0.375	1.2E-7	2.3E-8	9.6E-10	5.7E-8
0.5	6.3E-10	1.2E-10	-	2.7E-10
