Radionuclide	Cu-60
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-3
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	1.5E-1	1.3E-2	1.2E-1	6.1E-5
0.083333	2.6E-2	2.8E-3	2.0E-2	2.8E-5
0.125	4.5E-3	5.4E-4	3.4E-3	7.8E-6
0.25	2.3E-5	3.5E-6	1.7E-5	7.7E-8
0.375	1.2E-7	2.1E-8	9.0E-8	5.0E-10
0.5	6.1E-10	1.2E-10	4.6E-10	-
