Radionuclide	Ba-128
Route of Intake	Injection
Material	Injection, fA=0.2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	9.8E-1	-	-	2.9E-1	2.5E-1
0.083333	9.6E-1	-	-	3.2E-1	2.7E-1
0.125	9.4E-1	-	-	3.4E-1	2.8E-1
0.25	8.9E-1	-	-	3.7E-1	2.9E-1
0.375	8.5E-1	-	-	3.8E-1	2.8E-1
0.5	8.0E-1	-	-	3.8E-1	2.7E-1
0.625	7.5E-1	-	-	3.6E-1	2.6E-1
0.75	7.1E-1	-	-	3.4E-1	2.5E-1
0.875	6.6E-1	-	-	3.2E-1	2.3E-1
1	6.1E-1	4.3E-2	9.7E-2	3.0E-1	2.2E-1
1.125	5.7E-1	-	-	2.7E-1	2.1E-1
1.25	5.2E-1	-	-	2.5E-1	1.9E-1
1.375	4.8E-1	-	-	2.2E-1	1.8E-1
1.5	4.4E-1	-	-	2.0E-1	1.7E-1
1.625	4.1E-1	-	-	1.8E-1	1.6E-1
1.75	3.7E-1	-	-	1.6E-1	1.5E-1
1.875	3.4E-1	-	-	1.5E-1	1.4E-1
2	3.2E-1	5.4E-3	1.4E-1	1.3E-1	1.3E-1
2.25	2.7E-1	-	-	1.0E-1	1.2E-1
2.5	2.3E-1	-	-	8.4E-2	1.1E-1
2.75	1.9E-1	-	-	6.8E-2	9.5E-2
3	1.7E-1	2.8E-3	6.7E-2	5.5E-2	8.5E-2
3.25	1.4E-1	-	-	4.5E-2	7.6E-2
3.5	1.3E-1	-	-	3.7E-2	6.8E-2
3.75	1.1E-1	-	-	3.1E-2	6.1E-2
4	9.6E-2	1.5E-3	2.8E-2	2.6E-2	5.5E-2
4.25	8.4E-2	-	-	2.2E-2	5.0E-2
4.5	7.4E-2	-	-	1.8E-2	4.5E-2
4.75	6.6E-2	-	-	1.5E-2	4.1E-2
5	5.8E-2	7.7E-4	1.3E-2	1.3E-2	3.7E-2
5.5	4.6E-2	-	-	9.3E-3	3.1E-2
6	3.7E-2	4.0E-4	6.5E-3	6.7E-3	2.6E-2
6.5	3.0E-2	-	-	4.9E-3	2.1E-2
7	2.4E-2	2.1E-4	3.4E-3	3.5E-3	1.8E-2
7.5	2.0E-2	-	-	2.6E-3	1.5E-2
8	1.6E-2	1.1E-4	1.8E-3	1.9E-3	1.3E-2
8.5	1.3E-2	-	-	1.4E-3	1.1E-2
9	1.1E-2	6.1E-5	9.4E-4	1.0E-3	9.3E-3
9.5	9.4E-3	-	-	7.4E-4	7.9E-3
10	7.9E-3	3.3E-5	5.0E-4	5.4E-4	6.8E-3
11	5.7E-3	1.8E-5	2.7E-4	3.0E-4	5.0E-3
12	4.1E-3	1.0E-5	1.5E-4	1.7E-4	3.7E-3
13	3.0E-3	5.9E-6	8.2E-5	9.5E-5	2.7E-3
14	2.2E-3	3.5E-6	4.6E-5	5.6E-5	2.0E-3
15	1.6E-3	2.1E-6	2.7E-5	3.4E-5	1.5E-3
16	1.2E-3	1.3E-6	1.6E-5	2.1E-5	1.1E-3
17	8.9E-4	8.6E-7	9.9E-6	1.4E-5	8.3E-4
18	6.7E-4	5.8E-7	6.3E-6	9.0E-6	6.2E-4
19	5.0E-4	3.9E-7	4.2E-6	6.1E-6	4.6E-4
20	3.7E-4	2.7E-7	2.8E-6	4.2E-6	3.5E-4
21	2.8E-4	1.9E-7	1.9E-6	3.0E-6	2.6E-4
22	2.1E-4	1.4E-7	1.4E-6	2.2E-6	1.9E-4
23	1.5E-4	1.0E-7	9.7E-7	1.6E-6	1.4E-4
