Radionuclide	Ba-128
Route of Intake	Injection
Material	Injection, fA=0.2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
24	1.1E-4	7.4E-8	7.0E-7	1.1E-6	1.1E-4
25	8.6E-5	5.4E-8	5.1E-7	8.4E-7	8.0E-5
26	6.4E-5	4.0E-8	3.7E-7	6.2E-7	6.0E-5
27	4.8E-5	3.0E-8	2.7E-7	4.6E-7	4.5E-5
28	3.6E-5	2.2E-8	2.0E-7	3.4E-7	3.3E-5
29	2.7E-5	1.6E-8	1.5E-7	2.5E-7	2.5E-5
30	2.0E-5	1.2E-8	1.1E-7	1.9E-7	1.9E-5
31	1.5E-5	9.0E-9	8.2E-8	1.4E-7	1.4E-5
32	1.1E-5	6.7E-9	6.1E-8	1.0E-7	1.0E-5
33	8.3E-6	4.9E-9	4.5E-8	7.7E-8	7.8E-6
34	6.2E-6	3.7E-9	3.4E-8	5.7E-8	5.8E-6
35	4.7E-6	2.7E-9	2.5E-8	4.2E-8	4.3E-6
36	3.5E-6	2.0E-9	1.9E-8	3.2E-8	3.2E-6
37	2.6E-6	1.5E-9	1.4E-8	2.4E-8	2.4E-6
38	1.9E-6	1.1E-9	1.0E-8	1.8E-8	1.8E-6
39	1.5E-6	8.4E-10	7.6E-9	1.3E-8	1.4E-6
40	1.1E-6	6.2E-10	5.7E-9	9.7E-9	1.0E-6
41	8.1E-7	4.6E-10	4.2E-9	7.2E-9	7.6E-7
42	6.1E-7	3.4E-10	3.1E-9	5.4E-9	5.6E-7
43	4.5E-7	2.6E-10	2.3E-9	4.0E-9	4.2E-7
44	3.4E-7	1.9E-10	1.7E-9	3.0E-9	3.2E-7
45	2.5E-7	1.4E-10	1.3E-9	2.2E-9	2.4E-7
46	1.9E-7	1.1E-10	9.6E-10	1.7E-9	1.8E-7
47	1.4E-7	-	7.1E-10	1.2E-9	1.3E-7
48	1.1E-7	-	5.3E-10	9.2E-10	9.8E-8
49	7.9E-8	-	3.9E-10	6.8E-10	7.4E-8
50	5.9E-8	-	2.9E-10	5.1E-10	5.5E-8
51	4.4E-8	-	2.2E-10	3.8E-10	4.1E-8
52	3.3E-8	-	1.6E-10	2.8E-10	3.1E-8
53	2.5E-8	-	1.2E-10	2.1E-10	2.3E-8
54	1.9E-8	-	-	1.6E-10	1.7E-8
55	1.4E-8	-	-	1.2E-10	1.3E-8
56	1.0E-8	-	-	-	9.6E-9
57	7.7E-9	-	-	-	7.2E-9
58	5.8E-9	-	-	-	5.4E-9
59	4.3E-9	-	-	-	4.0E-9
60	3.2E-9	-	-	-	3.0E-9
61	2.4E-9	-	-	-	2.2E-9
62	1.8E-9	-	-	-	1.7E-9
63	1.4E-9	-	-	-	1.3E-9
64	1.0E-9	-	-	-	9.4E-10
65	7.6E-10	-	-	-	7.0E-10
66	5.7E-10	-	-	-	5.2E-10
67	4.2E-10	-	-	-	3.9E-10
68	3.2E-10	-	-	-	2.9E-10
69	2.4E-10	-	-	-	2.2E-10
70	1.8E-10	-	-	-	1.6E-10
71	1.3E-10	-	-	-	1.2E-10
