Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type M, Thorium hydroxide, fA=1E-4
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
23	3.3E-4	2.6E-5	9.9E-5	8.3E-6	2.7E-4	4.1E-5	2.7E-6
24	3.4E-4	2.6E-5	9.4E-5	8.4E-6	2.8E-4	4.2E-5	2.8E-6
25	3.6E-4	2.5E-5	9.0E-5	8.5E-6	2.9E-4	4.4E-5	2.8E-6
26	3.7E-4	2.5E-5	8.6E-5	8.6E-6	3.0E-4	4.5E-5	2.9E-6
27	3.8E-4	2.4E-5	8.3E-5	8.7E-6	3.1E-4	4.7E-5	2.9E-6
28	3.9E-4	2.4E-5	8.1E-5	8.9E-6	3.2E-4	4.8E-5	3.0E-6
29	4.0E-4	2.3E-5	7.8E-5	9.0E-6	3.3E-4	5.0E-5	3.0E-6
30	4.1E-4	2.3E-5	7.7E-5	9.1E-6	3.4E-4	5.1E-5	3.1E-6
31	4.2E-4	2.3E-5	7.5E-5	9.2E-6	3.5E-4	5.3E-5	3.1E-6
32	4.4E-4	2.2E-5	7.3E-5	9.4E-6	3.6E-4	5.5E-5	3.2E-6
33	4.5E-4	2.2E-5	7.2E-5	9.5E-6	3.7E-4	5.6E-5	3.2E-6
34	4.6E-4	2.2E-5	7.1E-5	9.6E-6	3.8E-4	5.8E-5	3.3E-6
35	4.7E-4	2.1E-5	7.0E-5	9.7E-6	3.8E-4	5.9E-5	3.4E-6
36	4.8E-4	2.1E-5	6.9E-5	9.9E-6	3.9E-4	6.1E-5	3.4E-6
37	4.9E-4	2.1E-5	6.8E-5	1.0E-5	4.0E-4	6.2E-5	3.5E-6
38	5.0E-4	2.0E-5	6.7E-5	1.0E-5	4.1E-4	6.4E-5	3.5E-6
39	5.1E-4	2.0E-5	6.7E-5	1.0E-5	4.2E-4	6.6E-5	3.6E-6
40	5.2E-4	2.0E-5	6.6E-5	1.0E-5	4.2E-4	6.7E-5	3.6E-6
41	5.3E-4	2.0E-5	6.5E-5	1.0E-5	4.3E-4	6.9E-5	3.7E-6
42	5.4E-4	1.9E-5	6.5E-5	1.1E-5	4.4E-4	7.0E-5	3.7E-6
43	5.5E-4	1.9E-5	6.4E-5	1.1E-5	4.5E-4	7.2E-5	3.8E-6
44	5.5E-4	1.9E-5	6.4E-5	1.1E-5	4.5E-4	7.3E-5	3.8E-6
45	5.6E-4	1.9E-5	6.3E-5	1.1E-5	4.6E-4	7.5E-5	3.9E-6
46	5.7E-4	1.8E-5	6.3E-5	1.1E-5	4.7E-4	7.7E-5	3.9E-6
47	5.8E-4	1.8E-5	6.2E-5	1.1E-5	4.7E-4	7.8E-5	4.0E-6
48	5.9E-4	1.8E-5	6.1E-5	1.1E-5	4.8E-4	8.0E-5	4.0E-6
49	6.0E-4	1.8E-5	6.1E-5	1.1E-5	4.9E-4	8.1E-5	4.1E-6
50	6.1E-4	1.8E-5	6.0E-5	1.1E-5	4.9E-4	8.3E-5	4.1E-6
51	6.2E-4	1.7E-5	6.0E-5	1.2E-5	5.0E-4	8.4E-5	4.2E-6
52	6.2E-4	1.7E-5	5.9E-5	1.2E-5	5.1E-4	8.6E-5	4.2E-6
53	6.3E-4	1.7E-5	5.9E-5	1.2E-5	5.1E-4	8.8E-5	4.3E-6
54	6.4E-4	1.7E-5	5.9E-5	1.2E-5	5.2E-4	8.9E-5	4.3E-6
55	6.5E-4	1.7E-5	5.8E-5	1.2E-5	5.3E-4	9.1E-5	4.4E-6
56	6.6E-4	1.6E-5	5.8E-5	1.2E-5	5.3E-4	9.2E-5	4.4E-6
57	6.6E-4	1.6E-5	5.7E-5	1.2E-5	5.4E-4	9.4E-5	4.5E-6
58	6.7E-4	1.6E-5	5.7E-5	1.2E-5	5.4E-4	9.5E-5	4.6E-6
59	6.8E-4	1.6E-5	5.6E-5	1.2E-5	5.5E-4	9.7E-5	4.6E-6
60	6.9E-4	1.6E-5	5.6E-5	1.3E-5	5.5E-4	9.9E-5	4.7E-6
61	6.9E-4	1.6E-5	5.5E-5	1.3E-5	5.6E-4	1.0E-4	4.7E-6
62	7.0E-4	1.5E-5	5.5E-5	1.3E-5	5.6E-4	1.0E-4	4.8E-6
63	7.1E-4	1.5E-5	5.5E-5	1.3E-5	5.7E-4	1.0E-4	4.8E-6
64	7.2E-4	1.5E-5	5.4E-5	1.3E-5	5.7E-4	1.0E-4	4.9E-6
65	7.2E-4	1.5E-5	5.4E-5	1.3E-5	5.8E-4	1.1E-4	4.9E-6
66	7.3E-4	1.5E-5	5.3E-5	1.3E-5	5.8E-4	1.1E-4	5.0E-6
67	7.4E-4	1.5E-5	5.3E-5	1.3E-5	5.9E-4	1.1E-4	5.0E-6
68	7.4E-4	1.5E-5	5.2E-5	1.3E-5	5.9E-4	1.1E-4	5.1E-6
69	7.5E-4	1.5E-5	5.2E-5	1.3E-5	6.0E-4	1.1E-4	5.1E-6
70	7.5E-4	1.4E-5	5.2E-5	1.3E-5	6.0E-4	1.1E-4	5.2E-6
71	7.6E-4	1.4E-5	5.1E-5	1.3E-5	6.1E-4	1.2E-4	5.2E-6
72	7.7E-4	1.4E-5	5.1E-5	1.4E-5	6.1E-4	1.2E-4	5.3E-6
73	7.7E-4	1.4E-5	5.0E-5	1.4E-5	6.1E-4	1.2E-4	5.4E-6
74	7.8E-4	1.4E-5	5.0E-5	1.4E-5	6.2E-4	1.2E-4	5.4E-6
75	7.9E-4	1.4E-5	5.0E-5	1.4E-5	6.2E-4	1.2E-4	5.5E-6
76	7.9E-4	1.4E-5	4.9E-5	1.4E-5	6.3E-4	1.2E-4	5.5E-6
77	8.0E-4	1.4E-5	4.9E-5	1.4E-5	6.3E-4	1.2E-4	5.6E-6
78	8.0E-4	1.3E-5	4.8E-5	1.4E-5	6.3E-4	1.3E-4	5.6E-6
79	8.1E-4	1.3E-5	4.8E-5	1.4E-5	6.4E-4	1.3E-4	5.7E-6
80	8.1E-4	1.3E-5	4.8E-5	1.4E-5	6.4E-4	1.3E-4	5.7E-6
81	8.2E-4	1.3E-5	4.7E-5	1.4E-5	6.5E-4	1.3E-4	5.8E-6
82	8.2E-4	1.3E-5	4.7E-5	1.4E-5	6.5E-4	1.3E-4	5.8E-6
83	8.3E-4	1.3E-5	4.7E-5	1.4E-5	6.5E-4	1.3E-4	5.9E-6
84	8.3E-4	1.3E-5	4.6E-5	1.4E-5	6.6E-4	1.4E-4	5.9E-6
85	8.4E-4	1.3E-5	4.6E-5	1.5E-5	6.6E-4	1.4E-4	6.0E-6
86	8.4E-4	1.3E-5	4.6E-5	1.5E-5	6.6E-4	1.4E-4	6.1E-6
87	8.5E-4	1.3E-5	4.5E-5	1.5E-5	6.7E-4	1.4E-4	6.1E-6
88	8.5E-4	1.2E-5	4.5E-5	1.5E-5	6.7E-4	1.4E-4	6.2E-6
89	8.6E-4	1.2E-5	4.4E-5	1.5E-5	6.7E-4	1.4E-4	6.2E-6
90	8.6E-4	1.2E-5	4.4E-5	1.5E-5	6.7E-4	1.4E-4	6.3E-6
91	8.7E-4	1.2E-5	4.4E-5	1.5E-5	6.8E-4	1.5E-4	6.3E-6
92	8.7E-4	1.2E-5	4.3E-5	1.5E-5	6.8E-4	1.5E-4	6.4E-6
93	8.8E-4	1.2E-5	4.3E-5	1.5E-5	6.8E-4	1.5E-4	6.5E-6
94	8.8E-4	1.2E-5	4.3E-5	1.5E-5	6.8E-4	1.5E-4	6.5E-6
95	8.9E-4	1.2E-5	4.2E-5	1.5E-5	6.9E-4	1.5E-4	6.6E-6
96	8.9E-4	1.2E-5	4.2E-5	1.5E-5	6.9E-4	1.5E-4	6.6E-6
97	8.9E-4	1.2E-5	4.2E-5	1.5E-5	6.9E-4	1.6E-4	6.7E-6
98	9.0E-4	1.2E-5	4.1E-5	1.5E-5	6.9E-4	1.6E-4	6.7E-6
99	9.0E-4	1.2E-5	4.1E-5	1.5E-5	7.0E-4	1.6E-4	6.8E-6
100	9.1E-4	1.1E-5	4.1E-5	1.5E-5	7.0E-4	1.6E-4	6.8E-6
110	9.4E-4	1.1E-5	3.8E-5	1.6E-5	7.2E-4	1.7E-4	7.4E-6
120	9.7E-4	1.0E-5	3.5E-5	1.6E-5	7.3E-4	1.9E-4	8.0E-6
130	1.0E-3	9.5E-6	3.2E-5	1.7E-5	7.4E-4	2.0E-4	8.6E-6
140	1.0E-3	8.9E-6	3.0E-5	1.7E-5	7.4E-4	2.2E-4	9.3E-6
150	1.0E-3	8.4E-6	2.8E-5	1.7E-5	7.4E-4	2.3E-4	9.9E-6
160	1.0E-3	7.9E-6	2.6E-5	1.8E-5	7.4E-4	2.4E-4	1.1E-5
170	1.1E-3	7.5E-6	2.4E-5	1.8E-5	7.3E-4	2.6E-4	1.1E-5
180	1.1E-3	7.1E-6	2.2E-5	1.8E-5	7.3E-4	2.7E-4	1.2E-5
190	1.1E-3	6.7E-6	2.0E-5	1.8E-5	7.2E-4	2.8E-4	1.3E-5
200	1.1E-3	6.4E-6	1.9E-5	1.8E-5	7.1E-4	3.0E-4	1.4E-5
210	1.1E-3	6.0E-6	1.7E-5	1.8E-5	6.9E-4	3.1E-4	1.4E-5
220	1.1E-3	5.7E-6	1.6E-5	1.8E-5	6.8E-4	3.2E-4	1.5E-5
230	1.1E-3	5.5E-6	1.5E-5	1.8E-5	6.6E-4	3.3E-4	1.6E-5
240	1.1E-3	5.2E-6	1.4E-5	1.8E-5	6.5E-4	3.4E-4	1.7E-5
250	1.1E-3	5.0E-6	1.3E-5	1.8E-5	6.3E-4	3.6E-4	1.8E-5
260	1.1E-3	4.7E-6	1.2E-5	1.8E-5	6.1E-4	3.7E-4	1.9E-5
270	1.1E-3	4.5E-6	1.1E-5	1.8E-5	6.0E-4	3.8E-4	2.0E-5
280	1.1E-3	4.3E-6	1.0E-5	1.8E-5	5.8E-4	3.9E-4	2.1E-5
290	1.1E-3	4.1E-6	9.6E-6	1.8E-5	5.6E-4	4.0E-4	2.2E-5
300	1.1E-3	4.0E-6	8.9E-6	1.8E-5	5.5E-4	4.1E-4	2.3E-5
310	1.1E-3	3.8E-6	8.3E-6	1.8E-5	5.3E-4	4.3E-4	2.4E-5
320	1.0E-3	3.6E-6	7.7E-6	1.8E-5	5.1E-4	4.4E-4	2.5E-5
330	1.0E-3	3.5E-6	7.2E-6	1.8E-5	4.9E-4	4.5E-4	2.6E-5
340	1.0E-3	3.4E-6	6.7E-6	1.8E-5	4.8E-4	4.6E-4	2.7E-5
350	1.0E-3	3.2E-6	6.2E-6	1.8E-5	4.6E-4	4.7E-4	2.8E-5
360	1.0E-3	3.1E-6	5.8E-6	1.8E-5	4.4E-4	4.8E-4	2.9E-5
365	1.0E-3	3.1E-6	5.6E-6	1.8E-5	4.4E-4	4.9E-4	3.0E-5
370	1.0E-3	3.0E-6	5.4E-6	1.8E-5	4.3E-4	4.9E-4	3.0E-5
380	1.0E-3	2.9E-6	5.1E-6	1.8E-5	4.1E-4	5.0E-4	3.1E-5
390	1.0E-3	2.8E-6	4.7E-6	1.7E-5	4.0E-4	5.2E-4	3.3E-5
400	1.0E-3	2.7E-6	4.4E-6	1.7E-5	3.8E-4	5.3E-4	3.4E-5
410	1.0E-3	2.7E-6	4.1E-6	1.7E-5	3.7E-4	5.4E-4	3.5E-5
420	1.0E-3	2.6E-6	3.9E-6	1.7E-5	3.6E-4	5.5E-4	3.6E-5
430	1.0E-3	2.5E-6	3.6E-6	1.7E-5	3.4E-4	5.6E-4	3.7E-5
440	1.0E-3	2.4E-6	3.4E-6	1.7E-5	3.3E-4	5.7E-4	3.9E-5
450	1.0E-3	2.4E-6	3.2E-6	1.7E-5	3.2E-4	5.8E-4	4.0E-5
460	1.0E-3	2.3E-6	3.0E-6	1.7E-5	3.0E-4	5.9E-4	4.1E-5
470	1.0E-3	2.2E-6	2.8E-6	1.7E-5	2.9E-4	6.0E-4	4.2E-5
480	1.0E-3	2.2E-6	2.7E-6	1.7E-5	2.8E-4	6.2E-4	4.4E-5
490	1.0E-3	2.1E-6	2.5E-6	1.7E-5	2.7E-4	6.3E-4	4.5E-5
500	1.0E-3	2.1E-6	2.4E-6	1.7E-5	2.6E-4	6.4E-4	4.6E-5
510	1.0E-3	2.0E-6	2.2E-6	1.7E-5	2.5E-4	6.5E-4	4.8E-5
520	1.0E-3	2.0E-6	2.1E-6	1.7E-5	2.4E-4	6.6E-4	4.9E-5
530	1.0E-3	2.0E-6	2.0E-6	1.7E-5	2.3E-4	6.7E-4	5.0E-5
540	1.0E-3	1.9E-6	1.9E-6	1.6E-5	2.2E-4	6.8E-4	5.2E-5
550	1.0E-3	1.9E-6	1.8E-6	1.6E-5	2.1E-4	6.9E-4	5.3E-5
560	1.1E-3	1.9E-6	1.7E-6	1.6E-5	2.0E-4	7.0E-4	5.4E-5
570	1.1E-3	1.8E-6	1.6E-6	1.6E-5	1.9E-4	7.2E-4	5.6E-5
580	1.1E-3	1.8E-6	1.5E-6	1.6E-5	1.9E-4	7.3E-4	5.7E-5
590	1.1E-3	1.8E-6	1.5E-6	1.6E-5	1.8E-4	7.4E-4	5.8E-5
600	1.1E-3	1.7E-6	1.4E-6	1.6E-5	1.7E-4	7.5E-4	6.0E-5
610	1.1E-3	1.7E-6	1.3E-6	1.6E-5	1.6E-4	7.6E-4	6.1E-5
620	1.1E-3	1.7E-6	1.3E-6	1.6E-5	1.6E-4	7.7E-4	6.2E-5
630	1.1E-3	1.7E-6	1.2E-6	1.6E-5	1.5E-4	7.8E-4	6.4E-5
640	1.1E-3	1.6E-6	1.2E-6	1.6E-5	1.4E-4	7.9E-4	6.5E-5
650	1.1E-3	1.6E-6	1.1E-6	1.6E-5	1.4E-4	8.1E-4	6.6E-5
660	1.1E-3	1.6E-6	1.1E-6	1.6E-5	1.3E-4	8.2E-4	6.8E-5
670	1.1E-3	1.6E-6	1.0E-6	1.6E-5	1.3E-4	8.3E-4	6.9E-5
680	1.1E-3	1.6E-6	9.8E-7	1.6E-5	1.2E-4	8.4E-4	7.0E-5
690	1.1E-3	1.5E-6	9.5E-7	1.6E-5	1.2E-4	8.5E-4	7.2E-5
700	1.1E-3	1.5E-6	9.1E-7	1.6E-5	1.1E-4	8.6E-4	7.3E-5
710	1.2E-3	1.5E-6	8.8E-7	1.6E-5	1.1E-4	8.7E-4	7.4E-5
720	1.2E-3	1.5E-6	8.5E-7	1.6E-5	1.0E-4	8.9E-4	7.6E-5
730	1.2E-3	1.5E-6	8.3E-7	1.6E-5	9.7E-5	9.0E-4	7.7E-5
740	1.2E-3	1.5E-6	8.0E-7	1.6E-5	9.3E-5	9.1E-4	7.8E-5
750	1.2E-3	1.5E-6	7.8E-7	1.6E-5	8.9E-5	9.2E-4	8.0E-5
760	1.2E-3	1.4E-6	7.5E-7	1.6E-5	8.6E-5	9.3E-4	8.1E-5
770	1.2E-3	1.4E-6	7.3E-7	1.6E-5	8.2E-5	9.4E-4	8.2E-5
780	1.2E-3	1.4E-6	7.1E-7	1.6E-5	7.8E-5	9.6E-4	8.4E-5
790	1.2E-3	1.4E-6	6.9E-7	1.5E-5	7.5E-5	9.7E-4	8.5E-5
800	1.2E-3	1.4E-6	6.8E-7	1.5E-5	7.2E-5	9.8E-4	8.6E-5
810	1.3E-3	1.4E-6	6.6E-7	1.5E-5	6.9E-5	9.9E-4	8.8E-5
820	1.3E-3	1.4E-6	6.4E-7	1.5E-5	6.6E-5	1.0E-3	8.9E-5
830	1.3E-3	1.4E-6	6.3E-7	1.5E-5	6.3E-5	1.0E-3	9.0E-5
840	1.3E-3	1.4E-6	6.1E-7	1.5E-5	6.0E-5	1.0E-3	9.1E-5
850	1.3E-3	1.4E-6	6.0E-7	1.5E-5	5.8E-5	1.0E-3	9.3E-5
860	1.3E-3	1.3E-6	5.9E-7	1.5E-5	5.5E-5	1.0E-3	9.4E-5
870	1.3E-3	1.3E-6	5.8E-7	1.5E-5	5.3E-5	1.1E-3	9.5E-5
880	1.3E-3	1.3E-6	5.7E-7	1.5E-5	5.1E-5	1.1E-3	9.6E-5
890	1.3E-3	1.3E-6	5.5E-7	1.5E-5	4.9E-5	1.1E-3	9.8E-5
900	1.3E-3	1.3E-6	5.4E-7	1.5E-5	4.6E-5	1.1E-3	9.9E-5
910	1.4E-3	1.3E-6	5.4E-7	1.5E-5	4.4E-5	1.1E-3	1.0E-4
920	1.4E-3	1.3E-6	5.3E-7	1.5E-5	4.3E-5	1.1E-3	1.0E-4
930	1.4E-3	1.3E-6	5.2E-7	1.5E-5	4.1E-5	1.1E-3	1.0E-4
940	1.4E-3	1.3E-6	5.1E-7	1.5E-5	3.9E-5	1.1E-3	1.0E-4
950	1.4E-3	1.3E-6	5.0E-7	1.5E-5	3.7E-5	1.2E-3	1.0E-4
960	1.4E-3	1.3E-6	4.9E-7	1.5E-5	3.6E-5	1.2E-3	1.1E-4
970	1.4E-3	1.3E-6	4.9E-7	1.5E-5	3.4E-5	1.2E-3	1.1E-4
980	1.4E-3	1.3E-6	4.8E-7	1.5E-5	3.3E-5	1.2E-3	1.1E-4
990	1.5E-3	1.3E-6	4.7E-7	1.5E-5	3.1E-5	1.2E-3	1.1E-4
1000	1.5E-3	1.3E-6	4.7E-7	1.5E-5	3.0E-5	1.2E-3	1.1E-4
1010	1.5E-3	1.3E-6	4.6E-7	1.5E-5	2.9E-5	1.2E-3	1.1E-4
1020	1.5E-3	1.2E-6	4.5E-7	1.5E-5	2.7E-5	1.2E-3	1.1E-4
1030	1.5E-3	1.2E-6	4.5E-7	1.5E-5	2.6E-5	1.2E-3	1.1E-4
1040	1.5E-3	1.2E-6	4.4E-7	1.5E-5	2.5E-5	1.3E-3	1.2E-4
1050	1.5E-3	1.2E-6	4.4E-7	1.5E-5	2.4E-5	1.3E-3	1.2E-4
1060	1.5E-3	1.2E-6	4.3E-7	1.5E-5	2.3E-5	1.3E-3	1.2E-4
1070	1.5E-3	1.2E-6	4.3E-7	1.5E-5	2.2E-5	1.3E-3	1.2E-4
1080	1.6E-3	1.2E-6	4.2E-7	1.5E-5	2.1E-5	1.3E-3	1.2E-4
1090	1.6E-3	1.2E-6	4.2E-7	1.5E-5	2.0E-5	1.3E-3	1.2E-4
1095	1.6E-3	1.2E-6	4.2E-7	1.5E-5	2.0E-5	1.3E-3	1.2E-4
1100	1.6E-3	1.2E-6	4.1E-7	1.5E-5	1.9E-5	1.3E-3	1.2E-4
1200	1.7E-3	1.2E-6	3.7E-7	1.5E-5	1.3E-5	1.4E-3	1.3E-4
1300	1.8E-3	1.1E-6	3.5E-7	1.5E-5	8.1E-6	1.6E-3	1.4E-4
1400	1.9E-3	1.1E-6	3.2E-7	1.5E-5	5.3E-6	1.7E-3	1.5E-4
1500	2.1E-3	1.1E-6	3.0E-7	1.5E-5	3.5E-6	1.8E-3	1.6E-4
1600	2.2E-3	1.1E-6	2.8E-7	1.5E-5	2.4E-6	1.9E-3	1.6E-4
1700	2.3E-3	1.0E-6	2.7E-7	1.5E-5	1.7E-6	2.0E-3	1.7E-4
1800	2.4E-3	1.0E-6	2.6E-7	1.5E-5	1.2E-6	2.1E-3	1.7E-4
1900	2.5E-3	1.0E-6	2.5E-7	1.5E-5	9.2E-7	2.2E-3	1.8E-4
2000	2.6E-3	9.9E-7	2.4E-7	1.5E-5	7.4E-7	2.3E-3	1.8E-4
2100	2.7E-3	9.8E-7	2.3E-7	1.5E-5	6.3E-7	2.4E-3	1.9E-4
2200	2.8E-3	9.6E-7	2.2E-7	1.4E-5	5.6E-7	2.5E-3	1.9E-4
2300	2.9E-3	9.5E-7	2.1E-7	1.4E-5	5.2E-7	2.6E-3	1.9E-4
2400	3.0E-3	9.3E-7	2.1E-7	1.4E-5	5.0E-7	2.7E-3	1.9E-4
2500	3.1E-3	9.2E-7	2.0E-7	1.4E-5	4.8E-7	2.8E-3	1.9E-4
2600	3.2E-3	9.0E-7	2.0E-7	1.4E-5	4.7E-7	2.9E-3	2.0E-4
2700	3.3E-3	8.9E-7	1.9E-7	1.4E-5	4.7E-7	3.0E-3	2.0E-4
2800	3.4E-3	8.8E-7	1.9E-7	1.4E-5	4.7E-7	3.0E-3	2.0E-4
2900	3.4E-3	8.6E-7	1.8E-7	1.4E-5	4.7E-7	3.1E-3	2.0E-4
3000	3.5E-3	8.5E-7	1.8E-7	1.4E-5	4.7E-7	3.2E-3	2.0E-4
3100	3.6E-3	8.4E-7	1.8E-7	1.4E-5	4.7E-7	3.3E-3	2.0E-4
3200	3.7E-3	8.3E-7	1.7E-7	1.4E-5	4.7E-7	3.3E-3	2.0E-4
3300	3.7E-3	8.2E-7	1.7E-7	1.4E-5	4.8E-7	3.4E-3	2.0E-4
3400	3.8E-3	8.1E-7	1.7E-7	1.4E-5	4.8E-7	3.5E-3	2.0E-4
3500	3.9E-3	8.0E-7	1.7E-7	1.4E-5	4.8E-7	3.5E-3	2.0E-4
3600	3.9E-3	7.9E-7	1.6E-7	1.4E-5	4.8E-7	3.6E-3	2.0E-4
3650	4.0E-3	7.8E-7	1.6E-7	1.4E-5	4.8E-7	3.6E-3	2.0E-4
4000	4.2E-3	7.5E-7	1.5E-7	1.4E-5	4.8E-7	3.9E-3	2.0E-4
5000	4.7E-3	6.8E-7	1.4E-7	1.4E-5	4.8E-7	4.4E-3	1.9E-4
6000	5.1E-3	6.2E-7	1.3E-7	1.3E-5	4.7E-7	4.8E-3	1.8E-4
7000	5.4E-3	5.8E-7	1.2E-7	1.3E-5	4.6E-7	5.1E-3	1.7E-4
8000	5.7E-3	5.5E-7	1.1E-7	1.2E-5	4.5E-7	5.5E-3	1.6E-4
9000	6.0E-3	5.2E-7	1.0E-7	1.2E-5	4.4E-7	5.8E-3	1.5E-4
10000	6.3E-3	5.0E-7	9.9E-8	1.2E-5	4.3E-7	6.1E-3	1.5E-4
11000	6.5E-3	4.8E-7	9.5E-8	1.1E-5	4.2E-7	6.3E-3	1.4E-4
12000	6.7E-3	4.6E-7	9.1E-8	1.1E-5	4.0E-7	6.5E-3	1.3E-4
13000	6.9E-3	4.5E-7	8.9E-8	1.1E-5	3.9E-7	6.7E-3	1.2E-4
14000	7.1E-3	4.4E-7	8.6E-8	1.1E-5	3.9E-7	6.9E-3	1.2E-4
