Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	6.0E-7	-	-	1.6E-7	1.3E-8	2.3E-8	1.6E-8
0.083333	2.3E-6	-	-	7.1E-7	1.5E-8	1.3E-7	6.7E-8
0.125	4.9E-6	-	-	1.7E-6	1.8E-8	3.2E-7	1.4E-7
0.25	1.7E-5	-	-	7.0E-6	3.9E-8	1.5E-6	5.3E-7
0.375	3.4E-5	-	-	1.6E-5	6.5E-8	3.7E-6	1.2E-6
0.5	5.3E-5	-	-	2.7E-5	9.0E-8	6.8E-6	1.9E-6
0.625	7.4E-5	-	-	4.0E-5	1.1E-7	1.1E-5	2.8E-6
0.75	9.6E-5	-	-	5.4E-5	1.3E-7	1.5E-5	3.8E-6
0.875	1.2E-4	-	-	6.8E-5	1.4E-7	2.0E-5	4.7E-6
1	1.4E-4	9.1E-3	5.6E-2	8.1E-5	1.5E-7	2.6E-5	5.6E-6
1.125	1.5E-4	-	-	9.2E-5	1.6E-7	3.1E-5	6.5E-6
1.25	1.7E-4	-	-	1.0E-4	1.7E-7	3.7E-5	7.4E-6
1.375	1.8E-4	-	-	1.1E-4	1.7E-7	4.2E-5	8.1E-6
1.5	1.9E-4	-	-	1.2E-4	1.8E-7	4.8E-5	8.9E-6
1.625	2.0E-4	-	-	1.2E-4	1.8E-7	5.4E-5	9.6E-6
1.75	2.1E-4	-	-	1.2E-4	1.8E-7	5.9E-5	1.0E-5
1.875	2.2E-4	-	-	1.2E-4	1.9E-7	6.5E-5	1.1E-5
2	2.2E-4	3.0E-3	1.7E-1	1.2E-4	1.9E-7	7.0E-5	1.1E-5
2.25	2.3E-4	-	-	1.2E-4	1.9E-7	8.1E-5	1.2E-5
