Radionuclide	Br-74m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.7E-1	4.4E-2	3.1E-3
0.083333	1.1E-1	1.0E-2	8.8E-4
0.125	4.3E-2	2.9E-3	3.3E-4
0.25	2.7E-3	1.2E-4	2.5E-5
0.375	1.7E-4	7.0E-6	1.8E-6
0.5	1.1E-5	4.2E-7	1.3E-7
0.625	7.3E-7	2.6E-8	9.2E-9
0.75	4.8E-8	1.6E-9	6.3E-10
0.875	3.1E-9	1.0E-10	-
1	2.0E-10	-	-
