Radionuclide	Br-74m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	3.1E-1	5.0E-2	6.3E-3
0.083333	1.2E-1	1.2E-2	1.3E-3
0.125	4.9E-2	3.3E-3	4.3E-4
0.25	3.1E-3	1.4E-4	3.0E-5
0.375	2.0E-4	8.0E-6	2.2E-6
0.5	1.3E-5	4.8E-7	1.5E-7
0.625	8.5E-7	3.0E-8	1.1E-8
0.75	5.5E-8	1.9E-9	7.4E-10
0.875	3.6E-9	1.1E-10	-
1	2.4E-10	-	-
