Radionuclide	Br-82
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	2.9E-1	-	-	2.2E-2	5.5E-2
0.083333	2.8E-1	-	-	1.4E-2	1.8E-2
0.125	2.7E-1	-	-	1.1E-2	7.5E-3
0.25	2.5E-1	-	-	7.6E-3	3.5E-3
0.375	2.4E-1	-	-	6.6E-3	3.3E-3
0.5	2.2E-1	-	-	6.0E-3	3.1E-3
0.625	2.0E-1	-	-	5.4E-3	3.0E-3
0.75	1.9E-1	-	-	4.9E-3	2.8E-3
0.875	1.8E-1	-	-	4.5E-3	2.7E-3
1	1.7E-1	8.4E-3	9.8E-5	4.1E-3	2.5E-3
1.125	1.5E-1	-	-	3.8E-3	2.4E-3
1.25	1.4E-1	-	-	3.5E-3	2.2E-3
1.375	1.3E-1	-	-	3.2E-3	2.1E-3
1.5	1.3E-1	-	-	3.0E-3	2.0E-3
1.625	1.2E-1	-	-	2.8E-3	1.8E-3
1.75	1.1E-1	-	-	2.6E-3	1.7E-3
1.875	1.0E-1	-	-	2.4E-3	1.6E-3
2	9.7E-2	5.7E-3	1.5E-4	2.2E-3	1.5E-3
2.25	8.5E-2	-	-	1.9E-3	1.3E-3
2.5	7.4E-2	-	-	1.7E-3	1.2E-3
2.75	6.5E-2	-	-	1.5E-3	1.0E-3
3	5.7E-2	3.4E-3	7.3E-5	1.3E-3	9.0E-4
3.25	5.0E-2	-	-	1.1E-3	7.9E-4
3.5	4.4E-2	-	-	9.7E-4	6.9E-4
3.75	3.8E-2	-	-	8.5E-4	6.0E-4
4	3.3E-2	2.0E-3	3.0E-5	7.4E-4	5.3E-4
4.25	2.9E-2	-	-	6.5E-4	4.6E-4
4.5	2.6E-2	-	-	5.7E-4	4.1E-4
4.75	2.2E-2	-	-	5.0E-4	3.6E-4
5	2.0E-2	1.2E-3	1.4E-5	4.4E-4	3.1E-4
5.5	1.5E-2	-	-	3.3E-4	2.4E-4
6	1.2E-2	6.9E-4	7.7E-6	2.6E-4	1.8E-4
6.5	8.9E-3	-	-	2.0E-4	1.4E-4
7	6.8E-3	4.1E-4	4.4E-6	1.5E-4	1.1E-4
7.5	5.2E-3	-	-	1.2E-4	8.3E-5
8	4.0E-3	2.4E-4	2.6E-6	8.9E-5	6.4E-5
8.5	3.1E-3	-	-	6.8E-5	4.9E-5
9	2.4E-3	1.4E-4	1.5E-6	5.2E-5	3.7E-5
9.5	1.8E-3	-	-	4.0E-5	2.9E-5
10	1.4E-3	8.3E-5	9.0E-7	3.1E-5	2.2E-5
11	8.2E-4	4.9E-5	5.3E-7	1.8E-5	1.3E-5
12	4.8E-4	2.9E-5	3.1E-7	1.1E-5	7.7E-6
13	2.8E-4	1.7E-5	1.8E-7	6.3E-6	4.5E-6
14	1.7E-4	9.9E-6	1.1E-7	3.7E-6	2.7E-6
15	9.9E-5	5.9E-6	6.4E-8	2.2E-6	1.6E-6
16	5.8E-5	3.5E-6	3.8E-8	1.3E-6	9.2E-7
17	3.4E-5	2.0E-6	2.2E-8	7.6E-7	5.4E-7
18	2.0E-5	1.2E-6	1.3E-8	4.5E-7	3.2E-7
19	1.2E-5	7.0E-7	7.7E-9	2.6E-7	1.9E-7
20	7.0E-6	4.1E-7	4.5E-9	1.5E-7	1.1E-7
21	4.1E-6	2.4E-7	2.7E-9	9.1E-8	6.5E-8
22	2.4E-6	1.4E-7	1.6E-9	5.4E-8	3.8E-8
23	1.4E-6	8.5E-8	9.2E-10	3.2E-8	2.3E-8
24	8.4E-7	5.0E-8	5.4E-10	1.9E-8	1.3E-8
25	4.9E-7	2.9E-8	3.2E-10	1.1E-8	7.8E-9
26	2.9E-7	1.7E-8	1.9E-10	6.4E-9	4.6E-9
27	1.7E-7	1.0E-8	1.1E-10	3.8E-9	2.7E-9
28	1.0E-7	6.0E-9	-	2.2E-9	1.6E-9
29	6.0E-8	3.5E-9	-	1.3E-9	9.4E-10
30	3.5E-8	2.1E-9	-	7.7E-10	5.5E-10
31	2.1E-8	1.2E-9	-	4.6E-10	3.3E-10
32	1.2E-8	7.2E-10	-	2.7E-10	1.9E-10
33	7.2E-9	4.2E-10	-	1.6E-10	1.1E-10
34	4.2E-9	2.5E-10	-	-	-
35	2.5E-9	1.5E-10	-	-	-
36	1.5E-9	-	-	-	-
37	8.6E-10	-	-	-	-
38	5.1E-10	-	-	-	-
39	3.0E-10	-	-	-	-
40	1.8E-10	-	-	-	-
41	1.0E-10	-	-	-	-
